Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
115,44.518,99.8852,237.071,0.445692,0.32382,1.24447,27.7447,0.234105,4.51598,0.335715,7.06514,27.3032,0.162674,14.186,14.1316,1.22607,1.41167,0.497482,0.943757,81.1887,0.811863,16.8024,0.0788784,28.1389,3.23546,0.470981,58.4135,58.2508,0.99092,0.830802,0.170194,0.890709,11.2636,0.0110266,0.461923,0.0405948,0.0673036,8.86307,0.0267346,0.00438826,0.00304621,0.859433,1.17676,
116,44.518,99.5051,229.175,0.447394,0.290237,1.58073,39.2777,0.20931,4.12677,0.358249,3.0177,26.9712,0.0898331,10.5307,10.5022,1.20287,1.34765,0.432794,2.19031,107.586,0.727118,17.9344,0.104685,12.5103,4.10041,0.226292,51.8419,51.6959,0.851856,0.929369,0.170194,0.935486,11.2636,0.0110266,0.461923,0.331109,0.0673036,6.5424,0.0213934,0.00438826,0.00304621,0.859433,0.488085,
117,44.4713,111.603,238.689,0.398478,0.357259,1.46797,29.794,0.354576,3.84659,0.331167,4.95934,29.2255,0.205937,19.2065,19.15,1.40373,1.30055,0.572494,1.96826,72.5268,1.12917,11.6703,0.0631583,17.2721,14.7601,0.589368,69.7456,69.95,1.45607,0.491194,0.165028,0.306201,11.2636,0.0110266,0.461923,0.0547615,0.0673036,6.82728,0.0274697,0.00438826,0.00304621,0.859433,0.89627,
118,44.4713,129.678,312.107,0.342936,6.48036,1.25688,56.4314,0.192984,4.27378,0.386175,7.24203,27.2966,0.115462,11.5079,11.4026,1.50756,1.5844,43.5111,0.921877,188.927,0.648697,19.6211,0.285773,27.0316,4.62175,0.316608,47.2755,47.422,1.74825,2.12627,0.165028,0.909684,11.1522,0.0110266,0.458999,0.329728,0.0709132,11.3586,0.0125878,0.00438826,0.00333582,0.919489,1.18252,
119,44.4713,68.1754,133.523,0.652308,0.271758,1.41177,16.3345,0.165724,2.46302,0.32973,2.34582,28.2442,0.150557,6.89563,6.85169,1.25288,1.45813,0.331535,1.9252,32.6468,0.719536,9.72494,0.0635524,11.3883,1.8392,0.530027,40.4479,40.3094,1.2526,1.22217,0.165028,0.998969,10.5644,0.0110266,0.464571,0.121411,0.0709132,27.4999,0.0274697,0.00438826,0.00324367,0.96036,1.18709,
120,44.4713,89.7606,221.699,0.495444,0.348425,1.42359,21.2285,0.253554,4.19084,0.326406,4.32283,27.8164,0.162061,13.6663,13.4935,1.22004,1.30806,0.730957,2.03434,47.3677,1.11661,18.4863,0.0459056,20.7967,0.932077,0.590976,66.5222,65.4186,1.14865,0.549558,0.176072,0.985205,11.2445,0.0110266,0.464571,0.0235214,0.0668226,23.7174,0.0274808,0.00438826,0.00324367,0.963991,1.19243,
121,44.3992,96.3489,212.689,0.460817,0.3762,1.42806,36.3454,0.350686,2.71941,0.374709,3.90189,27.8655,0.139373,10.1845,10.0606,1.30255,1.30001,0.742757,1.69727,107.045,1.31087,9.1597,0.173374,16.6891,4.67736,0.441321,49.2427,48.7796,1.18748,0.561968,0.1902,0.998969,11.2445,0.0110266,0.464571,0.33249,0.0708024,11.139,0.0274808,0.00205192,0.00133048,0.976375,0.920156,
122,44.3992,113.238,245.177,0.392086,0.302295,1.219,33.397,0.294135,5.123,0.351542,4.83644,27.0834,0.101896,18.9964,18.9463,1.29736,1.28959,0.39348,1.12057,94.0064,1.01761,18.0202,0.155474,16.0152,3.50796,0.248464,68.882,69.4789,1.12952,0.38859,0.190702,0.691738,11.2445,0.0111512,0.464571,0.146489,0.0683038,11.7176,0.0185215,0.00205192,0.00133048,0.968801,0.518386,
123,44.3992,93.3804,182.307,0.475466,0.403482,1.37336,37.5676,0.288871,6.89583,0.351266,5.9568,26.933,0.207564,5.23913,5.1761,1.59341,1.39396,0.710573,1.50062,101.689,0.998232,23.9688,0.0980718,22.4454,3.70535,0.638621,29.0545,26.3528,2.03665,0.736754,0.187529,0.998969,11.6623,0.0111512,0.464571,0.138461,0.0683038,8.56787,0.0185215,0.00205192,0.00133048,0.968801,1.19376,
124,44.3965,140.938,275.103,0.315007,0.457476,1.42702,30.4711,0.455163,10.3057,0.332597,15.7655,31.2188,0.378196,23.6432,23.3816,1.50701,1.59458,0.727896,1.40063,69.5562,1.35417,27.7535,0.107026,46.089,30.293,1.12863,70.4318,70.6408,1.46453,1.26745,0.192544,0.349753,11.7258,0.0111176,0.464571,0.0343932,0.0683038,4.19234,0.0185215,0.00205192,0.00133048,0.968801,1.19615,
125,44.388,81.5516,181.871,0.544294,0.438818,1.33887,25.9127,0.253354,3.80397,0.364034,3.55541,28.7398,0.0438913,7.32473,7.25153,1.20762,1.31692,1.57559,1.73586,84.0883,1.17926,18.7702,0.148909,21.5142,8.27989,0.340164,43.3659,44.863,1.0984,0.600897,0.18888,0.998969,11.6814,0.0110454,0.464571,0.331784,0.069273,15.0313,0.0185215,0.00205192,0.00133048,0.968801,1.19875,
126,44.3833,229.498,1089.27,0.193393,0.364385,1.19986,160.163,0.145115,3.46122,0.328037,4.7157,27.0467,0.128628,14.7959,14.6569,1.23585,1.25722,0.682629,0.972919,974.386,0.608319,12.3634,0.0624849,18.5652,4.07656,0.589668,60.7836,58.6464,1.12188,0.429112,0.18888,0.57279,11.6814,0.0109761,0.464571,0.0155696,0.069273,8.08898,0.0199659,0.00205192,0.0020918,0.991049,0.478496,
127,44.365,71.3465,112.632,0.621825,0.315107,1.29792,19.0918,0.217378,3.61996,0.322896,4.36161,26.7086,0.147645,6.36373,6.32036,1.26443,1.31509,0.468478,1.62729,33.0799,0.819758,13.7862,0.0474792,18.6402,5.38792,0.641026,29.4771,28.9323,1.16373,0.423783,0.188611,0.332986,11.6401,0.0109976,0.476474,0.101571,0.0700218,0.589452,0.0199659,0.00547833,0.00283697,0.991049,1.19825,
128,44.365,150.591,383.628,0.294607,0.482385,1.72193,60.1315,0.314378,8.75269,0.366648,9.68913,31.1324,0.147358,17.6125,17.3296,1.43348,1.47667,1.21542,2.92,180.753,1.0758,28.803,0.162378,32.5459,24.2295,0.453685,69.0318,69.8935,1.47515,1.01201,0.187573,1.0374,11.3567,0.0109976,0.473344,0.147623,0.0700218,8.55059,0.0199659,0.00598498,0.00283697,0.991049,1.20007,
129,44.3613,121.648,285.406,0.364671,1.10873,1.35616,52.5046,0.284221,5.85678,0.354319,5.33636,28.8002,0.156862,11.584,11.428,1.42046,1.45683,5.37516,1.54283,156.413,0.979968,19.688,0.100195,18.193,14.1729,0.488543,47.7779,47.2505,1.44173,1.16486,0.187362,1.03478,11.5808,0.0109976,0.474892,0.240828,0.0700218,9.79916,0.0199659,0.00480198,0.00191331,0.991049,0.526307,
130,44.3493,82.0409,200.785,0.540576,0.344498,1.43455,19.019,0.186468,2.83664,0.340965,5.06193,35.3154,0.119359,7.49387,7.42593,1.19749,1.26487,1.05256,1.8527,48.119,0.87379,11.8008,0.0756134,24.7277,42.4048,0.609063,51.3697,51.3138,0.959442,0.500686,0.187362,1.04093,11.6768,0.010958,0.478959,0.163426,0.0688807,27.5466,0.0208977,0.00480198,0.00191331,0.992666,0.694776,
131,44.3493,103.257,239.335,0.429506,4.01445,1.68009,43.9262,0.189267,3.82476,0.368495,4.65333,27.3907,0.0568744,7.29933,7.17472,1.28485,1.39362,25.9707,2.63622,141.211,0.705109,13.4688,0.242466,18.8481,8.26669,0.152293,34.6414,34.521,1.27208,0.983256,0.185605,1.04351,11.6768,0.010958,0.478959,0.232123,0.0700218,14.9878,0.0208977,0.00480198,0.00191331,0.990058,1.08686,
132,44.3476,92.2186,200.539,0.480896,0.336145,1.38717,25.9639,0.280111,2.89462,0.340188,4.03492,26.6681,0.202597,13.8167,13.6794,1.27354,1.34116,2.86152,1.5377,66.1044,1.10263,9.92652,0.0721502,15.8477,5.06946,0.719994,58.2247,57.6724,1.19341,0.591111,0.186798,1.04351,11.676,0.010958,0.478959,0.136608,0.0700218,3.20766,0.0194298,0.00480198,0.00191331,0.989424,1.19603,
133,44.3449,103.125,211.046,0.43001,0.380865,1.47838,38.6983,0.240556,5.51312,0.339251,5.20818,26.5784,0.169148,10.8884,10.6273,1.61524,1.38822,0.676875,1.70571,95.2297,0.806104,19.9096,0.0558382,20.4221,4.75816,0.488926,46.5373,46.1324,2.26127,1.10142,0.187456,0.408543,11.6768,0.010958,0.479151,0.141417,0.0700218,3.12173,0.0208977,0.00480198,0.00191331,0.993936,0.694644,
134,44.3348,68.964,145.726,0.642869,0.255247,1.09654,20.9792,0.131449,2.76825,0.341368,2.54868,27.2581,0.153073,5.45774,5.40572,1.26829,1.30035,0.384511,0.438725,58.4238,0.610124,11.5219,0.032625,13.0313,3.32093,0.751917,37.5264,37.3495,1.33571,0.809123,0.188061,1.04351,11.497,0.010958,0.478601,0.333064,0.0700218,9.73535,0.0184303,0.00598498,0.00283697,0.998709,0.0696462,
135,44.3348,104.158,222.101,0.425651,0.328516,1.36119,30.4871,0.281891,4.2974,0.345526,3.81637,26.9049,0.440708,16.6153,16.2819,1.60385,1.39294,0.494936,1.67921,74.549,0.954298,14.7799,0.0953289,14.7528,4.88611,1.66395,62.2415,64.0414,2.13651,0.847983,0.188032,1.04918,11.7511,0.010958,0.478963,0.0301615,0.0700218,6.55772,0.0184303,0.00598498,0.00283697,0.999166,1.20347,
136,44.3324,64.0351,79.4086,0.692314,0.287761,1.38593,18.6156,0.176886,3.47192,0.325309,2.70862,27.0246,0.126352,3.66153,3.60725,1.25027,1.39316,0.393776,1.36748,28.6618,0.67114,12.5163,0.0606699,10.6841,4.45196,0.571391,17.3326,19.9093,1.07706,0.788086,0.184881,1.04918,11.8398,0.010958,0.478963,0.0321071,0.0705677,3.70305,0.0154185,0.00526611,0.0016975,1.00026,1.20347,
137,44.3324,79.9209,151.709,0.554704,0.322003,1.13906,24.5825,0.293584,3.60783,0.325621,4.33442,26.8844,0.227147,7.87992,7.85065,1.16515,1.3086,0.516886,0.482369,50.9936,1.13899,12.6633,0.0371907,17.0121,3.94429,0.939835,39.2247,39.0973,0.670625,0.515848,0.184881,0.832909,11.8398,0.010958,0.478963,0.12042,0.0702278,9.86038,0.0153467,0.00526611,0.00285736,0.997214,1.20347,
138,44.3108,82.2196,154.512,0.538932,0.284026,1.60322,28.9406,0.23043,2.39137,0.348048,4.63575,27.5713,0.105546,6.86131,6.69388,1.33521,1.21889,0.418351,2.28054,79.1799,0.955267,7.66643,0.0828894,18.3931,2.9588,0.387272,38.1596,38.0463,1.42799,0.180322,0.18526,1.03814,11.8398,0.010958,0.477986,0.220582,0.0709263,11.0572,0.0143031,0.00526611,0.00285736,0.996792,0.565767,
139,44.3108,94.5023,209.295,0.468886,0.325695,1.3693,25.3581,0.194126,3.63156,0.331667,5.47282,30.3416,0.14529,12.4183,12.3765,1.28725,1.25009,0.552959,1.34469,67.6347,0.754044,12.5135,0.0678668,22.1932,20.3277,0.645887,55.7066,55.9659,1.20413,0.326811,0.18526,1.03814,11.8398,0.010958,0.477986,0.0191113,0.0694617,11.3937,0.0143031,0.00526611,0.00285736,0.993257,0.929182,
140,44.3108,85.3769,201.734,0.519002,0.291029,1.33217,25.1939,0.193925,3.67579,0.338411,3.60544,27.2702,0.107245,10.4606,10.4457,1.17347,1.28911,0.49166,1.34145,64.5291,0.895324,17.4376,0.0469816,18.3952,4.1967,0.442169,51.1947,51.2723,0.802801,0.649809,0.18526,1.03814,11.8891,0.0109531,0.477986,0.219689,0.0701326,11.6118,0.0143031,0.00867924,0.00336446,1.00294,0.582753,
141,44.3082,83.0097,166.897,0.533771,0.312153,1.24367,27.7422,0.27804,2.11508,0.357085,6.23321,27.7684,0.113247,7.15752,6.98193,1.46388,1.24337,0.500492,0.9184,67.0248,1.05911,7.67206,0.130946,27.2037,4.64658,0.400883,39.2115,38.983,1.82311,0.267201,0.183934,0.929838,11.8714,0.010999,0.477986,0.295413,0.0701326,10.6453,0.0143031,0.0127387,0.00362633,1.00486,0.976579,
142,44.3082,104.473,238.778,0.424112,0.460747,1.76585,46.1171,0.227295,2.42954,0.375314,3.81945,27.0614,0.119481,9.80755,9.65813,1.35568,1.27538,1.3916,2.87079,139.644,0.877686,7.75873,0.176747,15.7265,3.5753,0.472288,44.0401,43.6252,1.37812,0.275612,0.188611,1.03296,11.8841,0.0109652,0.477174,0.333631,0.0701326,9.12296,0.0143031,0.0196435,0.00726982,1.00486,1.20285,
143,44.2899,130.936,285.42,0.338255,0.716705,1.82655,43.6259,0.383699,6.11404,0.34203,9.46933,27.4354,0.355121,18.9606,18.8538,1.43911,1.41425,2.45629,3.10131,105.583,1.13987,18.917,0.0974579,33.7992,4.33187,1.21631,67.8943,68.9569,1.44531,0.880561,0.188139,1.03296,11.8894,0.0109196,0.475237,0.0576312,0.0708212,11.0534,0.0123418,0.0196435,0.00726982,1.00235,1.03021,
144,44.2899,78.2735,168.595,0.565835,0.248923,1.36328,27.5552,0.114457,3.45111,0.34006,5.71021,27.0923,0.115592,4.98533,4.7769,1.19276,1.32744,0.506268,2.00838,103.388,0.505139,14.5863,0.0838294,33.2972,3.98839,0.551828,30.0835,28.9673,0.919074,0.706132,0.187976,1.03296,11.891,0.0109196,0.475237,0.0752192,0.0710993,1.9246,0.0123418,0.0251444,0.00879464,1.00486,1.20246,
145,44.2803,120.788,282.705,0.366597,0.315831,1.34485,38.7174,0.331897,8.50793,0.363464,10.1474,27.3507,0.0805385,15.4341,15.1996,1.45668,1.53717,0.466954,1.02546,99.1075,1.24145,30.1172,0.249794,36.6828,3.11975,0.244563,67.6985,66.8788,1.57046,1.69193,0.185077,1.01722,11.8096,0.0107994,0.472692,0.144918,0.0710993,10.6804,0.0122579,0.0289019,0.00879464,0.99077,0.350145,
146,44.2803,79.7108,173.55,0.555512,0.245698,1.45194,24.4722,0.123651,3.70317,0.329216,3.31863,27.4053,0.0606151,8.09257,8.05176,1.16493,1.2911,0.301706,2.16699,65.6748,0.728256,17.1708,0.0448239,18.8067,2.16666,0.257374,43.0401,42.7681,0.799975,0.527305,0.182587,1.01722,11.8538,0.0107648,0.472692,0.137395,0.0710993,15.3407,0.0122381,0.0322325,0.0106448,0.994235,1.20285,
147,44.2803,89.6529,204.169,0.493908,0.282796,1.36385,28.3977,0.28098,2.57616,0.338816,3.7364,26.8636,0.11869,11.608,11.4828,1.3866,1.21657,0.392212,1.57304,69.4601,1.10292,9.80138,0.0739515,16.9299,3.95198,0.488536,55.8388,55.6354,1.50606,0.214665,0.182427,1.01722,11.8938,0.0107648,0.472279,0.129847,0.0690517,8.14838,0.0122381,0.0338699,0.0109457,1.00352,0.344146,
148,44.2746,135.928,320.082,0.32572,0.397239,2.04882,40.9246,0.359243,5.35195,0.345465,5.64647,43.2599,0.221377,17.3856,17.292,1.32958,1.36601,0.732177,3.94763,113.394,1.20448,18.8782,0.0801599,22.9906,112.64,0.77886,61.6141,61.0487,1.1223,0.625053,0.18198,1.01722,11.9176,0.0107388,0.472692,0.0466937,0.0698339,10.8804,0.0122365,0.0355078,0.0109457,1.00388,1.19878,
149,44.2732,94.4812,199.235,0.468593,0.297135,1.62336,27.2489,0.225439,4.3476,0.332357,5.44356,29.2756,0.0768339,11.6071,11.5373,1.17222,1.29392,0.450732,2.39699,74.1787,0.887761,15.7316,0.0388352,23.7096,22.0778,0.34872,51.3259,50.9243,0.644737,0.376689,0.18198,1.01722,11.9305,0.0107388,0.472692,0.0982671,0.0698339,4.06725,0.0122516,0.0355078,0.0109457,1.00388,1.19762,
150,44.2679,132.225,278.853,0.334791,0.456549,2.05728,43.8489,0.435018,6.96218,0.360189,8.38574,25.9904,0.233626,20.2887,20.1153,1.65513,1.43632,0.872224,3.77203,109.694,1.27908,21.0182,0.1344,27.2023,6.78905,1.01084,70.8126,70.2315,1.95157,0.817769,0.178665,1.01722,11.9165,0.0107388,0.472692,0.19435,0.0702537,0.504163,0.0122518,0.0355078,0.0109457,0.991414,1.19878,
151,44.267,90.4479,201.843,0.48942,0.309774,1.2631,24.4351,0.305989,3.93864,0.320577,6.35052,27.0987,0.115484,11.7845,11.6939,1.49677,1.33499,0.50719,1.27779,59.4775,1.21516,13.8558,0.0674927,25.7661,3.05536,0.454291,55.2498,54.0654,1.90075,0.805516,0.176523,1.00825,11.9062,0.0107388,0.472692,0.0446052,0.0695786,14.7727,0.0122231,0.0399938,0.0124433,0.991414,1.20069,
152,44.2553,106.02,252.294,0.417425,0.288185,1.65175,33.6267,0.298386,4.18405,0.336733,6.75915,27.6726,0.186608,14.2974,14.1709,1.19438,1.35269,0.42996,2.6145,97.1634,1.14798,16.4581,0.0731322,26.9374,1.79134,0.72816,58.6048,58.157,0.726288,0.618686,0.176523,1.00825,11.8185,0.0107388,0.472692,0.061906,0.0695786,16.506,0.0122383,0.0399938,0.0124433,0.991414,1.20069,
153,44.2504,116.346,262.339,0.380333,0.376367,1.69172,37.5792,0.299307,4.69959,0.335284,5.91154,26.8367,0.101146,17.8756,17.7916,1.47138,1.37686,0.670136,2.26413,89.6202,1.07184,17.3879,0.0162863,20.4183,3.6517,0.401118,68.8273,69.3103,1.61064,0.83125,0.176523,1.00825,11.847,0.0107388,0.473041,0.247216,0.0695786,8.82109,0.0122383,0.0420726,0.0132496,0.991414,1.19873,
154,44.2369,88.946,194.922,0.497346,0.274917,1.60689,31.7891,0.290343,5.21343,0.35508,5.12777,27.4343,0.242075,6.87326,6.78689,1.38439,1.56765,0.417389,2.31182,106.353,1.19216,21.4787,0.185211,21.4204,3.42034,1.38144,35.5309,36.0989,1.48245,1.91046,0.170379,1.0066,11.8929,0.0106611,0.473041,0.0147661,0.068805,10.0682,0.0122383,0.0406265,0.0130727,0.998973,1.20132,
155,44.2369,80.6863,180.313,0.548258,0.211343,1.26652,17.5628,0.195552,5.95512,0.348267,2.65855,29.3181,0.0562733,10.2303,10.085,1.32763,1.47091,0.181096,1.34194,32.1249,0.912695,26.8231,0.073092,13.0723,13.6404,0.286891,51.6655,51.0876,1.51871,1.38137,0.170379,0.987786,11.9142,0.0106611,0.469894,0.333543,0.068805,8.697,0.0122353,0.0387914,0.012618,1.00723,1.20045,
156,44.2369,154.809,315.625,0.285752,0.401756,1.57485,50.7026,0.475615,7.5249,0.364812,11.813,27.1594,0.103545,25.8166,25.6271,1.86361,1.38099,0.650615,1.92673,114.898,1.3311,23.6623,0.119464,38.0529,8.3631,0.366176,75.1092,71.9018,2.30073,0.628721,0.170379,0.896073,11.9142,0.0106611,0.473041,0.20569,0.068805,4.86836,0.0107813,0.0387914,0.012618,1.00317,0.77262,
157,44.2369,89.5317,230.557,0.494092,0.21754,1.43549,39.9032,0.154187,3.8481,0.365927,4.6365,27.7136,0.196971,4.2014,4.05246,1.42432,1.38203,0.264365,2.68081,138.979,0.792652,17.1082,0.154705,22.3566,1.80675,1.04285,29.5059,33.5595,1.96326,0.887014,0.170379,1.00825,11.8933,0.0106611,0.473041,0.333543,0.068805,17.1318,0.0122383,0.039323,0.012618,1.00317,1.19663,
158,44.2349,124.051,260.61,0.356587,0.77284,1.84351,32.5397,0.44867,5.91663,0.342152,8.37477,26.3018,0.243789,22.1768,22.0855,1.60113,1.4034,3.04548,2.63991,80.779,1.36328,17.8621,0.119072,28.3723,5.20796,0.880973,74.2091,74.1538,1.94284,0.741605,0.169502,1.02768,11.924,0.0107154,0.475243,0.0506609,0.068805,5.86532,0.0122384,0.0438758,0.0152801,0.986687,1.04862,
159,44.2302,122.852,270.198,0.36003,0.275571,1.64122,45.5749,0.350171,6.37018,0.369054,5.02904,26.0411,0.197508,17.314,16.8377,1.36984,1.48132,0.471332,2.21904,113.204,1.21909,21.3382,0.122839,18.7564,6.22108,0.689368,65.3662,64.139,1.24942,1.14396,0.166339,1.02768,11.924,0.0107154,0.475243,0.333658,0.0701274,0.469796,0.0122487,0.0523286,0.0158407,1.00317,0.921333,
160,44.2302,77.7184,176.245,0.569109,0.246363,1.21969,20.0195,0.134437,2.3106,0.325163,3.14225,27.2223,0.0482119,10.2973,10.1441,1.3736,1.2349,0.339063,0.973337,46.1568,0.619237,9.99416,0.0648083,17.023,3.33487,0.281717,52.8489,52.0054,1.66668,0.281273,0.166339,1.02768,11.924,0.0107158,0.475243,0.0255356,0.0721778,6.72814,0.0122472,0.0523286,0.0158407,1.02247,1.20003,
161,44.2277,108.371,236.195,0.408113,0.855486,1.20455,23.9562,0.381425,6.41121,0.331304,7.49046,27.387,0.125025,18.8736,18.77,1.28155,1.30335,3.95565,0.754149,49.1174,1.28903,20.7753,0.0636448,30.6645,3.02216,0.464701,70.9951,70.9954,0.900555,0.350325,0.166339,0.402331,11.924,0.0107632,0.477461,0.0352548,0.0721778,12.898,0.0122472,0.0548956,0.0169267,1.02192,1.20294,
162,44.2259,111.238,257.67,0.39758,0.344039,1.47794,25.7916,0.331905,5.70312,0.334504,4.7444,37.1262,0.231471,16.0121,15.9845,1.53284,1.62298,0.638869,1.78941,50.1394,1.09808,21.9297,0.0811728,17.0312,74.6825,0.797076,61.8663,61.9163,1.80771,1.84698,0.166339,1.02581,11.9207,0.0107441,0.47773,0.0804655,0.0721778,0.797817,0.0122472,0.0572008,0.0173535,1.023,1.20294,
163,44.2238,105.336,245.939,0.419836,0.309935,1.60944,45.7743,0.240176,3.37753,0.371885,4.53579,27.2292,0.184504,9.63388,9.42204,1.40693,1.24024,0.606033,2.8135,142.056,0.917184,11.8865,0.172151,22.7709,10.2665,0.785126,42.2183,41.8183,1.59448,0.53451,0.166339,0.645694,11.9207,0.0107441,0.47773,0.333944,0.0721778,7.81931,0.0122472,0.0572008,0.0174302,1.01932,0.379263,
164,44.2238,54.5815,51.2064,0.810233,0.232234,1.04045,15.8501,0.194707,2.09257,0.332468,3.34491,27.3003,0.0205844,0.936284,0.885791,1.1561,1.19503,0.323931,0.563533,20.4005,0.909358,8.40352,0.0455675,16.1079,2.62014,0.166547,9.71352,9.56091,0.663723,0.0889437,0.166339,0.962416,11.9207,0.0106879,0.477793,0.179872,0.072689,10.2853,0.0122472,0.0572008,0.0174302,1.02503,0.661168,
165,44.2238,93.8374,213.215,0.471281,0.234968,1.7691,38.6791,0.177606,4.31569,0.372386,5.08781,27.1953,0.183431,6.80575,6.45639,1.2966,1.2632,0.287215,3.05638,127.162,0.699928,17.9826,0.183344,22.9433,4.88699,0.869043,28.7199,27.8399,1.384,0.262611,0.166411,1.03104,11.9093,0.0106879,0.478051,0.333944,0.0731023,0.135874,0.0122451,0.0580528,0.0178835,1.02327,1.20465,
166,44.2238,76.2364,159.839,0.580087,0.216686,1.20326,24.7271,0.175585,3.32992,0.339465,1.66858,27.862,0.143858,7.0849,6.9032,1.28028,1.30157,0.279143,0.969183,71.7737,0.807919,18.1778,0.078693,9.29682,3.87662,0.79142,44.0759,43.1541,1.44733,0.557966,0.165679,1.03104,11.9018,0.0106879,0.477257,0.126721,0.0731023,10.5467,0.0122451,0.0589706,0.0178835,1.02095,1.20549,
167,44.2219,80.4335,138.892,0.549794,0.294792,1.10998,31.5698,0.23922,3.85121,0.346935,6.86542,26.8541,0.129854,3.22672,3.1541,1.44974,1.34161,0.469555,0.404397,86.4725,0.808222,12.1224,0.102665,23.7674,3.65442,0.434617,14.4593,13.7191,1.41832,0.575818,0.164832,0.409988,11.9018,0.0106879,0.478051,0.256439,0.0738787,10.7601,0.0122451,0.0593399,0.0185715,1.02907,0.86637,
168,44.2165,98.5408,195.306,0.448713,0.352624,1.46868,43.4658,0.280699,4.27333,0.345451,6.57048,26.5677,0.167898,6.21443,6.16119,1.44404,1.22851,0.685553,1.5534,112.581,0.989299,13.8139,0.0793382,23.552,4.22033,0.598337,31.0845,31.1042,1.50427,0.454769,0.164367,1.03104,11.9018,0.0107041,0.478051,0.186644,0.0740054,8.87353,0.0122451,0.0584123,0.0177125,1.02907,0.235539,
169,44.2165,91.9914,189.89,0.480659,0.351359,1.146,35.0635,0.292709,2.72707,0.351587,3.98338,26.7893,0.0747637,9.30596,9.2016,1.41879,1.28544,0.763075,0.871271,100.068,1.14794,9.75807,0.0913755,19.7948,3.97046,0.304849,41.6538,41.6185,1.51694,0.406413,0.164367,0.434328,11.9018,0.0106549,0.477815,0.334092,0.0740297,9.16711,0.0122865,0.0593399,0.0188766,1.03408,1.02505,
170,44.2156,82.1303,151.014,0.538359,0.301791,1.36028,26.7442,0.235383,4.84941,0.33669,6.77905,26.9207,0.230693,5.82599,5.72806,1.40267,1.41543,0.545758,1.32307,73.5899,0.905274,20.9829,0.0616599,28.055,4.52438,0.982938,26.3626,26.1354,1.48748,1.57125,0.163828,1.02882,11.9188,0.0106549,0.477815,0.194525,0.0741716,0.324126,0.0122865,0.0588729,0.0176683,1.03408,0.264727,
171,44.2156,94.0733,192.32,0.470013,0.401401,1.45109,30.2546,0.314975,6.13253,0.332635,5.63484,26.5929,0.314895,10.1192,9.90755,1.2166,1.40016,0.980868,2.35705,80.7275,1.04207,21.1025,0.0887007,20.9401,4.24555,1.2428,49.7845,49.3373,0.653513,0.875478,0.163828,0.690149,11.9208,0.0106549,0.47752,0.063213,0.0744618,6.84759,0.0123805,0.0623848,0.0190321,1.03792,1.2053,
172,44.2144,62.4692,94.7936,0.707779,0.258325,1.38793,22.5609,0.156993,2.07915,0.332164,2.87516,26.8903,0.0848091,1.7511,1.71519,1.17999,1.19715,0.496838,2.37883,59.2198,0.760212,9.47975,0.0264741,14.9743,4.5148,0.413017,10.9643,12.1245,0.793515,0.21792,0.163073,1.02348,11.9208,0.0106549,0.474586,0.158974,0.0744618,0.163113,0.0131018,0.0623848,0.0191267,1.0369,0.616399,
173,44.2137,81.1529,182.943,0.544819,0.241775,1.31001,22.083,0.248802,2.45383,0.333086,2.28452,27.41,0.0379101,11.1746,11.1318,1.25473,1.18885,0.39821,1.73068,52.5121,1.17581,9.67462,0.0364922,11.2755,1.92503,0.161838,55.5452,55.5488,1.03006,0.0926479,0.162974,1.01885,11.8847,0.0106685,0.474385,0.12284,0.0757113,17.8123,0.0131018,0.0631829,0.0192095,1.0369,0.644826,
