Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
57,477.439,1321.99,743.087,0.361153,163.85,89.7743,81.7576,36.4327,3.41038,62.2793,5.40062,184.919,315.075,0,161.539,2.93928,28.6803,89.8329,96.0969,65.9713,80.62,60.237,7.41861,2.08522,54.8275,1.77723,232.402,443.516,0,119.72,2.12735,27.0973,80.4804,69.454,9.06036,0.647655,9.28926,20.6616,0.561155,11.6508,0.897069,0.000377273,0.000434748,0,20.0126,0.0730145,1.43165,1.36459,31.3644,
58,477.439,1519.25,1518.5,0.31426,170.897,114.792,71.9943,36.1188,3.34108,63.3518,5.40615,220.805,439.416,0,149.395,2.83367,28.5589,115.159,97.1781,73.1276,326.065,54.1256,6.92074,2.10112,59.8461,1.68761,339.464,725.063,0,105.882,2.13302,27.4697,326.365,78.5327,9.06036,0.647655,9.28926,19.3527,0.561155,11.6508,0.956398,0.000377273,0.000434748,0,14.5592,0.0732994,1.43165,1.36459,31.3363,
59,477.439,1358.29,1096.64,0.3515,165.641,82.6298,80.3016,36.0517,3.82445,60.0292,5.26849,183.757,338.783,0,188.979,3.32984,26.8882,82.6937,100.114,69.5626,74.2447,60.5383,7.89814,2.53656,54.3256,1.88205,338.978,654.025,0,156.777,2.62319,25.9772,75.049,74.9056,9.06036,0.647655,9.28926,20.6616,0.561155,11.6508,1.087,0.000377273,0.000434748,0,20.2057,0.0732994,1.43165,1.36459,31.3644,
60,477.439,1390.16,1205.87,0.343441,165.363,107.086,68.5849,35.5027,3.1811,61.294,5.98987,173.019,307.301,0,189.685,2.70508,25.7709,107.206,137.475,68.5381,281.996,54.4568,8.08249,2.21283,63.0207,3.57943,201.237,470.421,0,228.116,2.19274,25.478,281.028,276.597,9.06036,0.647655,9.28926,8.92747,0.561155,11.6508,1.83969,0.000377273,0.000434748,0,19.7173,0.0410208,1.12241,1.36459,31.0789,
61,477.439,1194.99,791.357,0.399535,176.879,89.0179,72.0082,36.7269,3.26924,58.8745,5.7393,125.033,211.158,0,174.568,2.85409,27.3753,89.1063,122.377,73.4673,167.622,53.5514,13.1194,2.32565,60.1514,3.05442,135.573,291.757,0,214.542,2.42247,31.4941,169.452,223.554,9.06036,0.647655,9.28926,11.5338,0.561155,11.6508,1.83969,0.000377273,0.000434748,0,20.2886,0.0732994,1.43165,1.36459,31.1826,
62,477.439,1100.63,878.226,0.433788,165.392,88.2321,66.4699,35.986,3.03864,58.7025,5.58659,108.363,179.854,0,171.358,2.60695,25.0117,88.3283,101.698,69.8206,214.862,51.1441,7.82565,2.35669,64.7164,2.56228,100.512,235.804,0,145.718,2.39076,28.0185,214.879,177.802,9.06036,0.647655,8.67672,11.1061,0.561155,11.6508,1.83969,0.000377273,0.000434748,0,20.2886,0.0886408,1.43165,1.36459,31.1826,
63,477.439,1152.34,850.673,0.414321,200.903,90.3971,63.9929,35.3198,2.97739,57.6054,5.46464,122.801,200.806,0,159.096,2.53837,25.9788,90.507,93.9541,226.694,162.397,48.6529,6.85402,2.20567,52.1905,2.15648,130.639,251.63,0,135.286,2.20918,26.9501,162.485,154.199,9.06036,0.647655,9.28926,13.544,0.561155,11.6508,1.83969,0.000377273,0.000434748,0,17.5735,0.0700148,1.71603,1.36459,31.1826,
64,477.439,1100.83,517.701,0.43371,179.609,69.9386,63.4739,35.0397,3.11841,48.3098,5.18329,129.853,247.434,0,146.364,2.64176,21.5903,70.0188,78.2513,74.1604,62.6179,49.4768,4.76582,2.35564,44.269,1.47089,137.493,327.097,0,101.26,2.32599,21.4561,63.9796,52.6919,9.06036,0.647655,9.28926,24.2045,0.561155,11.6508,0.841257,0.000377273,0.000434748,0,20.2886,0.0886408,1.71603,1.36459,31.1826,
65,477.439,1032.6,435.523,0.462366,171.302,70.2258,63.6046,35.9842,2.79074,50.3085,5.4987,117.256,213.409,0,137.305,2.35801,21.7347,70.3066,70.5161,66.8051,62.3729,46.7531,4.58422,2.04641,42.9932,1.33565,120.824,287.016,0,90.0182,2.0462,21.1767,62.1702,40.4067,9.06036,0.647655,9.28926,26.343,0.561155,11.6508,1.83969,0.000377273,0.000434748,0,20.0157,0.0738212,1.71603,1.36459,31.1127,
66,477.439,1063.76,890.54,0.448824,170.198,94.5051,64.4472,35.1038,3.08103,50.8091,5.66717,112.106,157.791,0,160.318,2.68001,23.122,94.6311,89.2965,69.352,244.629,49.9383,5.27127,2.42239,51.1137,2.46256,150.873,153.893,0,219.894,2.43882,27.011,241.557,168.278,9.06036,0.647655,4.27571,8.45938,0.561155,12.2062,1.83969,0.000377273,0.000434748,0,20.0157,0.0886408,1.71603,1.36459,31.1127,
67,477.439,1036.94,971.787,0.460429,170.807,57.3641,57.5726,36.146,2.99407,44.6107,5.47847,140.393,228.947,0,141.049,2.5613,20.1486,57.442,71.43,68.0509,61.575,47.6214,9.23389,2.24931,39.9274,1.64714,287.718,469.755,0,190.724,2.30411,21.1546,61.1866,71.0956,9.06036,0.647655,4.27571,26.343,0.561155,12.2062,1.83969,0.000377273,0.000434748,0,19.1328,0.0886408,1.71603,1.36459,31.0968,
68,477.439,1034.09,994.963,0.4617,176.916,80.7498,59.2002,34.7933,2.86586,42.4422,5.27072,118.702,215.255,0,127.694,2.41705,18.5031,81.0495,68.2313,66.9248,298.079,50.9295,4.14471,2.15391,33.8877,1.12359,151.533,382.078,0,199.939,2.22818,18.6092,298.266,54.4543,9.06036,0.647655,4.27571,16.7709,0.686127,12.2062,1.83969,0.000377273,0.000434748,0,13.044,0.0886408,1.71603,1.36459,31.1127,
69,421.961,953.5,772.253,0.442539,169.506,74.4016,48.656,34.6934,2.67798,44.2532,5.3588,102.344,145.922,0,149.584,2.31599,19.8305,74.563,79.394,63.796,191.303,39.2585,4.77496,1.80341,42.2514,1.42297,116.44,190.697,0,216.024,1.83225,26.6521,192.365,110.162,9.06036,0.647655,4.27571,12.3703,0.686127,12.2062,1.83969,0.000377273,0.000434748,0,13.044,0.0886408,1.50791,1.36459,31.1127,
70,421.961,802.54,139.082,0.525782,173.886,48.2742,49.0833,34.8253,2.72327,43.7191,5.26847,77.9092,119.672,0,111.347,2.34654,18.5339,48.3327,66.6184,64.0493,45.9431,39.1905,3.89458,1.78804,33.5366,1.15429,58.3585,93.6523,0,79.7238,1.84929,18.2882,45.6638,39.0821,9.06036,0.647655,4.27571,26.343,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.0886408,1.71603,1.36459,31.1127,
71,421.961,1031.41,1131.69,0.409112,174.835,43.3738,47.6137,87.067,2.89378,40.3385,5.74743,125.377,198.43,0,149.631,2.54428,17.1391,43.4399,92.9771,60.5417,39.608,41.6466,525.02,1.96657,30.7477,2.61026,250.002,347.272,0,275.322,2.02745,18.6824,39.6894,206.285,9.06036,0.647655,0.526155,12.7422,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.0886408,1.71603,1.36459,31.1127,
72,421.961,777.863,422.757,0.542461,180.963,52.3391,44.3224,34.7916,2.65242,38.8714,5.36755,77.2436,99.9896,0,106.077,2.30349,15.5816,52.4212,64.9393,117.275,112.174,38.5575,52.1773,1.74305,29.9802,1.05243,76.8282,125.054,0,84.7743,1.76144,15.4396,112.059,66.0083,9.06036,0.647655,3.45991,15.5174,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.0886408,1.71603,1.36459,31.1804,
73,421.961,991.895,1469.06,0.425409,173.627,80.7184,44.8753,34.2248,2.85448,38.2227,5.44705,126.14,204.601,0,107.767,2.49955,14.1814,81.1731,75.5628,54.7205,338.329,41.3537,3.88596,2.01081,45.7761,1.863,267.328,440.571,0,94.6803,1.992,13.9429,338.178,160.776,9.06036,0.647655,3.76732,11.5861,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.129059,1.10437,1.36459,31.1574,
74,421.961,793.741,456.128,0.53161,172.125,38.7042,45.9098,34.8686,2.80971,36.2188,5.73613,88.2877,127.587,0,103.656,2.45145,15.1737,38.8349,81.378,53.906,53.7087,44.3374,4.288,2.02869,25.5088,3.1679,108.105,190.966,0,88.4942,2.09152,18.7421,54.0724,231.663,9.06036,0.348297,3.76732,10.6725,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.13709,1.63277,0.824186,31.1804,
75,421.961,975.257,1842.3,0.432666,171.251,107.792,44.3321,34.8144,2.71396,37.6915,5.42795,105.529,153.544,0,119.287,2.2995,14.6866,108.487,67.4014,55.2093,449.623,36.9417,4.0414,1.85515,28.5247,1.04098,310.732,449.628,0,225.756,1.88659,13.6353,448.728,80.7678,9.06036,1.18027,3.76732,18.1197,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,13.044,0.0315637,1.71603,2.21376,31.1804,
76,421.961,891.122,780.941,0.473516,173.729,58.9037,41.3091,34.3682,2.84356,41.4435,5.52645,95.8948,147.499,0,131.563,2.47681,15.8803,58.9727,80.7132,57.8466,141.207,32.8661,4.19979,2.07565,49.4719,2.17548,166.086,256.106,0,222.402,2.11896,23.145,140.936,180.769,9.06036,1.18027,0.538816,14.4773,0.673625,11.9188,1.75493,0.000377273,0.000434748,0,13.044,0.107832,1.60759,2.21376,31.1804,
77,421.961,851.235,1120.9,0.495704,168.285,93.9764,41.7075,34.2137,2.72108,37.0033,5.64758,71.4083,91.7111,0,116.255,2.32198,12.788,94.1595,79.0372,55.9227,339.616,32.3891,5.60016,1.8984,37.5989,1.97419,138.703,91.6109,0,164.474,1.98042,11.525,334.821,185.939,9.06036,0.556573,3.76732,1.2006,0.673625,11.9188,1.47167,0.000377273,0.000434748,0,16.8912,0.0399326,1.71603,1.31074,31.1757,
78,356.639,766.571,1338.13,0.46524,164.046,60.2147,38.1271,35.2511,3.0136,36.7822,5.68409,88.4478,95.2092,0,101.194,2.61729,14.6414,60.7703,60.5722,50.0693,300.772,33.0934,3.79429,3.03027,32.9966,1.26174,313.793,129.939,0,124.822,3.07369,27.9894,306.821,113.728,9.06036,0.556573,3.76732,10.144,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,16.8912,0.0399326,2.01056,1.31074,31.1442,
79,356.639,625.853,187.487,0.569845,164.208,31.7262,36.7277,35.6041,2.91736,33.684,5.58956,51.2182,81.1363,0,86.3621,2.50042,13.2245,31.8704,49.0836,47.9366,41.5331,17.7814,3.0956,2.19707,26.633,0.824974,58.0356,51.1512,0,89.2709,2.14662,22.4041,41.4525,30.0005,9.06036,0.556573,3.76732,26.343,0.673625,11.9188,1.83969,0.000377273,0.000434748,0,16.7113,0.0399326,2.01056,1.31074,31.1757,
80,356.639,586.856,230.758,0.607711,156.679,28.0478,34.0578,36.9661,2.71128,28.7841,5.603,47.0925,78.9045,0,77.0877,2.28247,9.6832,28.2109,50.7461,44.4929,25.1377,16.8975,18.0074,1.76354,18.4643,1.10841,39.9013,51.4663,0,117.984,1.76196,8.06966,24.9266,49.4308,9.06036,0.556573,3.76732,26.343,0.572454,11.9188,1.83969,0.000377273,0.000434748,0,16.8912,0.0125542,1.46362,1.31074,31.1757,
81,356.639,584.786,272.355,0.609863,157.999,25.9079,36.0522,41.3785,2.75667,29.3986,5.6452,43.6571,74.7712,0,78.757,2.30093,9.80788,26.0789,50.2753,42.3616,23.292,22.6813,60.9341,1.89035,16.5422,1.1572,47.5603,54.6293,0,113.212,1.94703,8.08987,23.3034,53.1714,9.06036,0.556573,3.76732,26.343,0.572454,12.2195,1.83969,0.000377273,0.000434748,0,16.4849,0.0125542,1.46362,0.96333,31.1757,
82,338.471,643.153,746.553,0.526268,155.922,48.4768,38.4144,36.1457,3.18844,34.4295,5.77958,39.752,67.5492,0,83.2226,2.7219,12.7231,48.6578,66.1706,48.2968,203.227,27.8377,11.1628,2.37712,37.9844,1.75791,42.4625,55.4025,0,202.505,2.44878,19.5699,200.965,148.002,9.06036,0.556573,1.16185,8.17207,0.572454,12.2195,1.83969,0.000377273,0.000434748,0,16.4849,0.0125542,1.46362,1.31074,31.0821,
83,307.275,561.174,680.494,0.547558,151.47,43.8073,33.4175,34.9901,2.70948,30.6179,5.74825,33.2424,61.4237,0,48.9368,2.22129,10.0911,43.9936,58.5049,42.3858,207.986,23.6811,3.43464,1.98897,38.1579,1.84635,25.5008,46.8951,0,39.2222,1.94838,11.2181,208.002,163.57,9.06036,0.556573,1.16185,9.43963,0.572454,12.2195,1.83969,0.000377273,0.000434748,0,16.4849,0.0125542,1.45744,1.31074,31.0821,
84,307.275,471.579,67.5202,0.651588,141.545,22.2251,29.3379,35.2106,2.5726,24.3466,5.58273,34.0972,55.9885,0,47.974,2.08135,7.6569,22.4029,40.5576,37.6177,29.5624,22.4384,1.85637,1.89925,14.9655,0.615793,24.7162,34.9972,0,26.3637,1.89274,5.9092,27.8371,25.9958,9.06036,0.556573,1.16185,26.343,0.538919,12.2195,1.83969,0.000377273,0.000434748,0,16.8912,0.0125542,1.34501,1.31074,31.0707,
85,307.275,588.587,901.761,0.522056,144.59,53.1391,29.9407,35.5764,2.53448,27.0966,5.98535,35.8605,55.4288,0,62.6753,2.06806,8.23423,53.5572,71.9004,44.6476,313.864,23.3674,9.86798,2.22239,34.5414,2.784,45.3321,43.3508,0,86.8413,2.29667,11.0599,316.521,220.705,9.06036,0.809793,1.16185,8.77626,0.538919,12.2195,1.83969,0.000377273,0.000434748,0,16.8912,0.0125542,1.22635,1.4363,31.0707,
86,307.275,465.781,321.38,0.659699,141.84,17.8406,26.3096,38.6694,2.42997,19.6816,5.70839,33.02,48.1734,0,64.4408,1.96728,6.28451,18.0028,41.4132,41.7333,29.7595,19.6411,34.1689,2.08148,11.2152,1.01349,29.172,28.9201,0,187.632,2.12786,4.42869,35.1662,54.686,9.06036,0.809793,1.16185,26.343,0.538919,12.2195,1.83969,0.000377273,0.000434748,0,16.5055,0.0125542,1.22635,1.4363,31.0707,
87,307.275,581.77,635.916,0.528173,148.618,31.17,24.1744,34.9742,2.33706,22.0512,5.4819,50.8883,99.78,0,73.6973,1.92339,7.48518,31.3208,47.8683,50.2419,56.3672,16.4511,5.42681,1.95286,31.8316,0.977853,107.328,292.344,0,179.192,1.98816,14.4216,56.2397,50.3076,9.06036,0.809793,1.16185,20.7095,0.538919,12.2195,1.03264,0.000377273,0.000434748,0,16.5055,0.0125542,1.22635,1.4363,31.0702,
88,307.275,528.392,816.446,0.58153,147.029,30.8375,21.956,34.7071,2.44547,20.5888,6.0482,35.761,49.5743,0,66.0865,2.00364,7.90146,31.0155,72.4371,46.9744,145.154,13.6428,3.59812,2.02289,22.0762,2.99959,73.644,96.5988,0,197.092,2.10137,15.2227,145.027,255.762,9.06036,0.809793,1.16185,9.52306,0.538919,12.2195,1.83969,0.000377273,0.000434748,0,16.5055,0.0125542,1.22635,1.4363,31.0702,
89,307.275,520.631,880.471,0.590197,140.99,51.466,19.8274,35.1819,2.52416,18.5985,5.64322,36.9517,50.6412,0,60.604,2.08397,6.61094,51.9904,37.5183,39.846,329.984,8.83724,1.58692,1.8648,11.8531,0.568549,55.2305,52.2489,0,140.893,1.88988,10.26,331.447,44.4004,43.7436,0.809793,1.16185,22.3765,0.538919,12.2195,2.37453,2.69475,5.17618,0,16.5055,0.0125542,1.22635,1.4363,31.0702,
90,307.275,493.999,850.285,0.622017,142.051,50.1327,22.7141,35.3846,2.59441,20.412,5.68851,28.1191,43.761,0,43.8144,2.15652,6.37659,50.6614,40.1324,36.3558,326.082,30.2618,2.75177,2.16378,26.92,0.483448,17.7127,41.3903,0,48.3545,2.26505,8.05215,329.358,50.9586,73.3605,0.809793,1.16185,23.7312,0.538919,12.2195,3.87326,2.69475,5.17618,0,16.5055,0.0125542,1.20696,1.4363,31.0702,
91,300.375,543.435,1119.57,0.552734,134.012,59.6867,20.3225,34.895,2.776,19.5029,5.85179,40.2983,48.0044,0,54.7878,2.33462,5.41759,60.2038,55.3414,38.1913,353.375,22.8798,3.21014,3.05402,14.8337,1.67887,118.716,73.3621,0,154.136,3.1335,3.39621,354.957,167.396,14.7913,0.809793,0.381498,9.34371,0.538919,11.2949,5.09375,2.69475,5.17618,0,16.5055,0.0125542,1.20696,1.4363,31.0702,
92,274.575,587.762,2161.8,0.467153,135.8,43.0959,18.2677,35.0092,2.74908,18.697,5.65802,65.51,138.761,0,34.7149,2.30205,5.27745,43.5754,38.3442,37.6417,322.342,9.75775,2.43871,2.12371,20.4708,0.273792,411.291,1000.32,0,27.8922,2.18556,3.37895,324.806,57.165,56.2279,0.809793,0.467305,11.7914,0.598435,12.4491,5.14496,2.69475,5.17618,0,16.5055,0.0125542,1.20696,1.4363,31.0531,
93,274.575,362.724,33.7649,0.756981,129.264,10.2209,16.4363,35.2314,2.85905,16.5058,5.65807,23.4222,37.0204,0,35.4975,2.3993,4.93475,10.4499,32.8244,29.796,33.5242,8.44158,0.745982,1.93071,5.26338,0.187444,43.4053,102.729,0,16.6108,1.95212,3.02878,32.0558,3.5955,70.3963,0.809793,0.467305,33.3111,0.606065,12.4491,5.14496,2.69475,5.17618,0,16.8507,0.0125542,1.22635,1.4363,31.0531,
94,274.575,528.474,1167.44,0.519562,121.318,60.5738,16.8042,34.8579,3.17672,21.4088,5.70264,42.9364,55.8312,0,47.3521,2.72291,7.38569,61.161,47.2429,31.125,361.324,14.3396,3.0068,2.18289,35.8239,0.933154,110.353,103.134,0,104.056,2.2048,19.5043,365.63,114.427,13.9146,0.767014,1.16185,12.642,0.606065,12.7165,1.22895,2.69475,8.89353,0,16.8507,0.0129512,1.22635,1.4363,31.0531,
95,265.89,687.056,2766.33,0.386999,121.566,50.6538,18.3078,35.8001,3.33623,17.9571,5.67026,97.0209,150.968,0,82.2087,2.90677,6.14367,51.1806,43.3356,32.8072,331.403,27.9159,8.17215,2.11732,12.2994,0.817148,706.377,1118.92,0,290.97,2.17773,10.3486,335.09,62.9097,49.3287,0.767014,1.16185,18.6582,0.606065,12.7165,0.781939,2.69475,6.89007,0,17.1118,0.0129512,1.223,1.4363,31.0531,
96,252.752,663.552,2059.02,0.380908,114.74,83.1691,18.2725,34.5773,3.31244,23.7045,6.02603,65.4812,89.3772,0,60.1354,2.90235,6.50963,83.7029,71.6413,33.2749,431.026,25.5649,4.32835,1.90106,51.8358,2.4443,353.453,510.292,0,211.853,1.91706,13.8374,428.486,238.597,48.4983,0.767014,1.16185,9.77961,0.606065,12.7165,5.21441,2.69475,3.61461,0,17.9568,0.0251216,1.09319,1.69513,31.0531,
97,252.752,328.315,36.0972,0.769847,105.716,9.28012,14.9731,35.2829,3.29666,15.3389,5.66598,23.1029,35.0348,0,31.0344,2.91531,4.63956,9.52586,32.5079,26.8086,73.8318,9.67908,0.925346,1.70854,3.00658,0.396346,44.2315,58.1256,0,27.0806,1.67897,2.93279,74.1038,35.8634,48.4983,0.54404,1.16185,33.8628,0.606065,12.7165,5.24678,3.55123,3.61461,0,17.9568,0.0251216,1.09319,1.06415,31.0531,
98,247.164,694.182,1990.69,0.356051,104.494,58.1315,23.5804,157.262,3.73979,22.1397,6.32819,43.2725,43.2564,0,78.045,3.39708,7.73487,58.6455,84.1551,37.1067,359.221,45.2866,1218.02,3.37971,38.5802,3.90545,130.873,84.6085,0,276.878,3.45879,19.0615,355.218,297.152,48.4983,0.54404,1.16185,8.90614,0.606065,12.7165,4.87851,3.55123,3.61461,0,20.079,0.0251216,1.09319,1.06415,31.0531,
99,247.164,430.875,890.268,0.573634,98.6346,41.3644,15.3698,35.511,3.32465,19.0125,5.81984,25.421,33.7864,0,56.6382,2.97005,5.66505,41.8596,45.4978,24.8009,318.363,13.0952,121.235,2.07405,28.4631,1.42183,40.7219,39.6097,0,204.761,2.12075,11.0515,322.094,98.9365,48.4983,0.54404,1.16185,10.5895,0.700393,12.7165,5.3015,3.55123,2.91541,0,20.079,0.0251216,1.18526,1.06415,31.0531,
100,238.823,517.546,1127.52,0.461454,107.878,59.1402,15.0545,35.1108,3.45385,18.9844,6.12131,38.8162,35.6727,0,51.3935,3.07381,7.17462,59.7033,75.9684,129.91,365.12,11.5901,5.82194,1.80312,26.9408,2.95077,111.21,51.092,0,123.27,1.80969,14.8163,366.03,242.881,47.7915,0.54404,0.557925,10.7586,0.700393,12.7165,3.28242,3.55123,2.49485,0,20.8552,0.0235174,1.20643,1.06415,31.0749,
101,228.638,431.302,730.413,0.530111,88.4491,31.1239,18.7841,35.6591,3.81719,22.945,6.07807,29.4868,35.6969,0,49.7188,3.45214,7.53485,31.3546,67.201,33.071,167.819,36.5599,7.17581,3.11077,38.8231,2.36307,51.2413,51.9068,0,115.549,3.20203,17.3141,169.456,215.191,45.7302,0.54404,0.557925,8.52746,0.700393,12.7165,5.31791,2.8688,2.49485,0,20.8552,0.0235174,1.20643,1.06415,31.0749,
102,228.638,408.466,874.892,0.559748,83.0614,28.9483,16.7779,34.8526,3.69907,19.0883,6.11817,27.6681,29.4743,0,51.2045,3.30302,5.66349,29.2286,69.3779,20.7165,201.741,39.2628,3.75812,2.35901,25.7401,3.22027,42.5262,40.7863,0,147.36,2.47448,14.322,201.873,268.185,46.4913,0.54404,0.557925,7.92022,0.700393,12.7165,5.31791,2.8688,2.49485,0,20.8552,0.0235174,1.20643,1.06415,31.0749,
103,227.819,500.003,1245.39,0.455636,80.929,62.3778,15.3891,34.6646,3.476,23.2559,5.96277,32.9418,34.8752,0,66.0608,3.07823,7.52786,62.9055,66.558,21.587,385.455,19.9446,3.96307,1.92609,44.5873,2.38601,62.644,76.8349,0,225.732,1.99021,21.8369,387.854,223.232,46.4913,0.54404,0.557925,8.58278,0.700393,12.8212,0.922648,2.8688,2.49485,0,20.8552,0.0235174,1.20598,1.06415,31.0638,
104,227.819,557.738,1483.29,0.408471,78.114,82.0845,14.8267,34.7637,3.48786,24.36,6.04553,42.7779,36.8299,0,70.0482,3.08901,8.31901,82.8109,70.1804,17.8148,444.665,16.7572,5.3356,1.8304,48.7202,2.08487,108.236,85.671,0,231.263,1.9368,21.1192,445.276,196.548,38.139,0.54404,0.557925,3.94966,0.628848,12.8212,5.31791,2.8688,2.49485,0,21.6651,0.0235174,1.18139,1.06415,31.0638,
105,227.819,352.012,586.885,0.647192,77.031,20.1707,17.8679,37.7735,3.38094,16.2363,5.78143,25.9595,26.4076,0,56.006,2.98661,4.68677,20.4469,37.2771,19.8938,139.087,34.1189,25.4852,1.61221,10.1961,0.89362,40.3575,49.7381,0,203.578,1.69707,4.39733,139.744,52.8134,39.5819,0.54404,0.557925,21.4831,0.700393,12.8212,5.31791,2.25913,2.49485,0,21.6651,0.0235174,1.18139,1.06415,31.0638,
106,227.819,296.911,247.76,0.767298,78.2753,6.81317,14.3576,35.6133,3.40392,17.7523,5.82502,21.9824,21.6464,0,36.9153,2.96737,5.08274,7.15854,39.1181,37.3951,16.8482,18.9514,3.14018,2.59224,17.2762,1.31284,15.3043,16.0579,0,58.1578,2.6864,11.2269,15.5509,71.2467,34.5654,0.54404,0.557925,34.2039,0.700393,13.1675,5.31791,2.25913,2.49485,0,21.6651,0.0235174,1.14177,1.06415,31.0638,
107,227.819,375.912,654.144,0.606045,75.2803,25.9322,14.0598,36.5617,3.5472,18.9268,5.84006,36.3246,30.1941,0,54.5223,3.11259,5.40999,26.2589,39.9411,20.3727,159.859,17.5503,12.6572,1.78244,22.7072,1.17836,107.17,57.8363,0,194.876,1.85069,9.5231,159.88,62.7934,34.5654,0.54404,0.557925,14.1898,0.700393,13.0759,5.31791,2.25913,2.49485,0,21.6651,0.0235174,1.14177,1.06415,25.5479,
108,227.819,574.693,1546.16,0.396419,76.28,87.7415,12.6369,34.3797,3.64417,24.9107,6.15196,29.9021,25.5777,0,92.3204,3.19719,6.17318,88.4112,83.3667,33.2757,434.501,10.1929,5.43078,1.94863,45.8929,2.55504,53.6867,37.0055,0,331.135,2.04542,15.5414,427.311,260.283,34.5654,0.54404,0.557925,8.70084,0.700393,13.1675,5.31791,2.25913,2.49485,0,21.6651,0.0235174,1.14177,1.06415,31.0638,
109,227.819,426.893,1150.15,0.533669,71.0929,57.1449,13.3123,34.8115,3.56357,19.2203,5.85481,23.005,26.2279,0,53.2278,3.11937,4.71444,57.7425,53.8556,16.4864,371.62,17.9815,3.88711,1.82277,26.7597,1.43936,19.6695,57.8172,0,200.081,1.92425,8.74899,373.797,165.099,34.5654,0.54404,0.557925,7.50909,0.700393,13.1675,5.31791,2.25913,2.49485,0,21.6651,0.0235174,1.14177,1.06415,31.0638,
110,222.181,403.982,855.58,0.549977,68.7082,35.1996,12.3285,35.3317,3.41216,22.282,5.93106,30.8392,25.3208,0,65.9699,2.95027,7.38619,35.569,52.7533,17.5606,203.289,11.1684,4.22792,1.56395,42.9355,1.76759,72.0803,57.6608,0,229.996,1.65263,20.9377,205.466,147.936,31.9528,0.589412,2.40081,11.329,0.79531,13.1675,4.61817,2.25913,2.49485,0,21.6651,0.0235174,1.14177,1.26137,31.0638,
111,213.234,525.039,1177.47,0.40613,78.3385,66.5343,13.3116,37.9817,3.56313,22.4565,5.9619,44.8668,25.9467,0,87.0708,3.12451,8.88666,67.2062,59.7895,58.1737,382.399,13.0813,22.5789,1.9618,45.0248,1.59524,131.053,46.1246,0,283.031,2.07755,25.5239,381.332,143.342,34.5654,0.589412,2.40081,10.352,0.79531,13.1238,3.99174,2.25913,2.49485,0,21.6651,0.0235174,1.17266,1.26137,31.0638,
