Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
1249,719.208,1302.4,3166.06,0.552218,11.6256,0,90.2775,64.0022,4.67531,876.358,66.2135,117.505,71.7422,19.5127,0,956.382,306.823,3.07822,1595.93,314.618,306.813,396.713,5.21649,0,0.425869,0.874522,3.99897,654.06,2.14164,46.7251,1.43342,
1250,719.208,1095.08,2892.55,0.656765,9.08938,0,178.556,31.0278,4.51016,717.449,32.9788,82.6455,38.8204,9.28379,0,2245.58,201.382,3.55794,496.178,205.291,211.306,254.785,7.62804,0,0.425869,0.874809,3.50708,655.924,2.14164,46.7251,1.43342,
1251,719.208,1104.24,1861.63,0.651318,11.1821,0,74.6672,52.3693,4.38232,753.876,53.677,111.579,42.5018,17.2457,0,789.789,246.07,2.06692,481.922,246.234,293.449,203.611,7.62804,0,0.42286,0.874915,3.99897,655.924,2.14164,46.7251,1.424,
1252,719.208,1132.81,1690.3,0.634887,11.9097,0,62.483,51.1782,5.44264,779.678,52.7542,120.519,48.8484,18.3981,0,357.507,238.611,5.66867,551.581,240.454,295.65,242.11,7.62804,0,0.425869,0.874915,3.99897,655.924,2.14164,46.7251,1.43342,
1253,719.208,1519.32,5379.21,0.473376,12.6499,0,361.472,63.7172,5.13108,835.711,65.3626,111.343,63.9296,20.7629,0,4726.05,290.73,4.91545,827.087,291.074,278.945,344.088,7.62804,0,0.425869,0.874915,3.99785,655.924,2.14164,46.7269,1.43342,
1254,719.208,1146.67,1832.57,0.627216,11.1327,0,80.6335,55.1199,4.75575,765.225,56.5186,120,53.2816,14.9537,0,773.859,249.685,4.1583,489.949,250.382,289.1,251.249,7.62804,0,0.425869,0.874915,3.99897,655.924,2.14164,46.7278,1.43342,
1255,719.208,987.406,1196.22,0.728381,10.0975,0,27.8576,40.4437,4.66045,729.081,41.8882,90.1005,43.2774,12.2925,0,166.215,210.009,3.83066,365.444,212.919,211.475,211.696,7.62804,0,0.425869,0.875322,3.99897,655.924,2.14164,46.7278,1.43343,
1256,719.208,1194.63,2096.58,0.602034,10.9162,0,169.691,58.9891,4.88077,737.383,60.3169,113.82,38.6326,14.3342,0,1355.51,241.453,3.97032,373.548,237.623,274.714,179.128,7.62804,0,0.425869,0.875322,3.99897,655.924,2.14164,46.7278,1.43343,
1257,719.208,1205.17,2509.04,0.596767,11.245,0,185.156,40.5367,4.74193,758.432,41.8598,128.473,34.7289,16.0383,0,1900.64,185.906,3.77315,435.161,185.983,331.096,175.404,7.62804,0,0.425869,0.875322,3.99897,655.924,2.14164,46.7258,1.43343,
1258,719.208,1018.22,1294.1,0.706336,10.5469,0,26.7765,51.2555,4.48902,737.39,52.5225,99.656,35.5874,14.2148,0,215.651,240.523,2.74464,423.978,238.641,254.662,181.04,7.62804,0,0.425565,0.874977,3.99897,655.924,2.14164,46.7278,1.43343,
1259,719.208,1128.77,2435.81,0.637158,10.6394,0,199.018,29.1588,4.69888,735.34,30.6068,97.3856,21.9265,14.2986,0,1808.7,147.808,3.89231,387.87,151.451,248.399,143.113,7.62804,0,0.425869,0.875476,3.69937,655.924,2.14164,46.7278,1.43343,
1260,719.208,939.302,1183.57,0.765683,9.85306,0,14.1992,33.1341,4.61448,727.345,34.5627,83.4531,32.1407,13.5141,0,203.291,191.716,3.4568,425.101,193.353,202.643,216.933,7.62804,0,0.425869,0.875569,3.99897,655.924,2.14164,46.7278,1.43343,
1261,719.208,1176.63,2023.86,0.611241,11.2584,0,101.77,53.0292,4.56981,786.736,54.7284,101.365,63.1777,15.5292,0,784.31,231.301,3.31099,531.965,229.805,238.007,302.933,7.62804,0,0.425869,0.875569,3.99897,655.924,2.14219,46.7278,1.43343,
1262,719.208,1369.47,2705.52,0.525171,12.0979,0,220.921,73.4937,4.52576,778.86,74.781,144.341,60.4536,18.1227,0,1621.32,270.079,3.15968,504.852,265.951,355.591,234.26,7.62804,0,0.425869,0.875569,3.35971,655.924,2.14219,39.5901,1.43343,
1263,719.208,10195.7,129372,0.07054,10.1297,0,9292.84,25.126,4.77368,723.519,26.4096,95.7405,17.2077,14.2658,0,128866,139.103,4.00619,381.57,138.993,255.662,105.79,5.69978,0,0.425869,0.874699,3.99897,655.924,2.14219,46.7278,1.43343,
1264,719.208,1120.41,1828.71,0.641917,12.8608,0,38.4109,43.8397,5.26245,829.325,45.9249,102.046,42.7355,21.8501,0,8669.14,213.635,5.40965,922.926,218.776,239.058,270.437,7.62804,0,0.425869,0.875569,3.99897,655.924,2.14219,46.7278,1.13196,
1265,719.208,1399.59,5298.73,0.513871,10.6919,0,348.815,57.5468,4.85654,757.761,59.5282,106.132,54.256,15.5714,0,4585.01,266.915,4.14859,522.661,268.819,277.209,311.526,7.62804,0,0.4225,0.875569,3.99876,655.924,2.14219,46.7281,1.43343,
1266,719.208,1149.9,2240.09,0.625454,10.8035,0,103.609,50.2195,4.9029,756.678,51.8928,118.398,53.3935,16.3546,0,1120.39,239.978,4.39919,523.975,241.504,314.625,252.736,7.62789,0,0.422907,0.875569,3.92219,655.924,2.14219,46.7281,1.43201,
1267,719.208,1184.99,2775.1,0.606933,10.4984,0,166.103,48.8016,4.70529,750.645,50.1519,110.155,43.9273,12.9554,0,1969.06,227.661,3.63464,419.93,228.14,282.768,232.952,7.62804,0,0.422907,0.875525,3.99876,655.924,2.14219,46.7292,1.43343,
1268,719.208,1206.65,2122.24,0.596038,12.1626,0,67.9436,59.6,4.75766,825.208,61.7067,109.26,66.0094,20.7334,0,518.398,282.668,3.66021,842.865,288.131,257.932,352.168,7.62804,0,0.422907,0.875569,3.5635,655.924,2.14219,46.7292,1.43343,
1269,719.208,1132.44,1519.82,0.635098,11.3751,0,30.1337,69.2771,4.97905,771.987,70.8299,110.763,63.0919,15.6172,0,152.847,256.074,4.53541,491.22,254.93,247.121,259.457,6.02034,0,0.418227,0.875569,3.82348,655.924,2.1422,46.7292,1.43352,
1270,719.208,1248.32,2861.14,0.576138,11.0488,0,208.693,46.6494,4.482,774.928,48.4045,110.505,43.6137,16.3703,0,1984.23,236.407,2.83535,573.96,242.32,290.763,255.774,7.62804,0,0.422907,0.875559,3.92676,655.924,2.1422,46.7292,1.00042,
1271,719.208,1055.62,1361.15,0.681315,12.2056,0,47.5314,45.7824,4.66743,778.302,47.0645,94.8076,25.2561,19.3085,0,272.03,211.397,3.38042,521.693,212.124,214.061,161.233,7.62804,0,0.422907,0.875569,3.71078,655.924,2.00172,46.7292,1.43352,
1272,719.208,1148.36,2729.52,0.626291,12.183,0,22.3277,39.2805,4.57405,873.957,40.9236,94.8299,60.284,22.8958,0,141.909,260.535,3.49739,1610.39,263.069,251.506,445.107,7.62804,0,0.422907,0.874847,3.99876,655.924,2.1422,46.7292,0.748258,
1273,719.208,1125.44,3238.15,0.639044,10.0724,0,183.326,35.1825,4.56453,729.69,36.8705,86.9059,38.8316,14.2606,0,2426.36,191.667,3.66147,448.6,194.037,223.029,215.163,7.62804,0,0.422907,0.874711,3.99876,655.924,2.14257,46.7273,1.43352,
1274,719.208,1175.36,2582.37,0.611902,10.6361,0,98.2078,60.9209,5.03595,769.587,62.5565,113.877,54.5438,15.0649,0,1139.49,312.103,4.79139,633.407,314.68,273.112,304.38,4.38507,0,0.422907,0.875569,3.99876,655.924,2.14257,46.7292,1.43352,
1275,719.207,1246.03,2786.9,0.5772,11.3035,0,222.813,40.8414,4.77051,766.295,42.3425,121.368,36.2934,16.4774,0,1875.23,212.264,3.956,509.246,214.175,318.674,226.77,7.62804,0,0.422907,0.875569,3.57558,655.924,2.14257,46.7292,1.43352,
1276,719.207,1145.79,2328.65,0.627698,11.1004,0,77.3981,58.4317,4.53247,802.113,59.9587,85.867,46.3853,15.98,0,727.087,277.328,3.45256,802.854,279.661,202.288,321.735,7.62804,0,0.422907,0.875569,3.39836,655.924,2.14257,18.1364,1.43352,
1277,719.207,1176.34,2466.93,0.611392,12.4009,0,74.4484,57.0422,4.57933,807.27,58.5621,110.801,51.2394,20.6622,0,763.75,286.741,3.33374,749.38,288.316,289.391,300.347,7.62804,0,0.422907,0.875569,3.99876,655.924,2.14234,46.7292,1.43352,
1278,719.207,1265.54,2256.62,0.5683,12.8118,0,128.168,53.5644,5.15488,826.706,55.2804,126.265,57.5918,22.1776,0,963.674,248.034,4.65762,760.667,252.077,318.055,302.575,7.62853,0,0.422907,0.875463,3.89857,655.924,2.14258,12.3494,1.43352,
1279,719.207,1258.88,2550.54,0.571305,10.9333,0,76.5717,54.8659,4.91579,807.39,63.5267,114.134,126.548,15.9623,0,485.015,274.323,4.31934,778.807,294.87,303.859,845.57,7.62853,0,0.422907,0.875463,3.99857,655.924,2.14258,46.7292,1.43352,
1280,719.207,1533.44,4493.91,0.469016,11.9209,0,253.115,81.0407,4.76572,909.737,82.7488,104.684,85.4256,23.8635,0,2599.7,373.905,3.48885,1888.54,377.443,273.874,527.178,7.62853,0,0.422907,0.875463,3.99857,655.924,2.14258,46.7292,1.43352,
1281,719.207,1834.78,9894.97,0.391984,12.2697,0,809.366,44.2321,4.99306,776.312,45.5164,113.244,28.8506,20.4297,0,9504.12,210.648,4.6227,562.74,210.843,294.637,165.476,7.62853,0,0.422907,0.875463,3.99857,655.924,2.14318,46.7292,1.43352,
1282,719.207,1111.68,1593.6,0.646954,12.4459,0,38.0188,51.3253,4.97479,805.828,53.13,97.0495,48.9096,20.0956,0,716.87,225.498,4.64441,641.906,228.315,236.312,258.286,7.6287,0,0.422907,0.875463,3.59599,655.924,2.14318,46.7292,1.43402,
1283,719.207,1243.67,1947.11,0.578296,12.5682,0,62.4235,79.3253,4.74617,808.114,80.7316,126.694,69.0631,19.9736,0,373.241,323.021,3.58277,606.121,318.603,310.324,294.265,6.27386,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7292,1.43402,
1284,719.207,1125.26,1662.14,0.639149,11.8497,0,41.2495,54.2579,4.79757,790.578,56.1546,109.91,56.4602,18.1133,0,259.642,263.215,4.12207,602.519,270.921,270.66,289.7,7.6287,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7292,1.43402,
1285,719.207,1183.86,2253.25,0.60751,11.7739,0,62.6056,59.8351,4.96202,809.307,61.972,107.613,65.791,19.7008,0,468.525,296.053,4.42195,819.648,299.374,272.877,348.122,5.1568,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7292,1.43355,
1286,719.207,1125.32,1797.92,0.639111,11.58,0,38.6466,58.4275,4.56006,791.931,59.9064,107.51,52.7628,18.5426,0,179.715,279.678,3.08823,705.756,281.454,255.831,285.578,7.6287,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7291,1.29193,
1287,719.207,1259.16,3290.07,0.571181,10.6534,0,232.597,49.103,4.8708,753.072,50.9258,111.156,46.7791,13.6917,0,2670.71,218.729,4.37681,467.875,223.378,282.49,250.178,7.6287,0,0.422907,0.875463,3.43689,655.924,2.14318,46.7292,1.43402,
1288,719.207,1086.66,1672.63,0.661849,11.0897,0,29.1359,55.4576,4.79318,778.001,57.4039,96.5845,54.196,16.0859,0,255.74,252.57,3.92407,599.153,255.883,254.413,295.195,7.6287,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7298,1.43402,
1289,719.207,1305.83,3775.4,0.550768,11.905,0,232.434,47.0286,4.79423,786.383,49.2383,86.4276,87.615,19.6715,0,2795.9,221.521,4.13974,615.669,226.381,209.882,665.741,7.6287,0,0.422907,0.874692,3.77791,655.924,2.14318,31.7053,1.43402,
1290,719.207,1087.55,1627.64,0.661307,11.1371,0,29.2929,50.6283,5.17965,772.446,52.4572,113.587,52.8254,16.9474,0,253.567,256.527,5.1475,572.521,259.857,280.294,290.086,4.26271,0,0.422907,0.875463,3.9516,632.169,2.14318,46.7298,1.43402,
1291,719.207,1135.4,3618.84,0.63344,9.32757,0,229.088,31.0481,4.58442,713.796,32.4728,82.4279,32.6531,10.5522,0,2991.24,190.533,3.12786,357.903,191.189,218.537,195.864,7.6287,0,0.422907,0.875463,3.99746,655.924,2.143,46.7298,1.43402,
1292,719.206,1199.02,3310.77,0.599828,10.4376,0,197.175,42.1842,4.73846,731.997,43.7847,85.7116,82.9911,15.842,0,2399.28,244.333,4.20424,489.057,246.09,214.424,723.046,7.6287,0,0.422907,0.875463,3.94651,655.924,2.143,46.7298,1.43402,
1293,719.206,1816.95,10447,0.395832,11.1108,0,704.099,63.5113,4.8646,800.51,65.3396,94.4251,73.0875,15.8978,0,9682.39,305.619,4.17343,683.328,305.054,225.659,358.443,7.6287,0,0.422907,0.875463,3.99746,655.924,2.143,46.7298,1.43416,
1294,719.206,1325.29,3303.02,0.54268,10.5405,0,261.863,51.7623,5.22245,770.565,53.6125,120.925,50.7949,13.2086,0,2684.54,219.807,5.03509,584.821,224.578,315.818,291.855,6.87757,0,0.422907,0.875463,3.99746,655.924,2.143,46.7298,1.43416,
1295,719.206,1206.56,2342.73,0.59608,12.0501,0,72.3693,56.7292,4.79405,826.938,58.4493,119.314,55.9153,18.9184,0,707.614,277.528,3.82808,981.821,280.974,320.24,324.863,7.6287,0,0.422907,0.875463,3.99746,655.924,1.68983,46.7298,1.20812,
1296,719.206,1314.17,3763.58,0.54727,11.2143,0,271.417,49.7049,4.56772,768.634,53.0789,106.391,49.1647,17.5437,0,3105.98,223.108,3.0859,573.736,230.216,278.85,260.164,2.6529,0,0.422907,0.875463,3.99746,655.924,2.14318,46.7298,1.43357,
1297,719.206,987.627,1270.73,0.728217,10.3485,0,25.0293,43.2191,4.81645,737.568,44.629,81.5198,40.496,14.8467,0,258.365,230.16,4.25887,429.602,231.958,201.081,203.596,7.6287,0,0.422907,0.875463,3.99691,655.924,2.14318,46.7298,1.43357,
1298,719.206,1106.45,2276.51,0.65001,10.9566,0,123.632,44.3234,4.33776,744.598,46.1086,96.5022,35.9963,16.2949,0,1448.4,209.723,2.58209,463.435,211.414,236.34,199.544,7.6287,0,0.422907,0.875463,3.42671,655.924,2.14318,46.7291,1.43357,
1299,719.206,1436.59,3919.15,0.500634,12.5584,0,338.798,41.9007,4.95953,822.75,43.6684,115.133,56.8237,19.6774,0,3209.08,233.192,4.40045,754.88,235.146,283.828,302.745,7.6287,0,0.422907,0.875463,3.99691,655.924,2.14318,46.7298,1.43357,
1300,719.206,1048.6,1560.88,0.685874,11.6495,0,23.6539,41.9468,4.4883,783.125,43.3179,103.692,36.7259,18.8942,0,317.493,220.603,2.94623,621.608,221.519,266.126,232.089,7.6287,0,0.422907,0.875463,3.99691,655.924,2.14318,46.7298,1.43357,
1301,719.206,1179.49,3169.28,0.609761,10.0858,0,170.721,51.4613,4.62572,766.466,53.2121,79.3504,43.5678,13.7436,0,1895.95,283.823,3.77642,898.735,286.225,194.046,311.048,7.6287,0,0.422907,0.875463,3.99691,655.924,2.14318,37.3215,1.43357,
1302,719.206,1511.48,3731.78,0.475828,12.5202,0,174.72,79.585,5.31955,948.574,83.4508,108.485,98.8293,20.3238,0,1463.21,331.807,5.10962,2143.15,340.531,248.107,451.719,7.6287,0,0.422907,0.875463,3.99691,655.925,2.14318,46.7298,1.43357,
1303,719.206,1044.36,1438.07,0.688655,11.3228,0,23.6975,55.8544,4.67537,763.652,57.2602,85.2606,42.6402,16.5876,0,202.031,278.641,3.60839,530.808,279.981,168.303,234.335,7.6287,0,0.422907,0.875463,3.99691,655.925,2.14318,46.7298,1.43357,
1304,719.206,1014.08,1264.6,0.709221,11.131,0,42.9628,37.5266,4.80949,751.134,38.924,97.1279,30.4638,16.9225,0,304.12,199.177,4.2151,468.368,200.686,256.69,171.189,7.6287,0,0.422907,0.875786,3.38702,655.925,2.14318,19.5738,1.24118,
1305,719.206,980.991,1244.16,0.733143,11.0819,0,24.3251,41.5734,4.54713,750.246,42.8467,79.8468,26.5234,16.8463,0,154.511,220.809,3.22693,455.998,220.35,194.1,158.919,7.6287,0,0.422907,0.875786,3.99691,655.925,2.1432,46.7298,1.43357,
1306,719.206,1160.59,1875.73,0.619688,11.3605,0,51.8123,62.4015,5.05847,800.582,63.9757,91.9567,73.4468,17.275,0,381.802,256.765,4.69911,706.622,254.058,189.508,319.889,5.67632,0,0.422907,0.875786,3.93994,655.925,2.1432,46.7298,1.43357,
1307,719.206,1163.41,2132.43,0.618186,12.4647,0,25.8531,57.8187,4.738,828.141,59.4307,114.138,60.8297,21.4494,0,130.901,284.476,3.83984,916.024,286.594,303.345,335.463,7.6287,0,0.422907,0.875786,3.99691,655.925,2.1432,46.7298,1.43357,
1308,719.206,1218.04,2447.54,0.59046,12.599,0,154.9,51.6612,4.52203,796.123,53.2534,94.0752,50.9099,22.4441,0,1264.83,246.181,3.25213,638.122,248.743,232.321,243.835,7.6287,0,0.422907,0.875888,3.99691,655.925,2.1432,46.7298,1.43357,
1309,719.206,1131.29,3121.64,0.635739,10.0141,0,221.373,30.774,4.62753,714.104,32.051,103.352,14.9967,12.6695,0,2762.54,149.91,3.79355,337.717,149.799,257.831,88.4354,7.6287,0,0.422907,0.875888,3.63386,655.925,2.1432,46.7298,1.43357,
1310,719.206,1296.14,2977.54,0.554884,11.0335,0,237.244,53.0397,4.90529,767.27,54.6456,112.94,55.0604,16.2665,0,2048.62,282.002,4.33618,601.737,284.119,292.708,301.023,7.6287,0,0.422907,0.875888,3.99691,655.925,2.1432,46.7298,1.43357,
1311,719.206,1306.81,2737.54,0.550353,10.7614,0,181.785,68.2711,4.96832,777.23,69.7808,133.762,60.2502,14.8842,0,1444.89,294.997,4.27588,566.67,293.892,350.598,310.832,3.24332,0,0.422907,0.875888,3.66552,655.925,2.1432,46.7298,1.43357,
1312,719.206,981.848,1415.61,0.732503,10.5353,0,27.3271,34.8389,4.5468,750.847,36.208,84.2242,33.3204,15.4313,0,203.198,219.366,3.35639,544.88,220.02,191.559,228.519,7.6287,0,0.422907,0.875888,3.54552,655.925,1.49834,46.7283,1.43308,
1313,719.206,1111.62,1707.35,0.646991,11.2651,0,16.4187,61.2117,4.85786,777.176,63.3019,112.382,65.0044,16.3345,0,82.0943,266.195,4.18647,559.891,265.275,297.845,311.665,7.6287,0,0.422907,0.875888,3.99691,655.925,2.14338,46.7298,1.43357,
1314,719.206,1147.64,2524.3,0.626683,10.55,0,124.839,39.2516,4.65937,778.453,40.838,101.045,48.004,15.8517,0,1045.22,235.55,3.79746,682.396,241.494,269.823,323.492,4.90904,0,0.422907,0.875888,3.48103,655.925,2.14387,46.7298,1.43357,
1315,719.206,982.813,1225.43,0.731782,9.89268,0,41.5878,26.7053,4.73972,733.262,28.3777,95.4578,42.79,12.3812,0,248.988,136.537,4.06388,415.774,137.907,245.41,238.251,7.63164,0,0.422907,0.875661,3.99691,655.925,2.14387,46.7298,1.43357,
1316,719.206,1251.88,2425.52,0.574501,11.8087,0,97.5432,67.1406,5.08614,835.379,69.3429,88.523,77.056,18.6611,0,1048.4,300.093,4.76831,1025.35,306.102,194.489,362.235,7.63164,0,0.422907,0.875671,3.99691,655.925,2.14391,30.943,1.43357,
1317,719.206,1230.4,2188.32,0.584529,13.0431,0,25.8061,68.7462,5.02861,857.058,71.0711,116.164,73.485,22.3152,0,158.458,319.484,4.59081,929.869,324.82,295.031,384.244,7.63164,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7298,1.43357,
1318,719.206,1182,1869.67,0.608466,11.8295,0,95.7158,66.2,4.41438,776.169,67.542,116.767,43.3602,16.8332,0,870.424,285.768,2.16601,487.301,286.905,296.071,230.577,7.63164,0,0.422907,0.875671,3.81878,655.925,2.14391,46.7298,1.43357,
1319,719.206,1435.82,4322.49,0.500903,11.9742,0,287.82,59.6254,4.72494,827.904,61.6467,105.283,76.8405,18.4598,0,3543.25,274.193,3.80942,790.442,277.29,263.368,369.572,7.63164,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7317,1.43357,
1320,719.206,1236.55,2425.85,0.581625,11.1072,0,169.113,63.5056,5.09586,771.171,65.3414,102.887,48.3252,14.2612,0,1263.31,278.539,4.73428,545.972,281.177,249.55,273.332,7.63164,0,0.422907,0.875671,3.72041,655.925,2.14391,28.7984,1.43357,
1321,719.206,1006.72,1300.48,0.714408,11.5191,0,59.346,25.424,4.74847,760.226,26.7356,97.1132,21.6028,18.3118,0,479.048,128.39,4.17258,494.424,132.801,249.908,132.248,7.63164,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7331,1.43357,
1322,719.206,1072.96,1490.28,0.670301,11.7112,0,23.174,50.5214,4.7869,779.957,51.9614,109.731,41.1162,16.8948,0,119.713,226.576,3.84207,536.714,227.551,272.701,238.009,7.63164,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7331,1.43357,
1323,719.206,1303.13,3677.24,0.551907,11.1797,0,301.1,38.0001,4.86653,753.5,39.4093,112.876,42.1968,17.2476,0,2943.5,202.646,4.55447,469.68,201.222,299.967,193.053,7.63145,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7331,1.43357,
1324,719.206,1077.9,1511.12,0.66723,11.7477,0,28.8022,52.1925,4.5374,773.786,53.5766,109.461,43.7941,17.8711,0,283.584,232.96,3.2685,519.53,232.646,286.267,234.622,7.63145,0,0.422907,0.875671,3.97836,655.925,2.14391,46.7331,1.43357,
1325,719.206,1210.63,2695.56,0.594073,10.9057,0,190.123,47.4696,4.69369,757.822,49.1471,102.026,48.4473,16.89,0,1632.79,236.273,4.01639,529.86,239.202,272.375,244.839,7.63145,0,0.422907,0.875671,3.99667,655.925,2.14391,46.7337,1.43357,
1326,719.206,1140.17,2139.31,0.630786,10.375,0,70.9121,56.5736,4.72141,778.034,58.2876,114.635,46.6351,13.121,0,558.664,295.854,3.82217,762.14,299.53,305.652,311.859,7.63145,0,0.422907,0.875671,3.64057,655.925,2.14391,7.67562,1.43357,
1327,719.206,1160.11,1990.94,0.619949,11.7091,0,35.2143,65.19,5.01518,820.778,66.8705,93.6358,61.6923,15.5136,0,157.89,279.174,4.56031,923.336,279.087,196.029,353.807,7.63145,0,0.422907,0.875671,3.52897,655.925,2.14391,46.7337,1.43357,
1328,719.206,1503.57,5714.07,0.47833,11.1063,0,538.094,27.8953,4.44464,750.386,29.2852,111.97,30.3944,17.0462,0,4866.87,174.046,2.968,484.396,174.035,304.136,167.53,7.63145,0,0.422907,0.875671,3.65526,655.925,2.14391,46.7337,1.43357,
1329,719.205,1314.96,4893.87,0.54694,11.3171,0,332.14,37.9383,4.67694,751.161,39.1987,117.991,20.5389,17.4263,0,4430.71,185.826,3.82769,452.2,184.175,321.9,117.287,0.89583,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7337,1.43357,
1330,719.205,1002.47,1552.32,0.71743,9.98202,0,73.5677,32.4012,4.29691,719.873,33.6837,102.204,26.4658,12.2572,0,841.017,181.389,1.97869,329.754,181.421,269.26,134.415,7.63145,0,0.422907,0.875671,3.61997,655.925,2.14391,46.7313,1.43357,
1331,719.205,2318.95,18322.6,0.310143,12.1217,0,1257.57,50.1025,4.75335,797.807,51.5768,99.1337,45.8856,20.033,0,17191.6,246.065,3.86843,671.12,247.52,235.741,268.583,7.63145,0,0.422907,0.825853,3.99691,655.925,1.67079,46.7313,1.43357,
1332,719.205,1140.01,1914.56,0.630874,10.6162,0,112.277,54.9223,4.91375,761.003,56.4704,95.5167,44.2943,14.7223,0,1364.82,238.528,4.26828,544.59,239.327,233.845,251.032,6.98623,0,0.422907,0.875671,3.99691,655.925,2.14391,46.7313,1.43357,
1333,719.205,959.487,1165.3,0.749572,10.1346,0,41.8759,34.1137,4.56477,721.753,35.3502,91.8238,19.871,14.2362,0,298.3,182.553,3.50179,373.736,185.451,236.254,115.014,6.33577,0,0.425397,0.875888,3.99691,655.925,2.14391,46.7313,1.43357,
1334,719.205,1093.62,1425.27,0.657637,11.3301,0,25.1273,57.3496,4.75265,763.265,58.7042,126.017,47.0755,16.7872,0,124.102,229.015,3.89007,470.54,227.694,303.978,214.841,4.64056,0,0.425397,0.79635,3.79283,655.925,1.5687,46.7313,1.43357,
1335,719.205,1168.42,3474.13,0.615535,9.4519,0,237.557,36.1377,4.58767,722.213,37.8407,82.4024,38.2315,11.1977,0,2756.99,226.862,3.16114,424.105,229.7,206.697,246.324,7.63145,0,0.425049,0.875888,3.99691,655.925,2.14391,46.7313,1.43357,
1336,719.205,1779.8,6102.11,0.404093,11.1158,0,718.385,61.3891,4.5158,759.266,63.1476,105.215,56.7644,16.28,0,4970.11,270.595,3.14991,479.734,272.262,273.32,258.04,7.63145,0,0.425049,0.87588,3.70371,655.925,2.14391,46.7313,1.43483,
1337,719.205,1199.59,2219.3,0.599542,11.2075,0,63.4661,67.17,4.93435,814.585,68.9537,95.3225,73.9501,16.5715,0,655.662,291.761,4.38547,873.364,293.995,221.887,382.301,7.63145,0,0.425049,0.87629,3.99691,655.925,2.14391,46.7313,1.43483,
1338,719.205,1112.12,1534.41,0.646695,11.1227,0,66.2301,57.8686,5.12791,753.308,59.2193,117.819,41.4274,14.7231,0,434.068,235.227,4.84427,407.446,236.215,288.784,184.406,7.63145,0,0.425049,0.87629,3.99691,655.925,2.14391,46.7313,1.43483,
1339,719.205,1060.87,1298.88,0.677936,12.5469,0,33.8417,34.143,5.09798,790.148,35.5253,119.672,29.8996,20.4679,0,187.878,170.589,4.88646,555.625,171.138,295.704,158.545,7.63145,0,0.425049,0.87629,3.47675,655.925,1.65379,46.7313,1.43483,
1340,719.205,1220.55,3306.08,0.589248,10.9196,0,228.318,39.4396,4.61641,749.109,40.7573,117.327,30.0593,16.632,0,2899.12,181.298,3.61667,459.01,180.718,312.841,162.097,7.63145,0,0.425049,0.876212,3.99691,655.925,2.14391,46.7313,1.43483,
1341,719.205,1138.83,1984.58,0.63153,10.7536,0,125.728,39.7698,4.61739,772.42,41.5497,101.404,42.5851,15.1549,0,1091.37,204.726,3.19504,574.622,208.556,259.511,270.521,7.63145,0,0.425049,0.87629,3.99691,655.925,2.14391,31.2448,1.43483,
1342,719.205,1067.2,1979.97,0.673915,11.0051,0,135.758,35.2192,4.36657,737.036,36.4186,96.337,11.0629,16.2776,0,1282.27,164.131,2.52904,415.66,163.93,251.291,81.0851,7.63145,0,0.425049,0.87629,3.69341,655.925,2.14391,46.7313,1.43483,
1343,719.205,1208.35,3240.58,0.595197,11.2829,0,210.336,43.5595,4.71214,755.056,44.8513,111.361,27.1881,16.3455,0,2391.48,214.514,3.66483,439.296,214.977,286.508,153.565,7.63145,0,0.424242,0.87629,3.99691,655.925,2.14391,46.7313,1.43483,
