Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
359,725.671,1306.51,3582.23,0.555428,10.0121,0,313.942,52.1066,5.2664,727.226,52.834,107.189,37.9327,12.6375,0,3096.55,236.943,3.20278,348.148,241.103,266.796,169.217,5.63306,0,0.488631,0.808902,3.59544,657.296,1.81331,39.782,1.28245,
360,725.671,1270.47,2778.38,0.571183,11.9856,0,130.524,53.9788,5.74427,837.464,55.2178,111.568,63.9899,20.663,0,1399.71,263.785,4.43457,1001.61,267.167,286.858,346.377,5.63306,0,0.488631,0.808902,3.97044,657.296,1.81331,38.8702,1.28245,
361,725.671,1302.34,4807.19,0.557207,9.91873,0,333.685,45.1124,5.46158,737.089,46.1615,93.5109,31.3978,13.9971,0,4274.91,226.095,3.82933,519.986,230.717,243.258,220.796,5.63306,0,0.488631,0.808902,3.97044,657.296,1.81331,39.782,1.28245,
362,725.671,1052.77,1603.51,0.6893,10.1321,0,99.3225,38.8487,5.33611,732.868,39.8398,99.7021,26.7175,13.7238,0,1081.69,157.772,3.15918,384.022,159.594,257.212,157.695,5.63306,0,0.488631,0.808902,3.97044,657.4,1.81331,39.782,1.16819,
363,725.671,1186.68,2584.29,0.611513,11.0918,0,190.975,37.9021,5.89228,761.088,38.8198,101.233,39.6807,16.4995,0,2006.46,161.46,5.06503,443.424,162.815,221.614,182.797,4.83415,0,0.488631,0.808902,3.97044,657.4,1.81331,39.782,1.25759,
364,725.671,1112.34,1429.35,0.652384,11.3503,0,40.6771,56.9685,5.74436,777.873,57.8907,113.199,48.6357,17.1068,0,226.59,225.277,4.29694,503.196,222.38,273.362,219.538,5.63306,0,0.488631,0.808902,3.97044,657.4,1.81331,39.782,1.28245,
365,725.671,1003.6,1131.14,0.723071,9.80348,0,39.2494,35.6653,5.65756,733.551,36.6822,96.6138,46.3728,12.5572,0,142.212,171.813,4.3981,388.287,173.186,244.624,224.96,5.63306,0,0.488631,0.808902,3.97044,657.4,1.81331,39.782,1.28245,
366,725.671,1053.57,1497.46,0.688777,10.9313,0,51.0825,39.2944,5.46851,759.738,40.2801,110.783,35.9876,17.0083,0,280.492,183.558,3.87277,478.341,185.385,287.284,207.146,5.63306,0,0.488631,0.808902,3.36408,656.636,1.81331,39.782,1.28245,
367,725.671,1343.48,4090.22,0.540144,11.5061,0,288.283,48.1774,5.53064,783.374,49.4458,109.167,47.9924,18.558,0,3302.33,224.477,4.20111,564.036,225.595,287.001,245.471,5.63306,0,0.488631,0.808902,3.93213,656.636,1.81331,39.782,1.28245,
368,725.671,1136.18,1898.4,0.638694,10.4573,0,93.709,58.3563,5.6605,752.872,59.3472,99.5547,56.2232,15.3498,0,889.635,253.387,4.19908,471.521,253.784,240.37,243.404,5.63306,0,0.488631,0.786007,3.97044,656.636,1.76977,39.5829,1.28245,
369,725.671,1468.11,7534.41,0.494289,9.56576,0,539.858,35.7725,5.19103,720.871,36.5733,91.3333,28.9471,11.9312,0,7236.01,189.696,2.90738,349.971,193.301,231.608,154.332,5.63306,0,0.488631,0.786007,3.69365,656.636,1.76977,39.782,1.28245,
370,725.671,1303.43,3704.65,0.556738,9.66705,0,212.597,53.436,5.66094,805.176,54.7459,94.4871,67.663,12.9799,0,2010.2,270.197,4.57624,1195.25,273.452,232.02,408.488,5.38392,0,0.488631,0.786007,3.97044,617.995,1.76977,39.782,1.28245,
371,725.671,1127.93,1906.38,0.643367,10.9225,0,116.788,49.0843,5.4003,751.169,49.8866,112.954,31.7236,16.2368,0,1277.9,215.777,3.83065,420.257,215.856,299.705,153.669,5.63306,0,0.488631,0.786007,3.42661,656.636,1.76977,39.782,1.28245,
372,725.671,1121.51,1526.38,0.647051,11.1728,0,71.2142,55.1675,5.78073,761.008,56.0497,123.37,37.7433,15.8243,0,376.084,229.186,4.58741,420.644,228.761,315.326,185.801,5.63306,0,0.488631,0.786007,3.97044,656.636,1.76977,39.782,1.28245,
373,725.671,1142.36,1958.21,0.635237,11.1613,0,102.008,46.6485,5.24591,772.128,47.4868,115.963,41.7211,17.4229,0,999.833,229.91,2.92093,514.272,230.945,304.878,215.919,5.63306,0,0.488631,0.786007,3.97044,656.636,1.76977,39.782,1.28245,
374,725.671,1110.85,1748.69,0.653256,10.7544,0,62.7078,39.7459,5.2951,785.2,42.3239,113.084,51.7415,16.8745,0,593.597,169.11,3.27195,638.398,177.991,294.171,333.161,5.63306,0,0.488631,0.64975,3.78663,656.636,1.46532,35.4934,1.28245,
375,725.671,1565.2,9240.04,0.463628,9.92944,0,644.971,25.492,5.56618,739.522,27.4307,79.7135,32.578,13.5947,0,8774.17,125.088,4.19893,439.583,134.877,178.228,204.311,5.63306,0,0.488631,0.786007,3.97044,656.636,1.76977,39.782,1.28245,
376,725.671,1249.64,2452.63,0.580705,11.9828,0,48.2265,62.4505,5.60866,858.269,64.6071,133.092,65.4013,20.3197,0,628.96,265.05,4.19526,1284.64,267.246,334.707,341.879,5.78635,0,0.488631,0.786007,3.97044,656.636,1.76977,40.4827,1.28245,
377,725.671,1092.48,1434.55,0.66424,11.0429,0,51.1076,51.118,5.44385,766.772,51.998,111.845,43.1562,15.9766,0,185.312,239.178,3.63771,470.861,240.279,281.151,204.481,5.78635,0,0.488631,0.786007,3.77467,656.636,1.76977,40.4827,1.28245,
378,725.671,1144.54,1931.82,0.634031,11.1249,0,76.1221,59.575,5.51967,771.973,60.5891,112.816,46.8161,17.8799,0,573.368,262.047,4.01877,538.321,262.009,282.568,239.283,5.78635,0,0.488631,0.786007,3.97044,656.636,1.76977,40.4827,1.28245,
379,725.671,1011.52,1109.33,0.717407,10.8793,0,47.0174,31.6771,5.33433,752.84,32.2997,105.033,26.4387,17.3463,0,195.718,138.32,3.22096,468.189,137.838,261.226,127.301,5.78635,0,0.488631,0.786007,3.97044,656.636,1.76977,40.4827,1.28245,
380,725.671,1125.38,1832.73,0.644822,10.6121,0,38.1645,55.3956,5.41357,799.301,57.2633,99.6985,59.5342,15.6052,0,155.263,253.852,3.59932,817.297,260.067,241.853,301.112,5.8053,0,0.488631,0.786007,3.5728,656.636,1.76977,27.1271,1.28245,
381,725.671,2969.6,27298.8,0.244366,10.9648,0,1951.02,43.017,5.49002,772.461,43.8098,102.506,40.3353,17.2742,0,26764.5,213.649,3.58748,531.068,214.395,256.062,235.951,0.514228,0,0.488631,0.786007,3.69963,656.636,1.76977,40.4827,1.28245,
382,725.671,1207.14,2726.79,0.601152,10.5862,0,133.906,53.8126,5.04318,806.843,55.025,85.0016,56.9173,17.6667,0,2303,296.934,2.52648,988.399,300.654,205.042,368.563,5.8053,0,0.488631,0.786007,3.39824,656.636,1.76977,38.5034,1.28245,
383,725.671,1106.62,2297.89,0.655757,9.70057,0,95.6604,48.392,5.42703,746.072,49.4443,106.754,45.1665,11.5307,0,997.722,225.73,3.95797,531.112,227.714,282.631,259.605,5.8053,0,0.488631,0.786007,3.66271,656.636,1.76977,40.4827,1.28245,
384,725.671,1063.02,1500.13,0.682648,10.6099,0,87.1935,30.8326,5.58548,749.281,31.8213,104.994,42.7067,15.9559,0,747.1,153.606,4.38676,431.98,156.87,276.56,186.257,5.8053,0,0.488631,0.786007,3.97044,656.636,1.76977,40.4827,1.28245,
385,725.671,1507.42,4427.9,0.481399,11.311,0,381.845,66.5028,5.39712,795.756,67.4617,124.32,54.829,17.7714,0,3699.46,292.082,3.53567,664.465,293.832,307.614,284.833,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,40.4827,1.28245,
386,725.671,1181.33,2869.62,0.614283,10.8844,0,166.413,36.3137,5.2393,788.538,37.5453,91.1061,45.2904,18.3194,0,1869.46,210.931,3.26247,600.141,218.197,229.8,270.897,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,39.0757,1.26494,
387,725.671,1241.4,2354.56,0.58456,11.3462,0,182.997,47.5051,5.51167,773.478,48.4426,134.606,37.5104,18.1529,0,1176.45,215.563,4.28993,519.901,217.104,349.836,191.45,5.8053,0,0.488631,0.786007,3.87278,656.636,1.76977,40.4827,1.26494,
388,725.671,1234.3,2190.86,0.58792,11.0784,0,195.262,53.9625,5.46418,765.581,55.0711,103.569,44.3147,16.9434,0,1298.88,224.633,4.29154,469.1,226.024,245.117,204.057,5.8053,0,0.488631,0.786007,3.34047,656.636,1.76977,40.2064,1.26494,
389,725.671,1242.32,2277.84,0.584127,10.8502,0,171.462,59.3811,5.53037,761.882,60.4297,118.455,54.3274,14.9591,0,1341.58,251.666,4.21141,449.969,252.057,288.075,231.056,5.8053,0,0.488631,0.786007,4.009,601.13,1.76977,40.4827,1.26494,
390,725.671,1106.19,1493.98,0.656009,10.9907,0,34.6998,55.6356,5.75182,780.68,56.4753,121.577,40.3814,16.3563,0,182.16,227.519,4.79664,571.969,228.386,298.448,250.377,5.8053,0,0.488631,0.786007,3.54143,614.345,1.76977,40.4827,0.959994,
391,725.671,1002,1156.76,0.724222,10.1012,0,39.8645,44.5756,5.69492,733.567,45.5558,89.884,32.7586,13.2746,0,146.641,195.441,5.04102,367.969,196.31,216.487,173.852,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,40.4827,1.26494,
392,725.671,1093.85,1661.12,0.663409,11.4809,0,50.3857,47.0686,5.1793,790.455,48.5214,91.5291,49.2321,18.9733,0,406.214,237.346,3.52807,653.963,241.35,211.226,276.369,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,40.3123,1.26494,
393,725.671,1405.52,4349.62,0.516301,11.106,0,368.071,48.5473,5.46373,759.117,49.4863,127.074,36.6542,17.6808,0,3848.06,202.155,4.34853,478.199,202.751,338.093,169.8,5.8053,0,0.488631,0.786007,3.84558,656.636,1.76977,41.4349,1.26494,
394,725.671,1130.35,2699.99,0.641987,10.5005,0,113.243,40.1042,4.97569,779.037,41.1029,94.353,47.0353,17.14,0,1336.04,237.065,2.75697,691.397,238.59,249.938,292.518,5.8053,0,0.488631,0.786007,3.39356,656.636,1.76977,41.4349,1.26494,
395,725.671,1122.07,2388.5,0.646723,9.4586,0,207.59,31.2189,5.09015,714.71,32.1457,99.6387,22.2219,12.4421,0,1834.47,149.47,3.18558,324.608,149.411,265.51,120.142,5.8053,0,0.488631,0.664559,4.009,656.636,1.31597,41.4349,0.981443,
396,725.671,1101.36,1960.58,0.658887,10.7269,0,31.8986,53.1392,5.41813,793.639,54.3903,99.2803,52.8674,17.5479,0,217.31,290.928,3.99918,785.144,291.384,261.146,332.302,5.8053,0,0.488631,0.786007,3.45739,656.636,1.76977,19.9004,1.26494,
397,725.671,1254.51,2282.31,0.578451,11.9964,0,43.5617,77.4323,5.50149,852.913,78.5915,112.387,72.125,19.2279,0,179.629,329.931,4.15217,947.396,331.817,283.766,404.619,5.8053,0,0.488631,0.786007,4.009,656.387,1.76977,41.4349,1.26494,
398,725.671,1015.18,1205.83,0.714822,10.3684,0,35.4841,32.9709,5.47486,746.858,33.876,111.416,38.7296,16.2309,0,136.095,155.143,4.30797,456.52,159.895,290.753,193.142,1.92786,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
399,725.671,998.543,1619.02,0.726731,9.45058,0,116.055,28.0382,5.33303,708.871,28.8152,83.2769,18.7026,11.1092,0,1182.78,139.041,4.14295,265.911,139.756,194.363,91.6253,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
400,725.671,1171.63,2169.85,0.619367,10.2101,0,137.506,52.7711,5.42471,770.023,53.8818,96.2351,45.5823,15.7881,0,1163.78,265.337,4.22555,701.733,268.048,239.487,267.043,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,38.3309,1.26494,
401,725.671,1544.37,3620.12,0.469883,11.4996,0,213.551,86.6216,5.35963,906.435,88.8615,126.564,105.474,20.0975,0,1702.07,366.962,3.84676,1388.07,378.984,324.249,525.063,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
402,725.671,2293.36,18924.7,0.316422,10.2288,0,1356.13,28.3953,5.09323,738.468,29.3121,100.543,25.1906,15.1388,0,18531.5,148.555,3.15345,431.775,149.418,252.299,140.405,0.691563,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
403,725.671,1166.99,2264.81,0.621832,10.7692,0,151.405,42.9851,5.35835,751.949,43.9025,121.189,39.4305,16.0831,0,1832.13,173.806,4.24595,433.067,171.078,311.083,164.322,5.8053,0,0.488631,0.786007,3.86624,656.636,1.76977,41.4349,1.26494,
404,725.671,1142,1713.09,0.635438,10.1447,0,75.5135,60.1555,5.34337,750.885,61.1342,128.314,50.5115,14.6364,0,436.711,227.989,3.89855,450.964,229.712,323.616,244.523,5.8053,0,0.488631,0.786007,3.4726,599.778,1.76977,41.4349,1.26494,
405,725.671,1559.02,4240.91,0.465466,11.694,0,468.794,60.3032,5.30049,785.186,61.2775,116.822,49.6427,18.3172,0,3422.63,251.673,3.89653,526.234,252.563,302.268,221.973,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
406,725.671,1171.9,1937.99,0.619228,9.90116,0,35.8913,71.7513,5.55504,788.871,73.1175,102.282,84.5278,14.7271,0,451.575,314.118,4.40823,702.087,317.022,252.583,387.773,5.8053,0,0.488631,0.786007,4.009,636.356,1.76977,41.4349,1.26494,
407,725.671,1169.31,3630.29,0.620598,9.78688,0,250.053,31.7077,5.34776,726.056,32.6327,81.8127,31.913,13.5657,0,3171.11,162.45,3.95235,389.296,162.976,172.36,162.171,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,37.7961,1.26494,
408,725.671,1063.99,1583.36,0.682031,10.8189,0,34.6519,47.6546,5.19573,790.181,48.5307,73.2486,53.7052,17.3355,0,240.805,243.755,3.70089,651.373,244.041,128.575,290.159,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,41.4349,1.26494,
409,725.671,1273.8,4250.76,0.569689,10.1324,0,284.002,43.217,5.48767,746.783,44.8072,94.9561,44.4179,14.056,0,3749.65,181.954,4.57191,432.622,185.158,218.37,209.26,5.8053,0,0.488631,0.786007,4.009,656.636,1.76977,40.7874,1.26494,
410,725.671,1181.37,2011.2,0.614265,11.8612,0,112.763,44.0418,5.17694,797.182,45.0123,118.761,46.5663,20.1993,0,1117.9,201.684,3.544,589.879,202.594,304.514,243.356,5.8053,0,0.488631,0.786007,3.6802,656.636,1.76977,37.5017,1.26494,
411,725.671,1211.05,3461.81,0.599209,10.2704,0,297.163,22.0215,5.02196,742.582,22.8674,88.9125,22.2113,16.7441,0,2769.8,123.54,3.02428,454.7,123.577,219.437,114.689,1.01143,0,0.488631,0.723124,4.009,656.636,1.11399,41.4349,1.26494,
412,725.671,1224.25,2118.24,0.592747,11.8819,0,35.3524,62.6251,5.49138,844.655,64.0942,136.589,63.5623,19.7265,0,270.115,268.253,4.44426,978.738,265.238,340.495,330.767,4.7287,0,0.488631,0.786007,3.50004,629.014,1.76977,41.4349,1.26494,
413,725.671,953.502,1189.36,0.761059,9.26064,0,25.4481,23.3748,4.83818,731.283,24.8525,94.0961,40.3492,11.6658,0,108.741,132.84,2.40198,436.107,143.467,255.566,243.518,5.8053,0,0.488631,0.786007,3.47113,656.636,1.76977,41.1513,1.26494,
414,724.504,1079.18,1436.87,0.671346,11.1177,0,41.0664,49.2387,5.16457,773.644,50.2028,113.541,35.2058,16.8232,0,147.624,212.425,3.53787,519.463,212.06,292.204,203.08,5.8053,0,0.488631,0.786007,4.009,657.281,1.76977,41.4349,1.26494,
415,724.504,1703.43,9099.52,0.425322,11.3344,0,684.101,37.8283,5.31635,779.071,39.1418,106.297,40.337,19.1997,0,8510.8,191.597,4.18334,608.362,195.655,274.171,232.778,5.8053,0,0.488631,0.786007,4.009,657.281,1.76977,41.4349,1.26494,
416,724.504,1072.88,2065.24,0.675289,10.4627,0,119.284,33.6674,5.2034,747.007,34.5487,91.5701,31.1367,17.1137,0,1351.22,160.738,3.87036,477.612,161.221,232.496,156.637,5.8053,0,0.488631,0.786007,4.009,657.281,1.76977,41.4349,1.26494,
417,724.504,1208.23,2465.78,0.59964,9.97252,0,205.012,41.2855,5.08111,744.955,42.108,117.049,42.7669,13.5233,0,1808.02,200.276,3.11601,417.628,200.81,318.071,223.704,5.8053,0,0.488631,0.786007,4.009,657.281,1.76977,41.396,1.26494,
418,724.504,1042.03,1261.43,0.695279,11.9512,0,37.0091,48.2454,5.27423,781.794,49.1529,80.7573,27.8486,19.526,0,229.522,225.975,3.80232,519.171,226.667,159.477,158.13,5.8053,0,0.488631,0.786007,3.97993,657.281,1.76977,41.4349,1.26494,
419,724.504,898.844,925.114,0.80604,8.81245,0,19.1137,29.1425,5.00856,705.013,29.9813,81.2097,20.5626,9.25976,0,74.2912,161.288,3.10761,280.321,163.461,203.646,139.344,5.8053,0,0.488631,0.786007,4.009,657.281,1.76977,41.3975,1.26494,
420,724.504,2431.68,18178.9,0.297944,12.5774,0,1351.33,37.4274,5.32474,814.495,38.2994,127.043,45.1794,21.9498,0,17687.9,181.843,4.04847,629.015,180.572,313.028,221.775,5.8053,0,0.488631,0.52085,4.009,657.281,0.95824,41.0305,1.26494,
421,724.504,1022.09,1633.23,0.708845,9.38508,0,56.6377,44.0434,5.15131,735.662,44.959,84.5166,41.7352,12.977,0,1217.08,238.882,3.54115,518.772,238.947,216.343,260.692,5.8053,0,0.488631,0.786007,4.009,657.219,1.76977,41.4349,1.26494,
422,724.504,1120.88,1868.99,0.64637,11.8309,0,53.7739,53.326,5.313,808.436,54.374,92.8441,40.9834,20.6713,0,331.37,249.39,3.88023,883.111,251.642,217.029,277.089,5.8053,0,0.488631,0.786007,3.81631,657.219,1.76977,42.685,1.26494,
423,724.504,1010.92,1271.28,0.716677,10.2519,0,27.5956,42.9835,5.27847,751.943,43.8558,93.1798,35.8334,14.7301,0,121.374,208.119,3.70304,474.878,209.927,251.322,216.643,5.8053,0,0.488631,0.786007,4.009,656.923,1.76977,42.685,1.26494,
424,724.504,1214.36,2710.43,0.596616,10.4565,0,223.705,42.2065,5.22959,750.412,43.1364,104.803,34.4081,16.5512,0,2041.84,202.842,4.04751,466.228,203.618,266.59,181.444,1.30686,0,0.488631,0.786007,3.73118,656.923,1.76977,42.685,1.26494,
425,724.504,1294.69,3945.42,0.559599,9.79433,0,363.269,29.2412,5.13498,731.683,30.1661,99.4627,25.9331,14.1912,0,3347.4,187.654,3.66532,407.351,188.785,269.478,169.587,4.32691,0,0.488631,0.786007,3.70549,656.923,1.76977,42.685,1.26494,
426,724.504,1152.67,2192.37,0.628546,11.0182,0,124.67,50.1942,4.9278,776.548,51.2144,88.0223,46.0724,17.913,0,1426.31,230.943,2.58025,548.392,229.418,211.063,243.567,6.18272,0,0.488631,0.786007,3.57967,656.813,1.76977,40.6422,1.26494,
427,724.504,1170.14,1807.1,0.619162,11.1787,0,79.9036,63.8444,5.33211,772.526,65.1644,110.758,61.4288,17.2217,0,514.564,251.234,4.22776,522.207,251.391,271.972,269.735,6.18272,0,0.488631,0.786007,4.009,656.923,1.76977,42.685,1.26494,
428,724.504,1083.42,1653.67,0.668719,10.6302,0,93.3154,45.4766,5.19135,747.057,46.4465,103.033,32.2713,16.24,0,654.865,205.852,3.92912,469.466,207.053,266.375,183.727,6.18272,0,0.488631,0.786007,3.48127,656.923,1.76977,42.3441,1.01361,
429,724.504,1218.79,2121.83,0.594444,9.74991,0,140.906,54.2992,5.30483,760.533,55.8546,123.622,68.5237,11.2202,0,1174.4,233.058,4.22928,433.484,236.917,314.133,300.254,6.18272,0,0.488631,0.776945,3.61868,656.923,1.6056,42.685,1.26494,
430,724.504,2353.15,17991.6,0.307887,11.2661,0,1297.02,45.1185,5.02284,789.697,46.261,113.613,45.1564,18.3398,0,17548.4,223.202,3.33645,684.592,225.94,296.629,271.891,6.18272,0,0.488631,0.776945,3.50712,656.923,1.6056,42.2257,1.26494,
431,724.504,1115.96,2097.23,0.649219,10.1669,0,78.9802,45.8359,5.14688,781.484,47.5835,102.406,44.3588,13.6954,0,1292.64,227.456,3.64635,904.502,234.764,257.196,277.194,6.18272,0,0.488631,0.776945,3.79235,656.923,1.6056,42.685,1.26494,
432,724.504,1106.99,1704.28,0.65448,11.3111,0,48.1548,53.8605,5.35992,779.079,54.8243,113.444,40.9589,17.4052,0,345.745,267.257,4.41182,550.92,268.244,291.603,238.193,6.18272,0,0.488631,0.776945,4.009,656.923,1.6056,42.29,1.26494,
433,724.504,1177.43,2091.2,0.615327,11.4962,0,53.2848,54.9887,5.61852,833.158,56.0239,101.673,61.1853,19.1899,0,196.964,251.038,4.87679,988.847,253.496,228.55,344.297,4.32167,0,0.488631,0.776945,4.009,656.923,1.30854,42.29,1.26494,
434,724.504,1083.58,2656.45,0.668619,9.66245,0,165.559,29.9038,4.86396,723.662,30.9003,88.4676,30.5629,12.5314,0,1981.97,170.047,2.66508,364.082,170.763,237.442,177.006,6.18272,0,0.488631,0.776945,4.03162,656.825,1.6056,37.8771,1.26494,
435,724.504,1114.3,1703.9,0.650187,9.98862,0,82.876,51.0804,5.50744,745.503,52.5179,107.169,59.6577,12.6236,0,758.832,247.751,4.652,436.356,250.033,244.487,274.555,6.18272,0,0.488631,0.776945,4.03162,656.825,1.6056,40.9153,1.26494,
436,724.504,1024.7,1531.16,0.707043,9.94271,0,36.38,51.4295,5.11102,749.094,52.8024,84.0195,35.9161,13.7603,0,161.519,249.559,3.75353,638.944,253.936,210.967,245.721,6.18272,0,0.488631,0.776945,3.97281,656.825,1.6056,7.57943,1.26494,
437,724.504,989.35,1210.78,0.732303,10.2749,0,31.1986,33.4891,5.10301,750.482,34.5119,85.6026,38.6885,15.6693,0,136.704,177.552,3.54567,484.308,180.843,210.762,209.381,6.18272,0,0.488631,0.579362,3.40106,656.825,1.0288,26.5185,1.0508,
438,724.504,1104.85,1892.86,0.655751,10.5464,0,51.4012,42.1196,5.41886,803.533,43.8047,90.7022,57.3215,16.3713,0,317.504,234.3,4.48957,866.445,239.789,211.13,347.721,6.18272,0,0.488631,0.776945,3.91999,656.825,1.6056,42.29,1.26494,
439,724.504,1185.09,2078.81,0.611348,11.7341,0,38.0626,58.8082,5.03564,840.749,59.8283,113.211,57.6643,18.4881,0,165.315,285.432,2.54884,913.21,284.098,278.634,361.169,6.18272,0,0.488631,0.776945,4.03162,656.825,1.6056,39.6138,1.26494,
440,724.504,1138.35,1609.63,0.636451,12.5841,0,38.4265,58.1102,5.53984,804.012,59.3178,109.155,51.2053,20.6436,0,157.658,262.529,4.62815,591.651,264.19,259.1,243.39,6.18272,0,0.488631,0.776945,4.03162,656.825,1.6056,42.29,1.26494,
441,724.504,1371.23,3161.28,0.528361,10.2099,0,278.359,63.9159,5.24103,776.724,65.0411,116.602,55.1367,13.3527,0,2243.6,276.803,3.65388,590.563,277.699,298.099,298.869,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
442,724.504,1240.21,2384.86,0.584179,11.2177,0,180.627,54.2704,5.18395,767.679,55.3899,119.632,46.209,16.4238,0,1489.58,226.615,3.62426,469.045,228.461,289.837,219.524,6.18272,0,0.488631,0.776945,3.73461,656.789,1.6056,41.1672,1.26494,
443,724.504,1146.85,1872.47,0.631733,10.7653,0,109.021,54.4351,5.42676,749.245,55.5133,119.13,43.3161,16.1552,0,1102.19,233.439,4.62595,470.301,234.832,301.364,209.424,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
444,724.504,1177.65,2886.6,0.615213,10.809,0,26.7043,58.1581,5.1445,854.923,59.3591,95.3847,67.1655,21.8703,0,122.311,293.953,3.57146,1777.6,297.222,225.244,415.616,1.53189,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
445,724.504,1535.42,6290.92,0.471861,11.5808,0,421.91,68.1793,5.4207,789.025,69.278,115.931,54.0947,18.3859,0,5575.92,296.134,4.39033,625.343,296.262,284.728,266.129,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,40.788,1.26494,
446,724.504,1052.5,1780.99,0.688367,9.45328,0,126.539,34.302,5.45763,708.136,36.0293,100.878,31.7014,12.3039,0,1199.51,162.512,5.05397,344.162,165.757,271.42,162.962,6.18272,0,0.488631,0.776945,4.03162,646.269,1.6056,42.0032,1.26494,
447,724.504,1066.9,1613.83,0.679075,10.1551,0,65.7321,49.7117,5.40648,735.949,51.122,105.516,43.3066,13.7616,0,551.949,234.395,4.64184,377.771,235.883,275.569,259.783,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,40.2168,1.26494,
448,724.504,1232.32,4253.55,0.58792,10.0553,0,268.07,38.9913,5.15898,735.262,40.2715,97.1668,37.3408,15.1277,0,3340.62,199.469,3.88717,453.997,204.165,241.626,205.163,4.56631,0,0.488631,0.776945,3.98331,656.789,1.6056,42.29,1.26494,
449,724.504,1150.56,1602.8,0.629696,11.5195,0,103.12,53.0381,5.87988,772.291,54.0824,112.563,38.0668,17.0824,0,822.263,208.246,5.54809,472.061,206.192,262.109,171.359,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
450,724.504,1128.23,2093.74,0.642157,9.43184,0,127.164,48.0454,4.82457,735.482,49.0277,111.812,42.4476,11.9791,0,1342.33,229.529,2.33383,409.633,230.787,291.896,224.366,1.70773,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
451,724.504,1046.87,1669.22,0.692065,10.2254,0,80.7142,38.9385,5.31909,754.783,39.9118,84.0406,32.9409,13.673,0,774.315,225.121,4.25469,487.147,225.88,194.531,225.11,6.18272,0,0.488631,0.776945,4.03162,656.789,1.6056,42.29,1.26494,
452,724.504,1051.89,1268.37,0.688764,10.7544,0,25.2009,49.6194,5.20335,751.71,50.7724,116.362,42.2672,15.8623,0,99.3608,216.658,3.91517,455.934,217.822,283.681,200.414,6.18272,0,0.488631,0.776945,3.66785,656.789,1.6056,39.4521,1.26494,
453,724.504,1053.11,1225.42,0.687965,11.173,0,28.8096,52.2034,5.47161,756.28,53.4579,112.692,33.0249,15.5904,0,95.6963,205.912,4.55415,422.656,207.393,265.356,185.261,6.18272,0,0.488631,0.776945,3.79809,656.789,1.6056,42.29,1.26494,
454,724.504,1759.87,7589.33,0.41168,10.7875,0,733.34,39.2315,4.88575,752.693,39.1061,136.074,43.7529,16.5984,0,6942.07,183.272,2.89336,473.914,182.525,346.01,215.763,6.18272,0,0.488631,0.776945,3.83002,654.785,1.6056,42.29,1.26494,
