Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
19,1493.48,2544.95,2152,0.586842,151.539,0,436.405,7.35207,123.741,1494.91,160.254,148.649,22.1035,281.119,0,828.983,1.8804,199.692,771.521,111.246,277.165,24.4349,4.56057,0,47.8262,0.398249,4.13922,1177.42,26.7323,2.20557,3.7294,
20,1413.82,2537.35,1984.93,0.557206,178.663,0,403.943,7.11024,138.647,1463.97,146.34,176.303,22.3672,290.315,0,730.556,1.36292,242.081,680.002,129.599,288.01,20.7693,4.56057,0,47.8262,2.5135,6.41433,1177.42,26.7323,2.20557,3.62554,
21,1413.82,3088.58,3094.53,0.457758,184.923,0,545.808,6.52293,208.27,1767.9,165.572,181.014,28.5711,327.986,0,1040.98,2.3009,374.959,1147.68,139.979,320.94,31.7283,4.56057,0,47.8262,0.558969,6.00484,1177.42,21.3478,2.20557,3.7294,
22,1413.82,2280.02,2132.31,0.620092,137.791,0,267.247,7.25897,151.403,1396.17,167.997,134.186,17.9769,357.885,0,595.526,1.79426,348.52,807.979,140.516,351.908,20.8001,4.56057,0,58.9658,1.43923,6.00484,1177.42,26.7323,2.20557,4.60126,
23,1413.82,2700.64,2128.04,0.523515,185.42,0,439.792,6.49449,164.122,1550.16,149.782,181.739,23.1289,334.411,0,780.977,2.34434,250.616,749.408,135.787,344.958,21.3278,4.56057,0,58.9658,0.836677,6.00484,1177.42,19.5006,2.20557,5.56091,
24,1413.82,2465.95,2089.59,0.57334,119.404,0,416.984,6.52374,158.818,1460.37,166.637,116.091,21.1162,259.854,0,810.666,2.13403,293.102,687.244,175.369,258.148,18.7217,4.56057,0,58.9658,0.604711,5.88367,1178.67,13.5637,2.20557,5.04403,
25,1413.82,3017.07,2953.8,0.468608,183.442,0,518.652,6.94568,188.107,1720.72,194.734,176.403,28.0636,353.302,0,904.055,2.40321,372.043,1274.22,197.507,337.649,29.8197,4.56057,0,58.9658,1.072,6.00484,1178.67,13.5637,2.20557,5.56091,
26,1413.82,2207.26,1684.62,0.640533,113.931,0,324.955,6.52703,84.4259,1374.05,169.343,111.972,22.0661,251.396,0,701.095,2.10801,147.125,665.988,138.566,249.251,19.0571,2.1323,0,55.135,0.501708,5.539,1019.43,13.5637,2.04082,5.56091,
27,1413.82,2854.06,2580.62,0.495374,188.923,0,471.807,7.5477,150.158,1634.87,190.268,181.528,28.9547,393.67,0,852.498,2.35448,324.38,1082.45,204.236,379.933,30.1741,6.71094,0,58.9658,1.51063,6.00484,1181.82,13.5637,2.20557,4.84131,
28,1406.6,2759.3,2457.32,0.509766,179.983,0,560.063,6.25175,128.241,1541.2,139.149,177.123,27.2955,321.627,0,898.353,2.59907,268.893,891.118,163.818,320.796,26.5584,6.71094,0,58.9658,0.50572,3.88254,1048.9,7.90634,2.20557,5.56091,
29,1406.6,2631.96,2423.96,0.53443,153.505,0,532.226,6.34907,92.6562,1477.69,192.682,151.457,25.4001,324.997,0,1006.07,2.38787,187.303,816.08,253.199,327.827,22.2703,2.97843,0,58.8264,1.42231,6.65374,1053.37,7.90634,2.20557,9.68997,
30,1406.6,2643.12,2375.75,0.532175,146.594,0,523.812,5.70048,133.972,1522.51,141.568,143.908,25.0509,294.894,0,1031.33,2.47076,263.778,757.581,184.001,294.375,19.8819,2.97843,0,62.5702,0.572532,4.56898,1181.6,7.90634,2.20557,8.12018,
31,1406.6,2895.95,2684.92,0.485713,135.958,0,564.868,6.11256,132.833,1704.17,186.808,133.971,31.2344,303.541,0,991.402,2.52995,279.231,1083.86,234.306,301.289,30.907,1.21538,0,69.1923,0.288832,3.48419,1069.49,7.90634,0.884928,9.68997,
32,1406.6,2673.69,2748.95,0.526089,113.401,0,562.902,5.91977,207.748,1525.86,125.341,109.774,22.7432,263.028,0,1038.43,2.65583,438.116,1064.47,152.618,257.704,19.7499,2.97843,0,69.1923,0.244337,3.48419,1181.44,7.90634,2.20557,9.68997,
33,1390.01,2932.77,2825.3,0.473958,215.752,0,560.86,6.22453,208.245,1589.8,114.538,210.789,26.5631,467.391,0,945.006,2.41154,412.247,922.923,172.79,462.771,23.612,2.97843,0,69.1923,0.907095,3.48419,1181.44,7.90634,2.24063,9.68997,
34,1390.01,3247.13,2660.24,0.428073,188.767,0,650.923,5.71889,152.955,1881.67,146.022,186.418,34.6637,308.438,0,921.074,2.67664,316.466,1092.24,207.158,306.128,31.5304,2.97843,0,69.1923,0.391472,3.39373,1181.44,7.90634,2.4638,11.9965,
35,1390.01,3192.83,2979.74,0.435354,222.119,0,584.084,5.67413,196.867,1813.96,120.829,216.638,32.6616,361.929,0,850.693,2.32717,398.113,1168.07,193.77,351.286,29.4456,1.81446,0,69.1923,0.770817,3.43503,1109.64,7.90634,1.57531,11.7671,
36,1390.01,2746.96,2521.8,0.506017,141.454,0,536.599,5.86263,189.854,1561.43,152.743,134.406,24.6106,349.519,0,962.112,2.82587,385.943,828.413,224.673,329.781,19.0184,2.97843,0,61.5052,0.990047,3.48419,1181.44,7.90634,2.4638,1.9411,
37,1390.01,4001.18,5857.36,0.3474,183.6,0,868.86,5.85349,177.513,1780.74,770.274,181.247,33.0884,346.412,0,1249.18,2.7362,359.679,1126.37,4136.15,353.419,32.9026,2.97843,0,64.1272,0.380146,3.48419,1181.44,7.90634,1.23071,13.9552,
38,1390.01,2988.33,3139.21,0.465146,199.679,0,596.287,5.98223,210.358,1623.28,124.233,200.712,27.7961,399.665,0,1045.99,2.34161,587.032,1037.18,399.905,395.811,24.9342,2.97843,0,64.1272,0.698594,3.48419,1100.93,7.90634,2.4638,13.9552,
39,1369.67,2457.94,2445.27,0.557245,136.777,0,412.042,5.34168,119.92,1505.9,118.407,134.314,25.2366,322.537,0,785.536,2.29115,314.222,925.557,224.241,320.297,24.5635,2.97843,0,64.1272,0.838281,3.48419,1181.44,7.90634,2.4638,5.87896,
40,1369.67,2536.22,2180.11,0.540046,135.331,0,502.664,5.60501,108.42,1523.7,100.38,133.237,26.8784,321.972,0,869.352,2.43119,253.251,855.897,140.635,322.001,24.8253,5.79933,0,64.1272,0.764565,4.71816,1112.69,7.90634,2.4638,12.2487,
41,1369.67,1894.27,1281.44,0.723062,88.3792,0,252.399,5.72459,73.6332,1281.15,87.0046,86.5646,19.4174,237.875,0,572.784,2.26617,197.456,414.384,111.211,236.108,11.5437,3.3833,0,75.1745,1.54955,4.42422,1109.85,7.90634,2.31664,10.5249,
42,1369.67,2495.57,2766.95,0.548842,97.1923,0,361.297,5.44044,113.979,1694.63,98.5342,93.8688,30.6254,268.456,0,734.817,2.28677,344.939,1219.22,179.545,260.679,33.5686,3.25709,0,75.1745,0.155801,4.42422,1181.07,7.90634,2.31664,12.2487,
43,1369.67,2654.04,2343.64,0.516072,156.503,0,488.623,5.52527,87.5277,1632.68,99.8231,154.169,29.1819,323.98,0,748.839,2.85253,243.696,982.135,179,307.302,25.9493,3.25709,0,75.1745,0.543152,4.42422,1042.56,7.90634,2.31664,11.4549,
44,1369.67,2915.92,2876.75,0.469723,210.51,0,595.358,5.08612,172.702,1581.89,116.806,206.959,26.6039,403.24,0,917.776,2.52567,359.861,925.731,205.657,399.98,22.6664,3.25709,0,75.1745,0.480118,4.42422,1097.93,7.90634,2.31664,7.53166,
45,1369.67,2867.19,2906.74,0.477706,221.005,0,515.982,5.59243,187.342,1602.1,88.6885,218.087,28.392,460.87,0,919.612,2.40083,386.884,951.258,166.068,453.076,24.526,3.25709,0,84.5812,1.69718,4.42422,1182.99,7.90634,1.85724,12.1822,
46,1369.67,2794.47,2692.8,0.490137,170.419,0,616.379,5.06449,112.952,1619.07,73.0253,167.941,29.6243,348.127,0,1100.09,2.00137,273.541,875.902,112.252,345.783,25.1341,3.25709,0,87.4448,0.97345,4.42422,1184.83,7.90634,2.31664,12.1822,
47,1369.67,2689.55,2731.24,0.509257,190.193,0,497.214,4.83873,126.278,1515.56,142.343,186.953,26.1795,425.729,0,922.729,2.61601,363.545,796.293,258.282,419.38,21.8716,3.25709,0,71.1677,0.69202,4.42422,1068.48,7.90634,1.29057,12.2487,
48,1369.67,2643.7,2595.38,0.518091,206.085,0,493.173,4.95816,122.383,1517.01,68.926,203.236,27.9228,430.033,0,935.335,2.32417,282.213,844.659,136.313,429.606,23.755,3.25709,0,90.2225,0.427462,4.42422,1087.92,7.90634,2.18753,12.2487,
49,1369.67,2967.32,3120.04,0.461587,137.401,0,673.553,5.23206,165.592,1767.64,61.8868,124.659,31.3526,323.15,0,1176.23,2.59302,463.125,1307.39,117.954,304.242,29.8847,3.25709,0,90.2225,0.534814,4.42422,1184.98,8.32869,2.18753,12.2487,
50,1360.5,2532.29,2658.91,0.537262,112.973,0,431.178,4.76033,117.066,1595.17,135.067,109.086,26.9874,273.634,0,813.173,1.942,296.978,977.785,275.539,266.704,24.6993,3.25709,0,90.2225,0.917783,4.42422,1184.98,4.8551,2.01999,14.7801,
51,1360.5,2482.39,2273.36,0.548061,115.046,0,452.624,4.61343,76.4137,1626.11,64.523,112.272,30.7928,305.783,0,845.101,2.2943,204.575,961.667,144.563,306.214,28.692,3.25709,0,90.2225,0.311772,4.42422,1185.25,4.82438,2.01999,15.6006,
52,1360.5,2747.4,2802.62,0.495197,225.754,0,549.102,4.56054,146.554,1489.34,85.5106,220.912,25.6687,464.062,0,953.493,2.30801,317.696,926.841,177.957,458.778,22.9115,3.25709,0,95.5847,0.294556,4.42422,1066.4,4.8551,2.01999,16.7631,
53,1360.5,2111.97,1795.61,0.644186,86.8758,0,288.105,4.36882,87.3726,1436.14,100.819,83.9393,24.3482,276.333,0,529.667,2.17599,231.219,754.409,212.102,276.799,21.2684,3.25709,0,95.5847,0.868817,4.42422,1186.92,4.8551,2.01999,1.6092,
54,1360.5,2842.68,2944.36,0.478599,182.389,0,510.27,4.70258,179.367,1650.25,110.498,177.534,27.6687,418.799,0,782.001,2.67228,420.235,1065.27,225.705,410.245,24.6215,2.02494,0,95.5847,1.32563,2.66037,1035.89,4.8551,1.83551,10.7039,
55,1360.5,2910.98,3232.35,0.46737,172.969,0,584.765,4.57526,158.682,1658.62,132.067,169.19,30.1119,406.958,0,1069.28,2.49327,388.799,1111.23,312.661,403.921,29.7276,3.25709,0,94.3485,0.323615,4.42422,1183.07,4.8551,1.97471,14.7596,
56,1356.95,2515.33,2715.82,0.539471,167.113,0,503.849,4.08707,115.899,1453.45,84.1464,162.546,24.2457,397.324,0,874.788,2.54788,336.124,858.311,190.421,392.231,21.3994,3.25709,0,96.7897,0.890849,4.32706,1021.05,4.8551,1.90802,3.95124,
57,1356.95,2821.04,2777.28,0.48101,238.285,0,586.381,3.89123,130.999,1483.45,112.369,237.78,27.8857,484.709,0,947.823,1.90809,273.702,697.354,242.615,487.164,22.9653,3.25709,0,96.7897,1.09615,4.42422,1124.85,4.8551,1.90802,16.9224,
58,1356.95,2834.52,2885.18,0.478723,129.338,0,625.134,4.1262,104.463,1752.92,62.056,125.882,30.5976,310.149,0,1125.04,3.23133,341.904,1092,124.915,311.758,26.6916,3.25709,0,96.7897,0.401127,3.82581,1184.74,4.8551,1.90802,13.1573,
59,1356.95,2476.72,2336.1,0.547881,176.365,0,484.263,3.99423,135.859,1411.57,68.6057,172.244,23.8234,368.706,0,843.107,2.3566,367.715,848.072,136.356,364.855,19.2568,3.25709,0,96.7897,0.590737,4.52528,1002.65,4.8551,1.84971,16.9224,
60,1356.95,2332.13,2302.11,0.581849,125.083,0,418.675,3.79597,103.535,1484.87,51.4691,119.49,25.213,345.777,0,796.538,2.27164,312.999,833.614,123.292,338.12,20.1226,3.25709,0,96.7897,0.434046,4.52528,1102.27,4.8551,1.84971,16.9224,
61,1355.42,2332.99,2614.46,0.580979,117.813,0,378.485,4.14022,95.5639,1534.9,64.3749,112.112,25.6021,307.726,0,786.638,2.4518,330.702,987.048,143.268,298.645,22.2667,5.27994,0,87.1385,0.381609,4.52528,1109.26,4.8551,1.84971,16.8845,
62,1355.42,2268.71,2134.9,0.597439,124.269,0,330.949,3.71104,93.4395,1474.24,95.8406,120.554,25.7093,330.612,0,553.439,2.00006,266.686,883.322,212.61,329.887,24.6308,1.37653,0,102.535,0.435077,4.52528,1097.68,4.8551,0.849929,13.6949,
63,1355.42,2668.66,2558.07,0.507901,150.017,0,454.788,4.13157,134.273,1645.3,104.292,145.61,30.2567,363.876,0,763.949,2.81628,375.598,1077.03,209.158,359.592,29.0666,1.59854,0,102.535,0.490001,4.52528,1184.98,4.91297,0.635085,17.1411,
64,1354.12,2817.02,2360.2,0.480694,206.65,0,613.511,4.09871,143.475,1538.37,80.8792,203.331,26.6986,359.979,0,1032.88,2.85767,294.111,751.149,141.164,347.541,20.6279,4.13003,0,54.0542,0.556187,2.2002,1090.96,4.91297,1.71876,15.9569,
65,1354.12,2644.41,2468.7,0.512071,139.725,0,573.148,3.48525,113.665,1563.74,89.7053,133.741,27.1996,317.981,0,1047.87,2.26537,273.622,891.812,200.275,314.332,24.9392,2.41385,0,102.887,0.0328616,2.94863,1184.98,4.91297,1.71876,2.95743,
66,1354.12,2565.36,2366.82,0.52785,114.529,0,633.196,3.43722,123.273,1518.58,37.2464,109.672,25.4202,270.286,0,1069.28,1.92125,280.168,809.393,56.262,267.022,21.8826,2.44733,0,102.887,0.339848,4.94615,1184.98,4.91297,1.71876,13.8702,
67,1354.12,2597.02,2148.11,0.521415,159.315,0,528.947,3.88189,95.8573,1550.93,74.838,156.027,27.2204,326,0,832.486,2.57527,271.059,844.737,167.014,336.15,25.8708,5.51229,0,95.6801,0.224463,3.46787,1054.74,4.91297,1.71876,6.3802,
68,1354.12,2419.1,2466.27,0.559764,145.138,0,430.037,3.47626,104.043,1482.02,87.4437,141.81,25.1258,330.236,0,827.827,1.9065,249.036,791.815,206.52,330.896,20.1529,5.50132,0,97.6356,1.26215,4.45742,1149.5,4.91297,1.71876,17.1411,
69,1352.33,2481.29,2306.71,0.545012,128.155,0,526.01,3.24277,110.257,1474.04,91.9712,123.181,24.4371,292.01,0,961.289,1.86295,262.268,705.103,195.131,291.422,18.1281,5.21054,0,103.892,0.297818,4.30996,1184.98,4.91297,1.71876,17.1411,
70,1352.33,2669.01,2492.87,0.506681,213.485,0,435.234,3.73496,136.835,1543.22,100.61,209.374,26.5165,422.413,0,761.888,2.35705,302.396,762.002,191.276,420.361,20.8203,5.21054,0,66.8829,0.517421,4.30996,1066.97,4.91297,1.71876,4.04914,
71,1352.33,2607.98,2494.11,0.518536,187.524,0,578.32,3.15052,131.507,1410.97,89.7926,183.538,23.1792,398.749,0,993.146,1.69393,264.457,652.407,188.53,398.532,18.0337,4.96707,0,103.892,1.06218,4.30996,1098.38,4.30549,1.46949,9.75316,
72,1352.33,2538.61,2618.33,0.532708,95.4788,0,572.221,3.34817,70.4137,1574.81,102.966,91.9412,27.4232,293.57,0,1092.28,2.19005,234.614,987.272,231.681,292.055,26.956,4.96707,0,103.657,0.120934,3.19462,1061.31,4.30549,1.46949,5.75491,
73,1351.14,2216.08,2229.5,0.609701,90.2469,0,351.032,3.83723,88.3374,1490.52,82.2771,84.3025,25.522,273.669,0,652.829,2.82084,308.578,827.04,206.687,270.755,22.0617,4.91888,0,101.243,2.03039,4.30996,1184.98,4.30549,1.46949,17.3003,
74,1350.39,2296.61,2188.25,0.587992,112.52,0,461.512,2.97364,123.676,1390.89,73.946,108.637,22.4573,255.632,0,796.645,2.07693,272.673,608.103,172.986,262.193,17.0688,4.91888,0,101.243,0.228553,4.30996,1184.98,4.30549,1.46949,13.9833,
75,1350.39,2624.64,2839.79,0.514503,165.225,0,513.817,3.48166,116.289,1567.78,71.4274,159.134,27.4918,386.192,0,978.46,2.79001,342.281,1010.72,170.47,382.023,24.6254,4.91888,0,101.243,0.484838,4.30996,1069.38,4.30549,1.46949,17.4293,
76,1350.39,2722.31,2618.1,0.496044,165.307,0,529.073,2.91584,124.305,1595.59,115.34,161.46,28.3179,363.234,0,924.822,1.70741,310.088,954.737,204.018,361.355,25.8851,4.60194,0,66.5492,0.423014,4.29026,1145.77,4.30549,1.46949,15.4141,
77,1350.39,2442.23,2250.68,0.552932,143.327,0,438.749,3.28094,109.483,1511.12,70.2457,139.809,26.2175,386.419,0,797.466,2.41411,302.579,846.214,158.581,386.639,23.6857,4.60194,0,92.3646,0.165903,4.29026,1077.46,4.30549,1.46949,17.3191,
78,1350.39,2310.2,2157.96,0.584533,112.063,0,382.592,2.46174,89.2492,1506.11,83.254,108.615,25.8522,266.411,0,653.539,1.29012,227.036,771.096,214.551,266.11,21.0395,4.60194,0,105.592,0.591052,4.29026,1184.98,4.30549,1.46949,13.0021,
79,1350.39,2532.9,2322.1,0.53314,160.563,0,403.505,3.63328,122.598,1567.12,91.4197,156.976,27.0829,396.473,0,653.776,3.21659,272.846,860.654,195.622,395.562,23.8222,4.60194,0,101.279,0.456202,4.15832,1184.98,4.30549,1.46949,9.66509,
80,1349.93,2679.27,2767.71,0.503843,157.117,0,596.036,2.62926,134.344,1528.12,76.0009,158.957,26.0692,368.784,0,1075.39,1.60184,356.294,902.033,183.944,374.04,24.5064,4.60194,0,105.592,0.833683,4.15832,1066.13,4.30549,1.46949,10.6373,
81,1349.48,2589.27,2640.66,0.521181,138.782,0,589.773,3.00021,119.827,1537.83,42.7638,132.126,25.1735,334.301,0,1074.15,2.45958,283.903,807.193,87.8627,325.971,18.7078,4.32588,0,105.839,0.600422,4.15832,1185.4,4.33013,1.33809,17.3873,
82,1349.19,2263.67,2463.69,0.596018,117.459,0,417.856,2.65486,85.751,1432.96,72.4455,111.749,22.7939,296.91,0,914.723,1.7127,280.414,773.145,191.56,289.294,18.109,3.97133,0,105.661,0.575499,4.15832,1185.4,4.32453,1.33809,6.19177,
83,1347.4,2756.13,2631.65,0.488873,162.772,0,615.023,2.98988,153.545,1527.7,112.501,157.904,23.6913,344.756,0,970.952,2.19925,353.59,777.614,232.322,342.276,18.1947,3.97133,0,104.87,0.63363,3.81845,1077.33,4.33013,1.33809,7.29975,
84,1347.4,2475.71,2158.68,0.544247,106.793,0,431.239,2.99045,52.2445,1626.89,122.14,103.927,29.4856,281.835,0,788.015,2.28682,169.522,922.97,259.078,282.875,26.8662,3.37144,0,108.405,0.292473,3.81845,1145.8,5.13856,1.44559,17.5503,
85,1347.4,2658.1,2549.55,0.506903,125.875,0,589.903,2.78826,108.634,1575.31,105.392,122.442,27.7549,297.726,0,998.752,1.49872,287.72,935.164,249.316,296.032,26.8525,2.72159,0,108.503,1.54239,3.74948,1185.4,4.63092,1.44559,8.83457,
86,1347.4,2225.55,2072.58,0.605421,128.599,0,378.758,2.6846,42.8783,1462.87,57.0876,125.827,26.8477,321.168,0,774.391,1.72727,155.006,738.138,163.734,322.858,22.7963,4.56961,0,57.0342,1.23193,3.74948,1185.4,4.63092,1.44559,17.5503,
87,1347.4,2706.73,2809.77,0.497795,167.057,0,463.182,3.39059,152.153,1626.69,104.987,161.028,28.2483,408.774,0,827.523,2.86602,408.003,1050.1,219.075,401.398,25.6416,1.70677,0,106.632,0.593503,3.27123,1015.42,4.63092,0.949009,17.5818,
88,1347.4,2610.13,2572.8,0.516218,128.815,0,524.175,3.01271,127.933,1567.26,109.086,123.998,25.8498,313.61,0,964.043,2.45912,321.903,908.029,241.806,317.298,22.8855,4.34313,0,109.785,1.12781,3.74948,1007.73,4.63092,1.41135,7.2514,
89,1347.4,2403.53,2348.97,0.560591,141.572,0,381.339,3.64182,103.237,1532.64,76.0708,137.829,27.194,374.061,0,702.634,3.17162,300.445,877.261,185.563,373.407,24.5646,4.52598,0,109.785,1.60641,3.74948,1161.12,4.63092,1.41135,14.8478,
90,1347.4,2285.51,2149.69,0.589538,100.434,0,381.973,2.78745,118.392,1501.06,59.2105,96.1263,25.5261,292.991,0,670.318,2.21399,315.132,802.163,150.816,290.071,21.8382,4.06432,0,109.785,0.489862,3.74948,1185.4,5.97444,1.40901,17.6224,
