Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
123,50.4058,69.1186,77.427,0.729265,0.0771852,5.87089,31.8578,1.78003,0.210683,0.0937203,0.422759,4.47313,0.346165,22.2357,0.347701,1.40287,0.315717,26.7267,16.92,7.08943,0.898468,0.334584,1.34814,18.9082,0.0809473,16.9799,0.275982,0.343113,0.0150738,0.0974411,27.9903,0.121894,0.00144264,0.0214706,0.1249,0.0041263,0.0904171,2.3532,0.300037,1.34229,
124,50.4056,68.8215,74.9143,0.73241,0.126298,4.64876,30.2733,2.28318,0.214803,0.124491,0.385914,6.30081,0.335582,22.3592,0.360152,1.40907,0.553424,21.1089,9.63839,9.60589,0.874919,0.421388,1.27278,25.0819,0.0654745,19.1119,0.243915,0.331848,0.015083,0.0977295,27.9903,0.122247,0.00140472,0.0214566,0.12435,0.00412285,0.092288,5.13117,0.300065,1.34229,
125,50.4055,62.6858,60.9466,0.804098,0.101866,6.38725,29.2051,1.11159,0.155448,0.0951262,0.332995,3.04692,0.331613,20.195,0.336459,1.38632,0.429866,31.1935,8.26354,4.88305,0.788223,0.362479,1.34918,16.0072,0.0383523,3.94658,0.201928,0.354677,0.0150903,0.0977295,27.9911,0.123065,0.00138488,0.0214579,0.125069,0.00418676,0.0665384,6.98897,0.300088,0.989187,
126,50.4053,63.6372,67.7158,0.792073,0.133428,2.30181,29.7406,1.81796,0.147866,0.0816829,0.212095,4.76769,0.345194,22.3557,0.36174,1.37145,0.664195,11.8568,10.3203,8.32829,0.723233,0.294057,0.474304,23.3207,0.0743417,19.1351,0.343074,0.141959,0.0151321,0.0976551,27.9907,0.120882,0.00138488,0.0214579,0.125069,0.00418676,0.190951,1.76471,0.300091,1.34295,
127,50.4051,77.4504,85.7174,0.650805,0.300389,6.90874,32.1374,3.02038,0.252881,0.215732,0.339963,9.3248,0.346208,22.7297,0.403229,1.47093,0.923311,32.6026,16.4313,9.91086,0.881153,0.601909,0.743623,29.4952,0.0608343,12.422,0.353833,0.526914,0.0151321,0.0976551,27.9907,0.122642,0.00138488,0.0214579,0.12555,0.00426685,0.216894,12.3364,0.300093,0.957143,
128,50.4051,74.8042,97.0763,0.673827,0.127114,8.68388,35.303,2.80316,0.1737,0.151998,0.628512,5.67078,0.331466,19.1022,0.40172,1.42669,0.572421,35.128,29.8914,10.656,0.692345,0.519844,2.00196,24.2051,0.0473037,5.20501,0.407928,0.3928,0.0151321,0.0976551,27.9917,0.122412,0.00138488,0.0214579,0.12555,0.0042393,0.0879657,1.0558,0.300093,1.34309,
129,50.4045,62.4355,63.0083,0.807306,0.0651752,4.06028,30.4764,1.47127,0.195404,0.104962,0.201819,2.08059,0.337904,21.6628,0.345214,1.43362,0.247369,26.5108,16.3986,8.09615,0.957157,0.412865,0.369389,10.169,0.00812421,12.946,0.236646,0.7362,0.0151633,0.0976551,27.9912,0.121997,0.00138381,0.021477,0.125439,0.00426685,0.307261,11.2906,0.3001,0.654275,
130,50.4045,71.339,64.4877,0.706549,0.21711,4.72228,34.0648,2.65345,0.341573,0.220201,0.376336,6.90899,0.331895,19.6676,0.412355,1.42244,0.791209,22.4061,23.2461,9.0787,1.0902,0.586759,1.0288,21.8653,0.062411,5.10864,0.362922,0.468991,0.0152158,0.0976551,21.4243,0.121811,0.00138381,0.021504,0.125264,0.0042713,0.00764863,6.16762,0.300098,0.709147,
131,50.4045,72.3568,89.7974,0.696611,0.154929,7.23269,30.3963,2.70668,0.301153,0.104534,0.473169,7.31225,0.323548,21.4299,0.39908,1.52259,0.796916,29.8717,13.7969,10.7792,1.21049,0.381756,2.09841,29.6846,0.0592937,13.2546,0.428309,0.9689,0.0152158,0.0976551,16.2894,0.121614,0.00138381,0.0213928,0.125264,0.00422678,0.0414614,7.57367,0.3001,1.34296,
132,50.4045,65.2688,58.9421,0.77226,0.0891254,5.76087,31.4154,2.02057,0.237816,0.137321,0.222525,4.00584,0.327171,19.3165,0.385202,1.35042,0.378778,26.2829,15.3742,8.3375,1.00344,0.464072,0.536418,17.5782,0.0460108,3.58963,0.365879,0.148727,0.0151467,0.0976551,27.9942,0.12045,0.00137098,0.0213928,0.125836,0.00425326,0.0744875,3.90452,0.300102,1.19009,
133,50.4045,63.5006,52.7901,0.793763,0.226701,2.03899,32.9888,1.95928,0.231822,0.125038,0.229862,4.10255,0.329002,19.4708,0.354989,1.44284,1.10147,10.5749,20.4826,7.86612,0.912831,0.429576,0.408337,18.6111,0.0454482,2.29252,0.257582,0.45413,0.0151811,0.0976888,27.9946,0.120561,0.0013724,0.0213928,0.125729,0.0042308,0.0271393,7.78703,0.300098,1.34296,
134,50.4044,63.7219,56.002,0.791005,0.0785792,3.91929,33.0377,2.388,0.170453,0.111768,0.241163,2.31429,0.361602,19.2541,0.41983,1.42516,0.335169,24.5836,23.7442,9.35832,0.68434,0.373461,0.52402,10.6576,0.125429,3.24089,0.484107,0.51616,0.0152262,0.0976888,27.9946,0.120468,0.0013724,0.0214826,0.125908,0.00425326,0.288733,3.91207,0.3001,0.493145,
135,50.4044,73.6225,84.3612,0.684633,0.158354,4.82669,32.7196,3.45252,0.426324,0.160645,0.46813,8.10619,0.346979,21.1278,0.414875,1.41437,0.60904,17.7735,22.968,11.5473,1.48903,0.478825,1.33925,28.5519,0.0937266,5.79685,0.399166,0.454883,0.0152096,0.0976928,27.9946,0.120483,0.0013724,0.0214826,0.126097,0.00433278,0.114459,17.4257,0.300118,0.357056,
136,50.4044,82.9646,158.052,0.607541,0.344604,8.72718,29.4031,3.4557,0.319396,0.122015,0.392586,5.08757,0.345647,32.8936,0.4539,1.4193,1.16035,40.8536,7.03554,11.7226,1.15953,0.40488,0.918309,19.7241,0.0587464,88.2745,0.549034,0.349949,0.0152268,0.0976928,27.4372,0.120483,0.00136574,0.02146,0.126423,0.0043015,0.150305,7.63726,0.300118,1.25738,
137,50.4041,77.2524,82.1926,0.65246,0.165885,8.69811,32.759,3.58044,0.44737,0.201897,0.367778,7.92767,0.329439,20.9961,0.398338,1.38038,0.511731,31.7231,18.5916,12.1871,1.3987,0.54386,0.906575,27.2802,0.064623,17.9117,0.345401,0.332978,0.0152116,0.0977573,17.6405,0.120095,0.0013701,0.0214648,0.126423,0.0043015,0.033046,2.52863,0.300136,0.230935,
138,50.4041,71.4485,65.3937,0.70546,0.120822,4.87131,33.4992,2.36,0.422664,0.145477,0.650012,7.09631,0.341012,20.0826,0.461645,1.39744,0.362159,17.6507,19.8278,7.38615,1.32675,0.473444,1.81505,22.4813,0.0754908,8.89346,0.549757,0.391229,0.0152116,0.0976884,27.995,0.120327,0.0013724,0.0214557,0.126404,0.0043015,0.113595,1.01694,0.300136,0.683291,
139,50.4041,87.5972,119.025,0.575408,0.356381,8.26375,39.5166,3.0365,0.479254,0.207978,0.68984,9.97751,0.357985,22.7246,0.516297,1.47044,1.05445,26.2724,48.9934,8.52421,1.31093,0.521487,1.90417,31.6698,0.166968,16.8663,0.657302,0.788011,0.0152116,0.0976884,25.4393,0.120327,0.00138203,0.0214471,0.126402,0.0043791,0.0258918,5.15827,0.30014,0.278936,
140,50.4041,94.7021,103.718,0.532239,0.317672,12.5433,39.9248,6.01535,0.583328,0.297205,0.801048,9.81795,0.350104,21.874,0.562708,1.61453,0.783833,38.0653,34.9053,14.3895,1.43994,0.649791,1.83253,25.3481,0.103455,14.1511,0.727735,1.10514,0.0152332,0.0976884,24.742,0.120327,0.00137271,0.0214081,0.126347,0.0043717,0.126967,2.08616,0.125799,0.223113,
141,50.4041,87.3059,151.882,0.577327,0.220132,12.0256,33.9017,2.66089,0.281977,0.132897,0.328332,6.61728,0.348269,28.9064,0.381603,1.50082,0.939101,43.422,24.1467,10.2518,0.992186,0.42964,0.833425,26.9867,0.0653494,52.8154,0.345479,0.572412,0.0153636,0.0976884,27.9944,0.120327,0.00137271,0.0214081,0.126347,0.0043438,0.18069,11.9147,0.300144,1.34319,
142,50.4039,63.0499,50.5237,0.799429,0.0638297,3.80813,32.2323,1.90755,0.194403,0.13337,0.251511,2.88657,0.32573,19.4526,0.379227,1.41467,0.307388,16.9966,17.6763,7.16167,0.795013,0.446525,0.560973,12.2996,0.0548124,9.64992,0.371259,0.346886,0.0153639,0.0976884,27.9955,0.120327,0.0013625,0.0214081,0.126402,0.00435813,0.102591,10.0414,0.30016,1.34327,
143,50.4037,63.372,51.8551,0.795363,0.150683,3.84044,32.2265,1.44206,0.20098,0.151918,0.477661,2.97126,0.334589,19.8473,0.384043,1.34456,0.55117,18.353,18.2816,6.51704,0.835505,0.51667,1.97153,11.7662,0.0396503,3.46685,0.383687,0.054156,0.0153639,0.0976884,27.9955,0.120327,0.00137081,0.0214332,0.126402,0.00435813,0.0928344,3.77353,0.30016,1.25138,
144,50.4037,76.5053,81.8293,0.658827,0.49095,4.4783,35.0832,2.74299,0.489908,0.238143,1.15243,7.56417,0.356615,21.7921,0.516671,1.59981,1.63667,16.0604,28.1259,8.61111,1.40143,0.584593,3.34525,25.232,0.142579,11.126,0.625435,1.02639,0.0153386,0.0979459,27.9958,0.120597,0.00137081,0.0214332,0.126703,0.00435813,0.0198462,5.02088,0.300158,1.34319,
145,50.4037,70.2314,68.5304,0.71768,0.158515,5.0573,32.8125,2.92729,0.38253,0.1586,0.552641,4.98534,0.353671,20.9951,0.448618,1.39928,0.683919,21.5534,21.4873,9.84339,1.38296,0.477953,1.98038,19.4823,0.0842245,5.9769,0.537616,0.435855,0.0153211,0.0979459,27.9963,0.120556,0.0013896,0.0214332,0.126813,0.0043873,0.197622,3.91858,0.300161,0.955302,
146,50.4035,74.1305,79.8034,0.67993,0.230222,5.57628,32.6319,3.48588,0.392718,0.224513,0.698939,8.58013,0.334668,20.1439,0.409752,1.42159,0.832411,18.8482,23.6906,11.2575,1.21716,0.605375,1.89838,26.9621,0.0638013,4.59246,0.391401,0.474621,0.0153287,0.0979459,11.6277,0.120556,0.0013896,0.0214332,0.126813,0.0043978,0.0236853,5.15096,0.300164,0.474203,
147,50.4035,76.3201,72.6495,0.660423,0.276659,4.10246,35.9734,3.94953,0.418605,0.267754,0.559737,8.84169,0.34297,19.7361,0.409953,1.44123,0.849143,14.9126,27.8049,11.2218,1.20955,0.673956,1.78213,25.5604,0.0648688,3.33173,0.346168,0.954457,0.0153205,0.0979355,19.6715,0.1209,0.00140501,0.0214332,0.126813,0.00435038,0.101171,6.99528,0.300164,0.31103,
148,50.4035,70.6132,83.1787,0.713797,0.178961,6.60903,31.4802,2.59396,0.216222,0.123936,0.499553,6.18797,0.34448,20.4509,0.427437,1.50063,0.716133,26.1255,20.71,10.4523,0.888795,0.413645,1.7319,26.8091,0.0828075,4.58651,0.508818,0.737962,0.0154027,0.0978832,18.6532,0.1209,0.00137386,0.0214332,0.126813,0.00437548,0.13318,3.86867,0.300171,1.34323,
149,50.4034,77.555,95.7689,0.649906,0.208798,9.61403,30.1861,3.08897,0.297018,0.169124,0.71193,6.61868,0.344888,24.3202,0.422651,1.57264,0.806064,42.8576,7.86764,10.3863,1.02562,0.500755,2.15193,24.6727,0.0782037,24.5404,0.480706,0.894676,0.0154027,0.0978818,27.9963,0.120817,0.00140839,0.0214332,0.126948,0.00435513,0.083723,19.318,0.300173,1.34323,
150,50.4034,59.5878,46.0813,0.845868,0.174612,0.946419,32.1752,1.19444,0.110283,0.110002,0.3298,2.71596,0.335672,19.7416,0.379321,1.37448,0.803924,9.52554,20.443,6.55462,0.567716,0.438616,1.26919,16.6556,0.0155002,4.75995,0.390749,0.407549,0.0155213,0.0978818,27.9963,0.121033,0.00143717,0.0214371,0.126683,0.00432718,0.258855,12.182,0.300167,0.496649,
151,50.4034,70.4514,87.8339,0.715434,0.191917,2.69007,31.0528,2.00331,0.228225,0.103057,0.361202,6.14633,0.340847,25.5728,0.382946,1.37787,0.774736,11.2818,13.1637,7.87739,0.989366,0.370912,1.0432,25.5198,0.065434,40.5002,0.364973,0.281427,0.0157771,0.0978818,27.9961,0.121033,0.00144468,0.0214374,0.126683,0.00434789,0.0124367,15.2838,0.300215,0.796117,
152,50.4034,81.0887,91.1282,0.621583,0.189093,7.85354,35.5628,3.81722,0.460394,0.233361,0.671886,7.76941,0.368924,22.2177,0.459688,1.48469,0.567308,30.7184,30.7559,10.8877,1.30993,0.571898,2.02125,25.0235,0.122003,14.3099,0.461388,0.617941,0.0126529,0.0978818,16.0794,0.120794,0.00144468,0.021432,0.126683,0.00440843,0.275595,2.48516,0.300227,0.708559,
153,50.4034,84.1023,87.5291,0.59931,0.387083,8.98683,31.8448,2.55025,0.443242,0.164936,0.673157,8.36892,0.349481,28.501,0.413515,1.41908,1.0037,28.4853,11.2471,8.54621,1.2496,0.461176,1.39541,20.352,0.0790535,59.5466,0.397226,0.358157,0.0158455,0.0978818,26.1509,0.0559495,0.00143969,0.0212657,0.1267,0.00392716,0.137238,2.89206,0.129732,0.659223,
154,50.4033,79.2267,92.5697,0.636191,0.193053,10.3588,33.2304,2.4714,0.504353,0.206077,0.670286,8.39122,0.334615,21.0246,0.465296,1.3767,0.681988,37.31,21.0698,7.96884,1.53137,0.5637,1.90077,26.3921,0.0629764,10.7769,0.555435,0.301114,0.0158022,0.0978818,20.1198,0.120794,0.00144468,0.021432,0.1267,0.00444271,0.0386353,8.96442,0.300227,0.680884,
155,50.4032,62.6186,48.9397,0.804924,0.192734,1.62268,31.9196,2.0605,0.250833,0.128367,0.470762,4.36837,0.343134,19.4444,0.385246,1.43202,0.853863,10.9896,19.8436,8.30252,1.15429,0.433747,1.36937,18.7331,0.0937136,3.54538,0.351136,0.369242,0.0157986,0.0978983,27.9955,0.120794,0.00144504,0.021415,0.126741,0.00435627,0.0114858,0.801904,0.300227,1.34323,
156,50.4032,60.995,52.9866,0.826351,0.121369,1.66754,32.9504,1.08594,0.130998,0.0916998,0.560582,2.7793,0.333963,19.5357,0.405538,1.33191,0.531673,10.2029,24.4072,4.80393,0.804896,0.360497,2.11767,14.169,0.0273087,2.78233,0.517816,0.19289,0.0158455,0.0978983,27.9958,0.121098,0.00144504,0.0214021,0.12694,0.00446514,0.155508,0.90272,0.300227,0.277065,
157,50.4032,70.3266,67.4925,0.716701,0.218032,6.39091,32.4386,2.36493,0.384571,0.185698,0.690522,6.12452,0.331841,19.3244,0.497454,1.37514,0.828228,28.962,20.3931,7.47038,1.23952,0.522971,2.07534,20.0317,0.0651231,2.82758,0.627603,0.257587,0.0159884,0.0979723,11.3507,0.120891,0.00149772,0.0214021,0.12694,0.00441108,0.0250868,2.18512,0.300241,0.550526,
158,50.4031,71.7826,74.592,0.702164,0.395922,7.32685,32.5969,2.30769,0.344235,0.174177,0.503543,6.30754,0.325637,19.7434,0.396682,1.36002,1.37453,28.2032,20.556,8.45908,1.18143,0.525086,1.40611,22.4337,0.0443506,1.76379,0.4257,0.148396,0.0160423,0.097976,17.7063,0.120891,0.00149772,0.0214021,0.12694,0.00441108,0.132318,11.1072,0.300248,1.02643,
159,50.4031,82.8587,106.367,0.608303,0.198329,11.6703,30.5672,4.31376,0.452817,0.221611,0.540601,7.91863,0.327044,24.6509,0.541836,1.45571,0.651187,39.1219,9.27149,12.765,1.39084,0.600103,1.4804,26.5529,0.0686807,34.3338,0.753641,0.431358,0.0160579,0.0979753,26.9557,0.120891,0.00145519,0.021415,0.12694,0.00440185,0.0404734,3.7429,0.300243,1.34332,
160,50.4031,73.5114,95.4541,0.68565,0.0678615,4.03107,31.2929,2.02035,0.396909,0.172942,0.435664,5.42109,0.345366,27.5399,0.426664,1.36075,0.319916,19.9899,13.191,6.91524,1.39793,0.5217,1.21633,19.5731,0.106141,55.7803,0.503238,0.15602,0.0160579,0.0979637,27.9955,0.120562,0.001516,0.0214059,0.127123,0.00442722,0.0484158,3.05798,0.300243,0.999597,
161,50.4031,75.557,85.96,0.667087,0.0870791,10.0834,29.9694,3.4223,0.286215,0.140156,0.273922,6.90686,0.339442,22.1942,0.41815,1.43583,0.266049,37.6166,7.88723,11.3954,0.977578,0.433211,0.763762,24.2448,0.0635043,15.2132,0.440576,0.745997,0.0160579,0.0979637,27.9955,0.120891,0.0015283,0.0214056,0.127123,0.00444933,0.121723,10.902,0.300243,0.580261,
162,50.4031,82.6228,92.8323,0.610038,0.157952,10.1641,35.5267,3.94932,0.466711,0.261794,0.64333,9.43696,0.32498,19.8892,0.436883,1.36493,0.465064,33.1043,28.4838,12.2412,1.41424,0.647677,1.82631,27.7711,0.067324,8.48157,0.436009,0.264994,0.0160579,0.0979637,24.3285,0.120807,0.0015283,0.0214038,0.127123,0.00444933,0.0449546,0.93889,0.300243,0.501464,
163,50.4031,69.3829,69.24,0.726448,0.211661,3.72635,33.9265,2.60359,0.334079,0.167962,0.407034,5.3156,0.345085,20.5333,0.430865,1.38086,0.808274,22.0536,22.3455,8.74378,1.2298,0.513622,1.20032,20.7973,0.085568,6.29305,0.482878,0.241319,0.0162233,0.097949,27.9955,0.120958,0.00155725,0.0214059,0.127123,0.00449979,0.0257255,2.08905,0.300261,1.31525,
164,50.403,78.882,87.6311,0.638968,0.0844607,12.8361,30.6644,3.53376,0.29793,0.169365,0.448961,9.17694,0.324085,19.4801,0.446249,1.4197,0.241314,42.9276,10.5427,10.9339,0.976937,0.478772,1.31121,28.0806,0.0652097,6.83685,0.513043,0.365076,0.0162293,0.0979645,27.9958,0.120958,0.00154301,0.0214063,0.127123,0.00449979,0.0204543,0.779923,0.300262,1.23762,
165,50.403,71.2852,83.0104,0.707061,0.0881265,3.86469,31.6182,1.83288,0.219097,0.1458,0.405631,6.43874,0.333431,24.516,0.429831,1.39276,0.430889,19.1702,16.9636,8.45797,0.936089,0.494826,1.3316,28.6609,0.0481226,30.1884,0.513776,0.368994,0.0162678,0.0979456,27.996,0.121013,0.00154301,0.0213942,0.127116,0.0043965,0.0277049,10.7152,0.300258,1.2379,
166,50.403,81.5484,116.235,0.618075,0.277462,11.1252,29.2123,3.90557,0.483821,0.192599,0.657353,7.80625,0.341962,25.5754,0.454605,1.51582,0.849754,42.0071,5.44537,11.6285,1.4799,0.510584,2.00291,25.3968,0.0457798,41.7826,0.542869,0.698283,0.0162776,0.0979456,22.7808,0.120951,0.00156349,0.0213942,0.127116,0.00438405,0.160574,6.45212,0.300258,1.12254,
167,50.403,66.7872,80.7604,0.754681,0.0383057,6.70034,30.983,1.33417,0.185278,0.0875334,0.341186,5.74539,0.32669,19.2995,0.375964,1.36985,0.268934,33.223,15.6824,6.6338,0.974271,0.339246,1.45168,28.4907,0.0579324,7.19011,0.386121,0.184136,0.0162519,0.0979456,27.9962,0.121003,0.00154256,0.0213922,0.127137,0.00439435,0.0452067,1.5406,0.300258,1.34342,
168,50.403,73.3755,78.8616,0.686918,0.074941,7.51659,34.0967,2.81586,0.340113,0.185692,0.385574,6.99092,0.322215,18.8474,0.428426,1.37114,0.257335,28.8167,22.8214,9.96603,1.23199,0.551042,1.21385,25.6384,0.0648439,4.1835,0.442412,0.227844,0.0162519,0.0979456,27.9962,0.121003,0.00156349,0.0213919,0.127159,0.00442101,0.0181927,0.592727,0.300258,0.990165,
169,50.403,59.9377,41.4202,0.840922,0.118554,3.00193,29.6834,0.659279,0.173589,0.131932,0.208293,4.46529,0.336131,19.4073,0.374746,1.37729,0.495924,15.5131,10.869,3.06144,0.711104,0.445808,0.507704,20.5571,0.0615526,3.09167,0.328524,0.239288,0.0162519,0.0980003,27.9963,0.121003,0.00158089,0.0213764,0.12007,0.00444586,0.127379,1.31161,0.300258,1.14299,
170,50.403,65.2096,59.4404,0.772938,0.161814,2.66754,32.2019,1.75096,0.183159,0.119601,0.353649,5.85614,0.326761,19.8673,0.328031,1.39282,0.579477,12.275,18.8262,8.40127,0.721037,0.418499,1.03861,23.6308,0.0521238,2.25749,0.15436,0.344209,0.0162487,0.0980003,27.9965,0.121003,0.0015802,0.0213764,0.12715,0.00440987,0.0715092,11.1531,0.300255,1.29922,
171,50.4029,87.7353,95.4168,0.574489,0.275524,8.89341,41.0627,2.47982,0.511187,0.278255,0.94054,11.0148,0.349475,19.9915,0.553725,1.38422,0.951093,28.6808,36.7362,6.6068,1.34646,0.656972,2.19509,29.0487,0.144463,6.38257,0.710113,0.391134,0.0162529,0.0979832,27.9966,0.121097,0.00158089,0.0213766,0.127087,0.00444586,0.0230046,9.9086,0.300258,0.204904,
172,50.4029,71.7452,92.8456,0.702527,0.103401,7.02546,30.3214,2.05719,0.232517,0.133386,0.338516,5.22661,0.343892,24.1461,0.36743,1.44933,0.367178,34.6933,13.472,9.36851,0.958602,0.478144,1.13363,21.6136,0.070535,25.6577,0.339641,0.572322,0.0162529,0.0980038,27.9965,0.121121,0.00158089,0.0213766,0.127087,0.00444586,0.0778019,10.427,0.300258,0.952303,
173,50.4029,74.9093,70.9374,0.672853,0.251164,5.581,33.7101,2.85005,0.514165,0.23056,0.852156,8.62124,0.32406,20.0337,0.501588,1.43949,0.887571,18.8894,19.728,8.3094,1.43191,0.584682,2.34032,26.8122,0.0637514,5.92383,0.598558,0.512241,0.0162529,0.0980038,27.9969,0.121136,0.00158889,0.0213766,0.127087,0.00444586,0.0484952,5.12323,0.300258,0.637267,
174,50.4029,60.8993,51.7154,0.827643,0.111583,5.09312,29.6385,1.02811,0.166542,0.0960703,0.153496,2.9134,0.328537,19.6743,0.351316,1.34431,0.675006,25.3753,11.6628,4.89387,0.965073,0.403746,0.462019,16.2998,0.047093,1.80456,0.290669,0.0944321,0.0162529,0.0980246,27.9969,0.121136,0.00157608,0.0213804,0.12712,0.00446097,0.0752403,10.0482,0.300259,1.33557,
175,50.4029,88.2499,121.325,0.571138,0.169549,7.5344,36.1083,2.9127,0.410813,0.229321,0.611161,9.63244,0.335483,28.3697,0.477742,1.45827,0.50911,28.8911,26.8311,9.48135,1.28939,0.622236,2.06015,30.2613,0.0818526,62.5114,0.601412,0.57015,0.0162551,0.0980234,27.997,0.121136,0.00157169,0.0213804,0.12712,0.00445556,0.0468307,9.13284,0.300259,1.34339,
176,50.4029,70.104,78.8759,0.718973,0.243184,4.55543,34.0758,1.91745,0.316376,0.152066,0.611365,6.28485,0.323488,19.7876,0.424868,1.41154,0.936357,20.0959,24.2045,8.46844,1.25786,0.51749,1.98361,25.2104,0.0602488,8.74496,0.522671,0.292267,0.0162551,0.0980234,27.9971,0.120996,0.00157476,0.0213655,0.127114,0.00446991,0.0376387,9.55902,0.300257,1.34339,
177,50.4029,84.0676,95.9665,0.599551,0.246265,6.36192,37.3681,3.23106,0.548628,0.198447,0.940616,11.5216,0.355281,21.4007,0.515214,1.37985,0.846264,21.7142,31.8417,10.4096,1.57433,0.523568,2.81154,32.1872,0.109889,9.23658,0.641817,0.224984,0.0162569,0.0980257,27.9971,0.120996,0.00157175,0.0213655,0.127114,0.00446991,0.232467,1.25101,0.300258,0.994959,
178,50.4029,87.5921,94.5948,0.575427,0.275613,10.1309,40.3811,4.13735,0.56417,0.292675,0.793203,9.098,0.321335,19.7048,0.506404,1.38661,0.97802,30.8029,33.5083,11.8674,1.48848,0.666597,2.3628,24.6539,0.0650496,5.0352,0.544038,0.358886,0.0162569,0.0980257,27.9971,0.120996,0.00155418,0.0213655,0.127095,0.00445644,0.0465542,6.49182,0.300258,0.773285,
179,50.4029,86.4974,115.709,0.58271,0.171139,14.2369,34.2854,4.41868,0.405152,0.219871,0.61891,7.93991,0.326067,21.9252,0.467559,1.4826,0.510963,46.6166,20.7493,13.5576,1.22048,0.610938,1.99354,26.2121,0.0668928,21.0036,0.575294,0.674052,0.016252,0.0980292,27.9971,0.120996,0.00155857,0.0213655,0.127077,0.00448919,0.0623878,2.94754,0.300258,1.08954,
180,50.4029,80.6171,100.243,0.625213,0.126908,5.90341,32.542,3.27333,0.275189,0.187344,0.435508,11.4279,0.334704,24.1965,0.413474,1.50073,0.393787,22.6099,18.1972,11.2217,0.924132,0.532933,1.27027,34.8443,0.0627526,36.6702,0.392705,0.607511,0.016252,0.0980496,26.082,0.121104,0.00156769,0.0213655,0.127075,0.00448919,0.0585257,3.59322,0.300258,1.32414,
181,50.4028,82.3205,99.6194,0.612276,0.271307,6.55402,34.0738,3.18145,0.351302,0.191853,0.925146,11.4042,0.339794,23.017,0.48465,1.52602,0.890536,22.8392,25.1815,9.69309,1.09408,0.519413,2.46842,35.5827,0.0951204,11.8435,0.605208,0.836503,0.0162181,0.0980367,27.9971,0.121035,0.00158886,0.0213655,0.127064,0.00448919,0.0541424,10.0959,0.300258,0.35562,
182,50.4028,66.3462,65.7426,0.759694,0.211278,4.6194,31.5097,1.83253,0.236009,0.144963,0.353777,5.28262,0.336175,20.0923,0.391967,1.33552,0.949693,19.8728,16.9347,7.0404,0.94796,0.497133,1.40591,24.8752,0.052246,5.15778,0.423975,0.27527,0.0162181,0.0980367,27.9971,0.121035,0.00159176,0.0213655,0.127064,0.00448919,0.0799434,7.51807,0.300257,0.359359,
183,50.4028,75.961,77.0031,0.663536,0.132599,3.58696,38.4356,3.44873,0.435571,0.216467,0.681873,7.5586,0.334522,19.2642,0.492571,1.37329,0.446679,12.4466,31.805,10.6498,1.32307,0.58652,1.96821,25.272,0.0817107,2.89223,0.636026,0.245284,0.0162978,0.0980615,27.9969,0.121031,0.00159176,0.0213663,0.127064,0.00448919,0.0213891,7.4654,0.30026,0.856977,
184,50.4028,100.391,166.787,0.502065,0.376122,8.2764,38.1992,3.10249,0.411972,0.201534,0.827203,8.98231,0.358207,37.7177,0.49064,1.44723,1.19907,26.2248,33.8626,9.344,1.26098,0.55045,2.16625,28.7038,0.106417,96.6217,0.651423,0.375986,0.0162978,0.0980615,27.9969,0.120971,0.00159176,0.0213733,0.127064,0.00444541,0.100643,11.0507,0.300259,1.34345,
185,50.4028,71.2336,85.4212,0.707571,0.146373,6.34437,31.0673,1.90606,0.200804,0.128939,0.384857,5.73725,0.335947,23.242,0.362646,1.37697,0.59103,29.9589,13.2431,7.51806,0.996113,0.439841,1.17159,24.0854,0.0573915,25.1122,0.289287,0.229414,0.0162978,0.0980844,27.9972,0.120974,0.00158719,0.0213704,0.127075,0.00444541,0.0452963,3.79816,0.300257,0.894354,
