Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
10,224.579,1960.61,745.914,0.114545,97.4717,59.6907,41.3396,4.59204,101.142,5.50644,348.424,352.334,0,367.3,3.90669,53.2932,97.4396,272.329,155.843,136.48,41.3041,33.4674,3.05614,73.6643,3.74853,293.723,356.114,0,232.34,3.17374,41.284,137.559,209.235,92.6407,1.08302,1.64161,13.5519,0.802673,12.4293,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,2.45626,31.2157,7.69375,
11,224.579,1984.71,918.546,0.113154,89.1301,56.267,41.9765,4.52262,97.4795,5.74294,360.386,393.923,0,367.533,3.86623,51.2917,89.1101,266.345,157.142,96.7755,41.0044,33.4924,3.09455,69.335,3.65024,361.075,550.413,0,233.43,3.19174,39.3374,97.39,214.279,108.601,1.08302,0.0643506,13.5519,0.802673,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,2.45626,31.2157,7.69375,
12,224.579,2057.87,1252.66,0.109132,122.216,57.3359,41.782,4.48512,92.9155,5.83538,356.444,409.066,0,354.588,3.85877,50.1917,122.193,277.903,159.059,209.458,40.0447,33.6358,3.26696,64.2414,3.76282,449.447,616.787,0,235.36,3.37668,38.1284,209.862,229.648,106.347,0.381475,1.64161,7.55634,0.69055,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,0.924379,0.828976,31.2157,7.69375,
13,224.579,1850.9,597.102,0.121335,99.1621,56.4961,43.7237,4.67506,93.8323,5.85511,300.546,325.358,0,360.82,3.99057,50.6439,99.1501,252.93,153.719,121.518,40.7751,38.6923,3.11268,63.6024,3.60089,244.821,327.75,0,228.249,3.21758,38.3788,123.901,210.341,94.0822,0.381475,1.44296,13.5519,0.802673,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,0.828976,31.2157,7.69375,
14,224.579,1852.72,687.789,0.121216,106.986,55.9671,44.3414,4.62817,90.8368,5.79062,298.161,326.386,0,354.55,3.956,48.5358,106.971,251.093,154.515,155.235,40.7725,45.835,3.17043,64.0736,3.63337,242.292,313.941,0,248.078,3.28892,38.5314,154.229,209,91.4819,0.381475,0.865542,13.5519,0.715626,13.0248,0.0836632,0.000185425,0.00018945,0,24.3461,0.00541143,0.947665,0.828976,31.2157,7.69375,
15,224.579,1977.63,1318.03,0.113559,134.349,57.3964,41.8957,4.54306,87.6941,5.7283,336.46,371.979,0,337.652,3.85094,46.6082,134.312,257.148,158.02,192.396,40.8543,33.3341,2.97816,63.427,3.63851,593.57,587.421,0,225.434,3.06576,38.1186,185.608,208.027,94.8869,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,23.9792,0.00541143,1.41147,0.828976,31.2157,7.69375,
16,224.579,1859.44,688.729,0.120778,100.568,56.7556,45.3116,4.45331,95.2874,5.77123,291.476,334.491,0,349.352,3.77196,49.6517,100.558,262.929,159.059,113.974,40.4834,57.8385,2.96408,69.3597,3.66978,257.875,314.554,0,232.592,3.05108,39.477,116.968,215.486,92.9696,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,0.828976,31.2157,7.69375,
17,224.579,1835.7,676.027,0.12234,108.339,54.8447,44.0043,4.60562,94.6703,5.91637,287.084,342.123,0,325.974,3.89526,50.5639,108.328,249.06,156.288,134.414,39.7116,36.3588,2.85981,64.6781,3.61389,239.608,384.049,0,218.654,2.92706,38.6936,134.297,209.937,92.1759,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,0.828976,31.2157,7.69375,
18,224.579,1911.65,929.555,0.117479,145.678,53.8216,41.3356,4.38855,91.9507,5.81548,278.174,330.145,0,344.827,3.70005,47.3121,145.644,266.485,152.376,241.02,39.62,33.711,2.95701,62.6535,3.60479,221.422,329.386,0,231.186,3.0039,35.9827,240.93,228.006,88.81,0.381475,1.44296,8.85729,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.71375,0.828976,31.2157,7.69375,
19,224.579,1956.32,1465.01,0.114797,116.981,54.1745,42.3497,4.53489,92.9276,5.78616,326.298,412.843,0,321.354,3.82976,50.2545,116.967,245.439,162.579,155.727,40.3579,33.2661,2.90943,63.9502,3.54825,622.55,773.224,0,224.844,2.96018,38.2622,158.677,209.534,96.1851,0.381475,0.995927,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,0.828976,31.2157,7.69375,
20,224.579,1933.51,1670.95,0.116151,106.328,53.5094,40.9024,4.35653,90.9183,5.73682,350.496,416.215,0,306.858,3.65979,47.734,106.308,241.973,158.519,117.321,39.9001,27.0061,2.90399,61.5619,3.49982,761.141,905.351,0,211.261,2.95177,35.7439,118.402,208.416,94.9304,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.17752,0.828976,31.2157,7.69375,
21,224.579,1762.43,541.782,0.127426,98.6726,53.1031,39.9676,4.43909,94.4219,5.5256,271.336,337.535,0,298.252,3.75009,49.7456,98.6599,241.533,165.492,98.1812,39.1264,26.6933,2.87724,65.0843,3.47505,206.194,334.244,0,206.168,2.92947,37.4847,98.8548,209.032,94.7987,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,22.6774,0.00541143,1.81514,0.828976,31.2157,7.69375,
22,224.579,1941.67,1760.66,0.115663,105.929,52.2971,40.4931,4.5117,92.3976,5.43214,339.506,424.22,0,311.378,3.80943,49.5095,105.906,239.387,166.892,107.091,37.5052,29.2041,2.94585,62.5895,3.49734,679.19,992.077,0,209.426,2.98112,36.6723,106.026,202.591,133.431,0.381475,1.44296,13.5519,0.715626,13.0248,0.085403,0.000185425,0.00018945,0,24.3461,0.00541143,1.81514,0.828976,31.2157,7.69375,
23,224.579,1822.77,839.079,0.123207,108.141,50.1784,39.8593,4.27344,91.8162,5.50836,300.672,377.13,0,295.055,3.61055,48.3745,108.121,232.547,157.486,117.148,37.1061,26.3287,2.89186,63.5638,3.39339,315.66,501.193,0,203.187,2.92945,36.6285,116.693,202.152,87.1058,0.381475,1.44296,13.5519,0.715626,13.0248,0.13583,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.2157,7.69375,
24,224.579,1708.44,512.855,0.131452,100.188,50.4643,40.5968,4.14328,95.9243,5.58243,252.746,313.507,0,290.724,3.47908,50.918,100.179,231.207,168.786,103.707,37.1237,26.9179,2.92305,66.0115,3.42705,183.858,310.882,0,206.575,2.95122,38.5099,103.428,200.735,90.3691,0.381475,1.44296,13.5519,0.715626,13.0248,0.13583,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.2157,7.69375,
25,224.579,1752.17,673.761,0.128172,104,52.1369,39.7322,4.29144,93.96,5.38086,267.904,332.14,0,298.65,3.60957,49.3074,103.989,231.456,165.616,105.346,37.6104,26.8525,2.92822,63.9241,3.42631,243.875,377.088,0,211.105,2.96876,37.232,104.904,200.333,89.368,0.381475,1.64161,13.5519,0.715626,13.0148,0.13583,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.2157,7.69375,
26,224.579,1729.1,709.595,0.129882,115.664,51.1064,45.1985,4.3426,92.3271,5.73663,241.3,290.012,0,306.068,3.68257,47.905,115.654,238.455,171.649,171.718,38.852,64.2842,3.33813,64.103,3.68062,178.863,264.393,0,216.763,3.42078,37.395,170.521,222.067,88.9663,0.381475,0.808581,9.00201,0.680178,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.1763,7.69375,
27,224.579,1720.16,592.63,0.130557,133.486,50.516,39.4246,4.22464,91.0799,5.39315,223.354,288.792,0,297.471,3.52421,47.3255,133.452,230.85,171.268,185.199,37.0104,26.9842,2.69934,66.7136,3.40505,160.36,296.648,0,209.904,2.7185,40.112,182.017,203.404,88.7959,0.381475,0.00330375,13.5519,0.680178,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.1763,7.69375,
28,224.579,1732.78,632.505,0.129606,119.051,48.9226,40.2946,4.20458,91.5195,5.4691,247.05,317,0,293.944,3.50316,47.8102,119.029,224.258,170.723,133.475,36.9506,27.8454,2.72616,63.3032,3.39334,201.006,341.799,0,203.259,2.73129,37.9719,134.89,202.664,88.3792,0.381475,0.112744,13.5519,0.680178,11.8018,0.0737636,0.000185425,0.00018945,0,21.7963,0.00541143,2.1634,0.828976,31.1763,7.69375,
29,224.579,1936.09,1881.91,0.115996,124.97,49.7068,39.1844,4.12671,94.3924,5.26206,293.397,422.828,0,307.499,3.4518,48.9453,124.939,230.312,187.079,146.568,36.463,26.3658,3.09359,62.9979,3.44442,589.766,1132.09,0,214.431,3.14233,36.9342,146.417,199.09,184.09,0.381475,0.0208315,13.5519,0.680178,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.1763,7.69375,
30,224.579,1791.68,1442.36,0.125346,132.006,50.2502,40.7497,4.12145,91.9433,5.5088,258.72,328.073,0,304.888,3.4408,47.4861,132.117,218.9,173.474,245.883,35.6943,27.8958,2.68304,62.537,3.40848,527.506,700.262,0,231.926,2.68976,36.5926,246.697,197.537,94.6221,0.381475,0.269748,12.7958,0.680178,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.1763,7.69375,
31,224.579,1715.99,1103.9,0.130874,110.366,50.7832,40.1198,4.15047,92.0933,5.41291,244.343,332.813,0,289.236,3.47565,48.1743,110.351,210.181,174.493,108.751,36.6721,26.9272,2.71844,62.1136,3.32456,364.067,696.974,0,196.935,2.71417,37.6196,110.39,195.442,89.0354,0.381475,0.269748,13.5519,0.680178,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.00541143,2.1634,0.828976,31.1763,7.69375,
32,224.579,1769.63,1647.23,0.126907,111.302,47.1816,39.6312,4.1833,89.125,5.36327,266.047,384.77,0,290.906,3.52159,46.6723,111.283,201.597,168.045,106.002,36.018,25.5084,2.68722,62.4181,3.27356,518.232,1082.57,0,193.422,2.68718,36.8675,105.743,186.571,85.8098,0.381475,0.269748,13.5519,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.0599419,0.991583,0.828976,31.1763,7.69375,
33,224.579,1653.91,531.676,0.135787,103.69,46.6072,40.0673,4.13069,92.7119,5.39898,230.097,310.951,0,297.776,3.48788,48.3188,103.681,196.774,170.215,98.0785,33.8418,25.4557,2.68459,65.2572,3.28637,178.92,315.974,0,200.458,2.67322,38.3725,98.5726,181.777,85.7924,0.381475,0.269748,13.5519,0.61786,12.2028,0.0737636,0.000185425,0.00018945,0,24.3461,0.0599419,0.904362,0.828976,31.1763,7.69375,
34,224.579,1649.96,568.219,0.136112,107.772,48.596,39.5267,4.09558,94.3573,5.2473,217.521,292.962,0,296.918,3.44353,49.1873,107.752,205.871,176.708,107.183,34.896,25.6187,2.70242,64.3746,3.33598,164.28,286.899,0,196.046,2.69073,38.1193,106.496,182.774,90.2396,0.381475,0.269748,13.5519,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.0599419,2.1634,0.828976,31.1763,7.69375,
35,224.579,1678.6,700.898,0.133789,110.187,48.6941,39.446,4.19461,88.7464,5.26309,239.217,316.678,0,294.535,3.53922,46.2269,110.17,197.523,174.184,115.421,35.5475,25.4592,2.67901,61.6345,3.26972,229.429,353.853,0,200.53,2.66026,36.4583,115.18,182.417,86.4166,0.381475,0.269748,13.5519,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.0599419,2.1634,0.828976,31.1763,7.69375,
36,224.579,1626.33,645.46,0.138089,100.568,45.2454,39.5296,4.20755,92.4249,5.28111,223.322,313.972,0,276.29,3.56028,47.1135,100.567,190.847,183.404,95.7432,33.7353,25.3119,2.62771,64.2485,3.2441,193.456,350.501,0,193.939,2.62097,36.3694,95.5675,180.427,120.797,0.381475,0.269748,13.5519,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,22.2871,0.0599419,2.1634,0.828976,31.1763,7.69375,
37,224.579,1570.46,546.063,0.143002,94.8553,44.2192,39.6289,4.10821,86.5504,5.19133,216.61,314.226,0,269.882,3.48324,44.8705,94.8509,178.904,173.076,88.9677,32.8525,25.1928,2.66803,59.877,3.09978,207.306,371.105,0,188.473,2.62769,34.6663,89.1009,155.416,83.0929,0.381475,0.269748,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,23.9515,0.0599419,1.88365,0.828976,31.1763,7.69375,
38,224.579,1581.82,544.021,0.141975,92.7586,45.2231,39.844,4.14969,93.9321,5.20257,224.432,323.516,0,260.089,3.53528,48.1658,92.7571,178.663,169.556,88.2177,33.3127,25.0738,2.66849,62.556,3.12751,198.927,364.779,0,182.088,2.6526,35.1516,88.2045,150.982,81.3958,0.381475,0.269748,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,22.8384,0.0599419,1.88365,0.828976,31.1763,7.69375,
39,224.579,1569.7,537.601,0.143071,98.5841,42.9121,40.5441,4.20175,88.9735,5.50368,204.945,293.743,0,279.891,3.57749,46.0542,98.5771,186.509,175.689,94.4708,32.6497,25.327,2.67875,59.3867,3.5334,152.878,289.265,0,220.296,2.64622,34.6364,93.7739,192.527,84.0665,0.381475,0.269748,12.3512,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,24.3461,0.0599419,1.88365,0.828976,31.1763,7.69375,
40,224.579,1603.08,879.01,0.140092,103.526,43.0462,40.8686,4.09731,86.875,5.41003,233.681,327.918,0,260.388,3.46582,44.2637,103.522,174.729,171.292,102.474,32.1078,25.9115,2.59984,59.2347,3.14293,306.015,529.544,0,181.792,2.57734,34.3695,101.568,152.614,84.257,0.381475,0.269748,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,21.346,0.087703,1.88365,0.828976,31.1763,7.69375,
41,224.579,1598.65,680.934,0.14048,122.158,41.8635,39.0825,4.0746,82.2801,5.29591,214.813,298.582,0,270.468,3.46545,42.0604,122.129,181.028,171.351,154.563,31.8126,22.741,2.57695,58.7121,3.03007,194.109,306.911,0,182.381,2.54905,34.2082,151.011,158.16,88.3699,0.381475,0.269748,14.8983,0.61786,12.7711,0.0737636,0.000185425,0.00018945,0,21.346,0.087703,1.88365,0.828976,29.9895,7.69375,
42,224.579,1599.56,832.984,0.140401,96.8037,44.2993,38.654,4.05892,89.072,5.01336,235.605,340.934,0,252.201,3.41712,44.9374,96.7927,173.804,173.967,93.2569,32.4338,22.3839,2.59111,64.0728,3.04721,261.094,499.954,0,179.84,2.59179,35.802,94.965,142.707,136.1,0.381475,0.269748,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,21.346,0.046996,1.88365,0.828976,31.1763,7.69375,
43,224.579,1576.56,1010.39,0.142449,95.2911,40.6714,39.6943,4.13556,81.5799,5.31218,240.215,338.478,0,253.197,3.50762,41.3604,95.2859,165.317,172.515,88.9846,32.0734,22.3103,2.60338,59.2218,3.03445,401.343,593.211,0,177.862,2.58246,34.2073,88.9041,136.233,85.4648,0.381475,0.269748,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,19.3653,0.0872136,1.78079,0.828976,31.1763,7.69375,
44,224.579,1484.04,475.523,0.15133,97.0296,41.3766,39.1556,4.09504,84.3667,5.17723,205.054,269.008,0,257.424,3.46161,42.7545,97.0262,166.001,172.106,99.3769,30.6635,22.3341,2.54346,58.3873,2.99513,171.83,248.017,0,173.935,2.54049,33.9138,99.1013,137.449,85.3557,0.381475,0.252393,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,19.3653,0.087703,1.49282,0.828976,31.2157,7.69375,
45,224.579,1564.04,816.531,0.143589,99.601,41.4895,39.0163,4.17174,80.9736,5.17125,226.978,327.483,0,257.339,3.5456,40.9726,99.595,164.528,173.172,96.9028,31.0958,22.2274,2.53839,57.8792,2.97621,262.531,494.663,0,172.93,2.53065,33.4201,96.3784,137.9,84.4235,0.381475,0.252393,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,19.3653,0.039134,1.49282,0.828976,31.2157,7.69375,
46,224.579,1491.2,531.79,0.150603,91.7858,42.7367,39.2299,4.20687,81.9258,5.20284,213.822,290.191,0,251.191,3.56487,41.7072,91.7912,161.22,172.625,92.0808,31.4886,22.2382,2.51316,57.2277,2.96586,191.41,345.901,0,171.075,2.50859,33.4455,92.6248,136.874,84.4942,0.381475,0.252393,14.8983,0.61786,13.0248,0.0737636,0.000185425,0.00018945,0,19.3653,0.087703,1.49282,0.828976,31.2157,7.69375,
47,224.579,1606.33,1358.02,0.139809,95.5741,42.0316,39.5999,4.11454,86.5274,5.31618,270.081,341.11,0,247.142,3.4666,43.875,95.5734,159.509,172.411,99.0781,30.7558,22.1499,2.50388,59.6041,2.94124,579.594,715.673,0,173.034,2.5053,34.5681,98.4983,135.589,87.005,0.381475,0.252393,14.8983,0.61786,13.0248,0.13583,0.000185425,0.00018945,0,19.3653,0.087703,1.49282,0.828976,31.2157,7.69375,
48,224.579,1551.62,791.27,0.144739,103.584,41.6045,38.9733,4.14111,83.9736,5.27234,227.601,314.35,0,247.884,3.49979,43.2214,103.6,164.778,169.133,163.469,31.2416,22.1804,2.52112,57.5298,3.02905,251.062,410.558,0,169.061,2.51178,33.739,162.612,160.996,90.1113,0.381475,0.252393,9.04836,0.61786,13.0248,0.13583,0.000185425,0.00018945,0,19.3653,0.0536676,1.49282,0.828976,31.2157,7.69375,
49,224.579,1529.11,735.396,0.146869,89.9851,41.9137,39.3919,4.12325,82.73,5.29228,233.046,332.595,0,243.53,3.47387,41.7675,89.987,156.724,164.55,86.0322,31.1057,22.07,2.4714,58.4179,2.88905,247.989,499.732,0,165.783,2.47925,33.5559,87.004,136.585,85.1772,0.381475,0.252393,14.8983,0.61786,13.0248,0.13583,0.000185425,0.00018945,0,19.3653,0.087703,1.49282,0.828976,31.2157,7.69375,
50,224.579,1475.75,622.409,0.152179,89.1716,43.638,39.1724,4.06564,79.9753,5.24059,217.99,293.62,0,246.785,3.40312,40.8701,89.1731,157.295,165.352,86.2177,31.8649,22.0609,2.53451,56.6679,2.88355,239.066,364.737,0,168.907,2.5495,32.8967,86.0872,134.943,84.0878,0.381475,0.252393,14.8983,0.61786,13.0248,0.13583,0.000185425,0.00018945,0,19.3653,0.0662984,1.49282,0.828976,31.2157,7.69375,
51,224.579,1510.5,763.714,0.148678,100.866,41.8189,39.3403,4.07431,82.5058,5.40812,223.3,300.11,0,230.952,3.41843,41.9054,100.864,169.042,166.896,109.433,30.986,22.4871,2.52355,56.8451,3.29535,283.923,379.328,0,159.243,2.5255,33.1259,109.306,184.006,83.8281,0.381475,0.252393,12.6332,0.583735,13.0248,0.13583,0.000185425,0.00018945,0,19.3653,0.087703,1.49282,0.828976,31.2157,7.69375,
