Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
146,944.635,1449.15,1718.09,0.651853,0,13.6262,38.4721,53.9583,56.7919,0.814415,1100.51,130.51,54.4698,0,22.0042,167.115,185.87,178.464,1.50291,813.162,331.234,188.212,0,7.11167,0.850272,0.102627,2.08173,0.0102295,876.137,45.2104,0.104135,
147,944.635,1748.86,3143.72,0.540144,0,13.5631,261.799,54.0987,83.672,1.19819,1138.35,140.263,55.9145,0,21.1738,2073.09,182.845,268.305,2.70914,849.088,311.074,187.56,0,7.11167,0.850272,0.102627,3.32333,0.0384754,876.137,45.2104,0.104135,
148,944.635,1623.64,2091.47,0.5818,0,15.1739,107.23,60.802,53.5061,1.26879,1147.34,177.071,61.2463,0,24.8844,478.789,198.774,175.592,2.58223,897.84,386.866,198.526,0,7.11167,0.850272,0.102627,2.63953,0.0384754,875.756,45.2104,0.104135,
149,944.635,2610.7,10168.2,0.361833,0,10.0072,1378.28,43.3623,49.4195,0.895145,963.021,121.876,43.833,0,10.8466,9492.23,160.241,160.715,2.06976,383.438,300.455,160.586,0,7.11167,0.850272,0.0305513,4.94578,0.0072475,876.137,45.2104,0.104135,
150,944.635,2001.89,3272.49,0.471872,0,13.8431,419.585,89.837,80.1084,0.958789,1117.28,189.489,90.7941,0,20.6205,2266.32,279.177,227.331,2.02788,721.654,392.762,281.092,0,4.57058,0.850272,0.0305513,4.94578,0.0072475,876.137,45.2104,0.104135,
151,944.635,1761.44,3231.21,0.536284,0,12.6458,384.082,59.4463,43.7083,0.938301,1047.92,152.849,59.8545,0,19.181,2423.96,218.018,125.318,2.00257,684.018,366.471,218.244,0,2.58919,0.739329,0.0305513,4.94578,0.0072475,876.137,45.2104,0.104135,
152,944.635,1508.17,2013.28,0.626347,0,14.6219,56.4642,67.6467,60.7728,1.01609,1131.78,106.649,69.214,0,24.5131,200.463,289.874,274.633,2.4695,929.732,246.21,297.018,0,7.11167,0.850272,0.0305513,2.52598,0.0072475,876.137,45.2104,0.104135,
153,943.994,1432.1,1743.92,0.659169,0,12.7041,61.8785,54.93,60.887,0.900818,1068.31,116.151,56.3365,0,20.3612,214.751,260.137,222.8,2.07977,767.207,267.824,266.395,0,7.11167,0.850272,0.0305513,4.83398,0.0072475,876.07,45.2104,0.104135,
154,943.994,3299.63,15682.2,0.28609,0,14.0336,1707.99,93.5838,91.1435,1.18643,1127.9,168.585,95.2115,0,21.3374,15042.9,311.474,291.349,2.89407,828.428,367.252,308.351,0,7.11167,0.850272,0.0305513,4.94578,0.0072475,876.137,45.2104,0.104135,
155,943.994,2836.81,7318.49,0.332765,0,18.4055,1058.1,98.3686,96.5507,1.11297,1270.61,193.383,100.282,0,30.4327,6401.86,333.376,316.335,2.54555,1171.83,409.75,339.399,0,7.31946,0.850272,0.0305513,0.919802,0.0072475,876.137,45.2104,0.104135,
156,943.994,1540.64,1852.8,0.61273,0,13.2203,53.0251,87.3486,64.9173,1.16024,1079.05,153.711,88.2013,0,20.7975,666.426,290.911,201.911,2.58618,766.108,361.09,295.43,0,2.67104,0.850272,0.0305513,4.94578,0.0072475,876.137,45.2104,0.104135,
157,943.994,3459.31,19594.2,0.272885,0,14.9791,1987.57,69.5798,40.7765,0.92611,1124.45,151.145,69.883,0,24.3292,18973.8,250.947,117.257,2.09788,845.915,332.802,252.661,0,7.31946,0.850272,0.0305513,4.94578,0.0072475,875.759,45.2104,0.104135,
158,943.994,1502.14,1782.44,0.628434,0,13.1539,69.4007,84.1308,72.8481,0.999963,1076.46,99.8779,85.2645,0,19.0448,224.825,274.534,244.476,2.36537,690.528,197.32,277.553,0,7.31946,0.850272,0.0305513,4.90051,0.0072475,875.759,19.0031,0.104135,
159,943.994,1910.49,3691.53,0.494111,0,17.0077,298.13,80.328,67.4672,1.18296,1220.3,145.016,81.0531,0,27.8958,2413.93,266.538,209.34,2.77322,1016.4,295.134,268.28,0,7.31946,0.850272,0.0305513,4.94578,0.0072475,875.759,45.2104,0.104135,
160,943.994,1631.46,1999.07,0.578618,0,14.6559,93.647,85.9209,55.297,1.11339,1116.63,177.641,86.5533,0,21.8823,483.852,263.961,185.382,2.52868,773.893,408.174,264.061,0,7.29405,0.850272,0.0305513,4.94578,0.0165439,875.759,45.2104,0.104135,
161,943.994,1530.04,1990.71,0.616972,0,14.4396,42.0103,77.0621,69.9676,1.12133,1132.11,115.032,78.3061,0,23.9044,147.332,301.123,276.48,2.92274,894.782,286.283,307.168,0,7.29405,0.850272,0.0305513,4.94578,0.0165439,875.759,45.2104,0.104135,
162,943.994,1975.69,2909.12,0.477804,0,16.5076,183.073,123.21,114.796,1.31034,1218.57,193.038,125.192,0,26.3472,1195.97,361.76,306.444,2.95882,983.56,401.065,360.396,0,7.29405,0.850272,0.0305513,5.60389,0.0159103,875.759,45.6711,0.104135,
163,943.994,1691.98,2140.07,0.557922,0,15.5384,108.817,91.3631,66.1655,1.18454,1151.38,165.04,92.4923,0,24.7921,489.391,286.605,236.531,2.83185,891.7,375.359,295.243,0,7.29405,0.850272,0.0305513,5.60389,0.0165439,875.759,45.6711,0.104135,
164,943.994,1605.48,1902.53,0.587982,0,15.288,78.6449,76.2846,57.4913,0.749029,1138.81,161.266,76.9487,0,22.6662,239.745,267.36,205.755,1.91876,790.995,378.351,272.248,0,7.29405,0.850272,0.102627,4.88995,0.0165439,875.759,45.6711,0.104135,
165,943.994,2517.23,5896,0.375014,0,16.5336,910.266,73.3079,80.6962,0.970991,1205.78,155.651,74.0188,0,28.4326,4940.86,242.963,246.232,2.45236,1043.1,360.59,243.922,0,7.29405,0.850272,0.102627,5.60389,0.0165439,875.759,45.6711,0.104135,
166,943.994,1639.01,2140.81,0.575953,0,14.5186,47.0657,81.3557,82.1706,1.27937,1155.83,172.226,84.5702,0,23.1418,180.618,273.966,278.871,2.98561,956.126,395.531,282.632,0,7.29405,0.850272,0.102627,5.95087,0.0165439,875.759,45.8494,0.104135,
167,943.994,1649.29,2593.61,0.572363,0,14.6385,227.965,48.1068,52.3687,0.994949,1133.42,122.85,48.9524,0,25.0434,1376.36,198.429,187.67,2.6335,925.186,296.808,200.938,0,7.29405,0.850272,0.11649,4.23043,0.0165439,875.759,45.8494,0.104135,
168,943.994,1612.77,2294.76,0.585325,0,12.1062,196.689,98.3922,56.3296,0.835668,1015.18,134.511,98.7254,0,14.3672,1492.93,310.341,149.398,1.99832,503.22,299.953,310.852,0,7.31946,0.850272,0.11649,5.95087,0.00655046,875.759,45.8494,0.104135,
169,943.994,1983.59,6064.41,0.475902,0,12.5802,612.874,58.727,54.2027,0.949954,1053.57,131.177,59.5084,0,17.622,5321.38,214.429,183.58,2.36909,638.946,309.488,220.557,0,7.31875,0.850272,0.11649,5.42504,0.00655046,875.759,45.8494,0.104135,
170,943.994,1620.37,2072.03,0.58258,0,14.7558,60.1272,95.1031,81.9474,1.02221,1128.76,142.887,95.7708,0,24.8699,230.374,313.653,257.293,2.37727,905.975,355.727,308.684,0,7.31875,0.850272,0.11649,2.82195,0.00655046,875.759,42.0555,0.104135,
171,943.994,1580.27,1793.75,0.597361,0,13.8607,69.7348,100.397,57.7188,0.876494,1087.14,149.621,100.929,0,19.4849,219.794,311.365,164.335,2.11414,638.988,326.148,312.145,0,5.63278,0.850272,0.11649,5.95087,0.00655046,875.759,45.8494,0.104135,
172,943.729,2591.22,5754.88,0.364203,0,17.2772,869.553,109.074,63.7168,1.08173,1206.25,214.387,109.875,0,27.072,4395.91,345.419,211.026,2.59289,958.062,451.771,346.754,0,7.31875,0.850272,0.11649,1.58836,0.00655046,875.759,45.8494,0.104135,
173,943.729,1415.57,1480.81,0.666676,0,11.0295,42.1138,69.2043,87.1354,0.903082,1017.14,116.769,71.2825,0,15.3603,151.232,266.12,248.369,2.65349,587.031,258.932,263.449,0,7.31875,0.908504,0.11649,5.95087,0.00655046,875.759,45.8494,0.104135,
174,943.729,2118.71,4007.83,0.445427,0,14.8983,512.048,109.183,56.862,1.39357,1119.46,195.135,109.731,0,20.4984,2974.15,317.416,190.56,3.05853,679.289,432.605,316.314,0,7.31875,0.647051,0.141559,5.36988,0.00655046,875.759,45.8494,0.136577,
175,943.729,1621.71,2108.24,0.581936,0,15.6942,42.438,73.2309,61.357,0.991867,1165.42,188.278,74.2928,0,25.4057,138.744,304.593,234.513,2.5634,924.787,442.955,302.254,0,7.31875,0.647051,0.141559,2.6452,0.00655046,875.759,45.8494,0.136577,
176,943.729,1544.72,1773.85,0.610937,0,13.4946,40.6795,77.5636,63.046,1.14726,1103.49,166.295,79.0111,0,19.1137,143.771,256.953,241.928,3.12726,724.091,390.819,259.886,0,7.31875,0.647051,0.0231674,5.95087,0.00655046,875.759,45.8494,0.12607,
177,942.747,1455.68,1454.42,0.647635,0,11.536,65.315,60.0875,59.4355,0.679938,1009.48,187.442,61.7005,0,11.195,214.969,231.152,176.198,2.01264,399.397,428.191,242.328,0,7.31875,0.647051,0.0231674,5.95087,0.00655046,875.759,45.8494,0.12607,
178,942.747,1440.37,1534.43,0.654517,0,13.7713,53.6909,64.1247,34.0842,0.862175,1071.6,136.748,65.4897,0,20.6732,205.405,225.119,112.905,2.20423,695.751,330.281,225.16,0,7.31875,0.647051,0.0231674,4.24511,0.00655046,875.709,45.8494,0.12607,
179,942.747,3526.14,12804.8,0.26736,0,15.7621,1895.8,76.4261,77.9637,0.969769,1170.79,209.774,78.6482,0,25.3107,12026.6,255.449,231.816,2.79892,933.526,440.999,260.502,0,7.31875,0.647051,0.0231674,5.95087,0.00655046,875.709,45.8494,0.12607,
180,942.747,1641.3,1874.89,0.574392,0,14.1768,66.073,111.28,81.5267,0.848808,1104.75,149.886,112.757,0,19.549,207.036,333.098,221.214,2.09377,713.867,351.435,332.145,0,7.31875,0.647051,0.0231674,5.95087,0.00655046,875.709,45.8494,0.12607,
181,942.747,2113.28,5633.63,0.446105,0,16.7037,544.885,67.9763,54.9193,1.21183,1198.72,160.421,68.4429,0,27.5058,4937.26,242.663,165.646,3.06999,984.296,354.08,247.849,0,7.31875,0.647051,0.0231674,5.95087,0.00655046,875.709,45.8494,0.0950258,
182,942.747,1552.79,1676.98,0.607131,0,13.2689,91.6239,66.9829,66.8815,0.909505,1075.96,169.588,67.5797,0,19.7245,329.734,212.724,179.727,2.36049,705.821,356.011,213.764,0,2.91213,0.647051,0.0231674,5.95087,0.00655046,875.709,46.2515,0.0950258,
183,942.461,1576.31,2356.19,0.59789,0,13.1493,120.169,70.9216,65.6513,0.685596,1089.32,144.475,71.9368,0,22.5211,946.872,297.816,259.284,2.06698,831.079,368.584,301.727,0,7.31875,0.647051,0.0231674,5.03452,0.00655046,875.709,46.2515,0.0950258,
184,942.461,1817.34,2597.38,0.518593,0,17.4818,216.075,74.6949,44.9852,0.946898,1214.5,173.684,74.977,0,28.5738,1284.14,240.835,156.47,2.45084,982.842,374.878,240.802,0,7.41022,0.592026,0.0231674,5.03452,0.0117522,875.709,46.386,0.0950258,
185,942.461,1465.61,2064.08,0.643052,0,12.5032,151.658,42.8075,44.7727,0.61366,1047.77,122.035,43.4458,0,20.567,1119.47,199.689,156.392,1.67362,743.714,301.858,204.692,0,7.41022,0.647051,0.0231674,5.03452,0.0117522,875.825,46.386,0.0950258,
186,942.461,1413.96,1566.29,0.666538,0,12.9266,29.441,69.2716,55.4026,0.820843,1062.07,114.186,69.8499,0,19.6182,109.984,238.284,175.438,2.21222,707.505,257.241,233.335,0,7.41022,0.647051,0.0231674,5.03452,0.0103615,875.825,46.4143,0.0950258,
187,942.461,2000.08,3624.67,0.471213,0,14.242,433.175,90.2213,64.7842,1.16153,1103.22,201.58,91.6977,0,21.811,2643.3,298.011,182.182,2.78147,738.865,416.992,296.144,0,4.44185,0.647051,0.0231674,3.19902,0.0117522,875.806,46.4807,0.0950258,
188,942.461,1775.23,3969.39,0.530897,0,12.2117,420.671,52.0155,36.5073,0.721978,1038.7,161.98,52.4166,0,17.6057,3167.52,190.392,119.925,2.27745,607.977,384.883,191.73,0,2.33282,0.647051,0.0730717,5.03452,0.0117522,875.806,46.4807,0.0950258,
189,942.461,2069.79,6776.38,0.455341,0,12.9476,689.437,66.2849,56.0354,0.914587,1050.72,126.828,66.6248,0,16.7908,6360.26,212.625,165.826,2.30126,580.87,273.188,210.58,0,7.51134,0.647051,0.0730717,5.03452,0.0117522,875.806,46.4807,0.0950258,
190,942.461,1888.23,3300.83,0.499125,0,15.1339,298.86,91.5001,77.6496,1.2003,1149.36,160.721,93.8065,0,24.4443,1950.91,332.372,297.751,3.16644,921.759,367.571,334.315,0,7.51134,0.647051,0.0730717,3.04332,0.00996702,875.601,46.4807,0.0950258,
191,942.461,1674.87,2981.65,0.562707,0,11.7253,268.598,72.5112,74.0448,0.693582,1028.18,145.485,73.6306,0,15.895,1861.8,279.861,223.745,2.01518,593.402,338.999,283.452,0,3.05634,0.647051,0.0730717,5.75503,0.00996702,875.806,46.4807,0.0950258,
192,942.461,1335.59,1304.81,0.705649,0,12.3591,45.6807,43.3613,33.1761,0.441206,1036.24,120.552,43.7854,0,17.0899,265.17,183.234,120.932,1.38143,592.642,284.046,187.524,0,7.51134,0.647051,0.0730717,5.06974,0.00996702,875.806,46.3387,0.0950258,
193,942.461,1294.08,1328.91,0.728285,0,10.4271,39.1328,50.2708,45.6076,0.652992,971.772,125.069,51.1502,0,13.2842,162.16,237.77,165.73,1.75334,492.587,318.308,239.06,0,7.51134,0.647051,0.0730717,4.14416,0.00996702,875.803,46.3387,0.0950258,
194,942.461,2696.29,9176.41,0.34954,0,16.327,1039.77,101.592,66.4712,1.12902,1176.72,192.102,102.18,0,26.3792,8286.73,325.538,224.384,2.72396,947.363,396.45,325.29,0,7.51134,0.647051,0.0730717,4.79384,0.00996702,875.459,46.3387,0.0950258,
195,942.081,1710.56,3089.6,0.550745,0,13.7237,307.927,74.5604,47.5201,0.848943,1085.81,105.042,75.1305,0,20.9795,1954.34,247.489,178.831,2.5627,738.018,264.299,252.621,0,7.51134,0.647051,0.0730717,2.28174,0.00996702,875.459,46.3387,0.0950258,
196,942.081,3039.24,9885.93,0.309972,0,14.2772,1488.61,110.38,64.0834,0.734985,1097.76,152.601,110.798,0,22.0753,8762.9,327.453,218.043,1.94742,776.726,330.258,328.454,0,7.48514,0.647051,0.0456592,6.58688,0.00996702,875.459,46.3387,0.0950258,
197,942.081,1741.33,3542.94,0.541011,0,14.4201,284.743,63.141,52.4639,0.624519,1114.6,147.387,63.9564,0,24.3397,2491.34,276.289,217.836,1.98757,892.029,355.944,285.365,0,7.60068,0.647051,0.0456592,6.58688,0.00996702,875.459,46.3387,0.0950258,
198,941.871,1480.83,2160.03,0.636041,0,11.4969,186.501,40.5866,34.308,0.562336,1003.48,163.006,40.8907,0,15.3159,1477.87,175.116,116.776,1.58605,542.249,394.475,179.932,0,7.60068,0.647051,0.0403892,1.77655,0.00996702,875.459,46.3387,0.0950258,
199,941.871,2115.97,5395.27,0.445125,0,14.5982,696.656,67.3768,27.2847,0.673776,1103.19,138.679,67.5058,0,23.8917,4372.48,231.079,95.2973,1.89716,810.175,334.832,231.936,0,7.29078,0.647051,0.0403892,6.58688,0.00996702,875.459,42.5485,0.0950258,
200,941.871,1860.48,4484.61,0.506252,0,12.426,418.286,87.4951,65.7099,0.944621,1050.82,136.118,88.677,0,16.5776,3654.19,283.481,223.435,2.51644,613.762,313.598,286.776,0,7.60068,0.684235,0.0403892,6.58688,0.00996702,875.459,46.3387,0.0950258,
201,941.871,1501.38,1715.33,0.627336,0,12.8224,35.6046,73.0192,71.0278,0.803546,1066.34,168.181,73.5857,0,17.5469,120.001,266.283,234.34,2.36952,650.362,373.324,271.087,0,6.16743,0.684235,0.0168263,6.37878,0.00996702,803.071,46.3387,0.0950258,
202,941.871,1548.21,1709.11,0.608363,0,12.8559,98.9991,85.0543,50.2218,0.596276,1044.57,170.534,85.3795,0,16.9253,463.696,294.552,149.72,1.6702,581.01,376.64,295.651,0,7.61003,0.684235,0.0168263,4.71956,0.00996702,875.459,46.3387,0.0950258,
203,941.833,1888.59,3331.76,0.498696,0,15.3978,254.451,84.0109,70.8031,0.702071,1176.55,201.402,85.2744,0,23.1163,1582.46,291.753,256.972,1.75105,893.538,447.983,297.518,0,7.56877,0.684235,0.0168263,3.32553,0.0149803,875.459,46.3387,0.0950258,
204,941.442,1421.08,1574.35,0.662483,0,14.857,61.9182,43.4907,33.0314,0.631159,1123.47,100.103,43.5834,0,24.8855,236.436,195.019,112.778,1.60855,880.165,215.204,201.988,0,7.57387,0.684235,0.0168263,4.28062,0.0128704,875.459,46.3387,0.0950258,
205,941.442,1508.69,2957.78,0.624014,0,10.751,210.079,67.5232,53.751,0.612515,990.13,107.032,68.8088,0,12.2005,1829.96,270.239,194.062,1.80436,465.365,271.326,275.686,0,7.61003,0.684235,0.0168263,6.58688,0.0149803,875.806,20.8304,0.0950258,
206,941.442,1668.32,2792.52,0.564306,0,11.954,233.865,83.0067,73.9335,0.976428,1043.1,136.86,84.6246,0,14.9683,1819.31,275.77,215.533,2.60217,537.871,304.482,282.563,0,3.77579,0.684235,0.0168263,6.58688,0.00695309,875.881,46.3387,0.0950258,
207,941.442,1544.73,1729.87,0.609454,0,12.9349,120.295,65.0193,45.0634,0.74797,1047.86,187.616,65.1977,0,18.4436,567.653,224.365,135.262,2.07734,615.321,401.589,228.17,0,3.02392,0.684235,0.0168263,4.82353,0.00695309,875.881,46.3387,0.0950258,
208,941.442,1808.44,2779.99,0.520582,0,13.3256,204.944,107.796,94.5039,1.31366,1088.83,188.959,108.767,0,18.4403,1458.94,334.199,275.253,3.19295,680.609,410.499,336.504,0,4.36387,0.684235,0.0168263,6.58688,0.00695309,875.881,46.3387,0.0950258,
209,941.442,2132.74,5828.29,0.441423,0,13.6238,575.051,93.6075,88.6797,0.829514,1109.62,157.003,94.3252,0,21.7015,5128.36,291.214,263.689,2.3232,812.447,350.647,296.173,0,7.61003,0.684235,0.0168263,5.81422,0.00695309,875.881,46.3387,0.116655,
210,940.841,1800.77,2302.66,0.522465,0,16.416,70.9204,119.053,95.145,0.927919,1198.41,178.805,121.094,0,25.0743,371.6,363.334,265.127,2.30589,940.481,371.18,370.546,0,7.61003,1.03699,0.0168263,6.07784,0.00695309,875.881,46.3387,0.116655,
211,940.841,1568.22,2107.98,0.599943,0,13.5481,142.798,75.3205,50.2094,0.758547,1086.25,122.282,77.055,0,21.1997,997.38,285.459,173.843,2.50644,773.314,287.207,291.249,0,7.61003,1.03699,0.0168263,2.43201,0.00695309,875.681,46.3387,0.116655,
212,940.841,1589.5,1991.06,0.591911,0,15.2134,63.6396,88.7835,57.8385,0.598661,1137.47,136.623,89.3282,0,25.432,254.322,303.394,201.828,1.44245,928.017,296.47,302.989,0,7.61003,1.03699,0.0168263,5.32381,0.00695309,875.681,46.3387,0.118822,
213,940.841,2016.11,4905.4,0.466662,0,15.3501,386.299,114.891,75.7145,1.2693,1152.66,153.891,116.03,0,23.0076,3332.32,380.567,265.15,3.20735,854.921,349.001,378.924,0,7.61003,1.03699,0.0168263,6.58688,0.00695309,875.681,46.3387,0.118822,
214,940.841,2234.07,6723.89,0.421133,0,12.279,748.915,92.3484,70.6582,0.88335,1031.9,183.652,93.4337,0,17.497,5775.41,279.907,202.159,2.29451,624.923,414.347,288.898,0,4.61645,1.06077,0.0168263,5.86432,0.00695309,875.681,46.3633,0.118822,
215,940.841,1535.62,1823.98,0.612679,0,14.0953,51.6718,79.6322,67.6725,0.733092,1106.62,134.896,80.2926,0,21.6839,201.958,287.492,222.99,2.00663,775.308,307.601,292.381,0,6.34538,1.06077,0.0168263,2.26502,0.00695309,875.681,46.3633,0.118822,
216,940.841,2504.37,7460.72,0.37568,0,15.9691,873.089,86.9551,81.6218,1.04845,1190.19,167.53,87.9637,0,25.326,6466.57,325.33,276.48,2.88321,952.079,379.506,330.015,0,7.61003,1.06077,0.0168263,6.58688,0.00695309,875.681,46.5042,0.118822,
217,940.841,1902.27,3907.18,0.494588,0,13.7295,490.645,48.8643,46.9466,0.587981,1099.7,151.99,49.8099,0,23.0023,2769.43,199.396,177.589,1.75276,837.799,368.443,203.013,0,7.61003,0.903093,0.0168263,2.56795,0.00695309,875.773,46.5042,0.118822,
218,940.841,2042.29,6741.83,0.46068,0,10.5666,779.439,50.2462,45.0836,0.745126,984.031,121.218,50.9587,0,11.3016,6225.84,211.737,162.073,2.27857,435.077,308.392,215.339,0,7.61003,0.903093,0.0168263,6.90281,0.00695309,875.773,46.4316,0.0892516,
219,940.841,1540.81,1754.74,0.610613,0,13.2836,54.4075,85.0815,58.2404,0.716522,1080.52,162.891,85.6706,0,19.928,198.943,283.583,188.148,2.07165,725.441,385.678,285.538,0,7.61003,0.903093,0.0168263,5.55312,0.00695309,873.145,46.5042,0.0892516,
220,940.841,1857.8,4363.45,0.506427,0,13.6132,430.537,76.9186,48.8823,0.66555,1074.48,135.502,77.1998,0,20.6643,3805.57,271.552,159.929,1.80555,724.29,314.138,272.159,0,7.61003,0.903093,0.0403892,3.02841,0.00695309,875.616,46.4863,0.0892516,
221,940.413,1582.46,2451.96,0.594271,0,14.6651,195.882,46.7125,28.309,0.593167,1119.01,130.418,46.8737,0,24.5471,1491.45,191.542,94.0507,1.73692,873.859,321.631,191.443,0,7.61003,0.903093,0.0403892,3.90374,0.00576427,875.385,46.4863,0.0892516,
222,940.413,1540.48,1837,0.610469,0,14.2766,46.5927,74.0432,63.7982,0.969621,1116.48,149.112,75.2076,0,22.1104,165.345,252.63,216.527,2.84773,806.532,339.583,250.731,0,7.67119,0.903093,0.0403892,6.29473,0.00576427,875.385,46.4863,0.0892516,
223,940.413,1748.58,2852.73,0.537815,0,13.5241,254.939,76.0511,53.0545,0.658414,1082.01,192.051,76.2869,0,19.9923,1999.49,252.892,153.29,1.72441,714.862,415.509,253.364,0,6.88728,0.903093,0.0403892,2.32693,0.00576427,807.798,46.4863,0.0892516,
224,940.413,1816.94,2762.44,0.51758,0,13.5017,209.784,110.936,92.0465,1.22341,1098.96,177.271,113.22,0,20.2132,1575.94,362.241,315.373,3.57538,773.565,378.054,375.64,0,7.67119,0.903093,0.0403892,6.8597,0.00576427,875.301,46.4863,0.0892516,
225,940.413,1573.59,1805.37,0.597624,0,13.3414,48.4034,91.1283,78.7328,0.726983,1067.12,181.997,92.1371,0,18.0385,197.995,296.254,205.786,2.17323,615.927,399.801,302.444,0,7.67119,0.903093,0.0403892,6.8597,0.00576427,875.301,46.4863,0.141326,
226,940.413,1497.27,1837.57,0.628086,0,13.8542,58.152,81.3437,48.8483,0.633147,1083.06,129.634,81.7474,0,21.0609,340.749,295.36,180.752,2.10571,734.504,302.751,296.635,0,7.67119,0.903093,0.0403892,3.35742,0.00576427,875.301,46.5042,0.141326,
227,940.413,1947.75,4273.51,0.48282,0,14.9388,406.397,68.257,68.5405,1.00974,1142.33,177.532,68.7452,0,23.0821,3354.91,240.249,224.526,2.8137,828.286,381.459,241.169,0,7.67119,0.903093,0.0403892,2.79664,0.00576427,875.301,46.6087,0.141326,
228,940.413,1906.93,3690.65,0.493154,0,15.3299,328.919,74.6217,64.087,0.814497,1141.88,206.221,75.0569,0,23.5721,2548.97,254.842,200.371,2.39322,834.922,455.625,255.697,0,7.67119,0.903093,0.0403892,2.45054,0.00576427,875.301,46.6087,0.141326,
229,940.413,1963.61,4563.63,0.478921,0,13.077,472.957,62.4633,91.7486,0.981591,1091.85,169.791,60.7372,0,18.7384,4064.16,206.314,280.039,2.68493,695.237,373.741,206.174,0,6.22751,0.903093,0.0403892,6.8597,0.00576427,875.12,21.2376,0.141326,
230,940.413,1722.12,3845.31,0.546078,0,13.5471,314.235,47.1077,50.2763,0.461472,1090.45,158.746,47.2988,0,21.7842,2815.98,208.753,176.791,1.48248,777.868,389.633,211.275,0,7.66184,0.903093,0.0403892,2.84037,0.00576427,875.301,46.6087,0.141326,
231,940.413,1690.08,2895.38,0.55643,0,11.9114,245.753,91.0208,79.3075,0.892724,1043.02,126.5,91.6743,0,14.0554,1920.04,304.62,254.523,2.54554,555.178,305.589,297.231,0,7.67119,0.903093,0.0403892,6.8597,0.00576427,875.301,38.1779,0.126003,
232,940.413,1767.08,2391.87,0.532184,0,16.9792,140.862,78.9369,64.6187,0.958169,1198.79,186.719,79.2162,0,29.0311,891.99,279.564,212.206,3.01824,1028.47,421.281,280.532,0,7.67119,0.903093,0.0403892,6.73973,0.00576427,875.301,46.6087,0.126003,
233,940.413,1962.06,3170.57,0.479298,0,15.5429,281.109,102.751,75.3073,0.896272,1156.92,225.997,103.54,0,23.7969,2154.81,315.992,225.415,2.52777,848.667,471.856,314.273,0,7.67119,0.903093,0.0403892,2.72893,0.00576427,875.385,46.6087,0.126003,
234,940.413,1698.52,3518.24,0.553666,0,13.3036,310.599,47.0989,50.6449,0.711147,1091.22,136.983,47.9648,0,23.6319,1983.41,234.005,232.453,2.47557,904.765,387.695,240.504,0,7.67119,0.903093,0.0403892,6.8597,0.00576427,875.385,46.5568,0.0943459,
235,940.413,1503.31,2153.81,0.625562,0,11.8221,159.302,74.0902,31.8701,0.821301,1005.76,145.02,74.6248,0,15.4409,1242.3,275.04,133.052,2.66863,504.654,363.861,277.372,0,7.67119,0.903093,0.0497898,6.64273,0.00576427,875.155,46.5799,0.0943459,
236,940.413,1792.49,4669.92,0.524642,0,10.3043,449.78,79.3026,58.0052,0.533947,969.421,145.335,79.8043,0,10.0741,4127.78,290.439,188.624,1.93366,376.032,359.007,291.917,0,7.67119,0.903093,0.0497898,6.8597,0.00576427,875.155,46.6087,0.0943459,
237,940.413,1647.54,2347.55,0.5708,0,13.5396,202.988,56.1176,62.2863,1.268,1121.8,132.653,56.8819,0,21.3844,1443.55,185.635,187.308,3.49448,820.407,296.508,192.939,0,7.671,0.903093,0.0497898,4.28394,0.00576427,875.155,46.6385,0.0943459,
238,940.413,1329.71,1259.21,0.707233,0,10.243,59.4796,82.6606,50.8508,0.55485,946.65,96.2719,82.9967,0,10.293,219.986,292.002,162.564,1.90244,342.919,230.884,288.486,0,7.67119,0.903093,0.0497898,3.90842,0.00576427,875.155,25.4746,0.0943459,
239,940.413,1361.82,1486.8,0.690558,0,10.5714,38.5355,68.8212,53.0985,0.714525,982.387,137.649,70.0395,0,11.1405,153.536,250.86,204.185,2.31282,445.553,337.295,253.658,0,7.67846,0.903093,0.0497898,5.34281,0.00576427,875.155,46.544,0.0943459,
