Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
51,981.846,1721.56,2394.33,0.570324,0,15.5143,141.296,90.866,82.4615,2.37328,1139.21,158.613,91.2305,0,24.0793,2447.49,288.958,209.031,2.59977,872.603,358.374,290.9,0,3.42837,2.93157,0.419464,0.549292,0.0776222,875.925,31.2768,0.530429,
52,981.846,1841.32,3256.95,0.533229,0,15.6501,279.245,87.0711,78.648,2.57843,1137.49,153.103,87.5397,0,23.7439,2102.04,260.953,196.978,2.91613,849.241,340.187,263.251,0,4.85536,2.93157,0.419464,0.549292,0.0776222,875.925,31.2768,0.530429,
53,981.846,4009.03,16432.9,0.244909,0,13.8049,2474.22,86.8119,90.0666,2.82086,1075.33,178.175,87.8003,0,19.2616,15341.8,241.164,216.214,3.03752,699.648,399.648,242.495,0,4.85536,2.93157,0.419464,0.549292,0.0776222,876.389,31.2768,0.530429,
54,981.846,1774.26,1976.38,0.553383,0,15.3394,134.316,125.601,92.5065,2.16076,1102.44,175.942,125.96,0,20.5389,421.233,358.41,192.456,2.32361,702.309,373.96,349.549,0,4.85536,2.93157,0.419464,0.549292,0.0390299,876.389,31.2768,0.530429,
55,981.846,1536.04,1537.42,0.639206,0,12.7182,103.401,73.7813,79.3386,2.71953,1025.95,163.745,74.3853,0,15.5933,269.444,228.177,200.346,3.15825,520.587,369.556,228.426,0,4.85536,2.93157,0.419464,0.549292,0.0776222,876.389,33.8261,0.530429,
56,981.846,1791.06,3769.13,0.548192,0,13.2196,373.934,62.6716,71.8701,2.2589,1057.45,145.987,63.6709,0,18.5736,2887.58,201.386,165.704,2.44414,681.567,336.353,203.831,0,4.85536,2.93157,0.419464,0.549292,0.0776222,876.389,33.8261,0.530429,
57,981.846,1755.75,2147.19,0.559218,0,15.0401,119.425,111.157,95.3129,2.71432,1133.42,165.742,112.936,0,20.9019,433.43,308.474,251.68,2.76283,841.094,363.654,302.632,0,4.85536,2.93157,0.419464,0.549292,0.0855917,876.161,33.8261,0.530429,
58,978.74,1914.07,3047.11,0.511339,0,14.358,361.023,82.9627,82.7051,2.2441,1090.89,196.362,83.5257,0,21.0669,1829.87,248.553,198.697,2.29821,744.804,441.174,249.895,0,4.85536,2.93157,0.278177,0.549292,0.0435458,876.161,33.8261,0.446921,
59,978.74,1909.85,3309.09,0.512471,0,14.757,315.501,108.915,81.0467,2.74377,1119.66,156.913,110.314,0,20.5902,2314.63,285.31,170.255,3.13795,755.176,312.807,289.106,0,4.85536,2.93157,0.278177,0.549292,0.0435458,876.161,33.8261,0.446921,
60,978.74,1717.28,2146.53,0.569937,0,16.0855,60.4294,110.01,111.77,2.56376,1192.78,111.455,112.186,0,26.6901,128.883,322.057,305.52,2.65244,1000.56,244.653,327.989,0,4.85536,2.93157,0.278177,0.549292,0.0435458,875.106,33.8261,0.446921,
61,964.54,1692.69,1948.45,0.569825,0,13.6819,99.8949,111.927,114.654,2.93582,1097.14,138.994,113.47,0,17.6876,281.076,303.904,284.214,3.33812,682.121,249.073,308.545,0,5.53405,2.93157,0.278177,0.549292,0.0435458,875.106,33.8261,0.35357,
62,964.54,2259.37,9212.09,0.426907,0,11.9024,942.633,54.4093,58.3306,2.3609,1013.71,121.065,54.9514,0,15.9482,8844.71,187.347,145.211,2.55394,557.852,293.944,190.927,0,5.53405,2.93157,0.278177,0.549292,0.0435458,875.106,33.8261,0.446921,
63,964.54,1653.77,2773.82,0.583236,0,12.8188,187.493,58.6385,92.1384,2.42116,1075.31,164.364,60.5841,0,19.616,1306.16,202.182,244.509,2.62426,799.161,371.042,208.592,0,5.53405,2.93157,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
64,964.54,1414.63,1364.08,0.681831,0,12.8166,49.724,64.8266,50.7489,2.22327,1040.96,128.326,65.0023,0,17.5902,118.101,206.82,125.76,2.31837,607.005,311.196,207.349,0,5.81028,2.93157,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
65,964.54,2455.5,7318.8,0.392807,0,15.2524,789.621,122.985,109.69,2.83173,1136.41,154.15,124.567,0,22.862,5972.05,385.697,318.73,3.20678,859.837,328.115,391.052,0,5.81886,2.93157,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
66,964.54,84003.2,815438,0.0114822,0,13.9032,82525.2,80.6026,67.6705,2.41733,1077.29,154.872,81.1893,0,21.0477,814460,272.353,171.233,3.00949,727.113,368.71,279.145,0,5.52555,2.93157,0.278177,0.403363,0.0435458,875.106,33.8261,0.446921,
67,964.54,2927.12,14931.4,0.329519,0,12.4849,1479.35,77.0021,69.2111,2.1053,1056,152.987,77.9735,0,17.5912,14301.5,277.97,204.953,2.31845,683.78,384.136,284.121,0,5.52555,2.46494,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
68,964.54,1661.16,2509.54,0.580642,0,14.1012,209.222,47.2528,76.6587,2.16024,1110.55,153.128,48.0846,0,22.473,1908.92,163.192,203.896,2.51959,826.299,358.376,166.148,0,5.52555,2.46494,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
69,964.54,1497.02,1617,0.644308,0,12.7862,83.7352,62.0359,72.6103,1.88269,1054,147.481,62.4865,0,18.1494,241.246,187.528,176.22,2.09422,641.891,351.887,186.597,0,5.52555,1.14663,0.278177,1.84335,0.0435458,875.106,33.8261,0.446921,
70,964.54,2377.46,9319.93,0.405702,0,12.5717,892.907,75.7339,97.5564,1.90129,1097.27,122.906,76.6107,0,17.1611,8456.66,267.085,398.324,2.39021,912.14,285.871,269.464,0,5.52555,1.14663,0.419464,1.84335,0.0526344,875.106,23.0329,1.05738,
71,964.54,1616.14,1641.84,0.596817,0,12.8159,97.0386,91.113,84.9069,1.68317,1055.8,181.08,91.7043,0,17.7211,874.823,258.278,190.273,1.99025,612.871,385.961,258.768,0,5.51758,1.14663,0.419464,1.84335,0.0526344,876.379,39.2657,1.05738,
72,964.54,2087.91,5876.29,0.461964,0,13.3828,643.22,78.4174,60.6591,1.73685,1064.23,147.493,78.7744,0,20.7427,5116.27,249.435,139.986,1.81601,718.481,354.884,252.296,0,5.52555,1.14663,0.419464,1.84335,0.0526344,876.379,39.2657,1.05738,
73,964.54,1513.94,1598.19,0.637106,0,13.0732,84.8083,60.1769,82.9616,1.66903,1086.65,123.727,60.8706,0,20.0401,298.531,193.049,213.768,2.06073,732.076,258.364,194.62,0,5.52555,1.14663,0.419464,1.84335,0.0855917,876.379,39.2657,1.05738,
74,964.41,1336.43,1612.14,0.721632,0,11.4719,40.044,57.0555,62.4782,1.47243,1024.17,81.8786,57.8551,0,18.6618,125.392,274.789,223.885,1.89299,722.344,196.603,279.468,0,5.52555,1.14663,0.419464,1.84335,0.0794728,876.379,39.2657,1.05738,
75,964.41,1832.69,2874.41,0.526227,0,13.9193,300.018,81.9544,77.9254,1.94086,1112.23,161.48,83.2168,0,21.6167,1731.58,233.73,201.233,2.56238,839.993,340.174,233.199,0,5.52555,0.987197,0.419464,1.84335,0.0855917,876.389,39.2657,1.05738,
76,964.41,1668.33,2094.83,0.578068,0,12.9512,124.583,93.1174,76.8707,1.66853,1064.02,201.184,93.9425,0,19.5983,789.558,315.792,230.838,2.2702,724.301,447.279,316.833,0,5.52555,0.987197,0.419464,1.84335,0.0369962,876.389,39.2657,1.05738,
77,964.41,1545.81,1868.5,0.623888,0,12.8659,62.8591,84.4063,104.133,1.86965,1071.84,118.909,88.9225,0,24.8194,194.63,271.637,301.897,2.28362,728.216,294.273,287.47,0,3.96718,0.987197,0.419464,1.84335,0.0369962,876.389,31.4116,0.853629,
78,964.41,1406.77,1533.58,0.685551,0,11.0012,96.8459,56.9683,54.8777,1.72813,1010.95,116.819,57.5794,0,13.4273,570.562,210.838,153.778,2.48148,479.575,260.327,213.414,0,5.39379,0.987197,0.419464,1.84335,0.0369962,876.389,39.2657,1.05738,
79,964.41,1622.08,1774.03,0.59455,0,14.8009,82.829,76.1104,48.1557,2.01916,1135.73,185.515,76.9246,0,24.5497,254.887,244.247,118.639,2.69058,852.879,406.787,244.883,0,5.52555,0.987197,0.419464,1.84335,0.0369962,876.108,39.2657,1.05738,
80,964.41,1732.11,2724.83,0.556782,0,13.094,269.965,62.7969,70.4098,1.58149,1082.52,168.326,63.4218,0,20.9071,1678.81,222.535,195.178,2.0805,776.333,382.067,225.119,0,5.52555,0.987197,0.419464,1.84335,0.0369962,876.229,39.2657,1.05738,
81,964.41,1445.01,1759.77,0.667406,0,11.6892,72.6576,79.6485,64.6085,1.48236,1027.1,107.418,80.4069,0,17.6711,326.854,278.465,203.986,1.86304,642.335,237.122,277.389,0,5.52555,0.987197,0.419464,1.84335,0.0369962,876.353,39.2657,1.05738,
82,964.41,1591.83,1721.01,0.605849,0,13.5941,89.0189,79.6478,81.1325,1.82952,1106.49,138.896,81.2289,0,19.7538,250.373,240.454,217.012,2.64473,705.621,282.839,244.981,0,5.52555,0.987197,0.419464,1.84335,0.0369962,876.248,39.2657,1.05738,
83,964.41,3342.52,14202.7,0.288527,0,16.4139,1612.89,116.313,102.196,1.66721,1209.29,164.895,118.859,0,27.2497,13384.8,355.497,301.699,2.3752,1049.19,354.034,356.819,0,5.91924,0.987197,0.419464,1.84335,0.0369962,876.248,39.3547,1.05738,
84,964.41,1958.19,3298.49,0.492502,0,17.5109,294.414,86.6715,66.4193,1.32119,1240.5,163.613,87.7326,0,28.9055,2265.4,247.608,183.281,1.42689,1032.93,322.875,257.38,0,3.56799,0.987197,0.419464,1.84335,0.0369962,876.062,39.3547,1.05738,
85,964.41,2973.06,10098,0.324383,0,14.438,1260.23,138.92,109.74,1.73063,1143.4,163.099,141.499,0,21.9231,8998.04,406.412,313.581,2.35465,837.905,373.299,413.883,0,5.42359,0.987197,0.419464,1.84335,0.0369962,876.062,39.5767,1.05738,
86,961.78,1473.77,1519.7,0.652597,0,12.8699,40.6405,71.8172,59.6056,1.53405,1074.98,139.744,72.5796,0,18.9798,705.146,251,172.921,2.16404,699.98,329.069,252.943,0,5.91924,0.987197,0.419464,1.84335,0.0369962,876.062,39.5767,1.05738,
87,961.78,1410.84,1476.98,0.681708,0,13.6129,62.8635,58.7973,35.0657,1.46108,1077.73,102.118,59.1864,0,22.0993,183.96,209.041,87.2168,1.84794,748.862,238.274,209.205,0,5.91924,0.987197,0.419464,0.932466,0.0369962,876.062,39.5767,1.05738,
88,961.78,1577.46,1866.56,0.609704,0,14.7379,52.9782,81.013,66.5638,1.56875,1138.42,140.587,81.5833,0,23.9854,162.116,248.409,196.077,2.04602,857.864,289.899,246.221,0,5.91924,0.987197,0.419464,2.23538,0.0369962,876.062,39.5767,1.01126,
89,957.524,1739.96,2171.8,0.550312,0,14.9298,102.234,112.236,81.1123,1.98104,1139.12,174.958,113.392,0,23.2516,388.248,323.448,218.971,2.7812,816.289,368.296,317.136,0,5.91924,0.987197,0.419464,2.23538,0.0369962,876.062,39.5767,1.01126,
90,957.524,1944.73,3774.33,0.492369,0,13.5002,533.287,51.8515,58.0002,1.69398,1105.14,128.471,52.7841,0,22.6738,2897.64,206.981,174.632,2.42529,822.002,292.668,213.461,0,5.91924,0.987197,0.419464,0.957935,0.0369962,876.062,36.2019,1.01126,
91,957.524,1649.25,2840.29,0.580583,0,12.2125,261.061,51.6337,50.7005,1.26335,1052.79,167.316,52.2705,0,18.8986,1876.82,178.254,135.166,1.23733,690.418,397.181,179.213,0,5.91924,0.987197,0.419464,0.957935,0.0444168,876.062,38.5233,0.83619,
92,957.524,1955.89,3033.4,0.489559,0,15.5742,268.644,124.607,82.2701,1.64061,1153.06,184.845,125.249,0,24.1136,1311.67,351.686,222.857,2.04896,835.813,404.859,331.537,0,5.91924,2.46494,0.419464,0.957935,0.0444168,876.062,39.5767,0.83619,
93,957.524,1537.33,1876.02,0.62285,0,12.4815,76.7815,72.3769,68.7122,1.41791,1064.67,167.42,73.4669,0,20.9294,415.754,256.71,202.487,1.54365,773.704,393.512,268.233,0,5.91924,2.46494,0.419464,0.957935,0.0444168,876.062,39.5767,0.83619,
94,957.524,1775.67,2777.89,0.539247,0,15.0034,224.511,70.3929,60.8779,1.39783,1155.44,176.434,71.6092,0,25.6811,1650.9,230.322,194.607,1.55948,930.725,401.712,233.96,0,5.91924,0.613926,0.607782,0.957935,0.0444168,876.062,39.5767,0.83619,
95,957.524,1663.06,1949.99,0.57576,0,13.3731,127.17,79.964,73.6117,1.60896,1094.45,192.025,80.8633,0,20.194,531.504,231.976,228.878,2.37654,750.588,433.581,231.727,0,5.91924,2.46494,0.607782,0.957935,0.0444168,876.062,39.5767,0.83619,
96,956.178,1507.7,1700.27,0.634197,0,13.1166,68.1687,77.315,58.4192,1.29967,1071.44,139.911,78.0241,0,19.3796,239.043,254.647,172.289,1.48787,684.6,357.56,255.877,0,5.98827,2.46494,0.607782,0.957935,0.0444168,876.062,39.5767,0.83619,
97,956.178,1724.98,2665.11,0.554314,0,13.8836,231.76,70.5187,60.2817,1.4256,1111.41,164.47,71.2216,0,22.6002,1551.81,231.962,158.496,1.87745,818.824,368.776,234.128,0,6.00344,1.13352,0.607782,0.957935,0.0444168,876.062,39.5767,0.83619,
98,956.178,1586.33,1928.38,0.602761,0,14.8624,56.8545,86.0918,67.5781,1.51046,1144.15,127.831,87.45,0,25.0895,181.668,300.567,204.705,2.17064,904.394,289.533,302.592,0,6.00344,1.07895,0.607782,0.644593,0.0444168,876.127,39.5767,0.83619,
99,956.178,1972.63,3740.09,0.484723,0,13.7807,420.179,93.4944,69.552,1.28787,1095.96,183.955,94.4215,0,21.1394,2619.55,288.942,189.581,1.7046,742.879,398.941,289.289,0,6.00344,1.07895,0.607782,0.957935,0.0170128,875.894,40.5916,0.83619,
100,952.935,1806.69,3112.48,0.527448,0,11.8238,337.767,72.2622,86.3197,1.59317,1044.56,178.822,73.5423,0,14.2441,2366.72,213.395,245.085,2.43696,534.267,398.426,214.479,0,6.00344,1.07895,0.607782,0.957935,0.0444168,875.894,40.5916,0.83619,
101,952.935,1573.26,1761.35,0.605708,0,12.8861,78.8432,96.5338,90.0283,1.39146,1066.37,129.493,97.7098,0,17.7864,267.047,291.827,249.504,2.08102,627.411,288.222,287.212,0,6.00344,1.07895,0.607782,0.957935,0.0474033,875.894,40.5916,0.83619,
102,952.935,2728.99,11215.8,0.349189,0,13.6802,1158.2,87.7403,83.2746,1.82052,1110.58,184.066,89.6291,0,20.4785,10729.6,257.831,205.564,2.81351,750.892,379.929,261.974,0,6.00344,1.07895,0.607782,0.957935,0.0474033,875.894,40.5916,0.83619,
103,952.935,2674.72,13393.5,0.356274,0,11.3819,1301.53,68.9789,63.0571,1.57528,1023.14,135.124,69.9407,0,16.7787,12562.6,262.893,196.48,2.30493,630.041,352.796,268.584,0,6.00344,1.07895,0.607782,0.957935,0.0474033,875.894,40.5916,0.83619,
104,952.935,1595.63,2132.99,0.597217,0,11.6015,112.166,112.442,97.524,1.75646,1033.38,111.601,115.153,0,15.4906,910.687,344.217,288.768,2.52815,610.738,216.46,344.552,0,6.00344,1.07895,0.208491,0.957935,0.0474033,876.008,40.5916,0.267305,
105,952.935,2207.1,3944.54,0.431759,0,17.2947,432.328,99.3296,85.3807,1.90859,1265.2,202.738,102.914,0,27.0621,2846.22,316.359,245.37,2.71411,1040.43,422.609,331.943,0,6.00344,1.07895,0.208491,0.957935,0.0474033,876.008,40.5916,0.267305,
106,952.935,1918.32,4207.42,0.496754,0,11.3275,451.153,82.9756,88.7784,1.66954,1041.78,155.431,85.2083,0,17.0612,2771.88,296.626,277.872,2.41948,672.491,378.871,306.424,0,6.00344,1.07895,0.199756,0.957935,0.0474033,876.008,40.5916,0.267305,
107,952.935,1773.95,2270.61,0.537181,0,17.4052,83.8975,123.14,84.6436,1.87499,1156.79,180.469,125.73,0,36.3858,437.898,339.881,280.82,2.37217,923.873,379.702,340.437,0,6.00344,1.13352,0.208491,0.957935,0.0474033,876.008,40.5916,0.267305,
108,952.935,1612.56,2029.47,0.590946,0,11.3224,141.962,80.1598,72.5222,1.7573,1035.03,188.784,81.0172,0,14.8463,1062.07,230.681,200.426,2.27171,525.091,398.417,232.299,0,2.73834,1.13352,0.208491,0.957935,0.0474033,876.008,25.7058,0.267305,
109,949.609,2145.41,5349.93,0.442622,0,15.4304,503.444,129.089,72.9005,1.71214,1142.5,150.378,129.964,0,23.9418,4467.09,368.687,237.259,2.17136,825.904,338.538,371.138,0,6.00344,1.13352,0.208491,2.40136,0.0474033,876.008,40.5916,0.267305,
110,949.609,1639.26,2043.9,0.579291,0,14.058,65.3608,80.5906,85.8248,1.57769,1137.62,171.128,83.0991,0,21.4232,206.191,269.281,241.778,1.76571,849.646,374.411,282.106,0,6.00344,1.13352,0.208491,4.18885,0.0474033,876.008,40.5916,0.267305,
111,949.609,1746.33,2551.53,0.543773,0,13.9936,190.433,112.722,86.375,1.97657,1104.67,121.853,114.304,0,20.4031,1311.44,343.525,256.401,2.6279,760.536,264.978,356.732,0,6.00344,1.13352,0.208491,4.18885,0.0418077,876.008,40.5916,0.267305,
112,949.609,1596.62,2195.38,0.594762,0,12.7395,136.786,70.8606,85.5957,1.82725,1065.5,151.427,71.8821,0,20.0433,901.271,271.545,233.999,2.37936,733.372,351.373,280.132,0,6.00344,1.13352,0.208491,1.06407,0.0474033,876.008,40.5916,0.267305,
113,949.609,1221.13,1078.54,0.777646,0,10.1777,49.5742,28.2115,32.7847,1.67504,961.918,107.197,29.5948,0,14.177,225.208,137.48,126.949,2.60461,506.769,275.679,137.96,0,6.41294,1.13352,0.208491,4.18885,0.0474033,876.008,40.5916,0.267305,
114,949.609,1793.56,3557.49,0.529453,0,13.1366,334.498,77.7484,65.6615,1.86433,1087.96,133.349,79.3494,0,21.1486,2249.44,276.098,208.002,2.81093,801.762,318.984,271.814,0,6.41294,0.882238,0.208491,1.44182,0.0474033,876.018,43.0092,0.267305,
115,949.609,1932.84,4323.61,0.491302,0,15.4342,451.881,51.3034,57.6995,1.60383,1163.14,139.894,51.8792,0,26.9479,3384.23,202.11,199.194,2.04225,967.891,326.211,206.392,0,3.26195,0.882238,0.208491,1.44182,0.0474033,876.127,43.3598,0.267305,
116,949.609,1539.41,1948.8,0.616863,0,12.9554,169.524,70.6987,40.6869,1.75969,1051.78,120.886,71.1278,0,19.5908,1070.8,243.192,114.061,2.52691,670.306,267.614,241.29,0,6.41294,0.882238,0.208491,2.42861,0.0474033,876.127,43.3598,0.267305,
117,949.609,1723.81,3887.29,0.550879,0,10.8805,351.674,77.3511,62.2127,1.41028,1003.1,138.487,78.6942,0,12.7413,3060.28,284.796,220.404,1.72411,484.137,326.354,288.948,0,6.41294,0.882238,0.208491,0.35432,0.0474033,876.127,43.3598,0.267305,
118,949.609,2655.8,14429.7,0.35756,0,10.9221,1394.67,55.3951,34.9567,1.29788,985.479,117.233,55.8448,0,14.7964,13728.4,241.417,105.725,1.44517,480.538,317.431,244.928,0,6.41294,0.882238,0.208491,1.38738,0.0150799,876.151,43.3598,0.267305,
119,949.609,2039.76,6161.16,0.465549,0,13.2611,665.152,53.268,37.5855,1.43532,1079.55,135.792,53.722,0,20.9406,5472.47,205.335,102.148,2.00357,717.053,324.759,205.586,0,6.73458,0.882238,0.208491,2.42861,0.0150799,876.151,43.9097,0.267305,
120,949.609,1491.01,1758.02,0.636889,0,13.6167,43.9502,65.9357,53.0606,1.23842,1092.16,154.279,66.7721,0,21.3928,401.591,247.01,199.58,1.79495,772.389,368.568,249.661,0,6.05375,0.882238,0.572032,2.42861,0.0150799,876.151,43.9097,0.890215,
121,947.324,2117.64,3582.25,0.447348,0,15.1475,520.685,91.6648,75.8037,1.62441,1147.11,173.979,91.6311,0,23.5771,2447.35,282.317,229.255,2.70713,829.111,368.251,278.834,0,6.73458,0.882238,0.250886,2.42861,0.0140843,876.151,43.9097,0.342864,
122,947.324,1513.17,2669.43,0.626053,0,10.3775,168.265,59.5815,75.9702,1.39061,1034.65,101.852,61.0758,0,15.429,1491.73,254.362,308.137,2.33519,762.345,279.577,263.989,0,6.73458,0.850272,0.250886,2.42861,0.0150799,876.151,43.9097,0.342864,
123,947.324,1640.25,1746.06,0.577547,0,14.0338,104.278,95.5218,59.7907,1.69585,1102.28,166.503,96.1514,0,21.2595,369.03,276.421,165.195,2.63802,745.34,357.138,270.5,0,4.90507,0.850272,0.250886,1.87393,0.0150799,876.158,44.1508,0.342864,
124,947.324,1492.44,1848.93,0.634747,0,13.0266,109.578,51.5261,47.9728,1.34204,1075.23,141.779,51.9874,0,21.5849,518.692,212.318,137.24,1.94921,781.134,342.242,212.541,0,6.86461,0.850272,0.102627,1.27549,0.0150799,875.979,44.1508,0.231891,
125,947.324,1733.01,2519.72,0.546635,0,14.169,199.536,87.7725,62.9265,1.51861,1104.42,173.922,88.7441,0,22.0531,1179.2,290.035,204.224,2.33622,794.762,392.186,281.89,0,6.86461,0.850272,0.102627,2.42861,0.00627211,875.979,43.9952,0.231891,
126,947.324,1533.41,1629.23,0.617789,0,12.9229,73.6362,87.8934,64.8652,1.5989,1063.72,139.46,89.3145,0,16.9829,224.224,272.2,180.791,2.42018,598.389,330.693,275.895,0,6.9396,0.850272,0.102627,2.42861,0.0150799,875.979,44.1508,0.231891,
127,947.324,1436.2,1515.02,0.659604,0,11.8093,77.7584,62.9731,46.5855,1.17587,1021.84,150.465,63.5897,0,15.4276,431.861,239.67,139.647,1.75712,553.91,359.095,240.319,0,6.9396,0.850272,0.102627,2.42861,0.0150799,875.979,44.1508,0.231891,
128,947.324,1512.75,1711.11,0.626227,0,14.3022,50.8826,62.7879,49.9442,1.31718,1116.51,153.564,63.4391,0,23.1561,174.001,222.582,160.819,1.85178,832.082,349.618,223.528,0,6.9396,0.850272,0.102627,2.42861,0.0150799,875.979,43.9806,0.231891,
129,947.324,1571.65,3294.26,0.602756,0,12.1671,288.949,39.356,40.5637,1.43746,1035.47,113.191,40.5196,0,18.5571,2557.19,144.311,152.065,2.61101,652.376,258.502,150.551,0,6.98708,0.850272,0.102627,2.42861,0.0150799,875.979,44.1508,0.231891,
130,947.324,2046.62,3856.06,0.462871,0,14.7989,359.946,119.528,87.6412,1.69532,1153.63,187.162,122.221,0,20.5549,2264.73,357.953,260.331,2.88226,825.035,382.656,359.073,0,6.98708,0.850272,0.102627,1.75589,0.0150799,875.979,44.1508,0.231891,
131,947.324,1750.07,2317.07,0.541306,0,12.6375,200.679,116.919,76.0537,1.56229,1047.03,176.973,118.215,0,17.7482,1129.89,324.579,192.922,2.75468,631.564,376.458,327.641,0,6.98708,0.850272,0.102627,2.42861,0.0150799,875.979,34.9673,0.231891,
132,946.369,2010.74,4401.22,0.470657,0,14.1328,490.479,69.2503,67.9819,1.40693,1113.39,184.318,69.7836,0,21.8844,3384.95,245.792,190.224,2.51318,790.823,424.459,247.194,0,6.98708,0.850272,0.102627,2.42861,0.0150799,875.979,44.1508,0.231891,
133,946.369,1922.52,2990.66,0.492254,0,16.179,314.227,84.208,62.1089,1.34989,1181.67,176.122,86.6613,0,26.9649,1663.34,285.143,176.43,2.87114,973.857,396.251,285.486,0,6.98708,0.850272,0.102627,2.42861,0.0150799,875.899,44.1508,0.231891,
134,946.369,1857.57,3904.55,0.509467,0,13.9457,332.984,97.1104,49.4506,1.30358,1081.77,183.444,97.5532,0,20.1283,2751.17,315.337,149.086,2.04604,680.995,431.845,315.119,0,6.98708,0.850272,0.102627,2.42861,0.0150799,875.899,44.1508,0.231891,
135,946.369,1926.03,3615.49,0.491358,0,16.3496,292.24,79.7225,85.3328,1.28561,1209.68,160.13,81.2848,0,27.3506,2294.39,308.416,298.405,2.11883,1054.61,378.772,313.776,0,6.98708,0.850272,0.102627,2.57536,0.0150799,876.159,44.1508,0.231891,
136,946.236,2354.98,8246.38,0.401803,0,12.648,844.918,91.0735,75.8116,1.26347,1100.05,133.187,96.0256,0,18.1529,7509.59,297.03,237.682,2.35555,944.682,317.724,310.144,0,7.17155,0.850272,0.102627,4.94578,0.0150799,876.159,44.8294,0.231891,
137,946.236,1684.88,2502.08,0.561605,0,14.912,201.193,59.5615,61.3569,1.36268,1140.48,145.845,60.1677,0,22.9512,1669.83,177.804,179.1,2.44403,827.159,289.907,188.357,0,7.17155,0.850272,0.102627,3.93923,0.0150799,876.159,44.9803,0.231891,
138,946.236,1592.78,1902.16,0.594078,0,16.1473,53.0785,76.2164,41.0527,1.11371,1162.89,165.64,76.6425,0,26.1108,245.036,253.504,123.603,1.66045,905.852,383.293,249.581,0,7.11167,0.845513,0.102627,1.19679,0.0150799,876.159,45.2104,0.231891,
139,946.236,4100.14,27153.6,0.230781,0,13.2074,2712.56,47.4855,52.8913,1.34064,1074.94,149.558,48.168,0,19.5622,26695.6,179.02,179.002,2.46338,700.555,354.356,184.941,0,7.11167,0.850272,0.102627,4.94578,0.0150799,876.159,45.2104,0.231891,
140,946.236,2090.48,6416.89,0.45264,0,13.0433,644.152,61.6467,61.8224,1.22905,1086.19,160.053,62.342,0,19.6904,5330.83,197.357,192.747,2.30992,724.478,384.387,198.245,0,7.11167,0.850272,0.102627,4.94578,0.0150799,876.159,43.9034,0.231891,
141,944.635,1372.6,1433.1,0.68821,0,11.4261,33.9846,67.9909,66.4773,0.899472,1019.16,103.054,69.605,0,15.4905,109.366,253.571,214.469,1.49871,601.862,214.341,257.075,0,7.11167,0.850272,0.102627,4.94578,0.0150799,876.159,45.2104,0.231891,
142,944.635,1928.02,3651.36,0.489951,0,15.2087,269.598,114.589,91.0086,1.42752,1154.83,164.667,116.686,0,23.4314,1852.41,339.263,295.286,2.78609,891.895,349.58,346.148,0,7.11167,0.850272,0.102627,3.7787,0.0126754,876.159,45.2104,0.231891,
143,944.635,1921.24,3263.65,0.49168,0,14.986,385.793,68.7741,61.186,1.32476,1139.57,180.069,69.5336,0,23.4555,2110.32,241.27,192.73,2.63394,833.773,390.499,242.515,0,7.11167,0.850272,0.102627,0.921912,0.0150799,876.159,45.2104,0.231891,
144,944.635,1574.73,1743.98,0.599871,0,14.2375,52.0187,58.0363,71.9898,1.30328,1116.81,201.544,58.7864,0,21.9602,163.364,222.844,214.21,2.66626,769.679,442.396,224.333,0,4.64539,0.850272,0.102627,4.94578,0.0150799,876.177,45.2104,0.231891,
145,944.635,1575.3,2456.34,0.599656,0,13.0785,189.297,62.1451,36.2217,1.07523,1056.83,153.574,63.0753,0,19.0267,1305.78,214.977,114.699,2.42909,646.676,379.453,216.63,0,7.11167,0.850272,0.102627,4.94578,0.0329708,876.137,45.2104,0.104135,
