Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
28,51.1837,66.7124,56.8748,0.767228,5.83629,10.3285,2.05863,3.16858,0.616454,23.537,0.0570883,18.0611,3.04882,7.12703,40.8797,1.66502,32.8354,0.661006,1.56467,0.650372,9.0731,0.3241,0.679505,3.05715,0.00426386,0.809407,0.0287669,12.7777,0.00567975,16.5913,1.91964,
29,51.1837,115.646,300.7,0.44259,5.66198,10.4089,2.12552,52.4087,0.54279,23.6754,1.0268,16.6397,3.1561,10.1015,28.6419,1.4201,256.985,0.466199,0.58672,5.05985,0.941432,0.501712,0.679505,3.05807,0.0868204,0.975226,0.0287669,19.7934,0.00843172,10.4373,2.72948,
30,51.1837,110.738,230.088,0.462203,6.75863,9.54354,2.40095,43.12,0.650653,24.8737,0.853199,19.2141,3.32361,14.0847,20.9581,1.87826,200.167,0.955994,9.18951,4.00333,9.41036,1.34535,0.570708,3.05807,0.0868204,0.975226,0.0163599,9.29272,0.00843172,16.571,2.64496,
31,50.7674,77.8399,81.1485,0.652203,7.10678,15.499,2.68157,2.88547,0.664482,25.7104,0.0512829,20.0516,3.1893,15.7909,50.5007,2.5278,38.7375,0.948858,9.61224,0.0834948,12.5142,1.21141,0.570708,3.05807,0.027502,0.95111,0.0412625,12.3495,0.00843172,16.3067,2.03656,
32,50.7674,164.869,326.703,0.307926,9.03138,37.848,2.1073,65.1964,0.934973,22.3671,1.29282,22.7298,3.36123,20.1325,108.615,2.29063,241.289,1.49666,5.14199,4.97239,16.7763,1.01091,0.570708,3.05807,0.027502,0.975226,0.0487006,9.32351,0.00699416,16.5887,2.79521,
33,50.7465,578.647,3509.26,0.0876986,5.03239,16.004,1.49125,15.7485,0.528729,516.869,0.306126,19.2403,3.42659,14.4549,60.5487,1.84351,101.981,0.589715,3490.57,2.02733,10.8565,1.6304,0.570708,3.02757,0.027502,1.08213,0.0163771,12.7428,0.00699416,16.3683,2.75325,
34,49.9526,133.186,310.753,0.375059,5.3116,15.9004,1.70493,55.5479,0.698358,29.804,1.08944,19.5255,3.60382,12.9255,39.4274,2.31622,265.546,1.01523,484.057,5.32523,11.5642,1.74485,0.570708,3.02757,0.0344151,0.849351,0.0487006,9.94205,0.00742786,16.5288,2.79521,
35,49.9526,83.3001,141.933,0.599671,5.43108,9.02345,1.07424,18.5642,0.819061,25.0321,0.363213,19.6852,3.30742,13.944,22.6943,1.7835,117.811,1.55174,10.4107,2.41259,11.7994,1.07142,0.57382,3.02757,0.0344151,0.849351,0.0487006,10.8709,0.00661498,16.5794,2.72463,
36,48.9298,101.066,235.917,0.484138,6.27603,14.7819,1.03345,31.1323,0.653006,23.6954,0.605996,19.719,3.16856,17.0827,50.251,1.80452,201.82,0.908789,6.67287,3.98264,12.3828,0.637997,0.57382,2.59801,0.0344151,0.804151,0.0167955,3.56425,0.00574958,16.4878,2.61919,
37,48.8232,84.2021,185.017,0.579834,3.91915,7.729,1.06681,25.3573,0.718717,23.7569,0.496348,18.0744,3.08347,11.4985,17.3592,1.86101,165.544,1.41889,5.66214,3.30094,9.82903,0.491237,0.54439,2.59801,0.0344151,0.521378,0.0167955,2.48336,0.00448806,4.36267,2.18201,
38,48.8232,94.951,257.936,0.514194,2.60141,10.9221,1.05204,34.9593,0.370675,23.3813,0.678284,17.8944,3.09137,8.78695,44.1275,2.15602,231.605,0.42798,1.79256,4.53489,8.34491,0.45694,0.54439,2.59801,0.0344151,0.521378,0.0145172,13.8799,0.00448806,16.4878,2.80971,
39,48.1042,171.229,383.248,0.280935,7.51193,28.9623,1.63612,84.0433,0.490997,23.2144,1.65497,20.1576,3.55747,17.8313,90.8991,2.51538,304.847,0.828496,4.41859,6.03422,11.4094,1.54576,0.54439,2.38209,0.0117802,0.521378,0.0167955,10.0138,0.00325743,16.4763,2.80971,
40,48.1042,115.497,245.507,0.416499,4.77577,12.8636,1.20612,48.5759,0.526689,23.6383,0.962979,19.6891,3.25809,13.8766,44.8357,1.68669,194.93,1.09243,5.9349,3.815,10.7426,1.08552,0.54439,2.38209,0.0117802,0.356397,0.0167955,9.38491,0.00448806,16.545,2.80971,
41,47.9587,156.155,395.246,0.307122,5.46094,14.3203,1.13956,88.12,0.411435,23.0254,1.72848,18.7249,3.22429,15.4073,55.4191,1.62282,346.198,0.866172,2.6612,6.93666,10.1834,1.06413,0.54439,2.38209,0.0117802,0.356397,0.0167955,9.19157,0.00448806,15.5226,2.61389,
42,47.4892,109.855,310.363,0.432291,2.74192,8.73221,0.934044,52.0582,0.323516,23.3729,1.02069,17.5626,3.10875,10.3059,31.4185,1.17036,264.723,0.766564,1.92284,5.17037,6.49795,0.818255,0.54439,2.38209,0.00776037,0.356397,0.0167955,10.2337,0.00340632,13.912,2.32838,
43,47.4188,127.93,322.096,0.370662,6.33247,14.1197,1.16808,58.0975,0.619168,24.7747,1.14199,18.4111,3.26509,16.6049,35.6636,2.19777,280.493,1.52212,12.16,5.52222,9.55169,1.35692,0.54439,2.38209,0.00776037,0.356397,0.0244448,4.11468,0.00340632,4.95085,0.894476,
44,47.4188,81.069,173.319,0.584919,3.11896,6.26787,0.753586,21.4988,0.201007,27.7403,0.425423,17.7714,3.29168,11.0795,25.634,1.74745,144.824,0.421764,31.7395,2.88879,6.44465,1.2099,0.54481,2.38209,0.00776037,0.498565,0.0180573,9.27589,0.00340632,16.6474,2.95972,
45,47.4188,187.47,392.883,0.25294,9.6536,23.3307,1.45938,83.9517,0.748524,42.3466,1.6585,20.9111,3.41015,21.0573,58.642,2.7062,307.404,1.7571,103.789,6.22691,13.775,1.12191,0.547843,2.38209,0.00776037,0.498565,0.0151883,9.41785,0.00340632,14.012,1.84858,
46,47.3266,60.2864,48.792,0.785029,3.41267,8.04757,0.717333,1.2538,0.259814,23.5361,0.0201529,19.7035,3.33548,13.8787,28.5082,2.162,70.656,0.754504,18.7726,1.0188,13.3433,1.32129,0.547843,2.38209,0.00364681,0.498565,0.0135074,12.3354,0.00318168,16.6474,2.92064,
47,47.3266,114.8,239.346,0.412251,10.8163,19.4874,1.0451,21.4227,0.501222,38.6149,0.421302,19.1714,3.32,43.2798,63.0026,2.63306,128.695,1.33739,71.1786,2.53986,10.7097,1.13544,0.547843,2.30722,0.00274198,0.498565,0.0160706,12.2359,0.00318168,16.6578,2.39802,
48,47.2341,152.835,386.609,0.309053,6.87392,14.2125,0.951309,82.3588,0.608731,22.4476,1.61844,20.3303,3.43326,19.1919,49.5555,2.42846,327.232,1.44734,16.5358,6.58501,13.8528,1.33573,0.547843,2.42894,0.00472413,0.435469,0.0166256,1.38847,0.00297394,15.7467,2.8613,
49,47.1898,141.533,292.105,0.33342,6.23856,19.989,0.992288,55.5428,0.544889,35.4285,1.10469,18.1301,3.56215,16.7996,59.3656,2.54056,208.69,1.39468,83.7275,4.16551,8.78844,1.75809,0.547843,2.49457,0.00472413,0.435469,0.0166256,9.34624,0.00297394,3.86648,2.90105,
50,47.1898,100.945,268.337,0.467479,2.86819,4.73576,0.479387,48.8354,0.311746,23.1976,0.961098,16.3387,3.21742,10.8614,17.839,1.53919,243.88,0.94318,12.2641,4.81805,2.27416,1.08538,0.547843,2.44182,0.00472413,0.435469,0.0142929,10.4645,0.00297394,2.35163,2.91553,
51,47.1898,107.945,245.436,0.437165,3.41024,11.6221,0.580934,42.8685,0.334888,27.5368,0.849682,17.358,3.38399,11.2414,49.0609,1.52932,203.822,0.974827,33.6543,4.05779,6.8615,1.5315,0.540781,2.43983,0.006526,0.326038,0.0132073,1.27931,0.00297394,2.42088,2.86408,
52,47.169,125.331,382.356,0.376357,3.01763,10.0756,0.403331,66.9916,0.387436,23.4496,1.30667,16.6103,3.08843,11.7528,39.7677,1.2802,325.016,1.10858,4.07136,6.38943,0.798455,0.552293,0.529435,2.43983,0.006526,0.422593,0.0241931,20.667,0.00297394,13.361,2.92719,
53,47.169,118.028,286.355,0.399644,4.54666,20.2759,0.843509,34.8636,0.311215,35.0145,0.679921,18.0559,3.43636,13.9915,67.3764,2.50568,232.132,0.723686,62.6846,4.5163,8.35204,1.42471,0.529435,2.44182,0.000845968,0.435469,0.0241931,13.9629,0.00297394,16.4469,2.91472,
54,47.0841,136.319,325.39,0.345395,4.1341,15.9492,0.69868,68.1477,0.542924,22.3896,1.34815,19.8643,3.24485,12.8276,62.5641,2.03105,271.634,1.35909,13.1382,5.48473,12.0528,1.01609,0.529435,2.44182,0.000845968,0.420398,0.0241931,3.72908,0.00291522,16.6397,2.92699,
55,47.0191,100.13,259.992,0.469581,2.99408,10.0941,0.403461,41.0898,0.363625,22.9836,0.812862,18.3392,3.0492,11.7051,46.1951,1.47388,200.464,1.07013,2.67664,3.97397,8.08187,0.577307,0.529435,2.45584,0.000845968,0.435469,0.0241931,8.81279,0.0027566,16.6702,1.32634,
56,47.0191,169.186,367.653,0.277914,7.5376,18.071,0.775731,94.476,0.583901,23.1484,1.87116,19.4176,3.30475,18.4964,48.5365,2.01361,299.751,1.20674,5.98497,6.16984,9.35812,1.33321,0.523253,2.45584,0.000759528,0.440864,0.0241931,9.89609,0.00270627,16.6605,2.26912,
57,47.0188,114.114,316.7,0.412035,4.29649,8.7359,0.431037,54.0856,0.317136,22.8644,1.06283,18.9722,3.34807,15.1142,28.0385,1.48156,270.603,0.652981,2.67511,5.32585,11.4674,1.40398,0.523253,2.45584,0.000759528,0.440864,0.0936257,9.18536,0.00270627,15.1311,2.94737,
58,47.0188,132.437,363.739,0.355029,5.97976,10.5983,0.864913,66.3405,0.391378,22.5287,1.29617,20.7919,3.64496,16.7692,25.8455,2.51008,321.223,0.722631,3.0083,6.27605,15.8627,2.00271,0.523253,2.45584,0.000759528,0.440864,0.0936257,12.2699,0.00270627,16.0613,2.96927,
59,47.0188,112.314,258.372,0.418638,3.70985,10.178,0.525373,36.2789,0.36574,39.5262,0.719159,17.7486,3.26179,12.6703,35.7786,2.06489,170.623,0.727489,103.783,3.45606,6.77173,1.12252,0.523253,2.45584,0.000759528,0.4414,0.133774,9.32166,0.00270627,16.6862,2.96927,
60,46.9906,137.481,354.008,0.341798,5.13687,20.8656,0.649023,54.3354,0.546544,34.0172,1.06519,17.6353,3.22947,15.4407,64.6709,2.06551,266.656,1.14421,57.8022,5.28671,5.22191,0.93541,0.523253,2.45584,0.00320729,0.440199,0.13761,10.697,0.00272876,13.8923,2.44975,
61,46.9797,163.338,384.126,0.287622,4.18481,16.0243,0.682692,83.2301,0.533938,35.5245,1.6373,18.1244,3.39641,12.529,45.2089,2.25713,327.569,1.21903,63.3024,6.52563,6.91682,1.50029,0.523253,2.45297,0.00320729,0.407599,0.13761,2.63481,0.0027025,15.0556,1.30834,
62,46.9685,64.3536,86.5889,0.72985,2.44728,12.2737,0.378948,1.52522,0.431776,26.1879,0.0252315,18.0425,3.04105,9.43432,53.702,1.68556,57.6514,0.998879,21.8331,1.32711,8.23268,0.461867,0.529696,2.44725,0.00228757,0.407599,0.13761,14.514,0.00264499,16.6921,2.16217,
63,46.9299,97.7152,196.528,0.480272,3.7061,12.4148,0.541008,21.6126,0.318725,35.9045,0.425724,19.1952,3.59663,12.4588,41.7648,1.74117,143.86,0.382224,63.0745,2.86791,11.293,1.9549,0.524285,2.45297,0.00228757,0.407599,0.153996,9.65073,0.00264499,16.6968,2.98789,
64,46.9299,114.178,304.15,0.411022,2.84579,8.45432,0.427659,53.7654,0.386944,26.4093,1.05474,17.7411,3.09328,10.8301,28.307,1.55562,270.911,0.610099,24.2623,5.32158,6.69608,0.571538,0.524285,2.45078,0.00228757,0.377522,0.177153,9.69468,0.0024479,15.177,2.92441,
65,46.9272,101.531,213.325,0.462197,3.81908,9.54865,0.552525,37.3943,0.487155,26.7283,0.741253,18.8381,3.42147,11.8027,28.756,1.79865,179.355,0.914149,23.8667,3.59301,8.43563,1.52044,0.525641,2.44759,0.000454319,0.377522,0.177153,9.55996,0.0024479,16.6975,2.98433,
66,46.9036,161.916,354.52,0.289678,7.76926,23.6335,1.20318,70.4657,0.576782,31.929,1.39067,21.2526,3.69551,18.506,68.6146,3.1746,267.771,1.06238,66.4615,5.38187,15.8641,1.85279,0.525641,2.44759,0.000454319,0.371593,0.177153,10.8283,0.00240551,14.1439,2.97363,
67,46.8762,156.383,298.498,0.299752,8.94765,22.899,0.971396,71.3112,0.682028,24.8823,1.41918,21.7722,3.49806,20.8787,68.8382,2.44463,230.022,1.33449,20.7936,4.59112,15.5471,1.54971,0.525641,2.44759,0.000454319,0.371593,0.177153,9.51378,0.00240551,7.61015,2.80006,
68,46.8762,107.643,304.873,0.435479,1.81417,7.1128,0.36166,54.4127,0.299882,22.9313,1.06904,16.5053,3.13587,10.3066,27.8989,1.73706,274.433,0.521618,3.65886,5.34992,4.858,0.807262,0.525641,2.44759,0.000454319,0.371593,0.177153,2.1079,0.00240551,6.74085,2.99274,
69,46.8614,107.725,207.095,0.435008,9.65984,18.4628,0.894237,28.7186,0.495721,26.938,0.569563,18.6433,3.34337,33.8418,53.3133,2.61438,130.506,0.931549,21.7025,2.56064,10.0716,1.2068,0.524317,2.44759,0.000454319,0.336471,0.233749,12.3894,0.00232186,8.56922,2.9864,
70,46.8325,105.519,264.396,0.443829,5.02741,16.06,0.632243,34.658,0.442976,26.4608,0.674454,18.3262,3.23688,15.3599,59.4477,2.2342,229.899,0.852159,17.5274,4.48909,8.28977,0.860872,0.524317,2.44759,0.000276284,0.305816,0.236465,15.0241,0.00184763,16.4222,2.9864,
71,46.8325,128.569,332.661,0.364259,2.54719,6.92609,0.410794,74.6753,0.452519,22.6147,1.47333,16.3104,3.15867,9.29463,20.4827,1.60267,299.082,0.887664,5.30621,6.0462,3.11124,0.801303,0.524317,2.46064,0.000276284,0.301168,0.238471,2.39306,0.00184763,2.77984,2.99376,
72,46.8325,93.5272,266.107,0.500736,2.44683,11.6927,0.436874,33.6038,0.361537,23.1545,0.65536,17.9792,3.19629,9.59119,50.566,2.05193,233.102,0.789167,1.75176,4.49704,8.43514,1.08627,0.524317,2.46001,0.000276284,0.301168,0.238252,14.6257,0.00184763,16.7049,2.99333,
73,46.8042,160.658,350.806,0.291329,6.52598,26.4638,0.726515,71.8606,0.500534,29.7756,1.42869,20.3146,3.06143,17.979,77.0165,2.32467,226.385,0.967656,51.3324,4.6695,11.6308,0.821732,0.524317,2.46318,0.000123286,0.292928,0.238252,10.2239,0.00184427,16.7029,0.458704,
74,46.8042,80.1917,181.225,0.583655,2.53504,15.1312,0.414401,16.5537,0.33729,23.0847,0.325409,18.7085,3.10136,10.6109,63.1798,1.9962,122.2,0.631129,6.98976,2.39374,10.093,0.492621,0.525381,2.45567,0.000123286,0.292928,0.234486,13.064,0.00184427,16.7023,2.98412,
75,46.8042,174.612,452.036,0.268048,5.93003,16.7026,1.22396,99.9328,0.860697,24.6677,1.95154,19.9233,3.41891,15.3809,52.9741,3.02564,402.717,1.63044,8.68028,7.85405,13.1562,1.44599,0.52299,2.45567,0.000123286,0.292928,0.236765,12.2614,0.00181849,13.3157,2.59532,
76,46.7852,103.397,288.008,0.452482,2.81201,9.10149,0.309696,45.8935,0.405997,23.2807,0.899038,17.6204,3.07387,11.2468,39.5857,1.45713,246.765,0.976498,2.12164,4.91574,6.69926,0.469534,0.52299,2.45457,0.000123286,0.274128,0.23226,11.9952,0.00168374,16.0369,2.98412,
77,46.7852,128.726,294.813,0.363448,5.65938,11.7426,0.592483,63.2816,0.591513,22.5312,1.25833,19.8111,3.25749,17.1783,46.5887,2.06884,228.096,1.29567,3.39926,4.55608,10.8901,1.08723,0.52299,2.45457,0.000123286,0.274128,0.23226,9.32682,0.00168374,16.7045,2.64341,
78,46.7676,112.451,318.493,0.415895,3.09245,7.61766,0.576112,54.3445,0.408711,24.2263,1.06674,17.8349,3.28325,11.9233,28.8566,2.26207,272.874,0.819379,7.19796,5.35078,6.73622,1.30551,0.52299,2.45213,0.000123286,0.274128,0.235428,9.30898,0.00168374,13.5212,2.98447,
79,46.7676,104.234,277.993,0.448678,3.92108,4.02923,0.392784,48.8029,0.555782,24.3448,0.957906,17.9941,3.23554,13.3674,7.44205,1.6323,253.26,1.31423,8.10781,4.97249,7.26295,1.1671,0.52299,2.45457,0.000123286,0.269267,0.232555,11.1475,0.00166602,16.7047,2.32534,
80,46.7572,71.9405,175.838,0.649943,1.67336,4.7042,0.0837717,21.3918,0.27853,23.1988,0.422887,17.2183,2.96887,8.04454,15.5947,0.46012,149.149,0.367698,2.40138,2.99948,3.5789,0.421232,0.52299,2.45457,0.000180301,0.254165,0.233231,8.40683,0.00166602,16.7047,0.678036,
81,46.753,106.361,284.101,0.439571,4.95201,10.0979,0.514335,40.394,0.40453,27.5693,0.790587,18.4177,3.22023,15.5218,29.2959,1.73582,234.183,0.577488,25.7176,4.6154,9.39935,0.862706,0.52299,2.45457,0.000180301,0.253418,0.233073,12.3228,0.00166602,14.2894,2.98447,
82,46.7525,116.313,282.614,0.401954,3.10227,17.9173,0.408198,50.0714,0.43355,22.9242,0.996214,17.3102,3.14955,11.6965,62.0431,1.54935,204.773,0.788828,5.21262,4.09346,2.96853,0.822515,0.52343,2.45457,0.000206002,0.239448,0.233073,9.26818,0.001652,16.7065,2.12221,
83,46.7524,85.4288,270.539,0.547267,1.0372,6.78796,0.172269,33.3647,0.26705,23.4961,0.649815,16.6639,2.98992,4.08571,32.0726,1.04138,231.194,0.257462,0.568197,4.52656,0.73125,0.20184,0.524931,2.45457,0.00103394,0.239448,0.232981,23.1585,0.0016495,14.0662,2.00495,
84,46.7448,118.168,312.54,0.39558,4.18952,6.50205,0.414896,61.5252,0.368354,23.2599,1.21423,17.4911,3.2026,14.4837,18.1051,1.97171,273.273,0.671737,2.67931,5.44912,7.04857,1.18259,0.525487,2.46461,0.00103394,0.239448,0.232981,9.11622,0.0016191,5.48376,2.89725,
85,46.7448,131.502,310.065,0.355469,4.99555,18.5319,0.68025,44.7664,0.406465,39.7214,0.886901,18.1496,3.36327,15.2411,62.7335,2.23042,216.31,0.758805,98.6928,4.28116,5.90241,1.60943,0.526103,2.46468,0.000308181,0.239448,0.232981,5.61528,0.001652,16.7117,2.53049,
86,46.7369,83.5864,151.722,0.559144,4.19503,15.7574,0.446341,16.44,0.465541,22.8377,0.325794,19.8903,3.22832,14.5739,64.55,1.72131,105.038,0.980097,17.0875,2.07037,12.6381,1.01266,0.526103,2.46468,0.000308181,0.239448,0.232981,11.1003,0.0016152,16.713,3.0001,
87,46.7335,190.542,434.656,0.245266,6.27703,25.1386,0.824541,106.965,0.510807,25.7413,2.10655,19.5072,3.4707,16.1359,74.7701,2.39073,363.855,0.83352,22.6087,7.27395,10.6985,1.51551,0.524373,2.46752,0.000308181,0.239448,0.232981,9.53211,0.0016152,16.7133,2.22427,
88,46.7319,79.7241,132.616,0.58617,5.12213,14.3647,0.728783,10.7553,0.302523,25.9951,0.212417,19.0253,3.21776,15.9169,46.9721,2.69654,98.6582,0.343752,17.6006,2.32828,10.1873,0.880591,0.526103,2.46752,0.000191911,0.239448,0.232981,12.2963,0.00156291,16.7123,2.99799,
89,46.731,81.6451,208.594,0.572367,2.4393,12.8164,0.332028,20.4777,0.428439,23.9425,0.40441,17.7185,3.08585,9.80552,54.6966,1.62515,138.826,0.969468,5.37304,2.77746,5.31377,0.559109,0.524118,2.46711,0.000161753,0.239942,0.236456,12.145,0.00156291,16.7113,2.99799,
90,46.7257,101.861,258.867,0.458721,3.82477,13.2142,0.387587,37.3843,0.538739,24.1462,0.741431,18.5541,3.06944,13.1543,65.3071,1.55629,182.968,1.32057,8.42813,3.60052,8.13074,0.391505,0.524118,2.46752,0.000161753,0.239942,0.230457,10.627,0.00156291,16.7084,2.29572,
91,46.7251,76.511,157.136,0.610698,2.91492,8.83019,0.205475,19.1863,0.316785,23.0434,0.381089,18.6041,3.02868,11.72,40.7883,0.992613,127.673,0.432284,2.51851,2.55062,9.60495,0.210209,0.524118,2.46752,0.000191911,0.240224,0.225673,10.3818,0.00174337,16.7128,2.65393,
92,46.7251,136.804,378.735,0.341548,4.4724,17.112,0.625023,67.2482,0.447171,24.296,1.31464,18.0778,3.21061,13.7091,57.778,2.14422,323.268,0.932462,7.8199,6.40096,8.44836,0.975029,0.524118,2.466,6.24541e-05,0.241019,0.230457,13.4344,0.00146759,14.6458,2.77716,
93,46.7196,134.105,350.482,0.34838,3.16057,10.5965,0.583105,73.6496,0.414336,22.8178,1.45418,18.3005,3.12854,12.1467,47.0754,2.3288,300.012,0.876159,3.13493,5.91784,7.76775,0.524309,0.524438,2.46484,6.24541e-05,0.23975,0.230457,9.3697,0.00144783,16.7135,3.00075,
94,46.7196,155.529,409.777,0.300391,4.35648,16.8182,0.581019,86.9767,0.491186,23.548,1.70735,17.7145,3.3355,13.1908,56.6052,1.98845,348.911,0.992907,3.75015,6.86775,5.46535,1.20992,0.523755,2.46484,6.24541e-05,0.23747,0.23773,9.55142,0.00144783,15.1892,3.00255,
95,46.7091,80.394,162.678,0.581003,3.61417,13.9926,0.263833,1.51569,0.468542,38.7798,0.0272422,18.4907,3.24138,12.6175,46.847,1.26182,75.2575,0.9341,107.62,1.36792,9.43989,1.34875,0.523755,2.46018,6.24541e-05,0.230043,0.235383,12.6526,0.00144783,16.714,1.36869,
96,46.7029,109.707,252.445,0.425704,4.07826,15.0038,0.545064,28.6186,0.471454,38.5357,0.568389,18.738,3.14828,14.089,57.4981,2.15799,154.548,1.04327,108.721,3.0898,9.39153,0.793349,0.523425,2.46018,6.24541e-05,0.221137,0.235383,9.67903,0.00144783,16.714,2.46959,
97,46.6999,152.873,386.57,0.305481,5.26716,20.9787,0.550417,79.4375,0.484054,22.4562,1.56565,18.8354,3.29831,16.143,81.1789,1.89039,323.042,0.885792,15.5521,6.23861,9.42809,1.19014,0.523425,2.45164,8.32967e-05,0.220262,0.236554,1.41402,0.00144756,16.5726,2.53832,
98,46.6987,97.224,273.607,0.48032,2.84101,6.66097,0.358453,42.0175,0.298627,24.2927,0.82467,16.7145,3.2157,11.4859,24.8876,1.85558,237.043,0.363929,6.93337,4.66923,2.21022,1.05582,0.523425,2.45164,8.32967e-05,0.218944,0.236554,16.2187,0.00140537,13.1857,3.00131,
99,46.6987,188.757,895.57,0.247401,2.4498,13.1612,0.301932,6.33035,0.38441,144.504,0.123945,18.0005,3.5007,8.65143,47.2424,1.34121,45.0529,0.538999,859.745,0.99644,9.31036,1.9738,0.523863,2.44783,0.000122641,0.218944,0.236554,12.3412,0.00144633,15.4304,3.00432,
100,46.6982,136.336,344.488,0.342523,5.13166,8.51415,0.762198,74.066,0.5293,23.5355,1.46418,18.928,3.40495,15.9648,26.8908,2.64181,296.44,1.2611,119.927,6.06912,8.87693,1.60087,0.523204,2.44783,9.00752e-05,0.218679,0.233417,9.24353,0.00144633,16.714,3.00465,
101,46.6931,64.7192,88.271,0.721472,1.88923,14.5641,0.305579,3.15971,0.365488,23.4137,0.0605477,17.7287,3.23213,7.66606,60.0014,1.51323,45.21,0.601317,1.71269,1.4312,8.46633,1.10709,0.523204,2.44783,5.03306e-05,0.216272,0.238522,13.0931,0.00143932,8.49766,3.00465,
102,46.6916,160.255,390.363,0.291359,4.61954,16.0599,0.637364,74.1047,0.42892,41.7743,1.46305,18.0066,3.16025,13.7753,57.0445,2.25563,298.512,0.722876,134.911,5.86969,6.08781,0.887982,0.523204,2.44783,4.70985e-05,0.215307,0.238522,4.14989,0.0014899,16.4871,2.07103,
103,46.6906,77.5996,137.581,0.601686,3.82648,13.9181,0.313958,1.39849,0.373456,37.2934,0.0256233,17.151,3.29904,13.1851,52.1939,1.27658,42.1117,0.497554,65.1963,1.14983,2.13889,1.33753,0.523204,2.44783,4.70985e-05,0.215257,0.24987,23.4917,0.00168995,16.7155,3.00557,
104,46.6896,109.19,317.052,0.4276,2.86817,6.49055,0.358288,54.1676,0.307223,23.2272,1.06529,17.5653,3.14031,11.5379,28.405,1.80827,269.15,0.373887,14.0713,5.45949,6.33848,1.10962,0.52401,2.46711,4.70985e-05,0.213855,0.24987,9.33247,0.00173208,13.8238,1.83788,
105,46.6896,118.525,258.613,0.393923,4.39151,18.2055,0.592476,40.7353,0.459136,31.3504,0.810462,18.4876,3.49219,13.8661,65.1541,2.1155,169.638,0.848095,53.5668,3.35552,9.16244,1.73304,0.523714,2.46711,4.90341e-05,0.213855,0.250283,9.36669,0.00173402,12.7549,3.00658,
106,46.6893,130.745,324.906,0.357103,4.79517,16.0028,0.50744,62.7924,0.585073,22.9247,1.24061,18.6414,3.25512,14.7785,57.821,1.77093,271.459,1.24581,8.79053,5.41751,10.3557,0.89584,0.523714,2.46755,4.90341e-05,0.213855,0.24921,9.27414,0.00181871,9.92823,3.00696,
107,46.6893,62.2291,66.6524,0.75028,3.85788,7.48859,0.200721,0.663699,0.445828,27.8979,0.0106601,18.4452,3.21876,13.4698,24.7517,0.962105,61.5421,0.929037,26.0522,1.13579,9.47968,1.17922,0.523714,2.46755,6.38494e-05,0.213855,0.24921,12.3382,0.00166876,16.7162,2.0042,
108,46.6886,108.144,300.362,0.431727,3.2551,7.01845,0.409763,51.1445,0.317117,24.2109,1.00636,17.5771,3.20445,11.366,22.2882,1.8175,260.885,0.354649,8.19903,5.23212,4.8831,1.02149,0.523446,2.46755,5.58474e-05,0.213543,0.147813,10.4285,0.00166975,14.5868,3.00696,
109,46.6869,99.6972,224.994,0.468287,3.09284,20.8994,0.4169,21.622,0.483038,30.8867,0.428362,18.6829,3.18512,11.46,76.1946,1.69046,143.364,1.0057,55.6129,2.86254,9.34299,0.824933,0.523446,2.46859,4.56167e-05,0.212687,0.25041,9.37477,0.00166975,16.7166,3.00696,
110,46.6869,132.189,333.655,0.353184,5.09062,7.70652,0.70408,71.6782,0.476891,22.9357,1.41479,18.8356,3.34631,15.5651,22.0384,2.45779,291.816,0.942743,8.28076,5.90879,11.5336,1.33821,0.523446,2.46893,5.32756e-05,0.212687,0.25041,9.93619,0.00181778,8.03438,3.00659,
111,46.6869,93.3694,202.193,0.500024,3.67677,18.3884,0.389561,1.89571,0.461202,47.871,0.0353107,17.2349,3.41646,12.7444,64.7114,1.56118,49.9434,0.903358,128.298,1.34184,3.0196,1.64375,0.523446,2.46873,5.32756e-05,0.211818,0.250413,23.494,0.00181778,16.7172,3.00737,
112,46.6869,132.019,321.262,0.353638,4.31376,11.0956,0.719921,61.7995,0.471938,31.2176,1.22018,17.6647,3.51595,13.5441,36.5463,2.64196,270.848,1.05307,58.3714,5.28652,6.37535,1.74887,0.523448,2.46828,5.15185e-05,0.211818,0.250483,9.5292,0.00181778,10.1015,3.00737,
