Individual,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,2in Heave.rear.p_rod_length_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,2in Heave.rear.toe_angle_l,
121,0.0254903,1.8305,0,3.76296,662.971,46.5227,0.10923,1.46123,0.0364136,
122,0.0240887,1.83049,0,3.76298,662.972,46.5229,0.110429,1.46095,0.0365118,
123,0.0233125,1.83049,0,3.76256,662.971,46.5263,0.111145,1.45809,0.0366784,
124,0.0232559,1.83049,0,3.763,662.972,46.5249,0.111101,1.45916,0.0365728,
125,0.0232904,1.83049,0,3.76274,662.972,46.5239,0.111236,1.46002,0.0367603,
126,0.0236818,1.83048,0,3.76276,662.972,46.5373,0.110812,1.44679,0.036528,
127,0.0239983,1.83049,0,3.76236,662.972,46.5188,0.110443,1.46578,0.0365519,
128,0.0229774,1.83047,0,3.76263,662.972,46.5243,0.111416,1.46003,0.0366544,
129,0.0228312,1.83049,0,3.76222,662.972,46.5255,0.111732,1.45878,0.0369355,
130,0.0233464,1.83048,0,3.76269,662.972,46.5156,0.111115,1.46851,0.0366016,
131,0.0241938,1.83048,0,3.7626,662.972,46.5229,0.110389,1.46136,0.0365767,
132,0.0235699,1.83047,0,3.76274,662.972,46.5197,0.110877,1.46426,0.0366764,
133,0.0232338,1.83049,0,3.76272,662.972,46.5265,0.111219,1.45755,0.0367449,
134,0.0252723,1.8305,0,3.76282,662.972,46.5198,0.109407,1.46406,0.036426,
135,0.0249789,1.83051,0,3.76265,662.971,46.5254,0.109657,1.45904,0.0364425,
136,0.0234197,1.83046,0,3.76289,662.972,46.5229,0.111037,1.46114,0.0365737,
137,0.0236953,1.83049,0,3.7628,662.972,46.5189,0.110688,1.46498,0.0366789,
138,0.0231322,1.83048,0,3.76236,662.972,46.5248,0.111354,1.4595,0.0366663,
139,0.0227121,1.83045,0,3.76301,662.972,46.5283,0.11143,1.45498,0.0367707,
140,0.0228725,1.83048,0,3.76242,662.972,46.521,0.11167,1.46296,0.0369443,
141,0.0249055,1.83049,0,3.76303,662.972,46.5185,0.109638,1.46557,0.0364762,
142,0.023196,1.83053,0,3.76295,662.972,46.5284,0.111451,1.45525,0.0367702,
143,0.0246988,1.83047,0,3.76287,662.972,46.5331,0.109845,1.45102,0.0364631,
144,0.0235569,1.8305,0,3.76286,662.972,46.5212,0.11088,1.4629,0.0366611,
145,0.0223657,1.83048,0,3.76271,662.972,46.5248,0.112049,1.459,0.0367726,
146,0.0224028,1.83044,0,3.76251,662.972,46.518,0.112096,1.46609,0.0368696,
147,0.0249622,1.83047,0,3.76272,662.972,46.5222,0.109682,1.46195,0.0364743,
148,0.0241934,1.83051,0,3.76295,662.972,46.5269,0.110293,1.45715,0.036572,
149,0.0242996,1.83048,0,3.763,662.972,46.5268,0.110161,1.45709,0.0365658,
150,0.0227943,1.83048,0,3.76262,662.972,46.5227,0.111563,1.46133,0.0366716,
151,0.0237694,1.8305,0,3.76297,662.971,46.528,0.110759,1.45598,0.0366351,
152,0.0234876,1.83046,0,3.76287,662.972,46.5192,0.11093,1.46466,0.0365757,
153,0.0232474,1.83048,0,3.76285,662.972,46.5163,0.111116,1.46796,0.0366353,
154,0.0218274,1.83051,0,3.76267,662.972,46.5293,0.112617,1.4545,0.0371082,
155,0.0241049,1.83047,0,3.76249,662.972,46.5202,0.110439,1.46432,0.0365529,
156,0.0232838,1.83048,0,3.76269,662.971,46.5269,0.111214,1.45746,0.0365844,
157,0.0217201,1.83047,0,3.76261,662.971,46.5193,0.112928,1.46457,0.0371447,
158,0.0245853,1.83048,0,3.76294,662.971,46.5184,0.109904,1.46595,0.0364052,
159,0.0232295,1.83049,0,3.76285,662.972,46.5285,0.111204,1.45556,0.036753,
160,0.023623,1.83049,0,3.76313,662.972,46.5253,0.110793,1.45858,0.0365481,
161,0.0235611,1.83047,0,3.76284,662.972,46.5279,0.11104,1.45594,0.0367159,
162,0.0238576,1.83049,0,3.76269,662.972,46.5298,0.110679,1.45434,0.0366274,
163,0.0230636,1.83047,0,3.76272,662.972,46.5258,0.111422,1.45849,0.0366416,
164,0.0232467,1.83049,0,3.76272,662.972,46.5239,0.11123,1.46016,0.0367578,
165,0.0250154,1.83048,0,3.76286,662.972,46.5237,0.109474,1.46023,0.0364659,
166,0.0227519,1.8305,0,3.7628,662.972,46.527,0.111677,1.45712,0.0368312,
167,0.0234683,1.83048,0,3.76305,662.972,46.5207,0.110945,1.4631,0.036758,
168,0.0225145,1.83048,0,3.76298,662.971,46.5208,0.11194,1.46329,0.0368507,
169,0.02253,1.83046,0,3.76294,662.972,46.5235,0.11188,1.46041,0.0367675,
170,0.0215268,1.83052,0,3.76295,662.972,46.522,0.113042,1.46171,0.0369851,
171,0.0241895,1.83049,0,3.76295,662.971,46.5239,0.110277,1.46042,0.0365008,
172,0.0231103,1.83046,0,3.76292,662.972,46.5266,0.111336,1.45739,0.0367885,
173,0.0222865,1.8305,0,3.7628,662.972,46.5366,0.112078,1.44721,0.0367938,
174,0.0244267,1.83048,0,3.76298,662.972,46.5279,0.110098,1.45617,0.0365036,
175,0.0233538,1.83048,0,3.76253,662.972,46.5247,0.111034,1.45942,0.0367162,
176,0.0232581,1.83052,0,3.76297,662.971,46.5227,0.111264,1.4615,0.0366284,
177,0.0261762,1.8305,0,3.76261,662.971,46.525,0.108611,1.45947,0.0364146,
178,0.0235474,1.83047,0,3.76248,662.972,46.5223,0.110999,1.46191,0.0367361,
179,0.0232359,1.83051,0,3.76286,662.971,46.5222,0.111245,1.46227,0.036566,
180,1000.41,1.98968,0,26.2719,1183.42,1190.92,1001.73,224.635,825.032,
181,25.0496,34.4775,0,10.4741,3891.57,1596.86,25.1393,19548.9,25.4947,
182,0.0246556,1.83049,0,3.7633,662.971,46.522,0.109962,1.46186,0.0364843,
183,0.0216913,1.83052,0,3.76267,662.972,46.5246,0.112994,1.45928,0.037286,
184,1069.04,7.78514,0,4.73008,940.337,656.095,1068.04,238.276,212.548,
185,0.0225844,1.8305,0,3.76281,662.971,46.5358,0.111822,1.44715,0.0367126,
186,1244.48,7.76843,0,3.10095,992.086,1266.72,1243.47,340.433,421.242,
187,1153.83,7.98169,0,2.90103,979.583,597.596,1152.72,639.528,319.201,
188,402.191,9.79038,0,4.22036,1588.22,1262.03,404.967,19.3901,483.799,
189,189.88,8.91592,0,5.83474,1119.37,452.744,189.938,498.038,452.306,
190,0.0251903,1.83048,0,3.76293,662.972,46.5268,0.109414,1.45725,0.0364159,
191,0.0251076,1.83048,0,3.76302,662.971,46.523,0.10952,1.46063,0.0364183,
192,783.252,22.3862,0,26.9922,2445.21,1208.18,782.94,583.596,9.66446,
193,604.841,22.2309,0,30.6113,2781.13,453.752,650.742,468.688,1486.72,
194,0.0228423,1.83048,0,3.76308,662.971,46.528,0.111622,1.45649,0.0366702,
195,0.0222889,1.83051,0,3.76232,662.972,46.5348,0.11212,1.44828,0.0370041,
196,0.0218895,1.8305,0,3.76312,662.972,46.5191,0.112624,1.46454,0.0371679,
197,0.0240484,1.8305,0,3.76305,662.972,46.5307,0.110565,1.4525,0.0366703,
198,0.0252967,1.83051,0,3.76313,662.972,46.5361,0.109298,1.44775,0.0364122,
199,0.0245954,1.83051,0,3.76285,662.972,46.5312,0.109958,1.45172,0.0366793,
