Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_r.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_r.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_r.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
170,51.4179,130.352,255.851,0.394456,0.820607,42.974,0.609565,37.2741,36.5187,0.505977,9.59957,0.1981,0.55213,1.29878,1.79819,164.003,1.41295,25.0669,129.38,1.23156,30.9351,0.26485,0.776078,0.0706862,0.109695,0.0721047,0.00109213,26.0004,7.84722,0.0162036,0.073485,0.0210845,0.225118,1.07746,
171,51.4179,90.7321,124.505,0.5667,0.894171,22.2578,0.617722,35.6753,21.1461,0.393177,7.76181,0.175015,0.510792,1.3002,1.76125,103.472,1.35152,24.9554,17.206,0.955266,25.929,0.255109,0.632055,0.104221,0.109695,0.0704507,0.00109213,22.4433,11.0888,0.0148609,0.073485,0.0350647,0.224708,1.02036,
172,51.4179,71.0199,54.1879,0.723993,0.717194,3.0852,0.374771,35.4996,24.4942,0.389992,4.60654,0.174397,0.36011,1.31792,2.23437,23.7121,1.1406,20.4212,26.4378,1.09259,21.1606,0.216426,0.436412,0.0960274,0.0413758,0.0721047,0.00109417,29.0007,1.68213,0.0161717,0.073485,0.102811,0.225115,1.05447,
173,51.4179,68.9702,57.4739,0.745508,0.633242,6.42317,0.346993,30.7985,25.1974,0.347181,3.39287,0.126019,0.381695,1.32314,1.64152,26.0233,1.06066,7.64734,21.9299,1.05491,16.632,0.098897,0.558519,0.0726556,0.109695,0.0720995,0.00109417,22.1596,2.97515,0.0160941,0.0734866,0.102812,0.225118,1.18924,
174,51.4179,84.1635,99.186,0.610928,1.10817,4.59851,0.528895,35.4322,33.7438,0.560785,6.24112,0.174729,0.41896,1.35639,2.96003,24.6802,1.42913,18.739,74.8779,1.66301,23.5992,0.212115,0.638723,0.146669,0.109695,0.0564133,0.00109417,29.0008,9.78781,0.0160941,0.073494,0.102812,0.210589,1.30867,
175,51.4179,99.0544,161.457,0.519087,0.887876,6.79407,0.671967,35.1845,43.7206,0.613219,9.12396,0.181268,0.555748,1.32121,2.34709,24.8557,1.44552,21.4169,133.854,1.42951,34.5248,0.227675,0.797967,0.0909982,0.109695,0.0720707,0.00111145,22.1829,10.595,0.0160941,0.0728873,0.102811,0.225118,1.07469,
176,51.4179,84.6468,110.821,0.60744,0.60072,5.34402,0.489977,33.2716,33.7412,0.325565,8.93154,0.156015,0.472986,1.31318,1.62293,28.6361,1.42435,14.2843,87.0736,0.999474,30.3897,0.160942,0.709798,0.0813595,0.109696,0.0720707,0.00111145,29.0006,8.35015,0.0160447,0.0735184,0.102807,0.225118,1.06455,
177,51.4179,88.1025,106.436,0.583614,0.899826,13.6367,0.524427,33.0772,21.9445,0.452941,15.6386,0.162197,0.450928,1.31511,2.45266,63.5808,1.35759,15.2449,20.3586,1.30868,44.6878,0.171437,0.624917,0.114093,0.109696,0.0720707,0.00111165,19.1587,8.42865,0.0160447,0.0735184,0.102809,0.225118,1.04013,
178,51.4179,268.452,1295.99,0.191534,0.711806,6.28055,0.588941,35.8328,211.969,0.427578,10.5893,0.246032,0.497012,1.30945,1.89668,23.9355,1.31024,16.891,1264.13,1.02402,34.1746,0.52103,0.628088,0.107937,0.109698,0.0720614,0.00111199,23.0416,7.46204,0.0160447,0.0735152,0.102807,0.225118,1.07828,
179,51.4178,89.0119,92.1132,0.577651,0.60907,7.67137,0.769711,36,30.7673,0.509009,10.6625,0.186464,0.521664,1.31482,1.63954,35.2332,1.67674,22.8026,186.336,1.28324,36.9547,0.237955,0.652611,0.0825261,0.109699,0.0720614,0.00111199,23.4204,8.25638,0.0160447,0.011323,0.10281,0.225118,1.04907,
180,51.4178,107.291,233.962,0.479238,0.783423,34.652,0.557249,35.045,26.8755,0.38959,7.07935,0.172061,0.428157,1.30839,2.08941,206.288,1.45357,20.9543,45.2995,1.19229,28.1414,0.218566,0.545815,0.0765893,0.109699,0.0720614,0.00111199,26.9248,8.69338,0.0159724,0.0735328,0.10281,0.22512,1.11065,
181,51.4178,75.1884,71.2632,0.683853,0.518178,6.62399,0.355646,35.0869,19.7691,0.380521,10.559,0.173581,0.411201,1.31042,1.77953,43.4457,1.0842,21.1512,7.77267,1.11268,32.9427,0.224224,0.57422,0.0755636,0.109705,0.0720614,0.00112764,21.5715,8.18324,0.0159724,0.0735328,0.102815,0.225112,1.12265,
182,51.4178,128.054,250.997,0.401533,0.479599,54.6064,0.556171,34.6999,19.0084,0.314075,16.549,0.175599,0.362512,1.30233,1.67864,219.519,1.48011,18.2227,3.88136,0.949732,40.9615,0.203261,0.363974,0.0940718,0.109704,0.0720665,0.00112764,17.2675,7.04457,0.0159379,0.0735403,0.102815,0.225112,1.02746,
183,51.4178,77.3123,72.2741,0.665066,0.908031,6.93704,0.571953,32.822,21.7616,0.365372,12.0171,0.156728,0.473063,1.29944,2.37402,58.8304,1.50832,14.8346,11.6904,1.09611,39.8547,0.163278,0.6757,0.105192,0.109707,0.0720656,0.00112738,15.4555,1.96985,0.0159379,0.0735403,0.102815,0.225112,1.01834,
184,51.4178,106.736,157.954,0.481729,1.38456,14.0852,0.794298,36.1286,34.7285,0.545155,16.9257,0.192721,0.623858,1.32732,3.22913,69.6828,1.69422,18.4356,111.831,1.36397,40.2591,0.220538,0.90227,0.128372,0.109707,0.0720656,0.00112738,21.457,6.51299,0.0158126,0.0735403,0.102816,0.225103,1.02938,
185,51.4178,74.9154,56.8064,0.686345,1.21677,7.77491,0.574438,38.9812,19.957,0.458603,3.91786,0.209152,0.528348,1.29716,2.77779,28.3757,1.4561,28.234,15.4575,1.27013,21.0026,0.28953,0.748955,0.0968409,0.109707,0.0720649,0.00112738,29.0009,8.62553,0.0158126,0.0735403,0.102816,0.225103,1.00812,
186,51.4178,91.8567,146.705,0.559761,0.976928,1.86038,0.690567,33.805,41.2356,0.53593,10.7372,0.165443,0.504624,1.3449,2.56075,10.3298,1.61467,15.154,133.353,1.58398,33.9752,0.182131,0.705499,0.16132,0.109707,0.0720525,0.00112738,16.138,8.40365,0.0158126,0.0735373,0.0556499,0.225103,1.06365,
187,51.4178,96.6248,181.354,0.532138,0.722187,7.90835,0.538347,36.7166,40.5527,0.419492,7.82044,0.190193,0.441078,1.31541,2.022,29.1591,1.42254,22.179,149.235,1.29535,26.6022,0.241818,0.597815,0.095592,0.10971,0.0720525,0.00113018,29.001,7.21166,0.0158126,0.0735373,0.102817,0.225103,1.02869,
188,51.4178,82.4472,74.5263,0.623644,0.859915,8.47447,0.622232,31.9467,26.8125,0.453608,11.3435,0.147279,0.465462,1.32152,2.00929,29.4743,1.49141,15.0184,37.0757,1.28438,39.8709,0.161378,0.6031,0.116675,0.109716,0.0720525,0.00113018,18.7619,12.3365,0.0158126,0.0735518,0.0363914,0.225103,1.07535,
189,51.4178,77.0473,65.5702,0.667353,0.751279,2.50989,0.57593,31.5325,24.124,0.280338,15.3417,0.147468,0.467813,1.31633,2.16162,13.338,1.47867,10.4758,31.9914,0.940847,42.9168,0.125291,0.638153,0.101418,0.109726,0.0720562,0.00113044,18.3479,9.35572,0.0158126,0.0735539,0.102817,0.225103,1.10573,
190,51.4178,74.2834,56.9387,0.692184,0.586821,0.130338,0.608816,33.1541,19.2037,0.386702,18.2877,0.163605,0.439721,1.32192,1.42813,2.37483,1.54591,15.466,5.84136,1.10831,46.8122,0.17724,0.573857,0.0837755,0.109726,0.0720562,0.00112949,22.7712,6.63001,0.0158126,0.0735539,0.102817,0.225103,1.02431,
191,51.4178,66.2638,57.1279,0.775955,0.482918,0.956099,0.265801,33.3376,26.9862,0.225095,2.17594,0.149631,0.372745,1.31178,1.63386,6.06132,0.956508,17.5101,43.506,0.796026,17.5576,0.183808,0.509816,0.0950102,0.109726,0.0720562,0.00113019,29.001,9.61233,0.0159282,0.0735539,0.102817,0.225107,1.00359,
192,51.4178,75.8017,155.406,0.678319,0.235729,0.0983207,0.136675,30.2565,43.0765,0.16214,0.124304,0.11852,0.273996,1.31896,0.6798,0.866319,0.716874,6.79216,148.387,0.824467,1.76717,0.0848115,0.280937,0.0951422,0.109726,0.0720456,0.00112968,29.0009,20.5074,0.0159334,0.0735539,0.102816,0.225093,1.16314,
193,51.4178,79.7102,87.8017,0.645059,0.527998,4.39103,0.372057,33.5981,25.0087,0.366616,13.5011,0.167125,0.473231,1.30422,1.32058,30.3183,0.98347,19.3903,42.1824,0.955113,40.9676,0.210607,0.715862,0.0645292,0.109726,0.0720456,0.00112907,15.4007,9.37127,0.0159313,0.0735545,0.102816,0.225093,1.07428,
194,51.4177,74.6715,60.9567,0.688586,1.26058,7.41413,0.639402,36.9144,23.936,0.623113,1.90693,0.187861,0.467135,1.32202,3.05277,34.0118,1.48254,23.8611,15.092,1.5831,12.9459,0.245974,0.618246,0.0939046,0.109726,0.0720456,0.00112907,29.0009,11.0825,0.0159198,0.0735545,0.102815,0.225093,1.11694,
195,51.4177,77.6648,68.4968,0.662047,0.810048,7.8425,0.421711,34.6919,21.5669,0.389224,9.98762,0.17141,0.475858,1.30764,2.01991,26.6847,1.13449,17.7828,11.1862,1.1134,33.9273,0.195963,0.641095,0.0924056,0.109724,0.0720454,0.00112733,19.3537,7.98722,0.0159198,0.0735545,0.102814,0.225093,1.06601,
196,51.4177,86.6442,186.956,0.593435,0.55924,1.45946,0.266512,32.0888,46.6297,0.271475,3.54416,0.142355,0.372542,1.30995,1.73825,11.5131,0.969239,14.8342,179.906,0.952233,24.1707,0.16317,0.551273,0.0526212,0.109725,0.0720454,0.00112941,29.0009,11.6357,0.0159198,0.0735712,0.102815,0.225093,1.09386,
197,51.4177,104.613,201.791,0.491506,0.892436,29.0886,0.621372,35.6344,25.2516,0.380487,10.7224,0.181884,0.548243,1.29128,2.18749,173.58,1.51795,21.616,48.1996,1.0272,33.5793,0.234023,0.767159,0.0801883,0.109725,0.0675483,0.00112989,20.4255,2.77534,0.0159253,0.0735721,0.0944858,0.225093,1.05691,
198,51.4177,87.2925,163.025,0.589028,0.537591,23.0736,0.487286,37.3848,20.7211,0.370037,2.87338,0.190623,0.348745,1.30528,1.58982,151.581,1.39153,26.8841,9.2453,1.10191,15.2675,0.274921,0.404196,0.0583065,0.109725,0.0720454,0.00112955,29.001,9.51634,0.0159251,0.0735693,0.102816,0.22509,1.08364,
199,51.4177,110.088,192.655,0.467058,1.10976,6.34847,0.826816,39.9193,55.9629,0.345488,3.44136,0.225022,0.619701,1.28972,2.37212,29.0852,1.79294,25.6374,172.242,0.924385,15.6445,0.280747,0.919572,0.101658,0.109725,0.072044,0.00112989,29.001,8.12029,0.0159251,0.0735693,0.102817,0.22509,0.980296,
200,51.4177,82.3852,122.818,0.624114,0.716797,15.0889,0.557505,33.3925,22.1835,0.33331,8.24948,0.157167,0.390055,1.31594,2.21651,100.965,1.59038,17.2477,36.152,1.1129,32.496,0.188963,0.578558,0.117574,0.109725,0.072044,0.00113007,25.0372,0.425279,0.0159251,0.0735693,0.102817,0.22509,1.04332,
