Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_r.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_r.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_r.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
94,51.4312,90.5519,81.3031,0.567975,0.928254,5.60186,0.747832,37.5208,23.4648,0.654341,19.51,0.211511,0.606937,1.30559,2.1592,21.9681,1.53866,24.1273,29.7823,1.53693,45.932,0.256289,0.796053,0.101206,0.109648,0.0784933,0.00100212,17.0875,8.17681,0.0116941,0.0596555,0.102448,0.221646,1.05659,
95,51.4312,85.889,77.3882,0.598811,0.93931,7.32314,0.618536,35.4665,25.6332,0.563948,13.3446,0.184196,0.512353,1.3032,2.47389,30.1266,1.42227,20.0178,30.1359,1.41503,41.6183,0.215326,0.696394,0.0855419,0.109629,0.0784933,0.00100212,17.7688,6.96334,0.0145525,0.0596555,0.102448,0.221646,1.05429,
96,51.4312,82.4911,149.699,0.623476,0.504369,20.1595,0.263822,34.3567,21.2714,0.273774,3.85183,0.15981,0.330841,1.319,1.86087,129.375,0.975082,19.6373,10.6627,1.03884,21.0635,0.207776,0.432427,0.0918127,0.10961,0.0784933,0.00106475,28.9882,8.66006,0.0151413,0.0615089,0.102448,0.22312,1.10756,
97,51.4289,70.7892,53.5383,0.726508,0.906914,2.77894,0.520489,35.6445,19.6571,0.453665,8.89546,0.180734,0.422573,1.32887,2.77209,20.9354,1.46683,24.2357,3.04892,1.40648,34.5597,0.249952,0.611055,0.1332,0.109555,0.0736425,0.00106475,20.4497,10.1632,0.0151413,0.0634979,0.102448,0.22312,1.02928,
98,51.4289,74.5906,54.783,0.689482,0.768138,1.93919,0.584599,34.5872,20.5272,0.579344,13.6028,0.173806,0.507388,1.32104,1.83392,9.87159,1.46666,18.0869,8.68077,1.53658,38.6478,0.198242,0.682022,0.125271,0.109555,0.0736425,0.00106475,28.9882,3.5829,0.0159933,0.0634979,0.102448,0.224919,1.05329,
99,51.4287,123.892,317.851,0.415111,0.736362,45.7111,0.701879,37.5084,23.4253,0.315048,13.5304,0.204025,0.486208,1.27282,1.6968,291.317,1.55988,25.5319,21.6215,0.780918,41.3559,0.270225,0.683332,0.0929413,0.109555,0.0736425,0.00106475,24.3998,7.94943,0.0158372,0.0672338,0.0342179,0.12214,1.00008,
100,51.4287,98.4815,111.318,0.522217,0.936597,19.4429,0.498897,36.1809,26.6511,0.532986,12.223,0.190455,0.514557,1.31,2.16926,60.8538,1.20532,22.5066,43.0437,1.16198,37.0911,0.235897,0.703914,0.0786309,0.109583,0.0736425,0.00106475,14.8711,8.17399,0.0158372,0.0672338,0.102436,0.225024,1.09085,
101,51.4268,91.6795,145.647,0.560941,0.793643,20.4899,0.513382,34.1304,19.9694,0.407381,13.3772,0.170249,0.511864,1.3161,2.24222,114.564,1.39038,20.9445,7.84698,1.30462,41.8818,0.217357,0.739469,0.0994757,0.10961,0.0736425,0.00106475,19.5255,8.42686,0.0158372,0.0672338,0.102436,0.225024,1.01836,
102,51.4256,75.0323,70.6764,0.68538,0.595569,4.58026,0.610105,32.396,26.8153,0.285993,7.83248,0.142581,0.459494,1.31453,1.78364,25.0819,1.66361,12.9039,43.8227,1.11561,26.0571,0.150036,0.655259,0.123161,0.10961,0.0748707,0.00106475,21.0838,6.00133,0.0159933,0.0674619,0.0487734,0.225065,0.982652,
103,51.4256,89.9158,111.079,0.571931,1.26747,18.8536,0.620065,38.171,20.87,0.382299,7.66715,0.20404,0.572758,1.30751,2.99468,83.6242,1.57538,26.0829,12.6127,1.09637,28.3796,0.275356,0.899445,0.0728204,0.10961,0.0748707,0.00106475,28.9943,8.16392,0.0159933,0.0679711,0.102576,0.225182,1.10546,
104,51.4256,97.84,153.712,0.525609,0.577345,23.7306,0.529346,33.1469,27.1962,0.631444,10.1373,0.158345,0.39148,1.34103,1.6343,116.009,1.36419,17.3087,35.3891,1.71808,35.9658,0.179912,0.501646,0.125307,0.10961,0.0748707,0.00110383,12.8642,8.26656,0.0159933,0.0669241,0.102576,0.224974,1.16313,
105,51.4254,75.2077,71.4641,0.683779,0.637087,5.72803,0.418405,32.7182,28.3741,0.499661,4.96047,0.147809,0.386985,1.33697,1.82287,30.4682,1.1702,12.0766,35.3637,1.51971,24.3488,0.137703,0.546512,0.117124,0.109602,0.0747488,0.0010692,28.9943,1.99316,0.0159933,0.0684344,0.102576,0.225074,1.21391,
106,51.425,78.2612,70.0854,0.657095,0.598381,2.93581,0.46737,32.0494,31.0389,0.457718,8.85357,0.14656,0.401923,1.31157,1.68294,12.6621,1.17635,10.7849,44.3696,1.18223,34.7056,0.121805,0.493992,0.0818808,0.109531,0.0739309,0.0010692,21.4398,8.04824,0.0159933,0.0678564,0.102613,0.225074,1.09481,
107,51.4241,100.962,329.842,0.50934,0.250188,0.12506,0.150028,30.3019,68.1364,0.162686,0.11027,0.129031,0.275091,1.32155,0.76968,2.37901,0.800769,6.76653,323.856,0.808499,7.91183,0.147102,0.32125,0.0792257,0.109531,0.0739309,0.0010881,28.9954,20.5088,0.016077,0.0678564,0.102613,0.225089,1.30832,
108,51.424,121.477,370.848,0.423325,0.589216,4.83751,0.421636,33.5101,68.2404,0.421413,11.5476,0.172259,0.408425,1.32798,1.91798,24.1501,1.12936,16.79,341.857,1.2255,37.4492,0.229999,0.568078,0.101496,0.109531,0.0735918,0.00100751,13.8962,7.84068,0.016077,0.0678115,0.091031,0.225089,1.09806,
109,51.424,76.6475,75.4064,0.670916,0.879912,8.43151,0.547018,33.9063,20.446,0.337777,10.209,0.162047,0.420452,1.30746,2.4206,37.3529,1.54011,16.713,47.9285,1.10903,31.2107,0.184331,0.565505,0.0937907,0.109531,0.0739309,0.00109627,15.7061,8.55943,0.0159261,0.0678115,0.102613,0.224984,1.01401,
110,51.4237,68.7226,48.984,0.74828,0.997665,3.61337,0.516385,35.6644,20.7809,0.465654,4.74073,0.17694,0.442851,1.32374,2.72897,19.6537,1.43987,22.874,8.81123,1.39567,22.9242,0.235478,0.63629,0.101639,0.109531,0.0728961,0.00110461,22.1506,8.89994,0.016077,0.0678115,0.102723,0.225106,0.978922,
111,51.4227,81.2869,69.0134,0.632607,0.639907,6.17696,0.635272,38.5372,20.1517,0.39291,12.7521,0.209225,0.498267,1.29332,1.59695,35.7565,1.39819,22.7522,8.12995,0.914633,29.9021,0.24952,0.68152,0.0810302,0.109538,0.0728961,0.00110264,28.9989,8.26875,0.0161863,0.0678115,0.102723,0.138443,1.04521,
112,51.4227,93.1673,96.7579,0.551939,0.936329,10.6223,0.731122,36.5379,24.9726,0.624607,16.6764,0.199204,0.562358,1.30444,2.25578,46.461,1.51113,24.0398,37.6244,1.40386,46.3226,0.248741,0.747723,0.0904104,0.109538,0.0728961,0.00107914,17.3657,5.78991,0.0161863,0.0685748,0.102681,0.225073,1.02546,
113,51.4212,90.1824,99.0666,0.570191,0.940839,14.1897,0.623332,36.9259,27.1557,0.605758,7.7145,0.19235,0.513345,1.32099,2.36988,52.3475,1.49156,21.9141,33.3191,1.64057,27.6874,0.231459,0.714394,0.125488,0.109538,0.0733066,0.00107914,17.0285,5.6754,0.0161685,0.067906,0.102681,0.225073,1.07725,
114,51.4212,76.9412,50.8192,0.668318,0.959001,3.67334,0.670222,37.4913,20.6727,0.395171,11.1292,0.200106,0.457427,1.29272,1.85106,17.0138,1.54354,23.1597,10.8578,1.07527,31.3698,0.246657,0.566516,0.111913,0.109592,0.0680879,0.00107914,22.6686,5.55415,0.0151596,0.0685748,0.0300493,0.220257,0.975749,
115,51.4212,74.6528,57.6297,0.688805,0.838146,2.68775,0.428202,36.2364,20.6757,0.386519,11.41,0.186532,0.477296,1.32626,2.69349,12.8151,1.13815,21.3397,10.2075,1.12571,34.9206,0.23005,0.706731,0.150538,0.109568,0.0733066,0.00107914,19.7278,8.11611,0.0161685,0.0685748,0.102723,0.225061,1.08464,
116,51.4212,122.818,331.386,0.418678,1.21639,52.86,0.525836,38.6903,20.4771,0.559481,6.50685,0.206276,0.442931,1.333,3.04856,316.137,1.33634,25.9422,8.8444,1.50205,24.8069,0.272796,0.582261,0.133707,0.109533,0.0733066,0.001081,28.9981,8.00142,0.0161685,0.06867,0.102728,0.225061,1.06358,
117,51.4212,66.8959,69.4825,0.768675,0.615599,7.56381,0.28432,32.7494,20.5019,0.165957,3.20786,0.14396,0.364156,1.29893,2.08695,61.6547,1.10801,17.7235,4.28433,0.705923,16.1364,0.186155,0.493623,0.0772694,0.109599,0.0733066,0.001081,28.9986,8.23955,0.0161685,0.06867,0.102731,0.225061,1.02647,
118,51.4212,87.9123,88.5864,0.584915,0.622323,12.1013,0.496183,33.3963,22.9213,0.588442,15.855,0.165574,0.444933,1.32102,1.38024,45.1308,1.18336,15.6892,17.8139,1.41059,43.3458,0.175882,0.608874,0.0935394,0.109545,0.0733066,0.001081,21.0532,8.09379,0.0161685,0.06867,0.102731,0.225081,1.10623,
119,51.4205,155.192,552.944,0.331334,0.476144,3.57726,0.653632,35.6669,94.0777,0.551932,18.1258,0.208733,0.537598,1.31651,0.935121,21.1978,1.45263,21.7064,532.766,1.41909,45.8215,0.29352,0.743633,0.0975797,0.109608,0.0730592,0.001081,15.0962,2.77664,0.0161685,0.06867,0.102731,0.225081,1.0432,
120,51.4205,90.7217,99.7734,0.566794,1.3131,14.1059,0.720977,36.27,21.8908,0.702277,13.7284,0.189123,0.473319,1.3279,3.05164,59.0706,1.49503,19.9999,72.7223,1.67607,37.3123,0.220193,0.60881,0.122298,0.109585,0.0726215,0.001081,22.3502,7.77105,0.0162441,0.06867,0.0405041,0.225164,1.09892,
121,51.4205,203.454,844.402,0.252738,1.1999,134.014,0.573895,37.1431,20.3111,0.512828,7.70184,0.194096,0.479498,1.32374,3.1076,837.01,1.44646,25.0993,6.33549,1.39799,30.5133,0.260438,0.709427,0.0745511,0.109623,0.0726215,0.00109327,20.0469,10.2185,0.0162441,0.070122,0.102733,0.225164,1.16196,
122,51.4205,81.8056,94.3142,0.628569,0.754598,11.6904,0.522642,35.7831,19.2394,0.257542,11.6278,0.181185,0.445359,1.30357,2.29896,132.077,1.48944,20.9307,3.65752,0.914651,35.1831,0.227121,0.6396,0.0834918,0.109623,0.0726215,0.00109327,28.9997,8.0594,0.0163351,0.0701812,0.102769,0.225164,0.988068,
123,51.4198,96.2904,211.832,0.534007,1.06255,7.7905,0.451657,35.9068,45.3854,0.306361,3.45951,0.181558,0.409481,1.3366,3.05559,27.7345,1.3656,21.8598,181.328,1.07573,16.803,0.240735,0.569153,0.12661,0.109662,0.0724762,0.00109187,28.9999,9.47193,0.0162288,0.0718998,0.102769,0.225247,1.0875,
124,51.4198,105.7,224.167,0.486469,0.75344,43.6378,0.33869,36.129,19.9451,0.284782,2.76656,0.176907,0.365925,1.30194,2.21807,200.526,1.03602,24.6383,3.18632,0.817679,14.5421,0.254074,0.505662,0.049056,0.109662,0.0724762,0.00109048,28.9997,8.08369,0.016137,0.0718998,0.102764,0.225247,1.10124,
125,51.4198,75.5086,60.5501,0.680979,0.778532,4.06156,0.550067,31.8284,19.4462,0.561896,16.2897,0.15246,0.50204,1.33773,2.03604,41.712,1.37823,15.9138,2.93824,1.52556,45.114,0.169955,0.778862,0.111214,0.109647,0.0724762,0.00109048,19.2522,10.7042,0.016137,0.0718998,0.102771,0.225206,1.18232,
126,51.4197,84.8391,156.128,0.606084,0.896654,22.117,0.432503,35.011,20.5688,0.301227,3.60867,0.169415,0.42284,1.31107,2.58886,136.35,1.33125,22.5956,5.593,1.10142,26.7606,0.233603,0.62835,0.0863736,0.109647,0.0724762,0.00108821,23.5114,11.6385,0.0162981,0.0719435,0.102778,0.225177,1.08209,
127,51.4197,79.9513,84.6622,0.643137,0.647698,5.43436,0.576594,35.8618,30.0793,0.479751,4.92671,0.178108,0.445901,1.32105,1.85978,30.6587,1.49116,20.7617,50.1414,1.36721,19.1491,0.220798,0.645555,0.1103,0.10966,0.0724762,0.00108821,28.9999,9.22571,0.0162981,0.0720391,0.10278,0.225149,1.07929,
128,51.4197,77.6008,89.2761,0.662618,0.779932,8.7742,0.383992,34.4563,24.5829,0.35016,6.4021,0.163592,0.387209,1.32043,2.28841,60.8045,1.1082,20.4843,32.4109,1.06068,27.4104,0.21411,0.483467,0.114954,0.109682,0.0724762,0.00108821,24.3399,9.02978,0.0163093,0.0718901,0.0333446,0.2252,1.0947,
129,51.4193,90.6221,161.563,0.567404,0.474684,7.87736,0.359795,31.557,39.7146,0.289898,8.49564,0.140493,0.410277,1.30243,1.5387,39.6949,1.22948,12.0511,141.695,1.08055,29.3038,0.148734,0.598253,0.0763054,0.10967,0.0231801,0.00108821,16.7616,6.6918,0.0163763,0.072128,0.0666794,0.225206,1.04122,
130,51.4193,77.9918,61.7794,0.659291,1.2749,6.97048,0.505735,37.4804,21.4134,0.549148,7.77063,0.198035,0.502072,1.32699,3.1126,24.2487,1.25837,24.0402,20.6812,1.27948,28.3821,0.260882,0.709997,0.0774883,0.109661,0.072374,0.00108821,22.339,9.64961,0.0163358,0.0717745,0.102787,0.225203,1.14561,
131,51.4193,75.6216,62.3131,0.679956,0.293018,4.63243,0.479813,35.0778,19.4545,0.476219,13.3328,0.179858,0.382174,1.31296,0.980908,21.7661,1.33356,23.6914,3.48125,1.377,42.309,0.24369,0.454804,0.107869,0.109661,0.072374,0.00108821,23.6371,9.13293,0.0163358,0.072088,0.102781,0.225203,1.02605,
132,51.4193,76.4772,64.0592,0.672348,0.939322,5.47942,0.526424,33.1289,19.6561,0.561039,14.1769,0.157694,0.506773,1.34467,2.71814,26.2524,1.29902,13.5116,3.91716,1.43513,36.4871,0.16015,0.696079,0.15897,0.109674,0.072374,0.00108821,25.7581,3.71174,0.0163499,0.0721825,0.0937564,0.225203,1.05426,
133,51.4193,112.455,140.945,0.457242,0.669306,19.9226,0.790604,35.499,40.9358,0.387191,12.2241,0.186812,0.538603,1.30127,1.36129,59.8537,1.69645,19.2743,76.1299,1.15133,41.5699,0.210423,0.716504,0.113869,0.109668,0.0723198,0.00108821,18.3872,8.26825,0.0163728,0.0725405,0.102781,0.225203,1.02025,
134,51.4191,77.2375,89.2952,0.665728,0.793854,5.948,0.513361,34.1456,31.3078,0.435271,2.23846,0.159348,0.361794,1.33399,2.35997,27.9531,1.4777,17.8251,58.4717,1.31611,16.7664,0.186874,0.439579,0.129555,0.109674,0.0723154,0.00109589,28.9999,9.69768,0.0162491,0.0727092,0.102781,0.22519,1.08164,
135,51.4189,69.0412,53.9628,0.744757,0.323699,3.14289,0.399653,31.2693,21.7151,0.23169,10.137,0.139684,0.36999,1.31216,0.826683,16.3578,1.25953,16.1113,15.3767,0.769656,39.1872,0.162863,0.524637,0.0546602,0.109674,0.0723154,0.00109745,20.4701,11.0956,0.0162491,0.0727353,0.102781,0.22519,1.07179,
136,51.4189,114.801,279.882,0.447897,0.662144,42.262,0.640748,37.8661,19.569,0.332782,11.4418,0.20336,0.521206,1.30159,1.773,257.445,1.55215,26.1486,4.93674,0.957104,32.3403,0.27327,0.721958,0.0970416,0.109674,0.0723154,0.00109627,18.3991,8.15336,0.0162491,0.0726857,0.0982291,0.22519,1.05547,
137,51.4189,95.5604,208.043,0.538077,0.809268,2.47063,0.420367,35.1648,50.9376,0.415266,3.40831,0.172759,0.434352,1.32704,2.39218,41.5447,1.16735,19.7114,200.834,1.16283,14.8003,0.216248,0.605589,0.10601,0.109677,0.0723154,0.00109156,28.9998,11.0971,0.0162339,0.0726857,0.102781,0.225172,1.07411,
138,51.4189,167.692,585.811,0.306627,0.983873,13.6065,0.879653,38.681,102.767,0.62045,8.02019,0.228866,0.563672,1.34097,2.21587,60.6184,1.7189,25.2951,527.236,1.37445,28.9741,0.317322,0.711011,0.147738,0.109658,0.0723154,0.00109156,18.1499,8.38323,0.0162491,0.0723295,0.0455594,0.225172,1.11349,
139,51.4188,805.065,5072.88,0.0638691,0.788028,728.939,0.746956,36.6242,20.2728,0.552279,15.1707,0.196268,0.465424,1.30953,1.96206,5107.33,1.69623,20.4331,83.1468,1.41735,39.1718,0.226125,0.569838,0.114807,0.109664,0.0723068,0.00109053,28.9998,8.25381,0.0161668,0.0727193,0.102781,0.225125,0.986905,
140,51.4188,73.9408,69.8866,0.695404,0.442124,3.61387,0.357948,30.2917,25.4911,0.285996,11.5985,0.129902,0.423278,1.30646,1.40039,505.19,1.17283,9.03012,39.2532,0.982847,40.296,0.121848,0.664884,0.0594355,0.109672,0.0723068,0.00108508,12.9569,8.81815,0.0161668,0.0726288,0.102781,0.22514,1.06572,
141,51.4188,88.688,98.8476,0.579772,0.769517,13.9379,0.727725,38.8168,20.049,0.35127,12.0404,0.213813,0.489656,1.29196,1.79686,59.9485,1.67148,25.8651,9.47541,0.875078,35.8526,0.290886,0.644624,0.0966445,0.109671,0.0723154,0.00108508,17.1941,7.83973,0.0160922,0.0724228,0.10279,0.225121,0.990223,
142,51.4187,87.484,140.279,0.587749,0.64207,20.2227,0.450413,32.944,24.5777,0.440728,6.39918,0.150984,0.332374,1.32399,2.01966,114.182,1.33608,15.4649,19.1351,1.40927,26.7778,0.168848,0.364881,0.124858,0.109662,0.0722924,0.00108508,17.8615,9.60406,0.0160922,0.0726288,0.10279,0.225121,0.991125,
143,51.4187,102.765,167.345,0.500354,0.497315,26.3789,0.527973,33.8278,28.2976,0.314157,11.0396,0.166382,0.413244,1.30168,1.42197,128.005,1.44983,19.2631,42.7691,0.93643,40,0.201051,0.495097,0.0841893,0.109662,0.0722924,0.00109053,20.1352,10.6327,0.0160619,0.0727148,0.10279,0.225099,0.970278,
144,51.4185,78.3417,71.5734,0.656336,0.938242,0.875378,0.548911,38.8515,26.5577,0.489508,8.04811,0.210679,0.524104,1.29755,2.4947,25.7875,1.34015,26.1216,48.1889,1.28752,24.9926,0.275363,0.784755,0.0853024,0.109671,0.0722953,0.00109053,29.0002,7.95804,0.0160815,0.0724022,0.10279,0.225101,1.06088,
145,51.4185,84.5065,77.7369,0.608456,1.13945,9.17533,0.545125,33.4728,21.4354,0.434965,16.2925,0.165224,0.534598,1.31112,2.67728,33.4553,1.33656,14.6325,12.6224,1.04153,42.6143,0.172103,0.690842,0.092779,0.109671,0.0722944,0.00108878,19.9856,4.30802,0.0160815,0.0728452,0.101639,0.225116,1.02145,
146,51.4185,83.7441,188.209,0.613996,0.20681,0.0949286,0.308905,29.3663,45.848,0.128729,6.06312,0.117359,0.311519,1.29836,0.889959,8.98933,1.25716,6.86146,181.928,0.664254,31.4698,0.0915002,0.433228,0.0447313,0.109681,0.0722466,0.00108765,14.4467,9.24091,0.0160815,0.0727717,0.102788,0.225101,1.07222,
147,51.4185,86.5125,75.2985,0.594348,0.70048,6.15119,0.712149,35.1863,20.5609,0.599084,20.597,0.186724,0.497121,1.32149,1.53428,26.2233,1.49749,18.6747,26.4749,1.29116,46.4186,0.217347,0.629905,0.0988453,0.109678,0.0722466,0.00108765,21.2916,7.47276,0.0160815,0.0725442,0.102797,0.225101,1.11379,
148,51.4185,78.6711,63.5869,0.653588,0.638193,1.65742,0.680954,36.2074,19.33,0.391064,17.7414,0.194006,0.531626,1.29899,1.72214,8.54223,1.63282,24.2567,3.50308,1.1706,46.5557,0.253005,0.723034,0.0938352,0.109684,0.0722466,0.00108765,15.5639,8.00675,0.0160815,0.0726888,0.1028,0.225101,0.991697,
149,51.4184,82.4279,95.2111,0.623799,0.560199,7.51741,0.510163,34.3139,28.9966,0.359042,8.30935,0.165803,0.378836,1.31652,1.60742,35.9354,1.46603,19.29,65.4144,1.08272,31.3734,0.208445,0.510495,0.105663,0.109691,0.0722436,0.00108765,23.7915,8.97387,0.0161751,0.0727717,0.1028,0.225101,1.00153,
150,51.4184,76.0737,65.7332,0.675903,0.514123,5.37522,0.437874,34.9898,28.0942,0.333854,4.4503,0.17078,0.411285,1.29622,1.55204,19.4182,1.13273,20.9123,33.6656,0.874272,24.5402,0.215199,0.530339,0.0629552,0.109686,0.0722436,0.00108765,22.0829,10.6354,0.0161751,0.0728466,0.102804,0.225022,1.00291,
151,51.4184,133.495,224.752,0.38517,0.847645,49.0123,0.736297,38.2757,23.1118,0.667019,18.7855,0.215012,0.543985,1.30004,1.8732,190.8,1.40745,23.0127,20.662,1.36071,43.32,0.252424,0.649889,0.112717,0.109686,0.0722436,0.00109264,19.0321,4.59575,0.0162218,0.0728466,0.0332219,0.225022,1.03142,
152,51.4184,87.2532,69.0882,0.589301,1.44782,2.97912,0.649654,39.8648,23.2102,0.563195,16.3926,0.228974,0.596531,1.32027,2.88294,47.5476,1.54659,25.6449,25.5553,1.50754,37.8936,0.272766,0.872933,0.170517,0.109686,0.0613834,0.00109264,17.5676,8.15572,0.0162218,0.0566649,0.102794,0.192099,1.02107,
153,51.4184,90.5037,107.453,0.568136,0.738901,19.6838,0.562913,33.8718,20.5478,0.307811,12.8967,0.166933,0.424174,1.30278,2.13738,73.5702,1.45409,19.3927,7.70937,0.874482,39.4639,0.207473,0.591184,0.0728762,0.109686,0.0722436,0.00109264,16.6565,8.24917,0.0162218,0.0728599,0.102794,0.225022,1.0408,
154,51.4184,95.3373,129.338,0.539331,1.46603,3.50146,0.799051,38.5529,36.5138,0.753446,11.5558,0.217131,0.645993,1.33177,3.34508,20.9511,1.54655,23.6782,114.387,1.67801,34.3519,0.266554,0.912473,0.13138,0.109691,0.0722182,0.00109251,16.7534,7.9915,0.0163141,0.0727133,0.102794,0.225118,1.08764,
155,51.4183,72.5465,54.8455,0.708763,0.824155,1.88622,0.645179,37.1787,20.1327,0.402201,9.45613,0.194621,0.508644,1.31781,2.51431,8.99476,1.64464,24.0466,17.7319,1.18953,31.3941,0.254892,0.75792,0.0826484,0.109678,0.0722182,0.00108922,29.0002,8.18283,0.0163212,0.0728516,0.102794,0.225159,1.02555,
156,51.4183,68.9221,46.7829,0.746034,1.13912,0.965451,0.535659,35.7275,22.2538,0.463569,5.82992,0.176084,0.495784,1.33524,3.04534,6.15507,1.38203,20.8429,16.7666,1.2508,21.8623,0.22306,0.733264,0.147522,0.109691,0.0722121,0.00109251,24.2886,7.30995,0.0163212,0.0729199,0.0504222,0.225159,1.08572,
157,51.4182,77.7979,62.5558,0.660921,0.869232,3.50768,0.592378,37.074,20.2529,0.38884,13.1352,0.19874,0.474691,1.30426,2.21976,16.2037,1.4337,24.2352,8.59989,1.07657,39.4461,0.25764,0.647918,0.102985,0.10969,0.0722121,0.00109251,14.9518,7.74836,0.0162933,0.0698599,0.102797,0.225127,1.00248,
158,51.4182,112.7,286.953,0.456239,0.604195,38.8614,0.674249,32.6375,21.5282,0.319493,16.1457,0.156648,0.472077,1.30055,1.1072,264.755,1.53752,17.0252,11.3371,1.04012,43.1033,0.180157,0.638574,0.086269,0.10969,0.0366448,0.00109251,22.1976,4.86104,0.0150723,0.0729442,0.0414323,0.219419,1.02628,
159,51.4181,72.7004,60.4576,0.707261,0.92685,4.89491,0.402946,37.0652,20.9345,0.373202,6.17633,0.189528,0.423154,1.3138,2.64411,39.4296,1.15097,23.9903,10.9521,1.06388,26.0546,0.255482,0.616855,0.0651145,0.10969,0.0721584,0.00108281,29.0004,8.5449,0.016293,0.0728953,0.102798,0.225123,1.08551,
160,51.4181,83.8394,91.5847,0.613293,0.980779,5.67353,0.723996,36.0967,25.7579,0.373075,12.236,0.189323,0.497412,1.3107,2.38202,25.4,1.68689,23.6043,44.9141,1.13673,38.287,0.24677,0.670404,0.123589,0.10969,0.0721584,0.0010815,12.0617,8.14053,0.0162739,0.0728953,0.102799,0.225096,0.971276,
161,51.4181,84.4816,114.805,0.608631,0.810554,14.4927,0.466423,33.5491,23.8026,0.357142,9.07449,0.158169,0.46437,1.30596,2.34185,85.8167,1.24843,17.8935,29.7757,1.16612,30.9737,0.190404,0.71785,0.0929704,0.109691,0.0721584,0.00108015,22.7293,8.56104,0.0162739,0.0730671,0.0610054,0.225096,1.07824,
162,51.4181,88.0378,110.934,0.584045,0.580491,18.1075,0.356892,36.2104,24.2969,0.433181,6.15336,0.182682,0.410554,1.30586,1.49896,78.5905,1.00849,22.8686,34.4362,1.42227,21.6,0.238466,0.494013,0.117971,0.109691,0.0721584,0.00108015,29.0004,8.27717,0.0162902,0.0731056,0.102798,0.225129,1.06894,
163,51.418,107.699,170.619,0.477421,0.746996,3.17111,0.784958,35.2786,58.7405,0.564267,6.35405,0.179128,0.552746,1.32708,1.67845,22.6315,1.66361,14.7745,154.266,1.34821,24.1538,0.17662,0.754914,0.117889,0.109691,0.0721365,0.00108015,23.8721,4.19009,0.0162902,0.0731854,0.0811948,0.225139,1.04501,
164,51.418,85.7689,136.644,0.599495,0.71126,1.98972,0.491524,34.3541,36.9385,0.43069,8.9061,0.169786,0.450205,1.32696,2.0811,13.2635,1.39389,18.3512,123.482,1.36735,30.7936,0.203665,0.68109,0.115955,0.109696,0.0721365,0.00108389,20.1864,8.06209,0.0162874,0.0730862,0.102794,0.225139,1.08737,
165,51.418,89.1949,84.5751,0.576468,0.801042,6.78582,0.843036,38.89,18.72,0.646886,20.4514,0.220162,0.52012,1.31642,1.98754,36.422,1.75851,24.5805,18.6168,1.53583,44.7146,0.275516,0.631552,0.108251,0.109699,0.0721365,0.0010871,23.0221,7.81818,0.0162874,0.0732254,0.102794,0.225119,1.00192,
166,51.418,74.5675,59.8134,0.68955,0.771666,4.35313,0.53248,38.4018,19.2818,0.282219,9.0161,0.208105,0.438192,1.28205,2.01256,20.3911,1.47615,28.8731,3.16553,0.963879,36.3517,0.296436,0.580808,0.0972581,0.109697,0.0721365,0.0010871,23.6278,7.82623,0.0162542,0.0732376,0.102804,0.225119,1.01211,
167,51.418,721.784,4067.79,0.0712373,0.622451,13.2299,0.410697,33.4491,669.706,0.282255,2.08092,0.232966,0.455426,1.31383,1.75035,67.7436,1.23655,13.6282,4017.56,0.955054,14.515,0.556591,0.631983,0.0915455,0.109697,0.0721254,0.0010871,29.0005,9.61458,0.0162429,0.0734547,0.102806,0.225119,1.04072,
168,51.4179,82.5733,76.2358,0.622695,0.769073,9.26209,0.554946,36.7241,23.6089,0.379583,9.29905,0.191108,0.467517,1.31697,1.82503,33.1012,1.29416,22.1736,639.881,1.00418,30.6992,0.241666,0.611366,0.10756,0.109695,0.0721165,0.00109013,29.0001,8.06152,0.0162276,0.0734547,0.102796,0.225118,1.01294,
169,51.4179,139.235,564.228,0.369289,0.536214,0.0906293,0.355506,30.9709,99.309,0.268648,5.87458,0.148793,0.359197,1.3216,1.57514,9.07929,1.2554,10.4604,562.06,1.03353,23.5487,0.222397,0.471982,0.118522,0.109694,0.0721165,0.00109213,18.7412,3.5826,0.0162276,0.0734547,0.0934769,0.225118,1.06723,
