Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
95,1228.88,2072.95,1764.07,0.592815,4.48718,128.841,18.8192,1662.37,46.3046,107.017,105.118,2.07898,290.726,27.9521,1102.63,101.31,290.195,279.323,2.15469,9.1539,6.79274,1202.56,1.20491,0.209579,0.075093,
96,1228.88,2671.52,4213.89,0.459992,4.50051,180.037,18.669,2115.14,39.394,161.081,152.694,2.03968,389.385,26.3968,3223.57,95.484,395.031,366.811,3.25343,9.15264,6.79274,1202.56,1.20491,0.209579,0.14683,
97,1228.88,2085.9,1809.39,0.589136,4.56844,146.304,18.1224,1632.96,40.8857,122.127,120.93,2.17238,323.495,27.9412,1197.64,98.5539,300.608,293.881,3.30651,6.28661,3.46589,1202.72,1.20491,0.209579,0.14683,
98,1228.8,2909.25,2911.69,0.422375,4.582,210.88,27.6871,2060.69,67.6925,270.573,267.148,2.32432,433.526,39.4441,1674.51,123.945,469.656,504.311,2.23731,8.36875,6.79952,1202.72,1.20491,0.209579,0.14683,
99,1228.8,1927.1,1624.81,0.63764,4.04451,102.583,14.9371,1499.25,18.4217,144.696,143.171,1.62591,257.54,25.2569,910.417,75.896,393.327,397.624,1.99191,9.92526,6.79952,1202.71,1.20491,0.224573,0.0442027,
100,1228.76,2364.68,2334.8,0.519631,4.4599,175.494,21.2938,1788.51,54.0346,161.607,159.277,2.00718,376.744,33.0885,1267.09,131.194,405.747,402.245,2.86858,7.80948,6.79952,1202.71,1.20491,0.213456,0.152078,
101,1228.76,2511.57,2449.74,0.48924,4.52073,211.471,20.3209,1782.49,40.8571,228.999,222.911,1.95101,415.78,26.6783,1110.42,80.223,475.951,460.948,3.08357,7.22623,3.57591,1202.71,1.20532,0.213456,0.152078,
102,1228.74,2099.23,1907.98,0.585329,4.40049,148.325,16.1772,1553.84,45.0436,166.817,164.627,1.7906,349.95,23.0527,937.781,109.572,401.258,384.161,3.27291,6.64389,6.24667,1202.07,1.20532,0.211276,0.101117,
103,1228.74,2413.48,2499.32,0.509116,4.37704,149.838,19.222,1767.36,57.608,210.068,205.008,2.12514,336.719,27.0928,1424.16,123.085,472.215,454.631,2.64827,5.20818,6.79934,1202.69,1.20532,0.211276,0.20568,
104,1228.73,2221.75,1889.68,0.553046,3.9999,147.318,18.758,1620.18,47.1849,190.691,193.621,1.30906,304.777,22.8166,820.54,97.8857,408.108,406.032,2.19582,6.15445,6.79967,1202.69,1.20532,0.211276,0.20568,
105,1228.72,2302.02,2560.43,0.533759,4.58025,202.287,16.8314,1645.61,37.4028,200.21,195.097,2.27984,452.965,27.8398,1167.57,107.893,479.546,474.824,3.55006,13.6086,6.79916,1202.69,1.21127,0.211276,0.17273,
106,1228.72,1992.83,1612.41,0.616572,3.93547,81.2878,19.5986,1667.43,48.5809,86.1761,85.8218,1.37479,228.214,30.3249,1146.66,119.341,279.984,295.403,2.07495,6.03408,6.79965,1202.64,1.21127,0.211276,0.17273,
107,1228.72,2051.68,1586.93,0.598886,4.34935,69.1357,19.4308,1665.1,46.6216,124.355,122.684,1.82238,195.609,26.9151,994.482,109.862,286.427,291.632,2.39994,8.29033,6.79965,1202.64,1.21127,0.211276,0.141491,
108,1228.72,2213.45,2083.73,0.555117,4.35254,148.522,19.7904,1697.49,60.1675,143.236,139.892,2.09608,345.071,29.2643,1152.61,129.621,312.376,309.894,2.21457,7.02384,6.80009,1202.69,1.2091,0.211276,0.141491,
109,1228.64,2306.82,2397.26,0.532614,4.15071,116.981,21.1801,1776.85,44.1443,173.149,170.359,1.8206,310.17,31.5255,1273.47,106.54,404.437,396.045,2.40265,9.04178,6.80009,1202.65,1.2091,0.211276,0.131816,
110,1228.64,1919.65,1739.01,0.640034,4.23525,110.53,14.0533,1487.66,17.3636,144.151,141.654,1.54399,260.216,22.0668,880.944,55.5659,373.593,361.615,3.53927,13.6974,6.79952,1202.65,1.20896,0.211276,0.0912534,
111,1228.64,2396.8,2435.25,0.512617,4.32146,143.101,20.8344,1782.08,36.2185,210.137,200.111,2.05662,423.775,29.051,1368.53,89.0106,400.179,402.054,2.47627,8.8388,6.79952,1202.65,1.20896,0.211276,0.13389,
112,1228.64,2301.2,2318.6,0.533913,4.06668,197.337,19.065,1695.15,51.4887,171.433,162.664,1.66951,450.277,28.4516,1252.35,122.925,402.778,399.865,1.89062,5.12222,6.79952,1202.65,1.20559,0.211276,0.0936039,
113,1228.64,2305.14,2011.12,0.533,3.99306,96.9042,22.1851,1771.17,59.2864,176.218,175.392,1.34742,247.275,32.0986,1227.81,125.862,407.989,404.287,2.14939,4.23308,6.7988,1202.64,1.20896,0.211276,0.13389,
114,1228.64,2003.15,1655.55,0.613354,4.48137,99.3922,25.7563,1537.92,46.6843,145.606,143.307,2.20421,259.547,75.6187,776.09,118.471,306.638,298.608,2.91261,7.4134,6.79837,1202.61,1.20896,0.211276,0.13389,
115,1228.61,2276.01,2160.47,0.539808,4.16907,198.352,18.6978,1703.49,42.2535,156.191,152.862,1.7147,381.908,30.3301,1133.6,94.8741,362.601,359.309,3.11066,13.7198,6.79816,1202.61,1.21127,0.204702,0.137008,
116,1228.61,2058.45,1820.99,0.596861,4.22361,139.497,16.3807,1630.33,27.5859,122.017,118.419,1.92134,369.26,25.2806,1026.68,80.6645,352.997,349.945,2.85745,12.7982,6.79816,1202.61,1.20921,0.204702,0.126841,
117,1228.61,1976.46,1898.38,0.621621,3.9369,108.77,17.8303,1651.16,34.9486,80.9376,78.8724,1.27957,294.472,29.845,1203.93,106.39,259.566,251.19,3.0861,5.87122,6.79812,1202.61,1.20377,0.204702,0.179979,
118,1228.58,2159.56,2035.06,0.568903,4.25615,146.294,16.671,1598.49,32.623,182.636,178.595,1.93672,357.677,23.4345,915.253,84.6356,398.352,406.216,3.4436,7.61545,6.79812,1202.61,1.20377,0.204702,0.185089,
119,1228.58,1908.16,1805.28,0.643854,4.10563,96.557,15.6661,1525.65,37.5786,114.537,114.066,1.6039,265.163,24.9172,972.019,102.205,315.379,311.111,3.01124,10.0771,6.79789,1202.6,1.20527,0.204702,0.185089,
120,1228.58,2038.2,2133.37,0.602775,4.34787,120.601,16.8486,1587.1,42.5004,134.08,132.726,1.96049,335.234,26.9223,1063.51,120.305,344.897,341.68,3.50067,5.42554,6.79787,1202.6,1.20527,0.204399,0.134092,
121,1228.55,2232.26,2317.89,0.55036,4.0527,151.278,19.0041,1732.73,51.7572,139.363,134.075,1.71548,354.97,30.9366,1309.85,127.109,338.691,324.136,2.57852,5.20789,6.79724,1202.59,1.20122,0.204399,0.18842,
122,1228.55,2000.4,1734.43,0.614151,3.81164,68.004,18.2798,1629.25,58.3315,111.962,110.762,0.969485,216.796,27.0944,1039.68,140.621,310.571,299.578,2.64718,5.81912,6.79724,1202.59,1.19792,0.204399,0.18842,
123,1228.55,2081.88,2134.44,0.590113,4.2384,126.251,17.2694,1606.67,26.7005,150.91,149.844,2.11693,346.343,27.4086,1106.88,91.7562,357.876,355.99,3.12716,9.92173,6.79706,1202.58,1.19792,0.204399,0.220211,
124,1228.53,2103.22,2094.32,0.584118,3.87173,125.834,16.7549,1570.45,26.3719,180.132,179.809,1.23872,287.841,25.2531,962.384,89.0158,434.576,429.437,2.63497,11.5733,6.79706,1202.58,1.19792,0.204399,0.230412,
125,1228.53,2071.84,1986.3,0.592966,4.40015,106.007,16.2747,1603.67,36.3421,154.491,150.652,2.12854,286.698,25.7051,1051.97,97.5802,407.321,387.663,3.45813,9.84175,6.00433,1188.04,1.19792,0.206489,0.231725,
126,1228.52,2318.57,2240.08,0.529862,4.13988,179.228,19.4665,1723.73,48.8084,173.796,169.399,1.6642,369.075,29.1479,1262.39,99.2134,371.118,363.244,2.34697,2.50127,5.73663,1202.59,1.19875,0.206489,0.231725,
127,1228.52,2348.21,2295.11,0.523173,4.01412,171.89,20.0092,1710.7,69.7547,187.882,183.963,1.5863,366.387,29.6033,1212.99,185.456,383.539,379.453,3.1167,6.34962,6.79704,1202.59,1.19875,0.209834,0.231725,
128,1228.5,2346.53,2294.98,0.523541,3.96737,120.414,20.7334,1726.01,85.0519,195.596,194.759,1.41064,270.293,29.9259,1159.3,405.689,429.318,429.249,2.44971,5.95569,6.79714,1202.58,1.1956,0.20877,0.231725,
129,1228.49,2256.01,2074.32,0.544543,4.03544,177.486,18.1593,1676.62,34.3314,175.045,170.331,1.66294,357.806,27.8102,1163.98,96.2348,388.58,377.42,2.62611,4.62965,6.79696,1202.57,1.1956,0.210168,0.257799,
130,1228.48,1987.89,2132.82,0.617981,4.3703,154.417,13.1337,1592.21,24.3285,104.405,95.0246,2.19771,360.512,19.2724,1320.74,68.5644,320.417,269.62,3.42341,13.832,6.7967,1202.55,1.19551,0.210168,0.257799,
131,1228.45,2141.54,2175.38,0.573632,4.14844,146.635,17.3685,1624.48,46.0573,152.552,150.297,2.07252,368.465,27.1217,1057.91,100.959,369.786,364.872,2.88639,6.01357,4.40615,1202.51,1.19431,0.212735,0.266044,
132,1228.45,2229.06,1703.93,0.551109,4.34763,215.08,15.2961,1533.51,50.3075,207.881,202.635,2.13025,352.138,17.3372,673.719,112.86,381.199,380.866,1.9843,6.78363,6.79521,1202.49,1.19431,0.217024,0.284919,
133,1228.45,2074.2,1576.46,0.592255,3.93735,117.409,18.8714,1619.76,57.3974,128.925,127.9,1.82297,244.475,25.8856,965.346,196.161,307.078,298.308,2.47725,5.75226,6.79521,1202.49,1.19427,0.217024,0.284919,
134,1228.45,2088.64,1981.97,0.588156,4.04162,158.457,16.1814,1612.03,49.4693,126.271,122.192,1.56647,371.436,24.6608,971.459,129.439,369.91,365.27,2.89564,4.35434,6.79443,1202.46,1.19431,0.217024,0.284919,
135,1228.43,2422.06,2268.83,0.507183,4.22618,179.666,20.7546,1750.72,50.9557,209.38,206.356,1.78346,365.854,30.1755,1140.62,123.572,426.262,441.83,3.42087,5.96261,6.79443,1202.46,1.19431,0.225919,0.294465,
136,1228.41,1960.32,1923.97,0.626638,3.67395,122.863,14.2446,1463.77,33.9729,161.369,160.431,1.05654,290.572,20.7679,771.749,104.028,431.237,431.931,2.60713,13.8165,6.79443,1202.46,1.19038,0.231265,0.316347,
137,1228.41,2217,1947.67,0.554087,4.43733,163.338,17.9861,1683.91,39.3192,154.595,153.419,2.25604,367.279,26.0423,972.22,93.9178,335.488,334.826,2.81908,7.4755,6.79443,1202.46,1.19038,0.226413,0.305426,
138,1228.41,2515.86,2431.84,0.488266,4.1159,167.701,24.5513,1899.03,51.1942,186.806,182.467,2.15499,418.302,36.4481,1505.81,102.062,404.131,399.33,2.14601,5.60214,6.79414,1202.46,1.19038,0.234156,0.320473,
139,1228.4,2401.72,2134.97,0.511469,4.04454,193.861,19.8538,1776.41,50.6019,182.115,174.828,1.61828,389.732,28.7058,1201.15,110.503,379.579,372.522,2.35863,9.26779,6.79414,1202.46,1.19038,0.234156,0.325998,
140,1228.39,2032.77,1884.63,0.604291,4.16787,75.2869,18.9143,1668.47,36.0529,115.373,114.513,2.09701,248.382,29.618,1143.95,113.918,328.131,324.556,3.19525,6.53161,6.79414,1202.46,1.19038,0.234156,0.325998,
141,1228.39,2592.24,2362.09,0.473871,4.85982,253.606,17.4989,1692.4,65.0993,282.373,276.399,2.49636,428.434,21.9505,913.192,128.554,480.798,497.242,2.94702,13.8178,4.04503,1202.46,1.18933,0.23196,0.323024,
142,1228.39,2174.24,1844.86,0.564974,4.07096,172.499,15.9019,1578.22,79.1253,163.659,160.757,1.90104,344.623,22.0857,871.403,167.091,390.682,385.131,3.23312,12.6024,6.79453,1202.46,1.19038,0.23196,0.323024,
143,1228.35,2448.94,2216.54,0.501585,4.30738,143.1,21.5905,1783.7,63.7984,217.918,214.526,2.11785,326.666,29.5475,1125.9,138.522,469.348,452.414,2.20781,6.66269,6.79453,1202.46,1.18884,0.23196,0.323024,
144,1228.35,2350.23,2334.65,0.522652,4.30616,171.435,19.8326,1712.74,29.0211,207.625,205.27,2.10301,358.145,28.6944,1154.88,73.7729,469.58,464.988,3.41518,12.1486,6.79444,1202.46,1.18884,0.23196,0.323024,
145,1228.35,2184.2,1901.32,0.562381,3.87249,100.553,23.7817,1848.71,32.1331,88.15,87.0025,1.48848,263.169,35.8141,1365.73,80.7294,276.396,257.952,2.60995,7.43869,6.79453,1202.46,1.18884,0.23196,0.323024,
146,1228.35,2018.12,1963.12,0.608658,3.93776,116.454,16.4687,1552.26,42.5362,143.603,142.867,1.76027,310.426,26.3918,1037.9,110.872,371.835,377.858,2.02018,7.09067,6.79453,1202.46,1.18884,0.23196,0.323024,
147,1228.35,1993.3,1659.41,0.616236,4.01668,106.717,17.5136,1631.15,42.0875,96.5524,95.2683,1.60173,252.301,28.3412,1108.01,100.451,289.771,281.702,3.14122,13.4627,6.795,1202.46,1.18734,0.23196,0.323024,
148,1228.35,1940.84,1752.33,0.632894,4.16716,97.3195,16.1662,1559.5,31.3707,118.181,114.142,2.05709,266.092,23.4557,910.972,88.359,294.096,279.762,2.80796,6.40854,6.79506,1202.46,1.18734,0.23196,0.323024,
149,1228.34,1892.02,1546.6,0.649225,3.94898,113.722,14.818,1508.99,29.7171,110.689,110.126,1.66611,260.455,21.3099,832.667,90.1703,275.959,274.264,2.64903,8.59442,6.795,1202.46,1.18734,0.23196,0.323024,
150,1228.34,2332.94,2239.45,0.526521,4.13704,140.391,20.8491,1750.32,59.4367,180.437,177.369,1.87259,329.574,29.6976,1208.78,119.971,389.627,399.48,2.18647,4.31429,6.79527,1202.46,1.18734,0.234196,0.327861,
151,1228.33,2063.8,1747.75,0.595182,3.99856,108.012,19.0869,1668.65,44.9117,109.775,109.364,1.79842,247.473,28.5165,1113.02,113.598,327.459,313.73,2.90332,5.0998,6.79588,1202.46,1.18734,0.233672,0.32699,
152,1228.33,1780.38,1655.65,0.689925,3.92995,81.3915,13.7724,1505.79,32.5547,71.7978,71.1453,1.74448,295.922,23.7791,963.431,107.223,239.438,232.602,3.34613,6.29585,6.796,1202.46,1.18734,0.232924,0.325532,
153,1228.33,2195.6,1921.19,0.55945,4.13927,179.477,16.5493,1570.47,49.8652,188.258,186.84,1.64969,348.254,22.987,866.742,113.193,370.819,368.755,3.4122,13.8451,6.79636,1202.46,1.18734,0.233672,0.32699,
154,1228.32,2387.99,2042.32,0.514375,4.27605,138.766,26.3665,1890.68,52.3559,137.961,137.589,2.06006,310.153,39.4642,1388.72,115.824,318.663,314.08,2.40134,6.66762,6.79649,1202.46,1.18734,0.234196,0.327861,
155,1228.32,2226.97,1902.05,0.551566,3.90817,117.172,20.2686,1701.87,60.905,162.408,160.436,1.58189,259.716,28.0936,1081.16,142.426,365.361,366.339,2.37848,5.52096,6.79649,1202.46,1.18875,0.224305,0.308686,
156,1228.32,1887.42,1476.94,0.650793,3.84893,92.7299,16.6121,1566.62,31.1373,88.9311,87.5376,1.4075,223.912,25.0142,956.648,80.5937,293.717,290.139,2.27577,10.5211,6.79649,1202.46,1.18875,0.224305,0.308686,
157,1228.32,2217.61,2216.82,0.553893,4.08584,144.622,18.3868,1708.79,43.5723,151.364,146.788,2.19914,374.518,27.4741,1164.88,113.994,364.621,350.461,2.66295,9.47949,6.7968,1202.46,1.18901,0.224305,0.308686,
158,1228.32,2280.85,2178.53,0.538536,4.03953,170.234,20.0082,1717.33,60.9871,154.576,153.668,1.93624,365.288,29.8808,1177.88,124.163,371.176,369.08,2.18605,10.8802,6.79702,1202.46,1.18874,0.224305,0.308686,
159,1228.32,2468.32,2080.18,0.497633,3.89862,216.44,19.4146,1705.56,112.248,207.46,203.3,1.73479,367.051,26.3432,1059.21,360.313,370.331,376.083,1.96834,7.92874,6.79702,1202.46,1.18874,0.224305,0.308686,
160,1228.32,2183.29,1763.01,0.562601,3.87388,123.632,19.1127,1678.29,33.6902,163.183,161.506,1.64414,284.496,27.8153,1082.2,99.6872,358.034,345.51,2.3391,5.39265,4.48107,1202.46,1.18866,0.224305,0.308686,
161,1228.32,2031.62,1800.1,0.6046,3.82856,102.491,18.5637,1665.06,35.4349,104.115,102.128,1.40831,294.495,29.1762,1139.69,85.8491,281.962,275.615,3.10605,7.00247,6.7969,1202.46,1.18861,0.224305,0.308686,
162,1228.32,2121.85,1570.03,0.578889,3.81289,123.367,19.1038,1638.82,52.3879,142.467,141.894,1.36849,238.701,27.5998,1045.12,121.904,306.999,314.656,2.49289,11.3221,3.62515,1202.46,1.18861,0.224305,0.308686,
163,1228.32,2369.51,2050.09,0.518384,4.07521,156.534,22.4346,1821.89,54.0828,156.067,154.425,1.6728,335.887,32.0379,1210.08,121.188,354.722,356.364,2.23313,2.16909,6.79719,1202.3,1.18861,0.224305,0.308686,
164,1228.32,1838.38,1372.69,0.66815,3.88807,118.064,13.7459,1437.67,25.0387,121.568,118.411,1.68433,250.998,18.4702,670.959,67.978,290.452,284.862,2.07867,11.1357,3.82357,1202.46,1.18755,0.219464,0.29869,
165,1228.31,1952.24,1618.35,0.62918,3.92087,64.4031,17.2229,1576.32,48.9712,121.03,120.371,1.50351,175.365,26.4039,984.425,122.821,319.063,317.39,2.808,7.72935,6.79717,1202.46,1.18838,0.224305,0.308686,
166,1228.31,2362.07,2078.45,0.520014,4.07176,172.333,19.9731,1740.91,52.917,189.107,182.763,1.52488,335.934,25.2835,1049.23,106.422,381.547,387.909,2.74968,6.51534,6.79731,1202.46,1.18843,0.224305,0.308686,
167,1228.31,2138.25,1656.89,0.574446,4.11961,88.0632,19.1568,1627.43,58.5752,170.549,170.362,1.82423,208.762,24.3067,882.376,135.915,327.185,325.882,2.83608,3.67788,6.79731,1202.46,1.18843,0.224305,0.308686,
168,1228.31,2736.1,2462.95,0.448927,4.31094,266.952,21.4874,1887.79,68.1761,248.794,238.59,2.3114,495.097,29.7366,1226.27,126.184,467.263,459.523,2.17742,12.931,6.79731,1202.46,1.18843,0.224305,0.308686,
169,1228.31,1964.26,1497.51,0.62533,3.88733,84.6341,16.7459,1560.91,33.6659,132.644,131.768,1.35274,258.625,25.461,1027.71,93.2088,324.419,347.687,2.87978,6.78563,5.41398,1202.34,1.1876,0.224305,0.308686,
170,1228.31,2018.68,1782.13,0.60847,3.97401,117.502,18.0953,1678.26,26.7984,88.6204,85.4354,1.53963,338.454,28.3016,1118.53,88.6834,254.477,252.244,3.34049,7.78989,6.79731,1202.46,1.18746,0.224305,0.308686,
171,1228.31,2117.39,2070.15,0.580104,3.76339,138.057,17.3664,1591.6,39.3549,163.949,163.301,1.45557,300.957,25.6718,985.81,99.1148,381.291,364.703,2.38005,7.89169,6.7974,1202.46,1.18746,0.230877,0.322017,
172,1228.31,2087.21,1876.42,0.588494,4.05075,124.828,16.8433,1580.24,45.7027,158.801,156.738,1.98265,322.392,23.4228,931.638,107.406,322.838,318.158,2.25052,0.981346,3.66363,1202.46,1.18542,0.230877,0.322017,
173,1228.31,1982.37,1701.72,0.619617,4.06236,112.599,15.796,1531.69,43.4501,138.371,136.396,1.84434,252.041,23.1082,883.673,118.195,345.493,342.879,3.26803,5.34651,6.16644,1202.46,1.18494,0.230877,0.322017,
174,1228.31,2544.62,2294.05,0.482707,4.18907,173.706,25.208,1910.75,61.1446,186.847,182.782,1.88567,330.273,36.3183,1358.54,122.632,364.31,366.053,2.86596,7.36238,6.79736,1202.46,1.18746,0.231101,0.322507,
175,1228.31,1749.65,1358.48,0.702029,3.52499,86.3828,12.2282,1413.11,36.4641,99.8611,98.0787,1.05454,229.675,22.0483,871.811,107.199,307.864,298.851,2.21102,7.16989,6.7975,1202.46,1.18746,0.230327,0.321145,
176,1228.3,2252.65,1970.62,0.54527,4.19912,157.04,18.7057,1642.81,44.0879,194.016,191.789,1.7134,296.048,26.0308,975.587,101.032,384.268,399.614,3.15772,13.8681,6.79748,1202.46,1.18798,0.229538,0.319174,
177,1228.3,2504.39,2669.63,0.49046,4.34986,194.345,19.3812,1764.72,66.1571,230.676,224.76,1.91494,412.74,29.6562,1392.03,136.116,446.812,439.176,3.40432,6.99997,3.66667,1202.46,1.18695,0.228964,0.318575,
178,1228.3,2219.61,2269.12,0.553387,4.18516,137.099,18.3915,1677.45,25.702,179.566,177.217,2.09159,334.3,28.2963,1146.33,65.9082,442.679,438.358,3.40432,10.7358,6.7975,1202.46,1.18695,0.228964,0.318575,
179,1228.3,2092.51,2077.12,0.586998,4.03792,135.077,15.3682,1597.5,46.1679,149.423,144.943,1.94975,320.588,22.9503,1060.53,114.41,442.501,420.23,2.7705,11.4432,6.79755,1202.46,1.18695,0.228487,0.317451,
180,1228.3,2123.63,1978.93,0.578398,4.15299,120.882,19.1084,1653.33,44.8492,141.187,140.114,1.93823,295.594,28.8437,1108.23,97.9832,323.359,320.332,2.53173,8.25076,6.79755,1202.46,1.18695,0.228487,0.317451,
181,1228.3,2066.91,2040.7,0.594269,4.07085,122.306,17.5766,1667.83,36.3135,111.065,107.749,1.91504,337.271,28.2871,1156.76,103.686,363.658,355.039,2.55643,10.6994,6.79757,1202.46,1.18604,0.228493,0.317487,
182,1228.3,2165.15,2155.5,0.567303,4.10384,93.3001,18.9497,1692.07,41.6148,159.077,156.04,2.07873,271.651,28.0946,1166.85,117.127,378.643,372.912,1.96311,7.17384,6.79757,1202.46,1.18774,0.228493,0.317487,
183,1228.3,2150.07,1980.43,0.571282,3.81029,97.1424,20.8668,1698.3,60.9899,134.86,134.108,1.55003,265.267,29.0301,1096.2,142.527,314.67,312.621,2.14451,6.87123,6.79757,1202.46,1.18766,0.228493,0.317487,
184,1228.3,2137.36,2143.35,0.574681,3.79369,169.543,16.5581,1604.7,21.19,162.204,159.37,1.31471,360.553,25.5376,1017.73,63.6963,381.247,373.587,2.5088,13.8881,6.79757,1202.46,1.18737,0.228672,0.317945,
185,1228.3,2029.06,2120.69,0.605354,4.15168,124.63,15.7437,1565.02,37.4525,142.538,139.525,1.83647,341.303,23.6741,984.114,100.841,390.913,381.881,3.4047,6.98856,6.79758,1202.46,1.18737,0.228637,0.317752,
186,1228.3,2155.22,1825.62,0.569917,3.84365,100.821,18.6764,1638.84,37.972,178.054,177.017,1.52077,252.773,25.1242,913.538,96.9142,378.082,377.215,2.76358,2.80372,6.79758,1202.46,1.18766,0.228637,0.317752,
187,1228.3,2433.89,2199.33,0.504665,4.15252,167.951,23.075,1840.18,50.912,175.174,172.443,1.71176,363.47,30.6907,1259.9,107.289,370.924,366.172,2.93978,7.87671,6.79758,1202.46,1.18766,0.228637,0.317752,
188,1228.3,2096.39,1745.39,0.585911,4.17151,123.342,17.353,1610.6,52.0838,146.176,142.666,2.04,303.254,24.4944,923.41,123.663,370.152,366.517,2.06473,5.90012,6.79758,1202.46,1.18766,0.228637,0.317752,
189,1228.3,2353.41,2419.86,0.521923,4.42425,181.967,18.5329,1684.55,47.6814,211.026,205.229,2.3632,377.639,28.6782,1221.72,122.863,479.582,457.111,3.14252,8.71301,6.79757,1202.46,1.18766,0.228303,0.317269,
190,1228.3,2432.46,2335.69,0.50496,4.14856,155.538,23.3679,1871.06,72.8619,156.699,148.784,2.28719,378.987,32.4524,1281.63,184.584,361.449,341.945,2.18437,7.75269,6.79757,1202.46,1.18766,0.228303,0.317269,
191,1228.3,2106.21,1744.34,0.583178,3.79997,147.418,17.1154,1576.91,52.0469,155.001,153.92,1.16602,280.984,24.6348,1006.92,115.556,334.684,331.665,2.56928,10.4988,6.79757,1202.46,1.18756,0.228303,0.317269,
192,1228.3,2322.9,2297.67,0.528778,4.24766,174.815,20.5405,1748.59,55.125,160.216,159.363,1.94257,388.362,31.6284,1250.87,115.199,359.847,358.131,2.61802,6.31287,6.79757,1202.46,1.18756,0.228303,0.317269,
193,1228.3,1846.67,1479.85,0.665141,3.73128,77.8833,14.888,1522.67,33.3619,97.8649,96.2718,1.4807,235.655,26.0433,1035.16,100.257,336.957,342.988,3.19587,9.69051,6.79757,1202.46,1.18704,0.228303,0.317269,
194,1228.3,1963.88,1822.8,0.625443,4.22465,168.561,14.2485,1523.75,32.7091,111.869,108.515,2.23122,383.84,22.6807,920.613,83.1881,321.772,314.211,3.40422,13.8864,4.80555,1202.46,1.18704,0.228822,0.318128,
195,1228.3,2019.16,1709.29,0.608319,3.65347,64.184,18.6786,1654.02,37.8547,120.418,120.356,1.26853,206.411,29.6124,1111.45,99.067,330.554,329.858,2.02102,4.6524,6.7976,1202.46,1.18704,0.228822,0.318128,
196,1228.3,2091.73,1837.5,0.587215,3.9475,107.065,16.5443,1575.31,48.8159,170.871,169.174,1.60196,258.58,25.4015,977.044,126.244,404.339,403.967,2.54532,2.69221,6.79761,1202.46,1.18704,0.228822,0.318128,
197,1228.29,2275.28,1982.81,0.539843,3.79392,148.859,17.5808,1608.83,61.9541,217.714,216.552,1.24719,309.822,24.967,959.199,128.562,458.477,457.316,2.58761,7.3588,6.79761,1202.46,1.18704,0.228822,0.318128,
198,1228.29,2129.71,2172.4,0.576744,3.62767,141.139,16.6372,1585.34,30.2873,176.866,175.809,0.818481,294.963,25.6631,998.871,93.398,446.183,434.369,2.78378,13.8857,6.79761,1202.46,1.18704,0.228822,0.318128,
199,1228.29,2242.35,2078.93,0.547771,4.43095,123.538,21.9449,1771.51,48.0591,138.378,134.487,2.54563,293.652,32.8463,1299.65,119.802,313.141,306.81,2.81418,11.6129,6.79764,1202.46,1.18704,0.228822,0.318128,
200,1228.29,2582.84,2507.19,0.47556,4.28968,186.609,23.3752,1882.97,55.2451,211.707,218.644,2.21329,458.589,32.2051,1343.14,113.538,421.822,431.208,2.37765,4.51165,6.79764,1202.46,1.18703,0.228822,0.318128,
