Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center_gnd.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center_gnd.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center_gnd.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
73,90.9245,139.61,248.715,0.651273,0.908208,2.57859,28.1417,0.422912,35.0977,5.43942,61.9752,1.00513,0.680257,3.36121,1.78489,5.38342,6.07094,0.721045,230.189,15.1345,24.2263,0.0280169,4.52974,1.40312,0.0101795,1.08608,13.4364,0.0197153,0.65747,0.506609,55.6669,0.99819,0.00414871,2.33377,
74,90.9245,253.388,477.291,0.358835,1.55093,2.67739,28.0364,0.667352,149.08,6.36356,57.6925,1.00414,2.92489,3.39043,2.82081,4.54308,10.4708,1.32486,464.788,15.3028,5.40568,0.0246194,9.14191,1.69251,0.0101795,1.08608,1.3234,0.0197153,0.65747,0.484348,52.3336,0.989476,0.00414871,1.90933,
75,90.8758,119.472,158.712,0.760647,0.878887,2.58675,27.4807,0.264993,21.8462,4.23663,57.6154,1.0021,0.428811,3.13122,2.17514,5.77238,5.96049,0.565854,190.327,13.2839,4.58907,0.0186348,3.7701,1.19591,0.0101795,1.08608,9.42461,0.0193157,0.65747,0.506609,56.5288,0.99819,0.00414871,2.33377,
76,90.8758,134.713,207.056,0.67459,0.799041,2.40609,39.7635,0.279103,21.354,3.58215,61.9204,1.0008,0.417771,3.18977,2.09333,5.32583,91.5903,0.638405,140.19,12.1065,24.9146,0.0152272,2.78769,1.0773,0.0101795,1.08608,10.7516,0.0212476,0.65747,0.544376,56.6336,0.961709,0.00414871,2.33377,
77,90.8324,153.972,310.399,0.589929,0.536114,1.38663,26.8197,0.217376,58.1059,2.94035,58.7407,0.99946,1.13843,3.0871,1.41885,1.89039,13.3413,0.723186,285.422,10.2685,13.7494,0.00638088,5.62182,0.972739,0.0066445,0.828324,2.22578,0.0212476,0.65747,0.544376,56.5838,0.986335,0.00414871,2.33377,
78,90.7136,226.66,416.447,0.40022,1.00865,1.7919,26.173,0.414458,124.09,6.39396,60.0255,1.00083,2.44784,3.31322,2.44819,3.08387,4.76722,1.151,373.288,16.4601,10.7945,0.00960359,7.64962,1.34667,0.0066445,1.08608,6.68744,0.0231118,0.65756,0.544376,56.4928,0.995686,0.00414871,2.33377,
79,90.7136,202.549,388.721,0.447861,0.958965,2.16889,31.4573,0.312702,87.45,11.6905,62.7454,1.0036,1.71295,3.04836,2.26258,3.70529,26.0304,0.790722,349.056,50.1174,24.6809,0.0224403,6.86199,0.885451,0.0066445,1.08608,10.4798,0.0231118,0.585948,0.516802,53.3411,0.964159,0.00387741,1.85472,
80,90.7136,200.626,372.882,0.452152,1.41196,3.77492,26.1683,0.473193,93.079,8.89177,60.5947,1.00148,1.82834,3.40264,3.03314,8.11207,7.66331,1.35678,346.799,20.8088,18.6777,0.0104746,6.80308,1.49665,0.0066445,1.08608,9.3947,0.0231118,0.65756,0.516802,56.5838,0.992272,0.00414871,2.33377,
81,90.7136,195.063,374.685,0.465049,0.839861,2.12642,27.9014,0.27342,94.6489,6.0653,57.3231,1.00235,1.85925,3.02261,2.24849,4.29834,7.81341,0.650452,350.859,16.9754,3.74824,0.0178045,6.90152,1.13929,0.0066445,1.07288,9.26957,0.0231118,0.65756,0.516802,46.8906,0.997611,0.00414871,1.83556,
82,90.7136,245.859,675.796,0.368966,0.766497,2.31616,146.513,0.380676,22.8726,4.82781,63.412,1.004,0.447918,3.31798,2.15693,4.01636,632.896,1.20653,153.294,14.4729,24.3272,0.0216625,3.11449,1.63994,0.0066445,1.10487,9.8798,0.0238032,0.684522,0.516802,56.5838,0.983995,0.00429181,2.49653,
83,90.6876,151.158,304.361,0.599954,0.318295,1.59511,27.1269,0.179473,54.889,3.14434,58.9214,0.999841,1.07337,2.90998,1.25886,3.13431,118.223,0.506195,275.68,12.2851,13.5887,0.00733089,5.40468,0.814824,0.00431266,1.09611,9.05651,0.0238032,0.684522,0.516802,56.5838,0.998679,0.00429181,2.32624,
84,90.6876,193.329,360.793,0.469083,0.784223,3.0919,26.3139,0.41427,83.6553,7.91,65.4003,1.00068,1.63752,3.12132,1.93164,7.08976,3.66735,1.05019,330.517,20.036,32.303,0.00778558,6.53427,1.13066,0.00639536,1.11065,12.2459,0.0231934,0.684522,0.548229,53.3706,0.977654,0.00429181,1.91765,
85,90.6876,178.293,346.06,0.508644,1.00431,2.89177,28.3897,0.370673,72.6753,6.47078,60.8011,1.0022,1.42067,3.2662,2.7473,6.34462,14.3472,1.25676,318.901,17.5915,19.3667,0.016726,6.24907,1.58049,0.00346344,1.11672,12.3487,0.0219899,0.684522,0.533231,56.6508,0.990375,0.00429181,2.59182,
86,90.6725,150.95,231.604,0.60068,0.820054,2.84817,32.5977,0.180343,42.9335,5.4139,61.1259,1.00112,0.847938,3.18104,2.58193,5.96579,42.7783,0.487925,203.326,16.3403,20.9678,0.0137056,4.0439,1.32187,0.00346344,1.11672,9.17761,0.0219899,0.674558,0.533231,56.6624,0.993614,0.00408339,2.57218,
87,90.6725,103.075,69.0312,0.879677,0.471979,2.05519,28.3302,0.153094,8.25366,3.00512,56.7828,1.00185,0.156263,2.86461,1.8929,4.70588,9.56376,0.498214,62.6398,11.985,3.11245,0.0173351,1.25335,0.58661,0.00346344,1.09352,12.0251,0.0230607,0.674558,0.533231,52.6089,0.99873,0.00408339,1.99082,
88,90.622,123.798,166.939,0.732017,0.58157,2.46787,29.2399,0.132899,22.1973,3.97143,60.7951,1.00161,0.43458,2.97535,2.03574,5.45117,16.763,0.32743,144.921,13.4153,20.3689,0.0148625,2.89241,0.940592,0.00192897,1.09524,9.57878,0.0218482,0.674558,0.534798,56.6523,0.99873,0.00408339,2.44048,
89,90.6018,191.937,359.402,0.47204,0.951433,2.59555,26.7834,0.275645,90.0716,5.7463,59.4426,1.00157,1.77163,3.29686,2.74664,4.9116,6.7889,0.781251,328.791,15.6528,10.572,0.0204107,6.66799,1.59665,0.00308797,1.11672,0.128319,0.0234647,0.674558,0.529963,56.6266,0.976959,0.00408339,2.59182,
90,90.6018,167.363,309.027,0.541348,0.610505,2.3285,26.202,0.173449,67.1397,5.16065,60.3001,1.00077,1.31931,3.12819,1.92102,5.50802,4.92028,0.414651,284.091,15.6739,18.1591,0.00639756,5.61858,1.32315,0.00346344,1.11672,0.319731,0.0225681,0.673785,0.528003,56.6831,0.99872,0.00420366,2.59182,
91,90.6018,132.148,128.36,0.685609,1.06156,3.10165,46.2659,0.192525,5.12981,5.58163,66.3025,1.00925,0.0944135,3.40856,2.85699,5.74541,81.2857,0.452624,63.6811,15.0217,29.3168,0.0310753,1.27336,1.87832,0.00255143,1.1209,13.2357,0.0243148,0.673785,0.528003,56.6631,0.998757,0.00420366,2.63625,
92,90.6018,158.913,212.225,0.570134,1.01934,2.97338,39.4584,0.533823,37.5636,6.76162,65.6616,1.00478,0.741711,3.19491,2.66276,5.69102,65.1926,1.48486,159.654,16.6734,37.0905,0.0246721,3.16452,1.32596,0.00255143,1.12406,9.45861,0.0249364,0.673785,0.528003,53.8822,0.983989,0.00420366,2.31926,
93,90.5844,130.556,201.108,0.693834,0.297642,1.91297,26.9058,0.169937,32.0794,2.26824,62.3072,0.997908,0.629846,2.98743,1.37967,3.90429,12.9343,0.690022,159.732,9.83151,27.2631,0.00869016,3.18075,0.897421,0.00255143,1.12191,11.0316,0.024183,0.673785,0.527405,56.6831,0.964625,0.00420366,2.63042,
94,90.5498,122.299,176.833,0.740395,0.419129,2.51971,27.0758,0.284233,21.2909,4.27754,61.9512,1.00208,0.414857,3.06387,1.65107,5.62108,3.47973,1.03712,139.381,14.763,24.8759,0.0228589,2.78597,1.05759,0.00255143,1.11853,10.1891,0.024183,0.666405,0.516578,56.6759,0.962569,0.00423968,2.60019,
95,90.5498,152.539,275.87,0.593616,0.849462,3.18784,27.9617,0.494334,50.7566,6.34438,57.7805,1.00294,0.994757,3.1667,2.4357,7.09683,12.5442,1.50431,258.681,17.5718,5.66235,0.0176547,5.09366,1.43761,0.00255143,1.10315,10.3617,0.0236169,0.666405,0.523269,54.5386,0.98412,0.004154,2.49439,
96,90.5103,197.031,339.216,0.459371,0.80353,2.67283,33.2089,0.458193,83.8626,7.18869,62.9304,1.00243,1.65278,3.25056,2.16147,4.52401,40.8444,1.2114,300.387,18.031,23.6347,0.0227027,5.85302,1.51598,0.00255143,1.12014,10.1327,0.024183,0.665879,0.518844,55.2824,0.965901,0.00404587,2.62421,
97,90.5103,149.006,270.554,0.607427,0.67663,2.41629,27.1147,0.252563,48.0197,5.15828,60.1666,1.00337,0.939338,3.25847,2.26149,5.3398,6.8281,0.980227,250.464,15.6562,14.4059,0.0223824,4.87129,1.75145,0.00255143,1.11883,12.3295,0.0234911,0.657871,0.51573,56.6865,0.984927,0.00404587,2.59415,
98,90.5074,133.476,212.511,0.678078,0.490219,1.7589,26.8907,0.0585961,37.3898,2.1986,60.0129,0.997953,0.736907,2.94167,2.21797,3.10253,3.30859,0.150255,180.658,8.78956,20.3386,0.00765424,3.6017,1.22393,0.00237576,1.12014,10.4462,0.024183,0.657871,0.517207,56.6825,0.964137,0.00404587,2.62039,
99,90.5074,180.543,309.129,0.501306,0.762339,2.46503,26.2632,0.191977,73.0499,5.33235,67.2439,0.996547,1.44612,2.79186,2.48651,4.54837,4.46554,0.659814,247.853,15.9906,37.8969,0.00919076,4.95968,0.30677,0.0022131,1.12014,10.5991,0.024183,0.657871,0.517207,56.6779,0.958044,0.00404587,2.4741,
100,90.4698,177.517,297.121,0.509641,0.48015,2.74343,26.164,0.307007,75.8106,3.44749,63.1304,0.997837,1.50291,2.93294,1.66078,5.50752,4.78089,0.960115,256.858,12.9638,24.8516,0.00630682,5.11546,1.26208,0.0022131,1.12292,9.08025,0.027367,0.643244,0.507818,56.687,0.965667,0.00399484,1.00129,
101,90.4597,151.883,239.59,0.595588,0.534871,2.34043,30.1971,0.216448,46.8167,5.02563,61.7896,1.00139,0.925006,3.03584,1.78824,4.46438,21.4427,0.599611,203.797,15.1262,19.0897,0.0161139,4.03625,1.28441,0.0022131,1.12292,8.9975,0.0249393,0.615471,0.507818,56.6863,0.969668,0.00379567,2.64017,
102,90.4486,158.406,218.682,0.570991,0.927752,3.71616,38.5755,0.616897,37.4084,8.12239,63.9868,1.00311,0.73867,3.31084,2.3648,8.0559,84.3537,1.74285,157.81,18.9537,24.2682,0.0165577,3.14553,1.90486,0.0022443,0.958344,10.431,0.0277204,0.615471,0.503751,56.7145,0.969753,0.00379567,2.61575,
103,90.4486,203.398,415.542,0.444687,0.909836,2.02927,28.6934,0.312173,102.224,3.60564,59.552,1.00513,1.99699,3.06945,2.80812,3.8943,13.3345,1.14545,397.495,11.9897,12.909,0.0260709,7.63873,1.22345,0.0025174,1.12331,15.3499,0.0277204,0.615471,0.503751,43.7434,0.994474,0.00379567,2.61575,
104,90.4438,138.054,162.475,0.655132,0.637054,3.85583,26.0958,0.44032,30.5997,6.06024,65.6671,1.00044,0.602847,3.09501,1.9876,8.46963,5.18294,1.30208,133.108,17.42,41.8843,0.00941867,2.64019,1.53383,0.0025174,1.12331,11.9516,0.0277204,0.615471,0.502864,56.7986,0.971453,0.00379567,2.61575,
105,90.4438,204.976,413.391,0.441241,0.834357,2.98033,29.1126,0.513562,99.5746,7.7015,58.2726,1.00322,1.94398,3.03926,2.34729,6.71531,19.8333,1.45909,382.93,19.1992,9.93542,0.0171753,7.74932,1.14262,0.00250006,1.12331,12.3017,0.0308353,0.615471,0.503751,49.9774,0.989229,0.00379567,2.61575,
106,90.4284,198.462,349.615,0.455645,1.14542,3.24674,28.5509,0.472586,87.2151,6.23874,65.764,1.00166,1.71966,3.10737,3.10913,6.50484,17.3198,1.49818,308.289,17.3061,31.7236,0.0165215,6.06314,1.73258,0.00246375,1.12331,9.28901,0.0308353,0.615471,0.503751,56.8242,0.972536,0.00379567,2.61575,
107,90.4284,167.997,311.025,0.538273,0.65364,2.46167,27.2655,0.368414,69.7956,4.58276,57.4601,1.00212,1.37482,3.03245,2.25272,5.14505,6.43701,1.38611,286.975,14.5796,5.4842,0.0178942,5.67571,1.436,0.00246375,1.11772,9.55744,0.0308353,0.615471,0.503751,56.8242,0.99769,0.00379567,2.58064,
108,90.4284,118.937,132.347,0.760307,0.558899,2.68535,42.741,0.436899,1.96422,4.70403,61.9072,1.00662,0.0310082,2.90148,2.10148,5.5524,99.4995,1.54963,64.4112,14.256,21.9411,0.0287586,1.33377,1.05245,0.0023751,1.12111,13.2301,0.0308353,0.617758,0.505442,54.4755,0.999019,0.00379954,1.8171,
109,90.4284,151.862,304.503,0.595464,0.36892,1.47979,26.9681,0.300724,56.6578,2.9249,58.2002,0.998699,1.11024,2.85281,1.77339,2.16834,15.9226,1.29715,276.11,12.0516,7.84757,0.00804802,5.59976,0.888187,0.00233098,1.12331,9.25438,0.0269664,0.617758,0.502803,56.822,0.989206,0.00379954,2.61019,
110,90.4227,148.067,261.839,0.610687,0.777005,2.66594,28.5987,0.352848,44.588,6.1177,60.1272,1.00607,0.869301,2.96448,2.47246,5.65831,6.8968,1.13393,241.826,17.3029,13.7844,0.0275287,4.70748,1.22786,0.00233098,1.12331,12.8069,0.0269664,0.617758,0.501368,53.0128,0.999038,0.00379954,2.49481,
111,90.4227,205.369,418.786,0.440294,0.679887,1.79675,26.8629,0.298022,104.902,5.25895,59.6802,1.00085,2.05233,2.83677,2.41074,4.02392,3.63464,1.08965,382.931,16.2312,14.1792,0.00901836,7.65841,0.67242,0.00233098,1.12331,11.9896,0.0269664,0.63239,0.501368,56.822,0.999035,0.00384342,2.5942,
112,90.4106,225.43,375.592,0.401059,0.992508,2.76575,26.7328,0.68777,117.549,8.06069,62.1517,1.00017,2.32384,3.16553,2.48088,5.31758,6.44795,1.7627,337.201,18.6315,22.3231,0.0104564,6.6685,1.55062,0.0023751,1.12469,5.55262,0.0269664,0.62668,0.500603,52.132,0.963128,0.00382079,2.62078,
113,90.4106,141.652,189.884,0.63826,1.05865,4.05076,37.7548,0.267507,22.9054,6.11333,64.8479,1.00302,0.450638,3.1996,2.94078,8.57958,82.3964,0.901975,138.08,16.8006,33.5346,0.0167187,2.79345,1.63952,0.0023751,1.12633,12.2738,0.0282084,0.62668,0.500603,56.8193,0.977109,0.00382079,2.63334,
114,90.4004,180.23,330.66,0.501583,0.75901,3.19722,26.6912,0.462955,76.9667,4.99187,61.281,1.00295,1.51707,3.35996,2.35549,6.77691,12.2467,1.46388,306.976,14.6343,15.494,0.021459,6.02114,2.15072,0.00239607,1.12972,8.97105,0.0271555,0.622657,0.500603,56.8193,0.985657,0.00382079,2.65889,
115,90.4004,169.907,312.554,0.532058,0.516385,1.97874,58.2103,0.304495,37.3542,4.55702,62.1681,1.00502,0.726838,3.08596,1.78497,3.38003,147.955,0.987529,234.633,13.9263,22.4662,0.0222797,4.57351,1.47994,0.00242661,1.13097,16.256,0.0271555,0.622657,0.502552,56.8239,0.999043,0.00382079,2.66898,
116,90.4004,120.727,125.668,0.748798,0.457519,2.38354,27.4741,0.260511,21.3768,5.2067,59.2265,1.00199,0.419991,2.91969,1.60024,5.35575,30.8953,0.849287,102.851,15.9455,11.7351,0.0210118,2.05832,0.921474,0.00242661,1.13097,12.2916,0.0271555,0.622657,0.502552,55.6532,0.976447,0.00382079,2.66898,
117,90.4004,193.671,321.827,0.466773,0.877109,2.65313,36.9524,0.419559,75.5801,7.1611,64.5446,1.00067,1.49031,2.99194,2.42267,5.47597,74.4603,1.25699,277.385,18.1911,28.6159,0.0128686,5.60789,1.14369,0.00242661,0.896479,10.2834,0.0256423,0.622657,0.501918,56.8287,0.970285,0.00379852,2.45121,
118,90.4004,140.993,230.867,0.641171,0.479018,2.30079,27.1587,0.172413,41.3748,3.25108,61.4302,1.00137,0.815848,3.00838,2.00495,4.69196,10.5494,0.64246,200.442,11.7494,21.847,0.020783,3.96674,1.32253,0.00242661,1.13089,9.5584,0.0256423,0.622657,0.497892,56.8314,0.964183,0.0038013,2.66898,
119,90.3936,182.865,357.809,0.494318,0.804862,2.43884,30.5169,0.448308,79.0445,5.3633,58.6915,1.00389,1.54554,3.00759,2.53026,4.66982,19.8614,1.55964,325.803,15.8521,8.76048,0.0226704,6.53575,1.33358,0.00244837,1.13089,11.7159,0.0256423,0.617542,0.497892,54.9241,0.988785,0.00381295,2.57892,
120,90.3936,168.964,254.509,0.534986,0.795958,2.87148,33.7978,0.270439,51.2996,6.51056,68.6084,0.99978,1.01615,2.79424,2.52458,5.59855,51.85,0.958328,183.011,17.9328,39.7908,0.0162191,3.68919,0.541584,0.00248845,1.13089,10.5291,0.0256423,0.617542,0.497892,56.8442,0.963117,0.00380221,2.66914,
121,90.3936,142.302,178.397,0.635224,1.11848,3.99884,27.86,0.575176,32.2413,6.49623,65.0866,1.00641,0.636804,3.28197,2.79754,8.04946,9.80186,1.50877,143.794,16.8059,28.3093,0.0282784,2.87338,1.69667,0.00245873,1.13177,10.1718,0.0256423,0.617542,0.497892,56.8442,0.99063,0.00380221,2.66914,
122,90.3849,175.196,301.497,0.515909,0.971369,3.42463,28.8687,0.439253,62.3188,7.11273,66.6376,1.00234,1.22811,3.19217,2.68372,7.21197,19.8724,1.27575,262.458,18.3605,32.7538,0.0174477,5.1026,1.6974,0.00245176,1.02358,10.895,0.0256423,0.617542,0.49664,56.8442,0.969753,0.00380221,2.67114,
123,90.3849,188.618,329.879,0.479195,0.77597,2.63351,28.2069,0.409218,79.9459,7.28748,63.9641,1.00378,1.57447,2.81698,2.17055,5.51564,8.32343,1.13963,290.332,18.4509,29.3349,0.02076,5.65001,0.763222,0.00242856,0.907211,12.6274,0.0254833,0.619309,0.495105,51.9103,0.974763,0.00380221,2.48856,
124,90.3849,152.989,225.867,0.590793,0.529599,2.92531,35.0976,0.204302,38.1586,5.65908,65.5814,1.00282,0.753497,3.0771,1.64395,5.69735,53.6517,0.599119,177.804,15.7798,30.9795,0.0213934,3.60286,1.68218,0.00242856,1.13178,10.3511,0.0241168,0.618229,0.495105,56.5791,0.972575,0.00383539,2.51977,
125,90.3849,138.223,201.37,0.653909,0.855413,3.22799,30.0381,0.360469,22.7333,7.2028,69.3697,1.00367,0.44386,2.98727,2.61692,6.57878,21.9015,1.14705,141.553,23.9594,41.9672,0.0250708,2.78091,1.05696,0.00242856,1.13178,11.229,0.0241168,0.618229,0.495105,56.8466,0.956001,0.00383539,2.66902,
126,90.3832,169.572,307.343,0.533009,0.711865,2.36324,31.9853,0.255259,61.0095,5.71932,62.3903,1.0047,1.19524,2.93681,2.32242,4.14942,22.6504,0.800052,269.397,16.0813,23.4886,0.0254721,5.29522,1.06314,0.00242856,1.13184,10.5964,0.0249635,0.617411,0.495105,56.8466,0.963635,0.00383563,1.77972,
127,90.3827,187.072,341.214,0.483144,0.634119,2.32502,39.1034,0.496408,74.8284,5.04817,59.1122,1.00118,1.47484,3.04829,2.15577,4.57736,88.4434,1.72164,300.546,15.5025,13.4506,0.0133498,5.95576,1.31495,0.00244426,1.13184,8.82602,0.0245736,0.617411,0.495862,56.8466,0.996753,0.00383563,2.66917,
128,90.3818,154.947,292.395,0.583307,0.445513,2.62863,27.8348,0.19633,56.5022,4.5467,57.5904,1.00275,1.10618,3.09377,1.52822,5.89548,13.6859,0.6501,271.254,13.9677,3.61742,0.017984,5.39946,1.57821,0.00244426,1.13188,9.41443,0.0245736,0.617411,0.495862,55.1415,0.999055,0.00383563,2.66917,
129,90.3818,173.847,361.002,0.519892,0.350666,1.27814,27.6087,0.19374,75.0243,4.10147,59.9337,1.00046,1.46368,2.89259,1.44908,1.50199,2.06085,0.787652,330.182,14.2461,16.0549,0.00685164,6.4461,0.870127,0.00242868,1.13193,21.7542,0.0241334,0.616401,0.495862,53.4081,0.99905,0.0038516,2.66917,
130,90.3802,180.278,350.362,0.501337,0.800277,2.0056,26.6207,0.335598,81.3078,4.63484,59.0811,0.999165,1.59363,2.89973,2.75114,4.25949,3.19129,1.24732,327.63,14.7989,15.2851,0.00576335,6.44289,0.891112,0.00245441,1.13193,12.3276,0.0241334,0.616348,0.495862,48.859,0.968975,0.0038516,2.66917,
131,90.3759,146.381,265.461,0.617403,0.507624,2.30434,26.4497,0.306459,47.1525,4.07843,60.8041,0.998877,0.925925,2.85279,2.05016,5.19705,4.57292,1.2791,236.234,14.1931,26.0172,0.00842605,4.64269,0.90549,0.00245441,1.13193,2.47645,0.0249814,0.613964,0.495862,56.8461,0.960948,0.0038516,2.66917,
132,90.3759,228.223,403.315,0.395999,1.07132,3.79723,26.8427,0.365403,117.015,9.25792,63.2175,1.00437,2.30804,3.34315,2.61477,7.52783,7.83701,0.923041,361.273,21.3075,23.2137,0.0214945,7.2935,1.84515,0.00241868,1.13251,8.91739,0.0250431,0.446627,0.495607,40.7734,0.999057,0.00388528,2.46632,
133,90.3753,121.316,129.006,0.744956,0.639913,2.78946,34.5168,0.238609,15.7863,4.14181,58.8187,1.00389,0.308136,3.0728,2.26661,6.08553,42.745,0.879904,122.319,13.1297,10.9441,0.0208361,2.74626,1.58507,0.00242148,1.13252,11.2746,0.0249743,0.613964,0.495475,56.8486,0.991837,0.00388528,2.67262,
134,90.3705,164.125,256.205,0.550621,0.959012,3.26575,26.0705,0.313326,57.337,6.7029,64.3884,0.999132,1.13616,2.95242,3.00974,6.95378,9.36872,1.19103,219.291,18.2958,29.0987,0.00807006,4.5087,0.90841,0.00242148,1.13252,9.22278,0.0249743,0.613422,0.495607,56.8478,0.96676,0.00389397,2.67262,
135,90.3696,167.047,352.845,0.540983,0.308205,1.79541,27.071,0.163927,67.7309,3.52984,61.2376,1.00063,1.31837,2.8911,1.35911,4.35047,2.55234,0.580756,324.806,12.2245,20.6953,0.00632359,6.35323,0.849485,0.00242148,1.13252,13.0394,0.0249648,0.610939,0.495607,56.8478,0.999006,0.00390454,2.67262,
136,90.3669,191.976,377.928,0.47072,0.628932,2.47359,27.5048,0.399493,89.286,6.46493,59.6776,1.00231,1.75017,2.78795,2.06544,5.1477,8.32551,1.3086,353.117,18.2527,18.2274,0.0181739,6.98242,0.607319,0.00242148,1.13252,7.5584,0.0248825,0.609864,0.495243,42.522,0.979043,0.00392713,1.8618,
137,90.3669,131.148,197.092,0.689044,0.566606,2.57791,26.6093,0.145366,30.1016,4.41462,62.1726,0.999231,0.592623,2.96839,2.2931,5.93869,3.90251,0.650159,163.064,15.8309,25.5358,0.00863629,3.25961,1.20222,0.00242797,1.13303,9.5039,0.0248235,0.609864,0.49515,56.8452,0.963496,0.00396061,2.67486,
138,90.3627,198.717,364.924,0.454731,0.742157,2.98842,25.9999,0.396809,93.5329,5.42616,63.631,0.998505,1.845,3.15573,2.35023,6.25321,4.74145,1.3246,323.88,15.3979,30.2409,0.00969308,6.44052,1.52687,0.00242797,1.13329,9.7592,0.0248235,0.605104,0.49515,56.8452,0.960245,0.00397528,2.67579,
139,90.3565,175.63,314.396,0.51447,0.868947,2.68809,30.3414,0.224474,66.9439,5.793,63.4606,1.00283,1.31611,2.99103,2.78898,4.99385,22.3489,0.869096,280.353,16.1021,23.5267,0.0244914,5.56993,1.30414,0.00242478,1.13303,9.76984,0.0244558,0.605104,0.494051,56.8452,0.975875,0.00397528,2.00945,
140,90.3565,179.503,358.881,0.503369,0.519418,1.69552,26.7603,0.128499,82.4943,4.03407,58.1202,0.999155,1.61914,3.13279,2.13366,3.20731,5.09116,0.488273,330.939,14.2228,9.29852,0.00459299,6.49417,1.81435,0.00242478,1.13303,8.64584,0.0245277,0.604029,0.494051,56.8452,0.988529,0.00403343,2.6744,
141,90.3565,190.067,307.108,0.475392,1.14397,4.22885,27.2133,0.736892,83.4414,8.38622,59.0065,1.00525,1.65701,3.24794,2.99694,8.26066,9.50439,1.90097,278.721,19.1606,10.278,0.0279154,5.56288,1.69822,0.00242478,1.13303,9.00102,0.0245277,0.603894,0.493216,54.6095,0.995349,0.00403547,2.45017,
142,90.3565,143.394,264.077,0.630127,0.420447,1.69503,27.4813,0.149524,46.3544,3.37555,59.0702,1.00194,0.905597,2.94022,2.07846,3.73834,2.72974,0.84069,248.377,12.1511,11.0779,0.0204879,4.87915,1.54271,0.00244489,1.13309,15.8774,0.0250324,0.603087,0.493216,55.5364,0.984715,0.00403797,0.957898,
143,90.3563,154.807,281.619,0.58367,0.442339,2.03576,28.5877,0.141678,56.0856,3.77895,58.6915,1.00152,1.10154,2.94044,1.8359,4.10176,11.6128,0.494603,255.731,13.0946,10.5821,0.0162047,5.03856,1.08265,0.00245136,1.13301,10.6151,0.0250617,0.602845,0.493216,56.849,0.995874,0.00408779,2.67255,
144,90.3544,109.349,68.5999,0.826297,0.780347,3.60662,30.9712,0.287411,2.10158,4.90865,62.7687,1.00561,0.0344064,2.88419,2.50578,7.96958,26.3664,1.021,53.7518,13.727,31.4179,0.0241673,0.94394,0.677641,0.00245136,1.13301,12.336,0.0251046,0.602783,0.491987,56.8503,0.999056,0.00408779,2.67255,
145,90.3541,218.566,402.331,0.413396,0.750523,2.63598,35.1628,0.315941,104.646,7.16944,61.8546,1.00337,2.05598,2.97147,2.26596,4.90939,47.9501,0.961564,371.178,18.1242,19.5904,0.0206971,7.30303,1.17828,0.00244439,1.13301,9.53976,0.0251046,0.602736,0.491987,40.74,0.978811,0.00408779,2.53262,
146,90.3541,156.349,289.554,0.577901,0.785122,2.06628,32.6191,0.206154,51.1589,4.90247,59.5943,1.00377,1.00057,3.01222,2.74992,3.61753,31.9047,0.818249,264.008,15.2696,13.1267,0.0225189,5.18943,1.34513,0.00243895,1.13252,10.7802,0.0251046,0.602564,0.491987,54.8311,0.980023,0.00402091,2.45605,
147,90.3526,144.367,217.337,0.625854,0.645286,2.84522,39.6507,0.228174,23.2512,5.29431,68.0218,1.00075,0.454953,2.97447,2.2879,6.06015,91.2027,0.801474,146.188,16.3738,39.8514,0.0146541,2.89696,1.05352,0.00243895,1.13313,11.5208,0.0250845,0.601958,0.490816,56.8473,0.95923,0.00407944,2.67302,
148,90.3507,171.627,328.877,0.526437,0.391612,2.0218,26.6181,0.205976,73.8176,4.16979,59.1267,0.998304,1.4531,2.82375,1.60063,3.96721,13.4683,0.77996,302.844,14.5629,14.6297,0.00456335,5.9814,0.663612,0.00243895,1.1331,9.2622,0.0251175,0.601879,0.489865,56.8473,0.972476,0.00409015,2.67242,
149,90.3494,168.945,317.815,0.534786,0.677243,2.82445,38.3038,0.371015,54.8824,5.35445,61.3733,1.00518,1.07551,3.07732,2.04334,6.13323,74.9236,1.16112,270.623,15.2484,20.3794,0.0236626,5.33923,1.5622,0.00244777,1.1331,8.92705,0.0251175,0.60178,0.489238,53.6747,0.999058,0.0040948,2.20685,
