Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center_gnd.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center_gnd.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center_gnd.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
0,62.6137,724.578,3460.68,0.0864141,3.56302,13.7565,593.947,2.43331,12.0967,26.0266,67.8015,1.00537,0.241636,3.70552,2.70683,15.7272,3508.26,2.93137,15.2663,14.6639,71.1119,0.996553,0.318833,4.28109,0.0461635,1.2997,12.6597,0.0415565,0.230591,2.92041,1.58613,0.972624,0.00278834,0.675727,
1,62.6137,222.278,192.323,0.28169,3.74143,11.7159,25.9053,1.80775,108.993,25.6022,37.0369,0.995657,2.18133,4.29865,2.19362,7.20631,568.39,1.13109,185.993,9.78891,36.2614,0.0317214,3.37798,2.21314,0.0461635,1.2997,12.6597,0.0415565,0.447011,11.5724,1.98573,0.969557,0.00278834,0.61777,
2,62.6137,222.383,264.476,0.281558,3.48658,11.3118,21.792,1.90325,129.538,21.8242,24.3502,0.988767,2.58025,4.60776,2.22656,6.90128,15.4141,1.3354,256.052,10.3597,23.4772,0.0201535,5.11876,2.02662,0.0461635,1.2997,12.6597,0.0415565,0.447011,3.60464,1.45211,0.974349,0.00278834,0.868084,
3,62.6137,256.97,316.183,0.243662,3.68377,9.95908,22.4592,1.73417,160.408,21.7304,27.6742,0.991281,3.19449,5.13558,2.10697,6.88353,14.9471,1.23158,303.187,10.2638,20.3521,0.0207742,5.98107,2.0158,0.0461635,1.17233,7.93125,0.0225792,0.447011,7.9598,1.98573,0.974166,0.00278834,0.868084,
4,62.6137,211.889,184.797,0.295502,3.85384,13.1255,23.9483,1.8254,109.228,22.7288,29.0604,0.990975,2.18641,4.94171,2.00302,8.35345,31.9072,1.13555,186.034,11.6532,30.8259,0.0224048,3.87501,1.83928,0.0461635,1.2997,12.0426,0.0415565,0.447011,2.05046,3.41777,0.973126,0.00278834,0.868084,
5,62.6137,197.958,178.437,0.316297,3.9591,10.1516,20.7599,1.35957,100.032,24.825,29.1795,0.990973,2.00129,4.69943,2.52992,8.39508,8.9368,0.999679,165.99,10.9168,27.9411,0.0165738,3.32451,2.15374,0.0461635,1.2997,9.675,0.0415565,0.447011,9.38782,3.41777,0.974257,0.00278834,0.83411,
6,62.6137,245.127,246.764,0.255434,3.83616,12.3684,19.2134,1.41294,142.87,24.1015,32.3628,0.988258,2.85783,5.11516,2.5464,7.89399,9.0101,1.0134,235.514,10.5324,31.2075,0.0167795,4.70719,2.15758,0.0461635,0.925161,8.36401,0.0415565,0.447011,9.61178,3.41777,0.973986,0.00278834,0.855312,
7,62.6137,227.28,216.202,0.275492,3.69096,10.9666,19.8331,1.29976,129.768,23.0543,30.3757,0.988469,2.59741,4.7055,2.25371,8.02146,8.11524,0.927371,206.587,11.7627,28.899,0.0145157,4.12662,2.27872,0.0461635,1.19036,11.1097,0.0135167,0.447011,8.08458,3.41777,0.973802,0.00278834,0.867692,
8,62.6137,203.478,194.501,0.307717,3.72333,9.78358,20.2561,1.36508,110.084,26.0887,24.338,0.987313,2.20358,4.64824,2.21132,7.15515,7.85582,1.02261,186.602,10.6249,17.3575,0.0136501,3.7185,2.0615,0.0461635,1.29557,12.5741,0.0415565,0.447011,9.61178,3.41777,0.97401,0.00278834,0.868084,
9,62.6137,208.57,267.376,0.300205,3.94913,9.79374,20.0516,1.27906,122.381,22.1646,21.0296,0.987315,2.43718,4.49626,2.41794,7.1227,6.96525,0.900533,254.817,11.0176,14.0348,0.013075,5.07689,1.84154,0.0461635,1.14617,12.5741,0.0409267,0.447011,5.89042,3.35918,0.974216,0.00278834,0.868084,
10,62.6137,188.911,262.561,0.331446,3.27659,7.49452,22.1646,1.76927,100.321,21.4725,24.8316,0.991425,1.99457,4.59501,2.18641,7.68471,6.68048,1.40965,241.941,10.4869,18.2033,0.0136771,4.84278,2.01169,0.0461635,0.941411,12.5741,0.0415565,0.447011,3.94107,3.41777,0.974216,0.00278834,0.868084,
11,62.6137,255.307,402.711,0.245249,3.74782,8.64332,21.2635,1.32763,160.584,25.0102,26.2732,0.991354,3.1836,4.28203,2.23843,7.59972,7.33626,1.21582,360.48,12.0551,26.6083,0.0151754,7.2574,2.11498,0.0461635,0.929354,9.72609,0.0415565,0.447011,9.61178,1.67144,0.973886,0.00278834,0.802918,
12,62.6137,210.44,242.814,0.297537,4.11433,8.83335,23.3625,1.4282,113.685,22.8485,28.81,0.988984,2.2711,4.09878,2.39449,6.83453,21.0254,1.28181,232.356,9.98705,31.5904,0.0205515,4.60979,1.95899,0.0461635,0.931344,9.2747,0.0676763,0.447011,9.61178,2.65184,0.961699,0.00278834,0.646912,
13,62.6137,148.631,123.655,0.42127,3.90417,7.99795,24.8414,1.3652,60.0517,22.3606,21.8451,0.993275,1.20141,4.07005,2.333,7.65878,20.8105,1.06049,124.01,11.4462,20.362,0.0217434,2.53807,1.80498,0.0461635,0.931344,12.3409,0.0297728,0.447011,3.37955,1.73876,0.971772,0.00278834,0.802918,
14,62.6137,187.999,202.659,0.333054,4.02602,9.70379,21.9693,1.29962,95.0876,20.6455,27.8423,0.99424,1.90069,4.52959,2.68088,7.82087,10.6685,1.04612,188.728,9.99438,34.9135,0.0309798,3.90504,1.96909,0.0461635,0.891203,7.93263,0.0223996,0.447011,3.37955,1.42829,0.973401,0.00278834,0.802918,
15,62.6137,183.097,158.345,0.34197,3.13939,7.4338,22.1583,1.05277,96.1465,19.8561,26.2207,0.98985,1.92464,4.17521,2.82336,6.9392,6.71642,0.839262,147.798,9.44194,21.1577,0.0139953,2.96422,1.9947,0.0461635,0.931344,12.3426,0.0275289,0.447011,3.37955,3.41777,0.974216,0.00278834,0.802918,
16,62.6137,185.857,170.711,0.336891,3.17883,7.49422,22.0588,1.09454,102.166,19.5959,22.8876,0.990783,2.04463,4.34637,2.24872,6.71527,6.39527,0.817982,165.432,10.039,14.7427,0.0163633,3.33573,2.0057,0.0461635,1.08718,12.3664,0.0246296,0.447011,3.37955,2.41896,0.972984,0.00278834,0.802918,
17,62.6137,132.072,119.632,0.474086,3.25868,6.47131,29.7361,1.12092,45.8558,19.4914,20.2166,0.992021,0.917029,4.01248,2.29815,5.77584,48.8574,0.804968,110.115,8.93352,20.9838,0.0192825,2.20577,1.77243,0.0461635,1.14617,12.5741,0.0275289,0.447011,3.37955,1.88044,0.973391,0.00278834,0.802918,
18,62.6137,173.118,201.479,0.361683,3.45548,7.58586,22.5756,1.29739,88.3086,22.405,20.7848,0.991544,1.76534,3.94819,2.48319,6.53031,10.9962,1.03986,192.46,12.3177,26.3952,0.0236786,3.84554,1.71035,0.0461635,1.07118,9.28528,0.0275289,0.447011,3.37955,2.269,0.972425,0.00278834,0.802918,
19,62.6137,220.905,324.924,0.283442,3.50877,6.74349,28.4014,1.228,123.187,22.5835,27.7235,0.99444,2.44652,4.08803,2.66559,5.6838,30.3864,1.04247,286.005,10.4882,28.8882,0.0264849,5.80187,1.88007,0.0461635,0.967312,9.60036,0.0275289,0.447011,3.37955,2.41896,0.971885,0.00278834,0.784822,
20,62.6137,191.093,200.407,0.327661,3.01348,7.43746,24.0956,1.17038,108.334,20.08,19.8038,0.988859,2.16733,4.00164,2.5871,5.59711,19.3701,0.917517,178.107,11.4391,23.6719,0.018183,3.60323,1.85664,0.0461635,0.931427,9.69976,0.0275289,0.447011,2.00395,1.14478,0.973807,0.00278834,0.802918,
21,62.6137,231.098,384.019,0.27094,3.50808,6.85281,42.3613,1.18951,122.461,21.8212,25.0716,0.991267,2.42287,4.41805,2.9774,4.89474,106.443,1.08021,331.793,12.0706,42.9491,0.0232068,6.52824,2.07116,0.0461635,1.14617,5.38435,0.0275289,0.447011,3.37955,2.41896,0.95405,0.00278834,0.802918,
22,62.6137,189.337,270.476,0.3307,2.97704,6.3342,22.0638,1.16999,110.013,21.0568,18.6926,0.98807,2.18733,3.85434,2.50377,4.59589,20.8383,1.21,257.747,10.7586,15.1502,0.0130384,5.03138,1.64363,0.0461635,0.932803,13.663,0.0275289,0.447011,3.37955,1.37499,0.974349,0.00278834,0.802918,
23,59.8479,127.167,120.721,0.470622,2.84457,5.6642,23.6637,1.16054,48.4759,22.0757,17.6006,0.991242,0.968579,3.7224,2.68729,5.53812,6.23396,0.740021,116.355,12.4713,24.143,0.0128315,2.32263,1.46052,0.0461635,0.955475,13.2569,0.0275289,0.447011,3.37955,2.41896,0.973249,0.00278834,0.802918,
24,59.8479,204.796,307.278,0.292232,3.15083,7.78259,20.8865,1.21299,125.889,19.1762,18.3904,0.985294,2.50063,4.82122,2.46419,5.62654,6.39372,0.93229,270.373,10.5754,28.1144,0.0140495,5.65934,1.7574,0.0461635,1.10799,11.7217,0.0275289,0.447011,1.95283,2.14,0.96306,0.00278834,1.91004,
25,59.8479,191.301,291.828,0.312846,2.89544,6.29469,27.5822,1.00155,103.252,23.6562,19.1993,0.994183,2.05225,4.37374,2.65977,5.55666,29.0301,0.876953,260.834,13.3785,28.112,0.0281986,5.14525,1.78902,0.0461635,0.927528,9.46425,0.0219525,0.447011,3.37955,2.14,0.969634,0.00278834,2.2336,
26,59.8479,170.68,274.029,0.350644,2.32683,5.63421,23.2987,1.24086,89.356,19.8031,22.1285,0.992076,1.77452,4.12513,2.31785,5.91823,7.37983,0.979263,255.434,8.54408,38.7286,0.0126473,5.03881,1.58317,0.0461635,0.935535,12.742,0.0275289,0.447011,3.37955,2.14,0.974349,0.00278834,2.38719,
27,59.8479,168.586,315.329,0.354998,2.66326,5.85725,24.1735,1.36407,83.6818,22.9348,21.3657,0.995179,1.65571,3.89515,2.44848,6.48914,8.64709,1.39854,272.052,14.791,31.7297,0.0239569,5.36864,1.43396,0.0461635,1.04253,9.67138,0.0275289,0.337408,3.37955,2.41896,0.970577,0.00278834,1.3329,
28,43.7214,233.915,350.188,0.186912,3.53983,5.94906,25.7781,1.23897,139.311,23.7803,26.4443,0.995499,2.76933,4.1083,3.21729,6.50366,20.5182,1.40106,293.31,16.2843,46.387,0.0211186,6.06351,2.02583,0.0461635,0.838488,7.76946,0.0226818,0.447011,2.07181,1.02707,0.960127,0.00278834,1.15658,
29,43.7214,192.894,284.278,0.22666,2.87006,6.7496,36.0234,1.06085,92.8346,21.2621,24.6512,0.996644,1.84161,4.60416,2.73883,7.22155,66.7346,1.07962,250.261,15.1748,35.5561,0.0246346,4.99837,2.14816,0.0461635,0.925854,12.2581,0.0217355,0.447011,3.37955,1.67315,0.974349,0.00278834,0.762549,
30,43.7214,169.038,196.708,0.258649,2.40997,5.92542,25.2205,1.05841,89.1736,19.0094,19.423,0.993247,1.78182,4.04259,2.1957,6.19852,19.6511,0.812655,173.795,12.0006,27.5793,0.0198099,3.47353,1.53951,0.0461635,0.925854,9.23002,0.0275289,0.676301,3.37955,1.67315,0.974295,0.00410564,2.12935,
31,43.7214,146.871,373.027,0.297686,2.22616,4.17377,25.1455,0.966734,27.1153,69.665,12.3944,0.995002,0.540471,3.64864,2.09788,5.77047,5.16442,1.12086,75.2243,362.5,11.378,0.0129126,1.47964,1.38495,0.010753,0.925854,12.3428,0.0275289,0.676301,3.37955,1.67315,0.974349,0.00410564,1.65598,
32,43.7214,195.835,263.571,0.223257,3.39546,5.52509,24.9414,1.0212,117.568,19.9763,15.9421,0.995276,2.34862,4.12179,3.34817,5.92301,10.5826,1.03741,254.787,40.2259,14.6469,0.0214829,5.08638,2.00091,0.010753,0.925854,9.33404,0.0275289,0.676301,3.37955,1.67315,0.973168,0.00410564,0.994358,
33,43.7214,95.5579,102.179,0.457539,1.90762,3.09355,26.6618,0.853806,31.1351,15.1703,11.7736,0.997528,0.621486,3.34305,2.43918,4.70418,5.14029,0.587644,113.787,8.99541,19.7227,0.00973409,2.28279,1.35934,0.010753,0.925854,12.8575,0.0275289,0.676301,3.37955,1.58198,0.974349,0.00410564,0.779297,
34,43.7214,119.023,101.702,0.367335,2.44456,4.65982,24.852,0.997376,50.6665,16.8498,12.6142,0.99646,1.01314,3.92931,2.27347,7.15492,5.6902,1.15759,93.007,11.5345,9.72041,0.0138177,1.9074,1.73135,0.010753,0.925854,12.2768,0.0275289,0.676301,5.47703,1.53233,0.974292,0.00410564,2.2303,
35,43.7214,180.648,373.646,0.242025,2.42965,3.37477,24.9954,1.00302,107.357,16.2643,18.236,0.995599,2.11948,3.87335,2.32021,3.90302,4.95034,1.03403,343.356,11.8329,22.7064,0.0111543,6.7426,1.82875,0.010753,0.925854,10.7258,0.0275289,0.676301,5.47703,1.67315,0.974349,0.00410564,0.885351,
36,43.7214,113.062,114.785,0.386704,1.86557,2.72548,26.7654,0.977501,48.003,15.03,12.3821,0.997369,0.959665,3.35562,1.74706,2.99428,5.05899,0.69718,115.827,7.46982,13.3009,0.00999428,2.39482,1.48312,0.010753,0.925854,14.9445,0.0306142,0.676301,5.47703,1.67315,0.974578,0.00410564,0.658338,
37,43.7214,109.139,157.997,0.400603,1.79513,3.00088,30.5432,0.773063,42.9043,15.0105,9.64788,1.00133,0.85557,3.60724,2.03027,4.34621,22.8262,0.622344,143.214,8.9821,13.5312,0.0171857,2.85734,1.22938,0.010753,0.925854,9.51628,0.0134519,0.676301,5.47703,0.920331,0.974578,0.00410564,2.2303,
38,43.7214,97.6566,114.024,0.447706,1.69412,2.75131,37.3941,0.960384,24.399,14.3165,11.1182,1.00388,0.486932,3.53209,1.93434,3.79406,59.0365,1.3213,46.7418,5.34117,16.3461,0.0222558,0.87661,1.10067,0.010753,0.925319,14.9445,0.0285382,0.676301,5.47703,1.41211,0.974578,0.00410564,1.86788,
39,41.1885,86.4495,142.295,0.476446,1.582,2.19802,27.2066,0.667451,28.7445,13.7038,7.2719,0.999049,0.573777,3.50234,1.51166,3.47837,10.9876,0.614757,120.739,8.1368,11.9439,0.00867811,2.41486,1.42922,0.010753,0.925319,10.234,0.0342217,0.676301,2.55261,1.52121,0.974578,0.00410564,2.08104,
40,41.1885,123.846,245.606,0.332577,1.83723,2.69182,26.7339,0.906338,54.9639,14.6882,16.6282,0.998633,1.09404,3.30414,1.9775,5.30661,4.33169,1.18721,195.79,13.3687,51.5589,0.0086206,3.93013,0.978056,0.0461635,0.925319,9.54685,0.0342217,0.676301,2.71872,1.67315,0.950311,0.00410564,2.08104,
41,41.1885,129.134,311.959,0.318961,1.52684,1.80675,28.9826,0.90563,66.7402,13.4354,10.3506,1.00422,1.31747,3.06391,1.75197,3.00187,8.58472,1.36261,272.764,10.471,25.5885,0.0186821,5.38856,0.818388,0.0461635,0.925319,7.66329,0.0244929,0.676301,2.71872,1.67315,0.994136,0.00410564,2.08104,
42,41.1885,83.3817,151.289,0.493976,1.54056,2.50175,28.2263,0.917969,27.7276,11.3858,6.1827,1.00473,0.552346,3.34201,2.19639,5.9825,5.83098,1.197,146.215,10.7653,11.7995,0.0198011,2.94961,1.37105,0.0949259,0.925319,9.53661,0.0342217,0.676301,2.1381,1.67315,0.995538,0.00410564,2.08104,
43,41.1885,89.1343,168.227,0.462095,1.66743,3.26689,27.0362,0.773364,33.6391,11.9972,5.49807,1.00344,0.671454,3.58115,2.03042,7.8665,4.80333,0.749689,147.442,15.6395,6.94757,0.00893861,2.9612,2.07354,0.0949259,0.925097,9.73442,0.0133889,0.423552,0.973078,1.55807,0.991336,0.00410564,2.08104,
44,41.1885,105.986,266.683,0.388622,1.69948,2.4825,31.4804,0.945615,47.3553,10.3365,6.21989,1.00487,0.930946,3.53062,1.8878,6.06302,27.3913,1.41816,241.245,15.2359,14.3066,0.0148846,4.68738,1.81546,0.0949259,0.925097,11.8805,0.0133889,0.423552,0.973078,1.55807,0.996096,0.00404756,2.58809,
45,39.9779,68.5259,161.078,0.583399,1.27739,1.38251,28.0782,0.701047,23.7939,5.58783,3.15356,1.0021,0.473719,3.0756,1.19138,3.29763,4.39172,0.969019,144.495,8.73881,3.54868,0.00278624,2.90115,0.569369,0.135619,0.924874,8.84518,0.0130193,0.393131,0.844678,1.55807,1.0015,0.0025368,2.63248,
46,38.5653,133.132,332.472,0.289677,1.42422,1.99725,33.2873,0.51255,73.6912,7.98276,8.35426,1.00307,1.45473,3.42434,1.238,4.04119,41.3234,0.640692,298.363,14.513,25.8502,0.0140921,5.87269,1.40204,0.135619,0.924842,9.50917,0.0129036,0.393131,0.844678,1.67315,0.972585,0.0025368,2.71253,
47,38.4651,61.603,106.902,0.624404,1.33015,1.78073,37.624,0.395725,2.54389,5.26055,8.37075,1.00411,0.0486135,3.2444,1.09585,4.48929,67.7393,0.584988,61.071,10.8197,30.9595,0.0128315,1.20724,0.928973,0.218382,0.924842,13.1031,0.0123356,0.288349,0.601887,1.67315,1.00164,0.0025368,2.71253,
48,38.4651,106.896,227.743,0.359837,1.51995,3.19532,26.6892,0.621808,47.5093,8.06864,14.3068,1.00156,0.946027,3.03729,1.85323,7.13692,11.7926,1.18705,176.346,16.2041,38.1878,0.00875965,3.4395,0.538573,0.125841,0.924842,10.7838,0.0123356,0.288349,0.601887,1.67384,0.968619,0.0025368,0.729807,
49,36.8283,164.476,411.466,0.223913,1.35854,2.16534,31.0132,0.611126,108.679,6.5995,7.4069,1.00436,2.14156,3.49635,1.46409,4.68672,27.6353,1.04898,374.864,13.6941,21.593,0.0143102,7.37374,1.15818,0.125841,0.924842,9.4225,0.0123356,0.286549,0.601887,1.65832,0.993781,0.0025368,3.00257,
50,36.8283,93.4208,256.362,0.394219,1.27053,2.51908,33.5393,0.52082,34.9668,6.47114,9.06759,1.00499,0.683839,3.37679,1.53541,6.33937,43.1316,0.98586,244.194,14.5396,29.9065,0.0142441,4.73632,1.09193,0.0046617,0.924874,12.3695,0.0130193,0.211924,0.546571,1.65832,1.00169,0.00128512,3.00257,
51,36.8283,242.863,507.418,0.151642,2.04767,3.16494,38.4057,0.794895,163.607,11.4122,15.4383,1.00421,3.22798,3.75976,3.23516,6.32651,86.897,1.7581,446.056,21.8326,40.7669,0.012763,9.17974,1.76484,0.0046617,0.9255,9.32342,0.0130193,0.211924,0.546571,1.77982,0.996249,0.00128512,3.02388,
52,36.8283,128.007,304.369,0.287706,1.06443,2.4362,26.7443,0.505404,77.0653,6.71615,7.49048,1.00094,1.53575,3.4478,1.62913,5.31314,12.3053,0.867806,269.888,16.3636,21.6822,0.00596346,5.56918,1.48556,0.0046617,0.9255,8.93636,0.0169304,0.211924,0.527445,1.71917,0.973525,0.00128512,1.82585,
53,36.5382,147.312,403.894,0.248032,1.04268,1.89231,27.1983,0.516076,93.6932,6.31054,10.4597,1.00236,1.84252,3.35483,1.67157,4.51942,3.81386,0.764396,350.508,16.4298,33.8516,0.00809991,6.91182,0.997194,0.0493678,0.925827,9.45964,0.0149712,0.215476,0.527445,1.78853,0.963561,0.00171988,3.06124,
54,36.4284,83.0765,217.033,0.438492,1.14682,2.69884,27.1765,0.567834,31.0269,5.3322,10.284,1.0059,0.613281,3.22421,1.91954,6.63474,4.94872,1.05778,201.173,15.0753,30.8806,0.0215283,4.06202,0.864179,0.00191312,0.925827,0.933989,0.0133064,0.162404,0.527445,1.75361,1.0017,0.00132044,2.15702,
55,36.4284,142.404,376.059,0.255811,1.09417,2.50227,56.5973,0.727379,56.027,6.37418,13.6636,1.00583,1.10469,3.30712,1.87333,5.42615,195.557,1.43966,264.822,16.0462,40.2775,0.0195639,5.28776,1.14413,0.00191312,0.925827,10.267,0.0175587,0.215476,0.546571,1.78853,0.975723,0.00171988,1.83853,
56,36.4284,75.394,167.3,0.483173,1.19327,2.58324,34.2802,0.403292,21.8874,4.04777,6.10219,1.00647,0.434585,3.45563,2.66765,6.0085,41.9155,0.407259,145.791,11.1681,19.1406,0.0200691,2.93436,1.23166,0.00191312,0.925827,9.37034,0.0213929,0.215476,0.564846,1.79588,0.995733,0.00171988,3.06532,
57,36.4284,64.0242,118.566,0.568978,0.764198,2.4834,42.2639,0.52476,1.54688,4.4681,7.54611,1.00889,0.0292621,3.38877,1.60551,5.73506,78.7715,0.678578,11.7476,11.991,22.4618,0.0254778,0.412034,1.10626,0.00191312,0.926404,12.2896,0.0213929,0.215476,0.564846,1.78837,1.00169,0.00171988,3.06959,
58,36.4284,86.7826,266.203,0.419766,0.787451,1.66051,27.9256,0.498307,40.4004,3.88572,6.63627,1.00364,0.791329,3.1934,1.49406,4.59288,11.5614,0.80391,239.646,12.2962,20.7213,0.00922864,4.68349,0.526194,0.00191312,0.926404,12.3867,0.0619859,0.215476,0.564846,1.81508,1.00171,0.00166084,2.98485,
59,36.2755,59.6725,157.189,0.607909,0.332991,1.36465,27.8087,0.338698,20.9855,2.21533,2.0801,1.00175,0.416545,3.12834,0.633353,3.07459,2.65197,0.393563,144.93,8.39527,4.04145,0.00193227,2.88936,0.214233,0.00191312,0.925938,9.26905,0.0619859,0.215476,0.476789,1.784,0.998452,0.00171988,3.0632,
60,36.2755,104.17,302.12,0.348232,0.602606,1.93987,27.2748,0.457537,54.0428,4.10427,10.4165,1.00148,1.06436,3.26608,1.28462,4.71636,3.68798,0.688892,267.741,12.37,38.6373,0.00551654,5.27595,0.992814,0.00191312,0.926404,10.7164,0.0179983,0.199783,0.476789,1.81508,0.966186,0.00123617,1.91764,
61,36.2755,62.8919,154.947,0.576791,0.332572,1.99587,27.4942,0.418373,21.4734,2.63312,3.98564,1.00243,0.42619,3.13006,0.723461,5.32115,3.38938,0.44975,149.698,9.90934,14.1553,0.00471422,2.93636,0.295298,0.00191312,0.926404,9.26183,0.0619859,0.215476,0.476789,1.79178,0.999384,0.00171988,2.62475,
62,36.2755,47.6901,43.5698,0.76065,0.487124,2.52811,29.6878,0.432125,1.07517,4.18095,5.06479,1.00549,0.0193374,3.20919,1.07382,6.66804,15.5256,0.43967,20.5818,13.1302,13.0053,0.0166729,0.30285,0.433668,0.00191312,0.926269,12.3428,0.0461059,0.215476,0.476789,1.79323,1.00174,0.00167393,3.06787,
63,36.2755,79.7645,206.836,0.454782,0.624787,2.1486,34.0557,0.585214,24.0967,4.31067,9.09666,1.00334,0.476792,3.36599,1.75719,5.32303,46.1142,1.23266,141.539,13.3337,34.5653,0.013787,2.85221,1.39401,0.00191312,0.926366,12.1489,0.0461059,0.215476,0.476789,1.80925,0.959562,0.00171988,2.17049,
64,36.2755,116.663,319.882,0.310943,0.600497,2.21446,28.1578,0.565527,65.0476,5.48852,8.93983,1.00401,1.28075,3.36379,1.55552,4.94439,8.40211,0.869206,279.449,15.8137,36.4859,0.0194173,5.47076,1.27229,0.00191312,0.92593,11.5428,0.0457845,0.215476,0.476789,1.763,0.957772,0.00171988,3.05884,
65,36.2755,72.6007,249.776,0.499657,0.409201,1.0349,27.941,0.307376,33.0442,1.96378,3.05498,1.00165,0.64575,3.19787,1.72359,1.38803,1.70232,0.242851,228.402,7.84059,9.77271,0.00262433,4.52111,0.719464,0.0290857,0.92625,16.1318,0.016593,0.215476,0.476789,1.82588,0.993327,0.00171988,3.04784,
66,36.2755,113.129,260.499,0.320656,0.826946,2.37988,32.8949,0.574267,56.8484,5.9056,7.97679,1.00505,1.13103,3.58611,2.32039,4.831,29.3966,1.1285,224.567,15.0742,21.0544,0.0201459,4.47463,1.63623,0.0026447,0.92625,6.36627,0.016593,0.215476,0.476789,1.82154,0.981735,0.00171988,3.03721,
67,36.2755,80.2577,191.567,0.451987,0.465828,1.62114,30.0613,0.383917,29.1275,3.92599,9.84223,1.00319,0.5787,3.24798,1.76101,3.51943,16.4383,0.568203,147.635,12.8234,32.4862,0.0148987,2.92352,0.976177,0.0234388,0.912147,11.1636,0.016593,0.215476,0.476789,1.81793,0.977745,0.00143563,2.14432,
68,36.2755,172.348,447.416,0.210478,0.869732,1.6604,46.6648,0.58713,100.471,5.61612,10.0631,1.0064,1.9654,3.44383,2.36293,2.74625,108.834,1.2795,399.893,15.2832,28.8125,0.0187549,7.8112,1.10684,0.00402063,0.926442,15.6025,0.016593,0.215476,0.476789,1.82588,1.00176,0.00165974,3.03721,
69,36.2755,89.6508,267.101,0.404631,0.576812,2.28241,28.5696,0.597132,36.0814,4.39264,12.1621,1.00839,0.704864,3.27557,1.79633,5.41225,18.499,1.32339,237.85,12.8305,35.3882,0.0277648,4.70739,0.878288,0.00351476,0.926442,13.5653,0.016593,0.215476,0.469075,1.82105,1.00176,0.00163289,2.1638,
70,36.2755,80.1704,271.444,0.45248,0.453002,1.3378,28.3461,0.477407,34.3541,2.7448,7.61489,1.00554,0.669469,3.16717,1.80982,2.93579,1.92692,0.877744,234.759,10.4683,28.2148,0.0214067,4.58796,0.625163,0.0050805,0.926546,23.5554,0.016593,0.201949,0.469075,1.80459,1.0017,0.00163289,2.46225,
71,36.2369,107.952,350.399,0.335677,0.431266,1.10995,27.8861,0.357819,66.401,2.81348,3.42519,1.00188,1.29744,3.22758,1.88322,0.969461,1.6916,0.432063,322.145,10.9031,8.37846,0.0039766,6.30714,0.662902,0.00436671,0.926546,16.3777,0.112617,0.201949,0.469075,1.80489,0.994095,0.00163289,3.06619,
72,36.2369,121.608,335.225,0.297982,0.601987,1.9093,28.0278,0.466483,70.3488,5.16081,9.36894,1.00376,1.38855,3.33125,1.83434,4.05055,5.86999,0.671871,290.092,15.363,37.0184,0.0190251,5.72607,1.0502,0.00436671,0.926616,9.37873,0.154056,0.220439,0.469075,1.82105,0.956846,0.00163289,3.07023,
73,36.1718,108.348,304.481,0.33385,0.58739,1.4894,27.6572,0.484995,62.7823,4.08304,5.80855,1.00163,1.23928,3.21378,2.08648,3.17314,3.25638,1.0568,272.55,13.9659,18.7741,0.00231115,5.37528,0.517631,0.00436671,0.926649,8.94956,0.0823817,0.196367,0.469075,1.82105,0.995616,0.00163289,3.06814,
74,36.1718,144.35,427.548,0.250584,0.40959,1.12028,27.8898,0.412822,99.7559,3.98656,4.65515,1.0027,1.94925,3.16825,1.39423,0.864357,1.18984,0.615349,389.166,13.6372,12.903,0.00405845,7.72015,0.429536,0.00436671,0.926689,22.9868,0.147586,0.19235,0.463208,1.82105,1.00174,0.00132399,3.06954,
75,36.1718,76.5155,180.669,0.472738,0.64775,2.33267,31.8932,0.556555,21.2272,4.5119,10.6568,1.00869,0.420663,3.26011,2.05675,4.95379,22.2075,1.01321,149.469,13.5876,30.5661,0.0310035,3.17416,0.711359,0.00760144,0.926703,9.56881,0.0843864,0.181093,0.467497,1.84383,0.972133,0.00132399,3.05817,
76,36.1718,78.4967,259.313,0.460807,0.317582,1.56345,27.7045,0.363263,33.9985,2.35135,7.26991,1.00267,0.664829,3.26076,1.35287,4.21757,4.84988,0.563702,231.936,9.4618,27.6464,0.00729728,4.5549,0.898619,0.0126585,0.926646,13.7913,0.0843864,0.147569,0.467497,1.79759,1.00177,0.00132399,3.05817,
