Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center_gnd.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center_gnd.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center_gnd.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
147,35.8645,154.116,431.646,0.232711,0.679845,2.03755,28.6424,0.356071,99.9575,5.0435,11.1252,1.00514,1.9557,3.31293,2.05168,4.57393,8.69932,0.870881,394.363,14.2791,38.7959,0.0177609,7.70903,1.19438,0.000328302,0.927658,13.6687,0.0679275,0.00313901,0.470007,2.07995,0.99515,1.17411e-05,1.9101,
148,35.8645,108.303,309.246,0.331149,0.604144,2.21058,32.1552,0.254533,52.494,5.29904,9.85663,1.00427,1.03444,3.39032,2.18982,5.34297,33.6667,0.909485,264.502,16.4146,29.8568,0.0157956,5.27658,1.25141,0.000328302,0.927668,10.4795,0.0653993,0.00313901,0.470261,2.08384,0.964447,1.17411e-05,3.05564,
149,35.8634,168.464,471.796,0.212884,1.05374,3.57088,85.8359,0.547907,48.7184,8.39265,14.6751,1.00809,0.973028,3.68836,2.74333,7.085,389.785,1.38326,190.713,19.2919,40.5124,0.026018,3.80928,1.81197,0.000328302,0.927668,9.46431,0.0653993,0.00313901,0.470104,2.08278,0.982257,1.64504e-05,3.05564,
150,35.8634,133.504,366.496,0.268631,0.657766,1.9831,26.9656,0.312908,80.2081,5.3313,12.2548,1.00136,1.58205,3.20717,2.31979,4.76134,58.5031,0.988207,325.078,16.8018,41.9093,0.00979295,6.29919,0.957396,0.000332083,0.927668,1.00164,0.0653993,0.00313901,0.469805,2.08278,0.955791,1.64504e-05,2.59993,
151,35.8633,102.551,297.824,0.349711,0.351578,1.98487,27.3934,0.275619,54.6258,3.72038,8.94748,1.00223,1.07758,3.17256,1.41008,4.89592,3.52666,0.868646,271.619,13.0549,39.0244,0.00238163,5.35215,0.475756,0.000332083,0.927668,8.99857,0.0653993,0.00313901,0.470068,2.08278,1.00104,1.64504e-05,3.05564,
152,35.8633,131.543,352.319,0.272636,0.682643,1.74891,29.9097,0.375904,82.7439,4.39581,5.61598,1.00391,1.63463,3.43171,2.35162,3.66275,19.0884,1.12096,318.855,13.4411,16.4258,0.0148028,6.28487,1.56502,0.000332083,0.927668,4.05327,0.0692173,0.00313901,0.470068,2.08271,0.996336,1.56249e-05,2.41174,
153,35.8633,128.779,375.787,0.278487,0.609123,1.45306,27.6019,0.278388,83.9893,2.13016,6.87466,1.00159,1.65044,3.19061,2.44192,2.75612,3.67303,0.956133,344.048,7.46395,24.4519,0.00528852,6.74976,0.776962,0.000336139,0.927668,11.9582,0.074076,0.00320592,0.470055,2.08278,0.971935,1.56249e-05,2.96371,
154,35.863,152.036,372.849,0.235885,0.778276,1.92506,27.2706,0.377914,96.9249,6.02994,12.5796,1.00223,1.9214,3.22628,2.49834,3.68523,4.09012,1.05531,319.695,16.7123,35.6238,0.0113064,6.33593,0.950886,0.000336139,0.927663,10.2708,0.074076,0.00320592,0.469906,2.08139,0.963579,1.56249e-05,1.82599,
155,35.8625,105.791,225.034,0.338993,0.862938,3.39102,32.0038,0.627532,42.6383,7.63313,13.4993,1.00561,0.851556,3.27787,2.41831,7.41681,25.947,1.69112,189.015,19.5856,38.3118,0.0187757,3.67397,0.792806,0.000336139,0.927653,10.4199,0.074076,0.00312815,0.469906,2.07745,0.966802,1.56249e-05,2.44647,
156,35.8625,110.8,261.374,0.323669,1.04212,3.20228,36.2078,0.527228,49.3447,7.06382,8.08885,1.00892,0.982654,3.3316,3.07191,6.63848,45.5997,1.45902,222.682,18.0601,20.1992,0.0267669,4.43366,1.09058,0.000336139,0.927668,4.69134,0.07324,0.00312815,0.469906,2.08278,0.987395,3.44977e-05,0.631321,
157,35.8625,106.574,330.51,0.336504,0.547447,1.50248,28.3251,0.274459,62.0234,3.5958,4.76532,1.00449,1.21976,3.31523,2.20215,3.1871,10.1273,0.893873,303.629,13.0938,10.9449,0.0185003,5.9773,1.13087,0.000334032,0.927657,7.20727,0.07324,0.00312815,0.469906,2.07912,0.997051,2.30508e-05,3.05678,
158,35.8625,100.801,245.804,0.355775,0.49524,2.32633,33.4257,0.256838,40.5111,4.97808,13.5357,1.00232,0.806993,3.46279,1.9746,4.94492,43.6012,0.641762,190.569,15.3867,44.5104,0.0152176,3.75035,1.39373,0.000333724,0.927663,10.0115,0.0756267,0.00312815,0.469958,2.08107,0.958437,2.52558e-05,3.05729,
159,35.8623,71.5511,249.815,0.501212,0.180397,0.99079,27.9443,0.211414,33.0275,1.18318,3.24859,1.00205,0.648133,3.11467,1.2935,1.39274,5.25385,0.912803,231.193,5.55488,10.4842,0.00172227,4.53868,0.524439,0.000333724,0.927663,13.9182,0.0756267,0.00305526,0.469792,2.08107,1.0018,2.32552e-05,3.05729,
160,35.8622,104.599,300.204,0.342853,0.610649,2.64882,27.0079,0.295691,53.5211,4.70826,10.522,1.00223,1.05582,3.22676,2.2104,6.6313,4.30314,0.902531,263.717,15.618,33.6175,0.00794363,5.25942,0.902497,0.000333724,0.927663,9.54842,0.0772653,0.00305526,0.469842,2.08107,0.97162,2.14721e-05,1.99717,
161,35.8622,232.308,836.721,0.154373,0.709766,2.25099,132.492,0.326319,75.415,5.27292,9.83615,1.00717,1.48126,3.51618,2.19497,5.00309,740.566,0.805361,327.078,15.6562,28.6624,0.0234712,6.41544,1.62921,0.00033038,0.927673,11.9604,0.0772653,0.00305526,0.469899,2.08442,1.0018,2.14721e-05,3.05744,
162,35.8622,91.2109,210.449,0.393178,0.801579,3.56441,26.6634,0.412235,35.0687,6.55398,13.0704,1.00271,0.699674,3.37375,2.65972,8.22186,105.934,1.34905,158.082,18.459,41.5078,0.0101905,3.23956,1.08062,0.00033038,0.927675,10.5265,0.0772653,0.00305526,0.4699,2.08442,0.968587,1.7376e-05,3.05744,
163,35.8622,114.01,300.538,0.314553,0.623652,2.39742,30.1934,0.346077,62.0824,5.94224,6.8607,1.00483,1.22678,3.33233,1.89331,5.91455,20.7098,0.896637,274.073,16.9987,17.8167,0.0150279,5.39665,0.872606,0.00033038,0.927675,8.85264,0.0772653,0.00305526,0.4699,2.08442,1.0018,1.89004e-05,3.05744,
164,35.8619,114.311,293.037,0.313723,0.864113,2.77296,31.425,0.398122,55.0161,6.19511,12.1381,1.00852,1.08584,3.40669,2.53248,5.43581,20.0679,1.06464,252.936,16.3968,33.9192,0.0294004,4.97131,0.990339,0.000332736,0.927675,13.1198,0.0621293,0.00301796,0.469858,2.08442,0.97421,2.52558e-05,3.05744,
165,35.8619,137.852,366.372,0.260147,0.764257,3.20609,27.7429,0.503189,74.6093,6.08932,19.0799,1.00479,1.47075,3.3817,2.16861,7.14557,7.79677,1.33969,302.382,16.9105,53.6188,0.0217075,5.94548,1.04815,0.000332736,0.927675,10.6437,0.0778886,0.00301796,0.469863,2.08442,0.9562,2.57843e-05,2.59663,
166,35.8618,71.0458,181.437,0.50477,0.493107,2.52954,27.2189,0.365331,26.0383,3.42274,6.26863,1.00246,0.519067,3.18769,1.97857,6.55782,4.04923,1.14532,152.93,13.1835,24.8118,0.00812096,3.02952,0.739462,0.000332736,0.927675,9.65295,0.0778886,0.00301796,0.469695,2.08442,0.971682,4.43655e-05,2.61996,
167,35.8618,74.2119,249.373,0.483235,0.421411,1.65855,27.8025,0.201695,32.9088,2.92152,3.3762,1.0029,0.644133,3.27425,2.10119,4.71072,2.41511,0.818637,229.267,12.0498,6.55235,0.00620226,4.49302,1.07153,0.000330311,0.927676,12.2442,0.0778886,0.00301796,0.469695,2.08466,1.0018,1.7074e-05,3.05768,
168,35.8615,80.4467,206.876,0.445779,0.317789,2.05797,29.3132,0.208058,30.8736,2.94068,9.95266,1.00303,0.614957,3.16475,1.62749,4.54378,12.8573,0.559409,157.809,11.6205,35.4552,0.0160877,3.14516,0.768531,0.000331564,0.927676,10.0698,0.0778886,0.00296895,0.469695,2.08456,0.97367,2.15767e-05,2.83864,
169,35.8615,93.772,291.429,0.382433,0.216888,1.42428,27.616,0.214193,53.2723,1.53331,4.26224,1.00219,1.05214,3.1785,1.08604,3.1927,3.5191,0.719487,268.098,5.44621,12.269,0.00276764,5.31055,0.686108,0.000332736,0.927676,9.44997,0.0778886,0.00296895,0.469695,2.08456,1.0018,2.38156e-05,3.05773,
170,35.8615,72.2833,254.95,0.496124,0.163001,1.04964,27.9565,0.110028,32.6023,1.69164,3.84146,1.00148,0.639472,3.22774,1.13955,0.929754,1.94367,0.199585,230.67,8.5424,12.2952,0.00234454,4.49329,1.18758,0.000333762,0.927676,14.5503,0.0777977,0.00296895,0.469695,2.08456,0.985829,3.52296e-05,3.05768,
171,35.8615,85.3065,202.775,0.420384,0.607985,2.63181,29.707,0.25908,26.3586,4.91468,15.9694,1.00326,0.524446,3.33024,2.18681,6.23435,17.5061,0.787316,145.279,14.9365,50.7381,0.0154238,2.88862,1.01999,0.000334132,0.927671,10.4194,0.0776211,0.00290796,0.469695,2.08317,0.963306,3.82544e-05,3.05763,
172,35.8615,156.643,419.451,0.228937,0.586323,1.76741,27.2793,0.259338,105.836,4.61523,9.81981,1.00165,2.08503,3.39301,2.10803,3.73991,4.42054,0.670497,365.839,14.9293,35.6519,0.00768621,7.47422,1.16518,0.000334132,0.927679,9.22236,0.0787891,0.00290796,0.469695,2.08606,0.960293,2.94824e-05,3.05781,
173,35.8615,127.838,318.79,0.280523,0.569197,2.18923,35.9978,0.410645,60.9395,4.6192,17.6222,1.0011,1.21107,3.27776,1.98357,4.34566,62.489,1.2653,242.536,14.3069,53.4638,0.0145979,4.81735,1.2896,0.000333344,0.927679,10.5778,0.0777822,0.00290796,0.46967,2.08606,0.959759,3.82544e-05,1.34101,
174,35.8615,99.7175,292.026,0.359631,0.521598,2.0466,27.3279,0.124859,54.3043,3.27792,6.8123,1.00193,1.07201,3.22807,2.17665,5.06025,9.12784,0.348113,269.569,12.5798,28.218,0.00327068,5.31055,0.685677,0.000333344,0.927679,9.28797,0.0789798,0.00290796,0.46967,2.08606,0.994267,4.1474e-05,3.05784,
175,35.8614,115.445,272.298,0.310636,0.800528,2.76873,40.7386,0.373105,43.6489,5.40829,16.5984,1.0048,0.868553,3.23532,2.52714,5.89479,85.9429,1.06433,194.323,15.1714,46.7883,0.0220358,3.873,0.814509,0.000333344,0.927679,10.8363,0.0790498,0.00290796,0.46967,2.08599,0.956794,3.60556e-05,2.55857,
176,35.8614,97.5095,279.689,0.367774,0.58082,1.68206,30.2919,0.234786,51.4421,3.72508,4.26432,1.00396,1.017,3.26744,2.33774,3.74167,21.0121,0.791985,255.734,13.1083,14.6541,0.0141335,5.04946,0.991896,0.000333344,0.927682,9.44121,0.0801885,0.00295408,0.46967,2.08662,0.996071,4.00242e-05,3.05811,
177,35.8613,47.6072,58.081,0.753276,0.233691,1.80987,30.0611,0.185114,1.04554,2.73951,7.34482,1.00424,0.0210195,3.16223,1.19896,4.53877,14.9384,0.515689,50.2014,11.1972,29.567,0.0148583,0.992359,0.588477,0.00033656,0.927682,14.2997,0.0801885,0.00295408,0.46967,2.08667,1.0018,4.00242e-05,3.05811,
178,35.8613,67.6433,187.584,0.530152,0.160454,1.87402,27.5932,0.254609,22.8943,3.08177,7.07029,1.00157,0.455001,3.25816,0.827871,4.87244,3.97703,0.987478,141.801,12.8105,32.0502,0.00807342,2.81556,1.01855,0.000334062,0.927681,12.2751,0.0796705,0.00296136,0.46967,2.08633,0.958289,4.19637e-05,3.05804,
179,35.8613,83.5283,233.58,0.42933,0.121633,1.69685,27.4971,0.172524,40.4946,2.68156,6.03371,1.00091,0.806596,3.02293,0.698358,3.77413,3.59062,0.454346,196.786,10.9806,20.6469,0.00457972,3.97354,0.311206,0.000334062,0.927681,9.64631,0.0801885,0.00296895,0.46967,2.08633,0.97379,4.5048e-05,1.6226,
180,35.8612,46.7987,53.7495,0.766286,0.281417,1.88652,28.5599,0.150285,1.57289,2.85454,7.36167,1.00488,0.0315645,3.09505,1.43661,4.83772,4.94456,0.343969,39.3027,11.7181,27.3555,0.0191569,0.782857,0.394484,0.000333219,0.927679,13.7378,0.0812282,0.00297233,0.469678,2.08562,1.0018,4.48713e-05,2.25143,
181,35.8611,127,365.947,0.282372,0.572918,1.92383,27.2956,0.257513,80.4295,4.72769,5.99983,1.00206,1.58076,3.21004,2.09773,4.75616,3.56546,0.625527,329.348,14.3275,15.776,0.00796841,6.75875,0.939798,0.000332956,0.927679,12.2649,0.0814435,0.00297518,0.469646,2.0859,0.971553,4.5415e-05,0.872107,
182,35.8611,54.0065,78.8932,0.664015,0.392018,2.42099,28.4522,0.199472,7.84731,3.88593,6.49897,1.00494,0.156997,3.14769,1.61607,6.10313,6.7009,0.472386,83.1144,13.6017,28.6562,0.0171565,1.71543,0.717744,0.000332956,0.927679,12.0603,0.0817282,0.00297518,0.469599,2.0859,1.0018,4.5415e-05,1.18931,
183,35.8611,92.3178,291.404,0.388453,0.262013,1.00699,27.9219,0.227285,46.1671,2.70443,8.87804,1.00181,0.908521,3.23967,1.2964,1.45143,1.60213,0.737109,251.241,11.0467,35.4258,0.00635019,4.92898,0.904867,0.000332406,0.927679,19.8956,0.0815834,0.00296584,0.469576,2.08592,0.974354,4.54652e-05,3.05835,
184,35.861,183.345,452.097,0.195593,0.843075,2.06851,26.4656,0.248301,131.655,5.35856,9.78119,1.00134,2.59968,3.32392,2.60582,4.34415,5.58874,0.742756,405.885,15.4583,27.2854,0.00574085,8.19824,1.19072,0.000332393,0.92768,6.32537,0.0817573,0.00296584,0.469546,2.08596,0.972518,4.54652e-05,3.05835,
185,35.861,107.324,259.739,0.334139,0.799557,2.73297,31.9679,0.25562,44.6285,5.13065,16.614,1.00444,0.887917,3.30237,2.49821,5.62265,24.493,0.675465,215.285,14.7306,46.4543,0.0218234,4.27426,0.96957,0.000332018,0.92768,9.86872,0.0815581,0.00296584,0.469523,2.08593,0.962413,4.53449e-05,2.50333,
186,35.861,84.9884,187.468,0.421952,0.679066,2.56614,45.9591,0.231271,17.0994,4.89839,8.89799,1.00606,0.341832,3.3091,2.40256,5.87914,113.674,0.599408,105.335,15.222,30.6392,0.0186869,2.15493,0.973739,0.000332018,0.92768,11.0002,0.0813902,0.00296584,0.469523,2.08593,1.0018,4.53449e-05,3.05835,
187,35.861,132.411,375.828,0.27083,0.56785,1.70028,43.758,0.434823,66.8454,4.75134,8.66724,1.00689,1.30955,3.3701,1.97339,3.35959,109.079,1.40201,327.615,14.5803,25.8035,0.0230159,6.41653,1.17439,0.00033165,0.927679,17.1592,0.0815581,0.00296584,0.469523,2.08593,1.0018,4.53449e-05,3.05836,
188,35.861,85.881,193.064,0.417566,0.554403,2.11915,34.3653,0.218599,32.1171,3.6088,7.84027,1.0069,0.641144,3.40932,2.12511,4.3284,31.6989,0.61698,165.901,12.1335,20.1518,0.0205707,3.27966,1.23039,0.000332018,0.927679,9.86405,0.0815581,0.00297677,0.469523,2.08592,1.0018,4.53449e-05,3.05836,
189,35.861,111.586,313.298,0.321375,0.3738,1.88135,27.166,0.253657,66.3766,4.15118,5.66253,1.00192,1.31592,3.40321,1.57248,4.29803,8.34323,0.75447,279.797,14.6334,15.4257,0.00563328,5.44912,1.48467,0.00033156,0.927679,8.99689,0.0822432,0.002976,0.469517,2.0858,0.989397,5.0319e-05,3.05847,
190,35.861,132.015,370.341,0.271643,0.683475,1.94341,40.3278,0.334805,66.9956,4.6785,11.3957,1.00388,1.31434,3.33763,2.31604,4.41491,91.3334,1.00797,321.945,14.4488,37.8559,0.0128105,6.3136,1.13388,0.000332222,0.92768,13.813,0.0822432,0.00297496,0.469517,2.08593,0.992343,5.15879e-05,2.79662,
191,35.8609,98.1032,308.465,0.365543,0.329877,1.32744,27.8339,0.293984,53.2733,2.82304,7.09312,1.00119,1.04739,3.08001,1.63086,2.41814,12.5885,1.17601,269.263,11.7164,31.2085,0.00675626,5.28579,0.378955,0.000331767,0.92768,12.1262,0.0822432,0.002976,0.469513,2.08593,0.959373,5.13576e-05,2.27296,
192,35.8609,131.333,430.904,0.273053,0.802565,2.80499,72.7507,0.166062,41.059,4.50926,4.04466,1.00456,0.820246,3.37127,2.86093,6.85894,322.248,0.401723,172.549,14.1738,9.11639,0.0143552,3.45172,1.31291,0.000333268,0.92768,9.43684,0.0822336,0.002976,0.469513,2.08595,0.99773,5.12791e-05,3.05847,
193,35.8609,67.7752,180.351,0.529116,0.231179,1.30048,30.8298,0.17826,22.4761,2.49248,5.66241,1.00471,0.447179,3.15264,1.21674,2.54832,46.9802,0.464321,156.861,10.0819,17.7033,0.0151019,3.08423,0.626819,0.000331597,0.927679,2.83825,0.0823911,0.00297703,0.469502,2.08581,1.0018,4.97298e-05,3.05852,
194,35.8609,94.4843,294.29,0.379544,0.211912,1.48944,27.5939,0.231525,52.9201,2.77016,3.98701,1.00159,1.04487,3.23379,1.05738,3.1861,4.20342,0.823974,265.684,11.2392,10.0456,0.00346107,5.23572,0.854832,0.000332353,0.927679,9.54482,0.0823911,0.00297703,0.469502,2.08581,0.990817,4.97298e-05,3.05853,
195,35.8609,100.036,288.619,0.35848,0.531643,1.50241,27.8663,0.270782,57.4054,3.04351,4.17898,1.00205,1.13504,3.10002,2.2362,3.01649,3.90066,1.00072,267.881,10.7709,9.25194,0.00293878,5.2834,0.35522,0.000332353,0.927679,9.44481,0.0823911,0.00297703,0.469502,2.08549,0.992874,4.79543e-05,2.09543,
196,35.8609,72.2473,254.705,0.496363,0.167998,0.979219,27.9959,0.143082,32.7785,1.62944,3.73257,1.0022,0.643214,3.17528,1.20127,0.630335,1.63711,0.423489,230.65,8.1648,11.5283,0.00278538,4.52697,0.811605,0.000332353,0.927681,16.5687,0.0829696,0.0030053,0.469502,2.0862,1.0018,5.17975e-05,3.05861,
197,35.8609,50.2951,101.039,0.71301,0.248395,1.00846,28.0177,0.0897352,11.355,1.70573,3.54906,1.00159,0.227447,3.09197,1.73822,0.566295,1.47956,0.0678005,81.7246,8.65263,10.2351,0.0015952,1.64295,0.246619,0.000332353,0.927681,17.6614,0.0830261,0.00300056,0.469498,2.0862,0.991262,5.11052e-05,3.05862,
198,35.8609,68.0607,176.546,0.526896,0.353218,1.97318,29.1558,0.331223,19.7636,2.90871,9.04223,1.00637,0.392725,3.13361,1.75395,4.27772,8.3587,1.20761,134.914,10.5829,32.6928,0.0276223,2.6843,0.757646,0.000333268,0.927681,11.125,0.0830538,0.00300389,0.469498,2.0862,0.961606,5.11052e-05,1.947,
199,35.8609,109.685,279.732,0.326944,0.506607,2.42157,28.0564,0.471617,60.3741,5.08338,7.26449,1.00338,1.20293,3.30076,1.92869,5.13025,8.17786,1.39837,243.012,15.8761,22.0959,0.0184674,4.73399,1.2574,0.000333142,0.927682,8.44036,0.0831239,0.00300389,0.469491,2.08654,0.971533,5.28766e-05,2.98516,
200,35.8609,84.8763,263.71,0.422508,0.467817,1.47603,27.6739,0.0991607,41.903,2.83691,5.50211,1.00182,0.825597,3.08993,2.2948,3.43314,2.7596,0.376376,238.255,11.6596,20.059,0.00169466,4.68067,0.321524,0.000333033,0.927682,13.0695,0.0831239,0.00300717,0.469491,2.08654,0.998974,5.28766e-05,2.8812,
