Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
10,1671.1,3067.35,1795.4,0.544801,234.563,0,536.841,6.14483,153.456,1632.76,237.015,232.874,33.7006,253.414,0,768.877,3.81824,205.37,614.427,175.341,253.871,20.0807,1.48193,0,53.6545,0.673187,4.32592,1174.94,13.8951,1.33117,3.82824,
11,1671.1,2544.35,1370.87,0.656788,142.378,0,421.187,5.74874,145.381,1474.33,190.802,139.932,24.5871,173.663,0,668.167,4.02744,197.995,578.088,142.859,172.873,20.5493,5.46265,0,53.6545,0.0389412,4.32592,1167.6,54.1496,2.3114,3.82824,
12,1594.44,3044.36,2172.95,0.523737,252.663,0,459.088,7.57399,220.684,1605.49,225.204,247.291,26.3641,393.326,0,562.346,4.44798,337.822,814.274,202.067,384.803,23.1611,5.46265,0,71.664,0.72491,4.32592,1139.22,42.5538,2.3114,3.73769,
13,1594.44,2729.5,1984.67,0.584152,205.914,0,508.022,7.32402,143.612,1453.64,184.706,204.581,21.7088,322.722,0,869.427,4.11103,180.818,559.082,171.989,317.357,19.8143,5.46265,0,71.664,0.70772,4.32592,1063.77,31.0318,2.3114,3.48104,
14,1594.44,2906.42,2253.57,0.548593,215.891,0,517.861,7.17886,185.653,1539.71,203.43,215.265,21.432,359.571,0,839.167,3.70624,270.15,659.174,212.079,359.724,23.4384,5.46265,0,56.8931,0.408604,4.32592,1174.94,31.0318,2.3114,3.38058,
15,1583.56,2864,2048.5,0.552921,171.009,0,551.508,6.83233,177.568,1600.77,161.739,170.115,24.4545,238.173,0,812.892,3.44288,243.996,759.932,118.548,238.024,23.1127,14.0143,0,56.8931,0.178481,8.3358,1174.94,32.9298,10.9421,3.38058,
16,1583.56,2720.7,2229.01,0.582043,185.082,0,514.892,7.16516,164.649,1468.45,177.017,183.086,20.3617,287.875,0,956.866,3.58268,233.801,634.816,152.924,284.498,18.9309,14.0143,0,43.0055,0.178481,10.6324,1112.58,32.9298,10.9421,3.49161,
17,1583.56,3013.29,2339.16,0.525527,247.375,0,594.827,7.68099,161.594,1563.34,168.689,244.852,24.9333,374.161,0,1008.11,3.77119,223.304,753.951,143.262,368.672,24.9924,14.0143,0,43.0055,0.178481,6.3647,1096.11,37.666,10.9421,3.62372,
18,1583.56,2986.98,2932.56,0.530154,187.602,0,513.426,7.24471,208.065,1657.73,201.649,185.213,26.0602,303.236,0,962.844,4.00443,356.205,1075.46,218.975,287.182,29.4962,14.0143,0,56.8931,0.102447,6.3316,1174.83,37.666,10.9421,3.62372,
19,1583.56,2681.88,1952.04,0.590469,191.564,0,480.431,6.71038,155.367,1466.91,168.301,190.743,21.8505,316.709,0,792.438,3.4687,176.841,809.791,161.952,316.687,24.2026,2.28784,0,56.8931,0.102447,3.89346,1053.44,37.666,1.86942,3.6851,
20,1583.56,2580.18,1974.6,0.613741,173.453,0,422.35,7.53542,158.757,1460.85,162.425,172.354,22.4585,282.24,0,684.403,3.62093,197.335,577.33,126.417,282.18,20.0933,4.99958,0,56.8931,0.102447,11.7916,1174.83,37.666,1.86942,3.6851,
21,1583.56,2782.72,2566.02,0.569069,197.963,0,469.521,7.22058,188.231,1533.27,167.643,195.194,23.6793,328.358,0,850.372,2.95622,340.395,889.149,184.723,320.945,22.4445,4.99958,0,61.1892,0.102447,10.8789,1174.83,24.9141,1.86942,3.6851,
22,1583.56,2901.64,2209.17,0.545748,202.711,0,541.342,7.78816,176.173,1593.52,154.867,200.335,24.9014,286.305,0,832.804,3.17972,221.913,825.541,137.482,284.108,24.1538,2.52422,0,61.1892,0.102447,2.10165,1059.55,37.666,1.86942,3.6851,
23,1583.56,2818.7,2565.23,0.561805,210.553,0,457.519,7.03838,232.399,1525.7,154.369,207.533,23.597,374.297,0,756.825,3.27586,337.188,841.214,147.014,369.011,21.3131,4.99958,0,61.1892,0.102447,3.38959,1164.45,37.666,1.86942,3.6851,
24,1515.83,2823.49,2236.11,0.536865,179.193,0,464.891,7.24539,155.769,1603.34,208.013,177.532,27.503,281.486,0,757.718,2.94458,276.122,907.393,250.223,283.086,28.4256,4.99958,0,61.1892,0.102447,3.38959,1059.68,25.5963,1.86942,3.6851,
25,1460.31,2807.88,2287.04,0.520076,196.18,0,391.303,7.54292,159.394,1643.3,186.83,195.18,28.1484,372.49,0,641.905,2.98311,282.528,932.056,228.124,371.466,28.6367,3.55774,0,61.1892,0.102447,3.38959,1175.31,25.5963,1.88375,4.2126,
26,1460.31,3102.38,2715.84,0.470706,227.625,0,639.37,6.71545,200.058,1605.72,170.012,225.467,27.4192,409.004,0,1029.8,3.62803,286.942,956.661,167.25,407.112,26.9417,2.66314,0,61.1892,0.0530688,3.38959,1146.69,25.5963,1.08135,5.86559,
27,1460.31,2793.89,2632.36,0.522679,155.587,0,524.866,7.08158,179.954,1586.84,163.05,150.802,25.7186,318.208,0,997.153,2.82192,301.178,914.251,194.045,310.862,24.8605,3.55774,0,61.1892,0.0530688,3.38959,1179.21,25.5963,1.35841,5.86559,
28,1460.31,2141.69,1653.76,0.68185,134.244,0,270.724,6.66384,135.509,1315.5,126.556,132.798,19.6942,277.582,0,573.285,2.34206,249.804,643.455,101.371,275.915,17.318,3.55774,0,61.1892,0.0530688,3.38959,1073.36,25.5963,1.35841,5.86559,
29,1460.31,2973.07,2867.58,0.491179,188.507,0,537.785,6.98795,195.933,1661.77,168.537,184.99,28.5648,380.259,0,897.15,3.22775,372.433,1058.08,192.028,371.662,27.0673,3.55774,0,61.1892,0.0530688,3.38959,1179.21,25.5963,1.35841,5.86559,
30,1449.85,2573.52,2010.26,0.563372,121.819,0,389.626,6.79279,125.254,1628.37,155.977,119.296,26.3836,233.577,0,663.511,3.05774,219.949,943.001,180.595,227.221,26.6159,3.55774,0,68.3603,0.0530688,3.38959,1182.2,25.5963,1.35841,4.11981,
31,1449.85,2980.34,2554.94,0.486471,227.339,0,623.817,6.70842,201.942,1505.52,164.521,226.137,24.357,411.554,0,1057.99,2.84831,296.906,805.833,186.486,411.573,22.6026,3.55774,0,62.1206,0.0530688,3.38959,1075.74,23.119,1.35841,5.73035,
32,1432.02,2594.99,2213.69,0.551841,158.691,0,474.088,6.86903,171.311,1457.81,148.81,156.303,21.1039,291.709,0,905.066,2.92863,277.599,606.249,131.338,291.38,14.7354,3.32121,0,62.1206,0.341116,3.38959,1081.15,25.5963,1.98414,8.19472,
33,1432.02,2643.56,2771.02,0.541703,133.673,0,471.901,7.38111,123.741,1594.82,153.725,131.111,27.2015,298.515,0,921.581,2.26108,319.612,1099.6,219.299,289.758,29.998,3.32121,0,62.1206,1.11109,5.62586,1182.2,15.1042,2.07742,8.5988,
34,1432.02,2909.69,2530.79,0.492157,172.581,0,562.315,6.88647,165.335,1646.62,158.605,170.159,27.182,293.582,0,934.939,2.79527,295.849,957.097,208.473,287.701,27.7838,3.32121,0,62.1206,0.253785,3.8808,1069.01,9.28292,1.11152,5.98373,
35,1432.02,2332.43,1971.78,0.613963,115.033,0,269.023,7.61209,133.216,1530.9,140.423,112.68,23.5389,306.675,0,542.461,2.30512,237.745,945.878,177.662,302.663,28.4036,0.769086,0,62.1206,0.254858,4.47409,1181.81,15.1042,0.343678,7.32619,
36,1432.02,2443.04,2261.04,0.586164,160.382,0,395.531,6.94948,122.541,1436.82,139.47,158.617,22.7339,342.49,0,812.438,2.26234,240.959,698.798,182.836,348.351,20.8379,0.769086,0,62.1206,0.465268,5.63198,1098.21,15.1042,0.343678,8.5988,
37,1432.02,2433.13,2089.32,0.588552,130.172,0,413.905,6.8735,120.824,1480.61,129.186,128.584,22.9747,299.08,0,789.475,2.19171,198.429,717.61,192.854,299.237,20.364,0.769086,0,62.8932,0.284783,5.63198,1132.97,15.5003,0.343678,8.5988,
38,1427.3,2690.28,2566.78,0.530538,206.14,0,469.104,6.6027,162.171,1529.85,94.8993,199.336,22.186,404.665,0,890.923,2.48521,258.459,917.642,91.6435,408.23,20.2541,3.267,0,62.8932,0.454611,4.78475,1051.73,5.59578,1.11152,4.8663,
39,1427.3,2589.99,2447.81,0.551082,159.422,0,462.63,7.50184,174.268,1494.69,114.928,154.915,21.6389,355.049,0,816.087,1.92392,326.925,755.81,147.925,347.693,20.3749,3.267,0,67.8386,0.179641,4.78475,1182.81,3.65666,1.11152,8.5988,
40,1422.57,2587.92,2352.41,0.549695,89.4866,0,576.497,7.0991,127.555,1567.12,110.754,85.2151,24.1925,209.663,0,1050.52,2.15918,288.385,918.639,158.246,203.626,25.9811,2.36652,0,67.8386,0.561971,4.78475,1057.87,5.59578,1.11152,8.5988,
41,1410.42,2572.86,2446.27,0.54819,189.778,0,412.435,6.93162,162.55,1497.68,94.1666,186.955,22.3655,386.703,0,787.392,2.06401,302.985,867.44,130.564,407.43,23.5123,3.267,0,70.6514,1.38173,4.78475,1051.07,4.65246,1.11152,6.50649,
42,1370.81,2680.47,2528.84,0.511407,139.779,0,454.303,6.58246,164.284,1602.89,153.905,134.314,24.4074,345.69,0,763.109,2.5762,306.148,924.182,238.753,335.329,26.4197,3.267,0,45.8321,0.602989,4.78475,1180.22,5.59578,1.11152,7.83372,
43,1370.81,3056.27,2943.29,0.448524,218.765,0,573.67,7.14982,217.796,1690.42,118.049,207.017,23.3975,421.918,0,1032.38,2.38644,331.755,1150.46,169.85,402.825,24.464,3.267,0,70.6514,0.703582,4.78475,1183.58,5.59578,1.11152,0.467232,
44,1370.81,3146.96,2965.57,0.435598,186.033,0,601.999,7.18817,222.774,1755.74,165.252,179.173,28.8081,355.264,0,890.774,2.69232,389.611,1074.48,245.808,345.805,30.3132,3.267,0,70.6514,0.910142,4.78475,1180.24,5.59578,1.11152,8.5988,
45,1370.81,3037.07,2767.04,0.45136,188.069,0,663.017,7.17872,129.844,1684.01,149.77,185.781,29.398,364.067,0,1050.25,2.40032,263.628,1074.05,220.69,364.125,32.841,3.55774,0,76.1506,0.714271,4.78475,1011.93,5.59578,1.11152,8.5988,
46,1370.81,2997.88,2737.21,0.457259,209.788,0,595.694,7.21189,158.065,1685.08,105.088,208.011,28.947,374.976,0,980.681,2.28294,281.022,1077.82,161.573,375.57,32.0041,3.55774,0,76.1506,0.282436,4.78475,1058.94,10.1025,1.11152,5.47726,
47,1370.81,2234.3,2070.42,0.61353,136.528,0,343.329,7.12283,107.473,1366.04,119.78,134.783,19.244,327.343,0,575.214,1.77803,229.292,762.533,191.232,326.525,21.5776,3.56838,0,70.3268,1.07335,4.78475,1051.1,10.1025,1.11152,7.76738,
48,1370.81,2327.14,2174.83,0.589055,128.833,0,377.579,7.13433,137.662,1435.31,97.5146,123.016,20.0883,320.973,0,722.313,1.89699,291.878,740.242,165.812,310.108,18.759,3.56838,0,70.3268,0.303464,4.25218,1022.62,10.1025,1.11152,11.5759,
49,1370.81,2188.22,1678.33,0.62645,122.461,0,412.441,7.09188,102.609,1318.87,88.0688,119.113,17.5671,274.584,0,733.031,2.3264,186.056,441.375,157.851,275.221,11.282,4.1335,0,78.746,0.406908,4.78475,1085.45,9.14389,1.36187,8.17965,
50,1370.81,2656.15,2669.08,0.51609,154.068,0,493.432,6.74665,153.405,1572.16,101.062,150.503,24.7661,331.576,0,878.9,2.58298,369.325,964.216,156.144,332.582,25.6828,4.1335,0,78.746,0.271048,4.78475,1181.87,10.1025,1.36187,4.10928,
51,1370.81,2496.84,2379.92,0.549017,112.514,0,480.267,7.30667,152.512,1490.95,116.289,115.565,21.4412,288.278,0,873.369,2.60048,326.401,787.974,207.05,293.701,22.8376,3.17724,0,78.746,0.459988,2.62978,1181.22,5.36391,1.36187,4.05806,
52,1370.81,2919.91,3011.18,0.469469,196.193,0,539.538,7.49216,156.068,1648.71,152.911,191.809,27.1954,397.158,0,890.477,2.21796,363.226,1073.98,252.937,389.705,28.2243,3.0742,0,78.746,1.03183,3.65275,1019.05,5.36391,0.902913,11.042,
53,1370.81,2572.98,2508.98,0.532771,108.265,0,547.123,7.16711,96.7567,1589.44,90.8084,106.626,26.7928,290.712,0,1069.7,2.04071,214.317,968.962,194.664,282.088,28.0705,3.0742,0,78.746,0.511513,3.65275,1169.58,5.36391,0.902913,12.0724,
54,1370.81,2280.2,2074.4,0.601179,143.152,0,403.589,7.05803,118.972,1357.05,91.0668,139.476,19.8442,361.124,0,788.203,2.27233,241.268,598.283,175.748,361.842,18.4569,2.81705,0,78.746,0.179304,3.65275,1150.39,5.11873,0.902913,12.4045,
55,1370.81,2722.6,2436.17,0.503493,167.555,0,508.658,7.72268,90.9174,1605.38,148.983,165.39,27.9965,333.277,0,790.736,2.41484,249.128,863.12,244.967,333.317,28.4232,2.81705,0,93.6561,0.925551,3.65275,1070.23,5.11873,0.902913,12.7535,
56,1370.81,2534.78,2300.02,0.5408,96.2208,0,515.763,7.63891,91.0498,1590.81,114.158,94.3358,24.8067,225.634,0,925.026,2.13651,178.05,930.317,219.143,226.19,25.6403,2.81705,0,93.6561,0.347419,3.65275,1180.44,5.11873,0.902913,7.68503,
57,1359.53,2691.04,2624.32,0.505208,200.015,0,500.807,7.11557,182.016,1496.21,84.8679,196.998,23.0089,411.586,0,823.982,2.0703,331.282,859.009,163.887,410.704,22.436,2.81705,0,52.1954,1.38634,3.65275,1062.88,6.20109,0.902913,12.8148,
58,1359.53,2491.67,2463.85,0.545631,120.087,0,438.216,7.59563,116.192,1571.68,95.3147,117.852,24.7301,274.482,0,801.418,1.92628,275.266,900.348,203.597,272.322,25.1949,2.81705,0,93.6561,2.86785,3.5783,1145.03,6.54589,0.902913,12.8148,
59,1359.53,2529.9,2390.84,0.537387,138.685,0,513.123,7.22823,105.684,1501.74,104.847,135.459,23.1289,317.219,0,879.089,2.05236,251.393,745.233,213.658,317.372,21.2829,2.81705,0,101.323,0.61661,3.5783,1180.74,3.53525,0.902913,8.88284,
60,1359.53,2769.35,2456.79,0.49092,131.208,0,678.039,6.95983,114.462,1583.48,100.476,128.845,25.8853,299.191,0,980.891,2.41397,258.454,813.712,192.487,297.81,24.814,2.81705,0,101.323,0.593748,3.5783,1056.95,3.82901,0.902913,3.68548,
61,1359.53,2383.18,2241.21,0.570469,147.444,0,392.074,7.36215,110.673,1478.16,80.408,144.832,22.2268,340.397,0,805.293,1.90531,280.741,839.162,165.944,337.21,23.0816,2.81705,0,98.1625,0.699845,1.90341,1098.81,3.82901,0.902913,8.45996,
62,1358.76,2913.71,2935.83,0.466333,185.201,0,637.805,7.57913,134.974,1646.96,99.109,174.919,27.1663,389.874,0,1103.68,2.82654,330.014,944.919,166.949,378.977,26.1648,2.81705,0,98.9683,0.387595,2.60201,1181.95,4.01834,0.902913,12.8493,
63,1358.76,2554.1,2637.85,0.531992,158.576,0,518.248,7.26649,137.856,1494.04,60.3504,155.691,22.0654,390.063,0,898.302,2.15324,352.373,780.643,107.661,384.522,20.0411,3.14349,0,98.9683,0.500658,2.60201,1181.95,4.01834,1.26343,0.800449,
64,1358.76,2265.3,2256.53,0.599814,108.538,0,390.111,7.37915,107.953,1422.38,101.281,105.969,21.6943,312.487,0,725.06,1.99441,270.675,752.468,241.112,311.304,21.9945,2.79638,0,90.1026,0.476055,2.60201,1181.95,4.01834,0.885077,12.8493,
65,1358.76,2357.38,2249.17,0.576385,94.3471,0,480.408,7.32353,85.528,1469.75,104.804,91.7902,23.427,231.508,0,887.568,2.29347,236.336,745.944,217.976,231.339,22.9452,2.79638,0,98.9683,0.280171,2.60201,1181.95,4.01834,0.885077,12.8493,
66,1358.76,2323.36,2212.01,0.584825,105.932,0,553.332,7.55067,43.5855,1392.09,94.6551,104.853,21.3608,235.207,0,1042.22,1.99505,102.144,542.777,216.307,235.749,16.4465,2.79638,0,103.941,1.11655,2.60201,1181.95,4.01834,0.885077,13.2269,
67,1349.73,2847.18,2781.37,0.474058,154.891,0,666.233,6.89444,132.339,1580.82,127.329,152.958,25.7171,355.459,0,1105.3,2.47052,286.564,887.119,211.135,350.166,27.2097,2.79638,0,103.941,0.450769,2.60201,1181.95,4.03391,0.885077,5.13761,
68,1342.8,2738.63,2754.35,0.490319,156.558,0,515.896,6.82638,101.744,1690.9,86.8788,151.02,28.7981,366.768,0,951.617,2.65983,265.674,1087.14,170.148,352.265,30.4397,1.92508,0,103.941,0.897678,2.55833,1181.95,5.05916,0.885077,13.3316,
69,1342.8,2348.51,2138.19,0.571766,122.581,0,409.498,6.03571,82.1032,1506.14,76.8914,121.137,24.1215,257.823,0,746.101,2.54919,225.328,874.449,156.476,256.239,23.6032,2.46363,0,103.941,0.705625,2.23593,1009.82,5.05916,0.885077,13.3316,
70,1342.8,2564.72,2477,0.523565,150.316,0,522.131,5.94283,67.8412,1525.06,117.629,149.281,26.5209,347.857,0,854.06,2.6649,188.145,809.751,224.431,347.851,25.8341,1.63577,0,103.663,1.44754,1.95805,1181.95,4.06507,0.576964,13.5609,
71,1342.8,2362.69,2140.97,0.568335,125.714,0,470.601,5.22874,105.589,1446.72,62.1384,124.076,22.6244,269.58,0,814.769,2.6984,262.99,751.309,119.848,269.814,23.2839,1.63577,0,93.0102,1.04817,2.23593,1099.66,3.76795,0.576964,3.91708,
72,1342.8,2831.46,2691.32,0.474242,195.926,0,548.267,5.35956,175.557,1586.49,101.738,193.602,24.5271,384.71,0,850.654,2.54157,359.502,818.522,192.045,392.422,22.4821,1.63577,0,97.7752,1.44754,2.55833,1142.75,3.6775,0.576964,13.5609,
73,1342.8,2709.05,2571.78,0.495672,192.505,0,511.248,4.93062,118.397,1569.24,97.0016,190,25.7272,405.774,0,867.113,2.62324,258.946,831.57,201.281,402.778,24.3647,1.63577,0,103.941,1.07957,2.55833,1103.07,3.76795,0.576964,13.1941,
74,1342.8,2436.64,2308.24,0.551086,127.605,0,581.23,4.98309,77.6547,1434.32,60.6012,126.809,23.442,316.498,0,1050.13,2.49947,203.189,709.535,118.389,317.695,22.6525,1.63577,0,90.0002,1.44754,2.55833,1152.47,3.76795,0.576964,13.3871,
75,1340.31,2746.76,2900.48,0.48796,132.428,0,609.603,4.11869,82.0212,1623.45,137.649,131.152,26.3382,299.852,0,1060.04,2.31429,269.88,1029.81,279.054,297.524,28.5113,1.63577,0,98.3296,0.493606,2.55833,1003.99,4.06507,0.576964,12.7261,
76,1340.31,2543.55,2437,0.526943,125.5,0,476.508,4.10422,136.105,1604.41,44.0417,126.369,26.5076,312.93,0,793.243,1.95915,331.008,978.488,92.9994,311.188,28.617,1.00987,0,98.3296,0.826467,2.55833,1182.62,4.06098,0.310443,13.3871,
77,1340.31,3100.42,3455.41,0.432298,169.275,0,610.674,4.65278,199.432,1803.84,118.949,164.056,29.5474,397.816,0,988.186,2.66103,477.683,1282.61,223.431,381.142,31.9169,0.922841,0,98.3296,0.629699,2.55833,1182.57,3.92073,0.576964,13.2354,
78,1340.31,2776.42,2846.62,0.482746,142.28,0,482.566,4.36137,184.605,1710.47,86.0793,138.643,27.4107,339.414,0,870.983,2.61763,404.326,1134.04,177.284,336.678,31.2216,1.63577,0,101.309,0.320467,2.51092,1170.13,4.06098,0.576964,9.12767,
79,1340.31,3348.48,3481,0.400273,238.339,0,707.605,4.70303,205.669,1770.19,154.918,235.904,31.1537,469.435,0,1023.82,2.81721,421.75,1193.85,284.394,479.371,32.6071,1.63577,0,110.923,0.113386,1.62772,1096.55,4.06098,0.576964,13.3871,
80,1340.31,2963.05,2661.46,0.45234,228.384,0,588.4,4.83555,161.414,1615.1,112.597,225.567,26.7512,422.537,0,884.074,2.77509,365.85,860.543,213.741,416.42,25.6325,1.63577,0,47.604,0.860095,2.51092,1182.57,4.06098,0.576964,5.35727,
81,1340.31,3171.56,3037.61,0.422601,179.061,0,691.544,5.1708,170.872,1789.28,129.394,176.735,29.5037,379.461,0,1074.2,2.97797,338.514,1133.18,241.75,376.596,31.79,1.63577,0,111.862,1.6484,2.51092,1182.57,4.06098,0.576964,11.5669,
82,1340.31,2910.08,2988.31,0.460573,137.447,0,602.188,4.7742,141.706,1733.69,127.479,133.975,28.8237,361.018,0,958.554,2.74704,378.301,1108.4,259.287,348.54,30.9574,1.29112,0,110.185,0.568463,2.51092,1182.57,4.06098,0.576964,13.3871,
83,1340.31,2969.38,2959.57,0.451376,183.609,0,571.442,4.35783,194.787,1709.6,106.469,173.181,25.9293,368.688,0,956.37,2.49848,398.523,1068.76,195.358,365.008,26.4352,1.29628,0,111.862,0.328554,2.19791,1099.35,4.01309,0.576964,13.5609,
84,1340.31,2323.21,2271.07,0.57692,119.949,0,463.738,4.24728,49.5487,1477.12,64.9994,119,24.6056,325.508,0,939.374,2.53749,221.765,825.468,177.767,323.035,25.3427,1.63577,0,109.11,0.316427,2.55833,1182.57,3.52895,0.576964,13.5609,
85,1340.31,2631.16,2718.77,0.509398,132.986,0,576.788,4.12078,104.014,1564.13,91.9394,131.431,25.7465,323.003,0,998.876,2.09525,289.905,903.793,209.448,321.374,27.2714,1.63577,0,112.454,0.843927,2.55833,1182.57,4.01309,0.576964,4.49587,
86,1340.31,2174.42,2061.35,0.616398,75.2976,0,383.387,4.45378,88.3986,1486.05,40.1662,73.6363,23.0256,257.564,0,666.888,2.38521,268.229,852.848,74.0679,256.301,24.8113,1.63577,0,108.433,1.96016,2.30096,1182.19,4.01309,0.576964,13.5609,
87,1337.54,2243.43,2013.72,0.596205,119.82,0,409.809,3.64377,54.8872,1427.12,86.4283,118.855,22.8652,280.087,0,740.784,1.29202,176.908,700.962,177.293,279.847,21.0644,1.63577,0,112.454,0.723003,1.94129,1182.57,4.01309,0.576964,13.5609,
88,1337.54,2545.6,2523.92,0.525433,168.073,0,439.856,4.17472,151.839,1511.56,83.5651,164.421,22.1106,400.207,0,772.245,2.15672,380.671,736.981,189.482,390.415,16.9496,1.63577,0,109.026,0.531339,1.69877,1182.57,4.01309,0.576964,13.5609,
89,1337.54,2462.35,2405.89,0.543197,165.714,0,474.455,3.52049,122.096,1441.81,70.3291,162.825,21.5972,356.682,0,846.81,1.48534,281.17,829.571,151.254,353.729,20.2111,1.73146,0,109.026,0.60413,1.69877,1089.21,4.01309,0.582509,14.301,
90,1337.54,2235.23,2538.54,0.598392,93.2025,0,339.761,3.98506,63.0849,1549.86,71.1286,88.8842,25.3163,296.428,0,740.179,2.52858,319.128,1009.27,183.894,285.336,27.3236,1.73146,0,112.547,2.37382,1.69877,1182.89,4.01309,0.565095,14.5865,
91,1337.54,2863.49,2887.71,0.467101,126.709,0,701.495,3.56098,100.821,1661.86,117.404,123.686,27.9533,272.36,0,1141.77,1.70844,279.415,958.377,229.158,271.659,28.3788,1.71591,0,112.547,0.919156,1.69877,1182.89,4.42694,0.565095,6.18279,
